Date & Time,First posts,Inactivity,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2011-11-28 22:00:00,0.0,63474.0,0.0,3.0,-0.08055555555555556,0.7287037037037036,20.333333333333332
2011-11-29 16:00:00,0.0,17.0,0.0,11.0,0.0843939393939394,0.35691919191919197,23.727272727272727
2011-11-30 08:00:00,0.0,15.0,0.0,1.0,0.64,1.0,22.0
2011-11-30 13:00:00,0.0,4.0,0.0,1.0,0.0,0.0,15.0
2011-12-03 22:00:00,0.0,80.0,0.0,6.0,0.0936111111111111,0.4988888888888889,25.333333333333332
2011-12-05 19:00:00,0.0,44.0,0.0,4.0,-0.2125,0.625,21.0
2011-12-13 10:00:00,0.0,182.0,0.3333333333333333,3.0,0.11,0.24466666666666667,31.333333333333332
2011-12-14 12:00:00,0.0,25.0,1.0,9.0,0.0,0.0,1.8888888888888888
2011-12-14 13:00:00,0.0,0.0,0.4444444444444444,4.5,0.013888888888888888,0.18333333333333332,8.444444444444445
2011-12-14 14:00:00,0.0,0.0,0.6666666666666666,3.0,0.225,0.5750000000000001,15.0
2011-12-14 19:00:00,0.0,4.0,0.0,2.0,0.0,0.0,3.0
2011-12-16 11:00:00,0.0,39.0,0.0,1.0,0.05,0.3,19.0
2011-12-16 17:00:00,0.0,5.0,0.0,5.0,-0.06300000000000001,0.37600000000000006,7.4
2011-12-17 19:00:00,0.0,25.0,1.0,1.0,0.0,0.0,11.0
2011-12-17 20:00:00,0.0,0.0,0.4,5.0,0.16,0.26,9.0
2011-12-18 09:00:00,0.0,12.0,1.0,1.0,0.0,0.0,8.0
2011-12-18 12:00:00,0.0,2.0,0.0,5.0,-0.038333333333333344,0.30666666666666664,17.4
2011-12-18 13:00:00,0.0,0.0,0.0,2.0,0.46875,0.5,10.0
2011-12-18 18:00:00,0.0,4.0,0.0,5.0,0.08,0.08,9.8
2011-12-18 19:00:00,0.0,0.0,0.0,2.5,0.10600000000000001,0.44399999999999995,42.4
2011-12-19 08:00:00,0.0,12.0,0.0,2.0,0.0,0.375,21.5
2011-12-19 10:00:00,0.0,1.0,0.0,3.0,0.0,0.03333333333333333,16.666666666666668
2011-12-19 15:00:00,0.0,4.0,0.0,1.0,0.0,0.0,23.0
2011-12-20 13:00:00,0.0,21.0,0.0,2.0,0.11000000000000001,0.18,9.4
2011-12-21 11:00:00,0.0,21.0,0.0,3.0,-0.06666666666666667,0.3,18.666666666666668
2011-12-21 17:00:00,0.0,5.0,0.0,5.0,-0.1274242424242424,0.4613636363636363,7.4
2011-12-22 09:00:00,0.0,15.0,0.0,1.0,0.0,0.0,11.0
2011-12-22 21:00:00,0.0,11.0,0.3333333333333333,6.0,-0.001388888888888884,0.3722222222222222,8.0
2011-12-24 12:00:00,0.0,38.0,0.0,2.5,-0.043333333333333335,0.5616666666666668,39.0
2011-12-25 11:00:00,0.0,22.0,0.5,4.0,-0.175,0.225,10.5
2011-12-25 20:00:00,0.0,8.0,0.0,9.0,0.21226851851851858,0.6666666666666666,27.88888888888889
2011-12-26 08:00:00,0.0,11.0,1.0,1.0,0.0,0.0,6.0
2011-12-26 13:00:00,0.0,4.0,0.0,4.0,0.0,0.0,7.5
2011-12-28 14:00:00,0.0,48.0,0.0,4.0,0.225,0.3766666666666667,26.75
2011-12-29 09:00:00,0.0,18.0,0.0,4.0,0.0,0.2,8.0
2012-01-01 09:00:00,0.0,71.0,0.0,2.0,0.0,0.0,14.5
2012-01-01 12:00:00,0.0,2.0,0.0,2.0,0.2,0.36666666666666664,21.0
2012-01-01 13:00:00,0.0,0.0,0.0,1.0,0.55,0.9,6.0
2012-01-04 14:00:00,0.0,72.0,0.2222222222222222,4.0,-0.12133744855967077,0.47253086419753093,26.555555555555557
2012-01-04 15:00:00,0.0,0.0,0.0,2.8,0.03239583333333334,0.18020833333333336,13.4375
2012-01-05 15:00:00,0.0,23.0,0.0,3.0,0.07222222222222223,0.40888888888888886,23.666666666666668
2012-01-05 20:00:00,0.0,4.0,1.0,7.0,0.028571428571428574,0.07142857142857142,1.8571428571428572
2012-01-05 21:00:00,0.0,0.0,0.0,5.0,-0.01,0.02,6.6
2012-01-06 19:00:00,0.0,21.0,0.0,3.5,0.18778935185185186,0.3993055555555556,32.625
2012-01-06 21:00:00,0.0,1.0,0.3333333333333333,3.0,0.15833333333333335,0.23333333333333336,32.0
2012-01-06 22:00:00,0.0,0.0,0.07692307692307693,3.6666666666666665,-0.10602564102564103,0.3941346153846154,21.23076923076923
2012-01-07 08:00:00,0.0,9.0,1.0,1.0,0.0,0.0,7.0
