Date & Time,Churn in 3m,Churn in 6m,Churn in y,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2008-12-23 04:00:00,0,0,0,0.0,1574,0,0.0,4.0,0.06187500000000001,0.4225,13.5
2009-04-14 04:00:00,0,0,0,0.0,111,0,0.4,5.0,0.15,0.19,14.0
2009-08-13 04:00:00,0,0,0,0.0,120,0,0.0,4.0,0.1875,0.5,17.5
2009-08-20 04:00:00,0,0,0,0.0,6,1,0.25,20.0,0.03894097222222223,0.47548611111111116,17.95
2009-08-23 04:00:00,0,0,0,0.0,2,2,0.15384615384615385,13.0,0.17019230769230773,0.3743589743589743,14.153846153846153
2009-08-26 04:00:00,0,0,0,0.0,2,3,0.0,1.0,0.0,0.0,4.5
2009-08-28 04:00:00,0,0,0,0.0,1,5,0.0,2.0,0.025,0.4,5.0
2009-09-02 04:00:00,0,0,0,0.0,4,6,0.125,3.5,0.1,0.3958333333333333,10.875
2009-09-04 04:00:00,0,0,0,0.0,1,8,0.0,3.5,0.06785714285714287,0.14285714285714285,14.857142857142858
2009-09-11 04:00:00,0,0,0,0.0,6,9,0.0,3.0,0.1597222222222222,0.26944444444444443,11.666666666666666
2009-09-14 04:00:00,0,0,0,0.0,2,10,0.0,4.0,0.10375000000000001,0.5333333333333333,11.5
2009-09-15 04:00:00,0,0,0,0.0,0,11,0.0,1.0,0.0,0.0,17.0
2009-09-19 04:00:00,0,0,0,0.0,3,11,0.0,3.0,0.16111111111111112,0.41111111111111115,8.0
2009-09-20 04:00:00,0,0,0,0.0,0,10,0.0,4.0,0.3,0.4916666666666667,6.75
2009-09-21 04:00:00,0,0,0,0.0,0,11,0.0,2.0,0.5,0.5,10.0
2009-09-22 04:00:00,0,0,0,0.0,0,11,0.0,1.0,0.5591666666666667,0.8416666666666667,17.0
2009-09-27 04:00:00,0,0,0,0.0,4,10,0.0,2.0,0.06666666666666667,0.2833333333333334,3.5
2009-09-28 04:00:00,0,0,0,0.0,0,11,0.0,2.0,0.0,0.0,9.5
2009-09-30 04:00:00,0,0,0,0.0,1,10,0.0,3.0,0.2333333333333333,0.4666666666666666,4.666666666666667
2009-10-04 04:00:00,0,0,0,0.0,3,11,0.0,2.0,0.65,0.925,10.0
2009-10-05 04:00:00,0,0,0,0.0,0,12,0.0,1.0,0.0,0.0,14.0
2009-10-09 04:00:00,0,0,0,0.0,3,10,0.0,2.0,0.1852777777777778,0.48194444444444445,10.666666666666666
2009-10-13 04:00:00,0,0,0,0.0,3,12,0.0,5.0,0.13999999999999999,0.32,10.8
2009-10-23 04:00:00,0,0,0,0.0,9,7,0.0,1.0,0.9,1.0,2.0
2009-10-28 04:00:00,0,0,0,0.0,4,7,0.0,3.0,0.0,0.0,13.333333333333334
