Date & Time,Churn in 3m,Churn in 6m,Churn in y,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2005-01-29 04:00:00,0,0,0,0.125,150,0,0.11428571428571428,4.0,-0.005023809523809521,0.307,16.257142857142856
2005-01-30 04:00:00,0,0,0,0.0,0,8,0.041666666666666664,8.0,0.05902777777777779,0.3288194444444445,13.041666666666666
2005-01-31 04:00:00,0,0,0,0.0,0,11,0.0,4.0,-0.1,0.4,18.75
2005-02-02 04:00:00,0,0,0,0.0,1,12,0.09090909090909091,5.0,0.10315151515151513,0.47121212121212125,18.272727272727273
2005-02-03 04:00:00,0,0,0,0.0,0,14,0.0,3.0,0.11944444444444442,0.7722222222222223,32.666666666666664
2005-02-04 04:00:00,0,0,0,0.0,0,15,0.058823529411764705,5.333333333333333,0.031127450980392157,0.2428921568627451,16.58823529411765
2005-02-05 04:00:00,0,0,0,0.0,0,18,0.058823529411764705,5.0,-0.015758169934640517,0.30406535947712415,14.058823529411764
2005-02-07 04:00:00,0,0,0,0.0,1,21,0.3157894736842105,4.25,0.026959064327485387,0.16973684210526313,10.052631578947368
2005-02-08 04:00:00,0,0,0,0.0,0,25,0.0,5.0,0.2105,0.4111666666666666,16.3
2005-02-09 04:00:00,0,0,0,0.0,0,27,0.0,3.3333333333333335,0.0705625,0.28175000000000006,21.1
2005-02-10 04:00:00,0,0,0,0.25,0,30,0.08108108108108109,9.0,0.07361486486486486,0.2185135135135135,24.486486486486488
2005-02-12 04:00:00,0,0,0,0.0,1,34,0.19047619047619047,6.333333333333333,-0.04299036281179138,0.299795918367347,18.523809523809526
2005-02-14 04:00:00,0,0,0,0.0,1,37,0.2,10.0,-0.07749999999999999,0.315,12.3
2005-02-16 04:00:00,0,0,0,0.0,1,38,0.030303030303030304,11.0,-0.023319654882154883,0.31686026936026934,19.484848484848484
2005-02-17 04:00:00,0,0,0,0.0,0,41,0.25,12.0,0.05604166666666666,0.25177083333333333,17.0
2005-02-18 04:00:00,0,0,0,0.0,0,42,0.11904761904761904,13.666666666666666,-0.007989417989417994,0.29590608465608464,18.547619047619047
2005-02-19 04:00:00,0,0,0,0.0,0,45,0.0,7.0,-0.028789682539682553,0.3871825396825397,20.142857142857142
2005-02-21 04:00:00,0,0,0,0.0,1,46,0.16666666666666666,2.5,0.13979166666666668,0.2833333333333333,8.666666666666666
2005-02-25 04:00:00,0,0,0,0.0,3,36,0.0,9.0,0.09074074074074073,0.3611111111111111,12.555555555555555
2005-03-03 04:00:00,0,0,0,0.0,5,28,0.0,8.666666666666666,0.08557098765432099,0.33595679012345675,11.777777777777779
2005-03-04 04:00:00,0,0,0,0.25,0,27,0.22727272727272727,5.25,-0.04435606060606059,0.3481060606060606,13.954545454545455
2005-03-06 04:00:00,0,0,0,0.0,1,26,0.0,2.0,0.44999999999999996,0.7749999999999999,12.5
2005-03-09 04:00:00,0,0,0,0.0,2,20,0.0,10.0,0.17857142857142858,0.3867460317460318,11.80952380952381
2005-03-10 04:00:00,0,0,0,1.0,0,22,0.25,8.0,0.07604166666666666,0.30208333333333337,17.125
2005-03-11 04:00:00,0,0,0,0.0,0,22,0.06837606837606838,13.75,0.03744361348528016,0.2900510446343779,18.28205128205128
2005-03-12 04:00:00,0,0,0,0.0,0,30,0.0,8.0,0.08576388888888889,0.6661111111111111,28.75
2005-03-16 04:00:00,0,0,0,0.0,3,23,0.0,5.0,-0.029999999999999992,0.28500000000000003,10.8
2005-03-17 04:00:00,0,0,0,0.0,0,24,0.10256410256410256,19.0,0.08135327635327635,0.24579772079772078,12.974358974358974
2005-03-22 04:00:00,0,0,0,0.0,4,23,0.0,7.0,0.025000000000000005,0.2527777777777778,13.333333333333334
2005-03-23 04:00:00,0,0,0,0.0,0,25,0.375,3.5,0.19921875,0.3703125,9.75
2005-03-24 04:00:00,0,0,0,0.0,0,27,0.0,11.0,0.06136363636363637,0.32272727272727275,14.818181818181818
2005-04-01 04:00:00,0,0,0,0.0,7,20,0.42857142857142855,7.0,0.1464285714285714,0.37142857142857144,10.571428571428571
