B/U;dependent;independent;AUC;eta;depth;f1
B;0;((3, 11), (4, 5, 8));0.507304882737;0.2;6;0.519230769231
B;0;((3, 11), (4, 5, 8));0.517654746891;0.2;6;0.0101541933058
B;0;((13, 14), (6, 7));0.534025374856;0.05;4;0.625954198473
B;0;((13, 14), (6, 7));0.590670939269;0.1;4;0.00977198697068
B;0;((13, 14), (9, 10, 12));0.536332179931;0.05;4;0.619047619048
B;0;((13, 14), (9, 10, 12));0.576210829706;0.05;4;0.00963676797628
B;0;((13, 14), (4, 5, 8));0.574394463668;0.2;4;0.640625
B;0;((13, 14), (4, 5, 8));0.595515239549;0.05;8;0.00984182776801
B;0;((6, 7), (9, 10, 12));0.522491349481;0.1;8;0.590163934426
B;0;((6, 7), (9, 10, 12));0.534798319094;0.2;4;0.00897979546021
B;0;((6, 7), (4, 5, 8));0.499807766244;0.05;4;0.634482758621
B;0;((6, 7), (4, 5, 8));0.490542859339;0.2;8;0.00805604203152
B;0;((9, 10, 12), (4, 5, 8));0.539407920031;0.05;6;0.595041322314
B;0;((9, 10, 12), (4, 5, 8));0.543197123681;0.2;4;0.00920054705955
B;0;((3, 11), (13, 14), (6, 7));0.511726259131;0.2;8;0.550458715596
B;0;((3, 11), (13, 14), (6, 7));0.591133041187;0.05;8;0.0119693285955
B;0;((3, 11), (13, 14), (9, 10, 12));0.526912725875;0.05;8;0.543689320388
B;0;((3, 11), (13, 14), (9, 10, 12));0.580480978576;0.05;8;0.0115084258118
B;0;((3, 11), (13, 14), (4, 5, 8));0.531334102268;0.05;8;0.581818181818
B;0;((3, 11), (13, 14), (4, 5, 8));0.585693324631;0.05;8;0.0120595439985
B;0;((3, 11), (6, 7), (9, 10, 12));0.532103037293;0.2;6;0.563106796117
B;0;((3, 11), (6, 7), (9, 10, 12));0.563417558564;0.2;6;0.0115953618553
B;0;((3, 11), (6, 7), (4, 5, 8));0.549596309112;0.05;4;0.563636363636
B;0;((3, 11), (6, 7), (4, 5, 8));0.523038029761;0.1;6;0.0103686635945
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.558246828143;0.2;6;0.543689320388
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.569258853955;0.2;4;0.0114624505929
B;0;((13, 14), (6, 7), (9, 10, 12));0.528642829681;0.1;4;0.608
B;0;((13, 14), (6, 7), (9, 10, 12));0.565176817369;0.1;4;0.00939547533688
B;0;((13, 14), (6, 7), (4, 5, 8));0.56708958093;0.2;4;0.635658914729
B;0;((13, 14), (6, 7), (4, 5, 8));0.596805035521;0.05;8;0.00966069745523
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.522875816993;0.2;4;0.608
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.560979459774;0.2;4;0.0093354624739
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.529988465975;0.1;8;0.590163934426
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.538361002197;0.05;4;0.00901577761082
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.520761245675;0.05;8;0.529411764706
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.576527349073;0.05;8;0.0111065405183
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.529988465975;0.05;8;0.587155963303
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.585972221541;0.05;8;0.012041392286
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.526912725875;0.05;8;0.543689320388
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.580480978576;0.05;8;0.0115084258118
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.531141868512;0.1;8;0.557692307692
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.567578929461;0.1;4;0.0112517580872
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.534794309881;0.05;8;0.60162601626
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.554977860002;0.05;8;0.00922463226128
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.526336024606;0.1;8;0.529411764706
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.577437648956;0.05;8;0.0115226337449
B;1;((3, 11),);0.596740722656;0.2;8;0.569230769231
B;1;((3, 11),);0.573153468724;0.1;8;0.0254033642293
B;1;((13, 14),);0.572448730469;0.05;4;0.355555555556
B;1;((13, 14),);0.535854848866;0.05;4;0.0245964642583
B;1;((6, 7),);0.503967285156;0.05;6;0.652173913043
B;1;((6, 7),);0.500763539043;0.2;8;0.0207720270036
B;1;((9, 10, 12),);0.581390380859;0.1;4;0.650306748466
B;1;((9, 10, 12),);0.589635482263;0.05;6;0.0242971190559
B;1;((4, 5, 8),);0.536499023438;0.2;4;0.663043478261
B;1;((4, 5, 8),);0.520900569374;0.05;4;0.0212395543175
B;1;((3, 11), (13, 14));0.601379394531;0.1;8;0.574803149606
B;1;((3, 11), (13, 14));0.572466021201;0.05;8;0.023651675327
B;1;((3, 11), (6, 7));0.597808837891;0.05;8;0.538775510204
B;1;((3, 11), (6, 7));0.56802581864;0.05;8;0.0231254379818
B;1;((3, 11), (9, 10, 12));0.574127197266;0.2;4;0.551724137931
B;1;((3, 11), (9, 10, 12));0.596680179471;0.2;8;0.0275759269611
B;1;((3, 11), (4, 5, 8));0.608612060547;0.1;8;0.545454545455
B;1;((3, 11), (4, 5, 8));0.557787901448;0.2;4;0.0235579421445
B;1;((13, 14), (6, 7));0.570343017578;0.05;6;0.382978723404
B;1;((13, 14), (6, 7));0.55550220403;0.05;8;0.0264998159735
B;1;((13, 14), (9, 10, 12));0.5732421875;0.1;6;0.642201834862
B;1;((13, 14), (9, 10, 12));0.608294959593;0.1;6;0.0250477099237
B;1;((13, 14), (4, 5, 8));0.592590332031;0.1;4;0.416666666667
B;1;((13, 14), (4, 5, 8));0.538352093829;0.05;6;0.0243623905596
B;1;((6, 7), (9, 10, 12));0.555969238281;0.2;4;0.634146341463
B;1;((6, 7), (9, 10, 12));0.592550902603;0.2;8;0.0243506493506
B;1;((6, 7), (4, 5, 8));0.515228271484;0.05;4;0.655826558266
B;1;((6, 7), (4, 5, 8));0.508722974391;0.05;4;0.0209614551754
B;1;((9, 10, 12), (4, 5, 8));0.5830078125;0.05;6;0.645962732919
B;1;((9, 10, 12), (4, 5, 8));0.585217582389;0.05;6;0.0242622185933
B;1;((3, 11), (13, 14), (6, 7));0.59912109375;0.05;8;0.523206751055
B;1;((3, 11), (13, 14), (6, 7));0.580024992128;0.2;8;0.0260727865291
B;1;((3, 11), (13, 14), (9, 10, 12));0.613433837891;0.2;6;0.621212121212
B;1;((3, 11), (13, 14), (9, 10, 12));0.624158729534;0.2;8;0.0297994269341
B;1;((3, 11), (13, 14), (4, 5, 8));0.608947753906;0.05;8;0.53164556962
B;1;((3, 11), (13, 14), (4, 5, 8));0.570143261965;0.05;6;0.0233333333333
B;1;((3, 11), (6, 7), (9, 10, 12));0.586212158203;0.05;4;0.531746031746
B;1;((3, 11), (6, 7), (9, 10, 12));0.592361329765;0.1;8;0.0264925373134
B;1;((3, 11), (6, 7), (4, 5, 8));0.586853027344;0.05;6;0.534412955466
B;1;((3, 11), (6, 7), (4, 5, 8));0.558520282326;0.2;8;0.0230121930276
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.582427978516;0.2;4;0.55303030303
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.596581785264;0.2;4;0.0266861634071
B;1;((13, 14), (6, 7), (9, 10, 12));0.527648925781;0.2;6;0.609230769231
B;1;((13, 14), (6, 7), (9, 10, 12));0.603114176637;0.05;8;0.0249699879952
B;1;((13, 14), (6, 7), (4, 5, 8));0.567749023438;0.05;4;0.367567567568
B;1;((13, 14), (6, 7), (4, 5, 8));0.546539803736;0.2;8;0.0252038547072
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.54638671875;0.05;8;0.614906832298
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.58870500105;0.05;8;0.0238755576993
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.571655273438;0.2;8;0.637770897833
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.577802922964;0.2;8;0.0238453524714
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.626831054688;0.2;4;0.587786259542
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.620537822733;0.1;6;0.0268482490272
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.598663330078;0.1;6;0.512605042017
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.568362982788;0.1;8;0.0256975036711
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.624481201172;0.2;4;0.579150579151
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.618167506297;0.2;4;0.028801843318
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.578704833984;0.2;4;0.580152671756
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.584947982263;0.2;8;0.0257826887661
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.56201171875;0.1;4;0.631578947368
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.599086245802;0.2;8;0.0246212121212
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.624267578125;0.05;4;0.566801619433
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.623816973657;0.2;4;0.0284431137725
B;2;((3, 11),);0.502966076133;0.2;6;0.450574712644
B;2;((3, 11),);0.524819479684;0.05;4;0.0381282495667
B;2;((13, 14),);0.619316696495;0.2;4;0.664323374341
B;2;((13, 14),);0.608491334076;0.2;4;0.04329400985
B;2;((6, 7),);0.521798145951;0.05;8;0.138775510204
B;2;((6, 7),);0.517828860098;0.05;8;0.0463847203274
B;2;((9, 10, 12),);0.611695389008;0.2;4;0.653571428571
B;2;((9, 10, 12),);0.607034267073;0.2;8;0.0429275158339
B;2;((4, 5, 8),);0.528303404452;0.05;6;0.657450076805
B;2;((4, 5, 8),);0.529142478684;0.05;6;0.0369507036174
B;2;((3, 11), (13, 14));0.596503046512;0.1;8;0.554054054054
B;2;((3, 11), (13, 14));0.588016677136;0.05;8;0.0415026833631
B;2;((3, 11), (6, 7));0.522401415673;0.2;6;0.472222222222
B;2;((3, 11), (6, 7));0.52465912261;0.2;4;0.0364464692483
B;2;((3, 11), (9, 10, 12));0.639727322086;0.05;8;0.581235697941
B;2;((3, 11), (9, 10, 12));0.624721367722;0.05;8;0.0486963190184
B;2;((3, 11), (4, 5, 8));0.529721088299;0.05;4;0.52
B;2;((3, 11), (4, 5, 8));0.543541025792;0.05;4;0.0392091152815
