B/U;dependent;independent;AUC;eta;depth;f1
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.625927569099;0.05;4;0.00849921717737
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.598612125639;0.05;4;0.521739130435
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.58736434126;0.05;4;0.00778210116732
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.523374726077;0.05;6;0.259259259259
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.557905084486;0.05;6;0.00638977635783
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.649013878744;0.05;6;0.558823529412
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.620366095618;0.05;6;0.0084935181046
B;1;((3, 11),);0.664421237245;0.05;4;0.618834080717
B;1;((3, 11),);0.60685873901;0.2;4;0.0225929787974
B;1;((13, 14),);0.572664221939;0.1;8;0.666666666667
B;1;((13, 14),);0.579891473611;0.2;6;0.0218515037594
B;1;((6, 7),);0.512675382653;0.05;6;0.112
B;1;((6, 7),);0.523970736207;0.2;4;0.0193905817175
B;1;((9, 10, 12),);0.620057397959;0.1;8;0.685714285714
B;1;((9, 10, 12),);0.614191157974;0.05;4;0.0232224084271
B;1;((4, 5, 8),);0.521843112245;0.05;6;0.0826446280992
B;1;((4, 5, 8),);0.511366596991;0.05;4;0.0142857142857
B;1;((3, 11), (13, 14));0.673788265306;0.05;4;0.63963963964
B;1;((3, 11), (13, 14));0.638848793752;0.1;4;0.0283602955862
B;1;((3, 11), (6, 7));0.661511479592;0.05;4;0.62443438914
B;1;((3, 11), (6, 7));0.614420623607;0.05;4;0.0255083179298
B;1;((3, 11), (9, 10, 12));0.677774234694;0.1;4;0.63963963964
B;1;((3, 11), (9, 10, 12));0.65331186663;0.05;8;0.0288172903742
B;1;((3, 11), (4, 5, 8));0.671875;0.05;6;0.641860465116
B;1;((3, 11), (4, 5, 8));0.611005965358;0.1;4;0.0246913580247
B;1;((13, 14), (6, 7));0.576729910714;0.1;8;0.664285714286
B;1;((13, 14), (6, 7));0.581526182291;0.2;8;0.0220928851408
B;1;((13, 14), (9, 10, 12));0.650031887755;0.05;6;0.693140794224
B;1;((13, 14), (9, 10, 12));0.616998649409;0.05;6;0.023208026109
B;1;((13, 14), (4, 5, 8));0.583506058673;0.2;6;0.666666666667
B;1;((13, 14), (4, 5, 8));0.584728219856;0.2;6;0.0222541277818
B;1;((6, 7), (9, 10, 12));0.647640306122;0.1;8;0.695970695971
B;1;((6, 7), (9, 10, 12));0.609668476438;0.2;6;0.0231046931408
B;1;((6, 7), (4, 5, 8));0.513711734694;0.2;8;0.0666666666667
B;1;((6, 7), (4, 5, 8));0.499009517022;0.1;8;0.0106382978723
B;1;((9, 10, 12), (4, 5, 8));0.64309630102;0.05;8;0.690909090909
B;1;((9, 10, 12), (4, 5, 8));0.607866815601;0.05;4;0.0228036485838
B;1;((3, 11), (13, 14), (6, 7));0.666374362245;0.05;6;0.633027522936
B;1;((3, 11), (13, 14), (6, 7));0.633713330419;0.05;6;0.0269215762778
B;1;((3, 11), (13, 14), (9, 10, 12));0.69479432398;0.05;8;0.651162790698
B;1;((3, 11), (13, 14), (9, 10, 12));0.661041826382;0.05;6;0.0285132382892
B;1;((3, 11), (13, 14), (4, 5, 8));0.680723852041;0.05;4;0.611111111111
B;1;((3, 11), (13, 14), (4, 5, 8));0.630631079155;0.05;4;0.0250759878419
B;1;((3, 11), (6, 7), (9, 10, 12));0.67845184949;0.05;6;0.635944700461
B;1;((3, 11), (6, 7), (9, 10, 12));0.651517692437;0.05;4;0.0287859824781
B;1;((3, 11), (6, 7), (4, 5, 8));0.665338010204;0.05;6;0.636771300448
B;1;((3, 11), (6, 7), (4, 5, 8));0.605390233823;0.1;4;0.0241354466859
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.688775510204;0.05;4;0.613953488372
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.657906045615;0.05;6;0.0283228808416
B;1;((13, 14), (6, 7), (9, 10, 12));0.640306122449;0.05;6;0.686131386861
B;1;((13, 14), (6, 7), (9, 10, 12));0.607126760859;0.05;6;0.022821073076
B;1;((13, 14), (6, 7), (4, 5, 8));0.576570471939;0.1;8;0.664285714286
B;1;((13, 14), (6, 7), (4, 5, 8));0.583255971347;0.1;8;0.0221323179438
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.644690688776;0.1;4;0.686346863469
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.596941556264;0.1;4;0.0224664814591
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.646045918367;0.05;8;0.691176470588
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.607793072159;0.1;6;0.0229579507008
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.694515306122;0.05;6;0.638095238095
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.669729702211;0.05;8;0.0281107895825
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.673070790816;0.05;4;0.614678899083
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.632044183177;0.05;4;0.0253164556962
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.696787308673;0.1;6;0.625592417062
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.658478399535;0.1;4;0.0286425902864
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.699657206633;0.05;4;0.648401826484
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.657487167892;0.05;8;0.029158110883
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.631536989796;0.05;8;0.678832116788
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.603083973192;0.05;6;0.0227078500794
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.708864795918;0.05;8;0.647887323944
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.66367899667;0.05;8;0.0281977932162
B;2;((3, 11),);0.572888461874;0.2;6;0.532687651332
B;2;((3, 11),);0.557404431664;0.2;6;0.0397398843931
B;2;((13, 14),);0.586110140624;0.2;6;0.365930599369
B;2;((13, 14),);0.591428173966;0.1;6;0.0421880586343
B;2;((6, 7),);0.509116516726;0.1;4;0.102564102564
B;2;((6, 7),);0.514656353939;0.2;8;0.031862745098
B;2;((9, 10, 12),);0.635459428771;0.2;8;0.403846153846
B;2;((9, 10, 12),);0.620158943318;0.1;8;0.0484126984127
B;2;((4, 5, 8),);0.526956502751;0.05;6;0.104347826087
B;2;((4, 5, 8),);0.504475294981;0.1;4;0.0248756218905
B;2;((3, 11), (13, 14));0.622008472356;0.05;4;0.53431372549
B;2;((3, 11), (13, 14));0.622029643494;0.05;4;0.0454640250261
B;2;((3, 11), (6, 7));0.569176347279;0.2;6;0.513447432763
B;2;((3, 11), (6, 7));0.554795884815;0.05;4;0.0384993125123
B;2;((3, 11), (9, 10, 12));0.641846449472;0.05;4;0.560196560197
B;2;((3, 11), (9, 10, 12));0.639385638903;0.05;4;0.0498034076016
B;2;((3, 11), (4, 5, 8));0.560289108219;0.2;6;0.510843373494
B;2;((3, 11), (4, 5, 8));0.553270000506;0.05;4;0.0405458089669
B;2;((13, 14), (6, 7));0.577255655516;0.2;6;0.359621451104
B;2;((13, 14), (6, 7));0.584008013165;0.05;8;0.0396682293545
B;2;((13, 14), (9, 10, 12));0.619082452616;0.05;6;0.388535031847
B;2;((13, 14), (9, 10, 12));0.625586483376;0.05;6;0.0508121615993
B;2;((13, 14), (4, 5, 8));0.570803126911;0.1;8;0.350318471338
B;2;((13, 14), (4, 5, 8));0.576238491647;0.1;6;0.0395459538631
B;2;((6, 7), (9, 10, 12));0.62962922526;0.2;6;0.4
B;2;((6, 7), (9, 10, 12));0.626837305401;0.1;6;0.0503540519276
B;2;((6, 7), (4, 5, 8));0.504552799371;0.05;8;0.102127659574
B;2;((6, 7), (4, 5, 8));0.51168757825;0.1;8;0.0289156626506
B;2;((9, 10, 12), (4, 5, 8));0.630044108656;0.2;4;0.402555910543
B;2;((9, 10, 12), (4, 5, 8));0.614887311408;0.2;4;0.048073254483
B;2;((3, 11), (13, 14), (6, 7));0.627238186741;0.05;4;0.551724137931
B;2;((3, 11), (13, 14), (6, 7));0.632693247063;0.05;4;0.0484533852477
B;2;((3, 11), (13, 14), (9, 10, 12));0.662186653856;0.05;4;0.581113801453
B;2;((3, 11), (13, 14), (9, 10, 12));0.665834893073;0.05;4;0.0558399255468
B;2;((3, 11), (13, 14), (4, 5, 8));0.61398375404;0.05;4;0.53164556962
B;2;((3, 11), (13, 14), (4, 5, 8));0.621101110683;0.05;6;0.0459334176148
B;2;((3, 11), (6, 7), (9, 10, 12));0.640307013713;0.1;4;0.573493975904
B;2;((3, 11), (6, 7), (9, 10, 12));0.638861993032;0.05;4;0.0496343895413
B;2;((3, 11), (6, 7), (4, 5, 8));0.558007249541;0.05;8;0.496163682864
B;2;((3, 11), (6, 7), (4, 5, 8));0.553252216306;0.05;4;0.0382215288612
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.64186828544;0.05;4;0.551378446115
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.629324722092;0.05;4;0.0496613995485
B;2;((13, 14), (6, 7), (9, 10, 12));0.620021399249;0.1;6;0.38064516129
B;2;((13, 14), (6, 7), (9, 10, 12));0.624745883551;0.1;6;0.0497051390059
B;2;((13, 14), (6, 7), (4, 5, 8));0.566818062713;0.2;6;0.340836012862
B;2;((13, 14), (6, 7), (4, 5, 8));0.580114854312;0.05;6;0.0403966213735
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.605260284741;0.2;6;0.371794871795
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.6264091014;0.2;8;0.0511959714645
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.628733950563;0.2;4;0.398713826367
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.612768620452;0.2;4;0.0476556495004
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.662634291204;0.05;4;0.56783919598
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.670012599117;0.05;4;0.056712672522
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.623362302384;0.05;4;0.528205128205
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.612693136406;0.05;6;0.0454832596336
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.66464320028;0.05;4;0.573604060914
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.65971297883;0.05;4;0.0563731603891
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.633024718316;0.05;6;0.558252427184
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.632763988656;0.05;6;0.047619047619
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.618318193729;0.2;6;0.38064516129
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.620153015252;0.2;6;0.0485996705107
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.643069263691;0.05;6;0.558603491272
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.657015510984;0.05;4;0.0550816475749
B;0;((3, 11),);0.533735943357;0.1;8;0.557692307692
B;0;((3, 11),);0.566297166961;0.05;8;0.00973066898349
B;0;((13, 14),);0.534152436485;0.05;8;0.41975308642
B;0;((13, 14),);0.592586571704;0.2;4;0.0089914945322
B;0;((6, 7),);0.470637234486;0.05;4;0.643356643357
B;0;((6, 7),);0.502015452941;0.05;4;0.0081264905927
B;0;((9, 10, 12),);0.588713036235;0.1;6;0.469135802469
B;0;((9, 10, 12),);0.638073846604;0.05;8;0.016157989228
B;0;((4, 5, 8),);0.470637234486;0.1;8;0.643356643357
B;0;((4, 5, 8),);0.4892614148;0.2;8;0.00805886475123
B;0;((3, 11), (13, 14));0.591003748438;0.05;8;0.520833333333
B;0;((3, 11), (13, 14));0.595239513772;0.05;8;0.00949667616334
B;0;((3, 11), (6, 7));0.534985422741;0.2;6;0.552380952381
B;0;((3, 11), (6, 7));0.561867085645;0.05;8;0.0095053687731
B;0;((3, 11), (9, 10, 12));0.542482299042;0.05;8;0.547169811321
B;0;((3, 11), (9, 10, 12));0.604009457649;0.05;4;0.00987202925046
B;0;((3, 11), (4, 5, 8));0.534152436485;0.05;6;0.533333333333
B;0;((3, 11), (4, 5, 8));0.573005697399;0.05;6;0.00972559916638
B;0;((13, 14), (6, 7));0.513744273219;0.2;4;0.588235294118
B;0;((13, 14), (6, 7));0.58575973554;0.1;4;0.00889657728902
B;0;((13, 14), (9, 10, 12));0.550395668471;0.2;8;0.433734939759
B;0;((13, 14), (9, 10, 12));0.66692512354;0.05;4;0.0172101449275
B;0;((13, 14), (4, 5, 8));0.513744273219;0.2;8;0.395061728395
B;0;((13, 14), (4, 5, 8));0.605619777313;0.05;8;0.0153985507246
B;0;((6, 7), (9, 10, 12));0.552478134111;0.1;4;0.439024390244
B;0;((6, 7), (9, 10, 12));0.631990889608;0.05;4;0.0161652447238
B;0;((6, 7), (4, 5, 8));0.508538109121;0.05;4;0.657342657343
B;0;((6, 7), (4, 5, 8));0.511652688434;0.05;4;0.00826955221255
B;0;((9, 10, 12), (4, 5, 8));0.580799666805;0.05;6;0.463414634146
B;0;((9, 10, 12), (4, 5, 8));0.635386008603;0.05;6;0.016814159292
B;0;((3, 11), (13, 14), (6, 7));0.578092461474;0.05;8;0.520833333333
B;0;((3, 11), (13, 14), (6, 7));0.585983580187;0.05;4;0.0087783467447
B;0;((3, 11), (13, 14), (9, 10, 12));0.592461474386;0.05;4;0.54
B;0;((3, 11), (13, 14), (9, 10, 12));0.621374865736;0.05;4;0.0100111234705
B;0;((3, 11), (13, 14), (4, 5, 8));0.563931695127;0.05;8;0.525252525253
B;0;((3, 11), (13, 14), (4, 5, 8));0.58310083563;0.05;6;0.00912721049629
B;0;((3, 11), (6, 7), (9, 10, 12));0.544981257809;0.2;8;0.533333333333
B;0;((3, 11), (6, 7), (9, 10, 12));0.584535824506;0.1;6;0.0105205877018
B;0;((3, 11), (6, 7), (4, 5, 8));0.549146189088;0.2;6;0.552380952381
B;0;((3, 11), (6, 7), (4, 5, 8));0.570335732925;0.05;8;0.00979020979021
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.534568929613;0.1;4;0.533333333333
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.586645751803;0.05;6;0.0103016924209
B;0;((13, 14), (6, 7), (9, 10, 12));0.550812161599;0.1;4;0.433734939759
B;0;((13, 14), (6, 7), (9, 10, 12));0.665748875244;0.05;4;0.0194080543426
B;0;((13, 14), (6, 7), (4, 5, 8));0.550812161599;0.1;8;0.425
B;0;((13, 14), (6, 7), (4, 5, 8));0.613261135633;0.05;8;0.0161596958175
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.577051228655;0.2;8;0.463414634146
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.656658910123;0.05;4;0.0183930300097
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.566638900458;0.2;4;0.444444444444
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.624336764483;0.05;8;0.0160570918822
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.575385256143;0.05;4;0.52
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.605710847188;0.05;6;0.0101791530945
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.576426488963;0.05;6;0.525252525253
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.590695382332;0.05;6;0.00964928558174
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.596209912536;0.05;4;0.56
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.606872626438;0.05;6;0.0106888361045
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.536443148688;0.05;8;0.560747663551
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.594005389294;0.05;6;0.0110497237569
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.589962515618;0.05;4;0.481927710843
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.665067978981;0.05;4;0.01924001924
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.567471886714;0.05;4;0.5
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.6084786905;0.05;4;0.00934579439252
B;1;((3, 11),);0.498728023065;0.05;6;0.445344129555
B;1;((3, 11),);0.490203143306;0.05;6;0.01953125
B;1;((13, 14),);0.653485216801;0.2;4;0.471698113208
B;1;((13, 14),);0.635709706858;0.1;8;0.0377213240955
B;1;((6, 7),);0.517609814009;0.05;4;0.122448979592
B;1;((6, 7),);0.504151916962;0.1;4;0.0219478737997
B;1;((9, 10, 12),);0.620950873424;0.05;6;0.439252336449
B;1;((9, 10, 12),);0.628016913346;0.2;4;0.0364741641337
B;1;((4, 5, 8),);0.48940019221;0.05;4;0.0952380952381
B;1;((4, 5, 8),);0.497822990909;0.05;4;0.0193637621024
B;1;((3, 11), (13, 14));0.598422748601;0.2;6;0.586466165414
B;1;((3, 11), (13, 14));0.591889425369;0.1;6;0.0285338839872
B;1;((3, 11), (6, 7));0.498077901521;0.2;4;0.464
B;1;((3, 11), (6, 7));0.484711989971;0.05;4;0.0203590597816
B;1;((3, 11), (9, 10, 12));0.591978065464;0.1;8;0.564885496183
B;1;((3, 11), (9, 10, 12));0.597857727056;0.05;4;0.0302432610125
B;1;((3, 11), (4, 5, 8));0.47783933518;0.05;8;0.455284552846
B;1;((3, 11), (4, 5, 8));0.480267657805;0.05;4;0.0189481825213
B;1;((13, 14), (6, 7));0.656057436825;0.1;4;0.476635514019
B;1;((13, 14), (6, 7));0.636799158754;0.2;4;0.0376522702104
B;1;((13, 14), (9, 10, 12));0.66318050766;0.1;8;0.467289719626
B;1;((13, 14), (9, 10, 12));0.671347099374;0.2;8;0.0423236514523
B;1;((13, 14), (4, 5, 8));0.662134659958;0.2;6;0.483720930233
B;1;((13, 14), (4, 5, 8));0.637988398127;0.2;6;0.0372093023256
B;1;((6, 7), (9, 10, 12));0.622759907287;0.1;4;0.453703703704
B;1;((6, 7), (9, 10, 12));0.639155848462;0.1;4;0.0375335120643
B;1;((6, 7), (4, 5, 8));0.496466730737;0.05;4;0.0833333333333
B;1;((6, 7), (4, 5, 8));0.490513873933;0.05;4;0.0164383561644
B;1;((9, 10, 12), (4, 5, 8));0.597094239358;0.2;6;0.427906976744
B;1;((9, 10, 12), (4, 5, 8));0.634665096172;0.2;4;0.0377213240955
B;1;((3, 11), (13, 14), (6, 7));0.591186613149;0.2;6;0.546875
B;1;((3, 11), (13, 14), (6, 7));0.591308068575;0.05;8;0.0279858100118
B;1;((3, 11), (13, 14), (9, 10, 12));0.612895019504;0.1;4;0.576923076923
B;1;((3, 11), (13, 14), (9, 10, 12));0.627964177559;0.1;4;0.0310880829016
B;1;((3, 11), (13, 14), (4, 5, 8));0.597489965515;0.1;6;0.574712643678
B;1;((3, 11), (13, 14), (4, 5, 8));0.594375901956;0.1;4;0.0293209876543
B;1;((3, 11), (6, 7), (9, 10, 12));0.59036689468;0.05;8;0.589147286822
B;1;((3, 11), (6, 7), (9, 10, 12));0.580862593274;0.2;4;0.0277610138805
B;1;((3, 11), (6, 7), (4, 5, 8));0.50048052462;0.2;8;0.465863453815
B;1;((3, 11), (6, 7), (4, 5, 8));0.482051201081;0.2;8;0.019737961545
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.563344451354;0.2;4;0.564885496183
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.592939720153;0.05;6;0.0287947346771
B;1;((13, 14), (6, 7), (9, 10, 12));0.668833738482;0.05;8;0.478873239437
B;1;((13, 14), (6, 7), (9, 10, 12));0.66174729137;0.1;4;0.0417503010839
B;1;((13, 14), (6, 7), (4, 5, 8));0.643648595172;0.05;6;0.454976303318
B;1;((13, 14), (6, 7), (4, 5, 8));0.632164725127;0.2;8;0.0359415949083
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.639945728984;0.2;4;0.465753424658
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.650457411904;0.1;4;0.0394366197183
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.591667137769;0.1;4;0.429223744292
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.624293198347;0.2;6;0.0356060606061
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.61679574877;0.1;6;0.582375478927
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.629615723475;0.05;6;0.0319803198032
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.600712307083;0.1;6;0.557768924303
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.582164883018;0.1;6;0.0263703145602
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.608966024083;0.2;8;0.558490566038
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.624050361098;0.1;4;0.0300814706497
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.582621968455;0.05;8;0.565891472868
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.594207589532;0.05;8;0.0297898388084
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.650686867545;0.1;4;0.469483568075
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.645290567873;0.05;8;0.0382892057026
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.615410707219;0.2;4;0.561538461538
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.619216984081;0.1;4;0.0295464003329
B;2;((3, 11),);0.511887732005;0.1;4;0.48243559719
B;2;((3, 11),);0.500738723116;0.1;4;0.0385623362037
B;2;((13, 14),);0.599067451335;0.2;4;0.414772727273
B;2;((13, 14),);0.598082708868;0.1;8;0.0555764175742
B;2;((6, 7),);0.524373019466;0.1;4;0.130769230769
B;2;((6, 7),);0.508596263842;0.2;6;0.0390243902439
B;2;((9, 10, 12),);0.616785875962;0.05;8;0.426966292135
B;2;((9, 10, 12),);0.630715234677;0.05;8;0.0632016632017
B;2;((4, 5, 8),);0.502634676324;0.05;8;0.134328358209
B;2;((4, 5, 8),);0.515025029699;0.05;8;0.0415704387991
B;2;((3, 11), (13, 14));0.592440018108;0.1;6;0.554585152838
B;2;((3, 11), (13, 14));0.584883035507;0.1;4;0.0482744863355
B;2;((3, 11), (6, 7));0.524689904934;0.05;4;0.455635491607
B;2;((3, 11), (6, 7));0.520214658733;0.05;4;0.0380837843255
B;2;((3, 11), (9, 10, 12));0.592114078769;0.1;8;0.55652173913
B;2;((3, 11), (9, 10, 12));0.611126273342;0.1;8;0.0503144654088
B;2;((3, 11), (4, 5, 8));0.542462652784;0.2;4;0.516703786192
