B/U;dependent;independent;AUC;eta;depth;f1
B;2;((3, 11), (4, 5, 8));0.588839294855;0.05;4;0.546697038724
B;2;((3, 11), (4, 5, 8));0.599216674191;0.05;4;0.0433369447454
B;2;((13, 14), (6, 7));0.577189246739;0.1;8;0.394029850746
B;2;((13, 14), (6, 7));0.579718152811;0.05;8;0.0466926070039
B;2;((13, 14), (9, 10, 12));0.660080669929;0.2;8;0.475073313783
B;2;((13, 14), (9, 10, 12));0.664969211853;0.05;4;0.0674255691769
B;2;((13, 14), (4, 5, 8));0.571149239369;0.1;6;0.384384384384
B;2;((13, 14), (4, 5, 8));0.579208686619;0.1;6;0.0465623863223
B;2;((6, 7), (9, 10, 12));0.647161196536;0.2;8;0.446428571429
B;2;((6, 7), (9, 10, 12));0.636081464046;0.1;6;0.0570559147965
B;2;((6, 7), (4, 5, 8));0.512294998055;0.2;4;0.0979591836735
B;2;((6, 7), (4, 5, 8));0.510829363479;0.2;4;0.0333333333333
B;2;((9, 10, 12), (4, 5, 8));0.650396183534;0.1;6;0.44578313253
B;2;((9, 10, 12), (4, 5, 8));0.636129328213;0.2;4;0.0581395348837
B;2;((3, 11), (13, 14), (6, 7));0.605526094879;0.05;4;0.554272517321
B;2;((3, 11), (13, 14), (6, 7));0.62524788852;0.1;4;0.0473076923077
B;2;((3, 11), (13, 14), (9, 10, 12));0.679122049098;0.05;8;0.613995485327
B;2;((3, 11), (13, 14), (9, 10, 12));0.697288054597;0.05;8;0.0577249575552
B;2;((3, 11), (13, 14), (4, 5, 8));0.600683851682;0.05;8;0.553571428571
B;2;((3, 11), (13, 14), (4, 5, 8));0.63362009713;0.05;8;0.0485798237023
B;2;((3, 11), (6, 7), (9, 10, 12));0.64788804488;0.1;8;0.601731601732
B;2;((3, 11), (6, 7), (9, 10, 12));0.67349209686;0.1;4;0.055297679112
B;2;((3, 11), (6, 7), (4, 5, 8));0.575090600111;0.05;4;0.552036199095
B;2;((3, 11), (6, 7), (4, 5, 8));0.588515395222;0.05;4;0.044122965642
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.655166765627;0.05;8;0.602678571429
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.668036539122;0.1;4;0.0553295362083
B;2;((13, 14), (6, 7), (9, 10, 12));0.649945742307;0.2;8;0.466472303207
B;2;((13, 14), (6, 7), (9, 10, 12));0.661645524107;0.05;8;0.065404475043
B;2;((13, 14), (6, 7), (4, 5, 8));0.57964619889;0.2;6;0.39880952381
B;2;((13, 14), (6, 7), (4, 5, 8));0.585051369738;0.1;6;0.0477568740955
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.646997399726;0.2;8;0.454277286136
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.665877865197;0.2;8;0.0675438596491
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.656784259127;0.2;6;0.459701492537
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.637955633364;0.1;8;0.0580270793037
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.676849368359;0.05;4;0.625570776256
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.692939882224;0.05;4;0.0621315192744
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.596896050449;0.1;8;0.565121412804
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.630192448413;0.05;6;0.0459949327616
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.676357977928;0.05;8;0.604856512141
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.677878369111;0.05;4;0.0587967183227
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.644315226961;0.2;4;0.584615384615
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.680051019373;0.05;8;0.0570858283433
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.65211605004;0.1;8;0.466472303207
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.663277117827;0.1;6;0.066985645933
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.668209086628;0.05;4;0.623853211009
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.683506429306;0.05;4;0.062313860252
B;0;((3, 11),);0.639739229025;0.2;8;0.459459459459
B;0;((3, 11),);0.536562782832;0.05;6;0.00702301989856
B;0;((13, 14),);0.634070294785;0.05;6;0.413793103448
B;0;((13, 14),);0.617523301418;0.05;4;0.0117117117117
B;0;((6, 7),);0.500283446712;0.05;4;0.655737704918
B;0;((6, 7),);0.495495522317;0.05;4;0.00705156456589
B;0;((9, 10, 12),);0.611961451247;0.1;8;0.454545454545
B;0;((9, 10, 12),);0.658544911796;0.1;8;0.0125418060201
B;0;((4, 5, 8),);0.488095238095;0.05;4;0.645161290323
B;0;((4, 5, 8),);0.506632171041;0.05;4;0.00705903114797
B;0;((3, 11), (13, 14));0.729591836735;0.05;4;0.605263157895
B;0;((3, 11), (13, 14));0.636179321679;0.05;4;0.0093533956893
B;0;((3, 11), (6, 7));0.667517006803;0.2;6;0.527777777778
B;0;((3, 11), (6, 7));0.550145683482;0.05;6;0.00718065003779
B;0;((3, 11), (9, 10, 12));0.679421768707;0.05;8;0.543209876543
B;0;((3, 11), (9, 10, 12));0.655655059623;0.05;4;0.0106791969244
B;0;((3, 11), (4, 5, 8));0.652210884354;0.2;8;0.5
B;0;((3, 11), (4, 5, 8));0.551881381095;0.05;4;0.00740877940359
B;0;((13, 14), (6, 7));0.630102040816;0.05;8;0.433333333333
B;0;((13, 14), (6, 7));0.595511003668;0.1;8;0.0101437024514
B;0;((13, 14), (9, 10, 12));0.685657596372;0.2;4;0.5
B;0;((13, 14), (9, 10, 12));0.680070936344;0.05;8;0.0140412461606
B;0;((13, 14), (4, 5, 8));0.625566893424;0.05;4;0.444444444444
B;0;((13, 14), (4, 5, 8));0.628132988774;0.05;4;0.0111287758347
B;0;((6, 7), (9, 10, 12));0.588151927438;0.2;4;0.430769230769
B;0;((6, 7), (9, 10, 12));0.647154210134;0.2;8;0.0117498950902
B;0;((6, 7), (4, 5, 8));0.488095238095;0.1;8;0.650406504065
B;0;((6, 7), (4, 5, 8));0.50980088601;0.2;8;0.00709282737831
B;0;((9, 10, 12), (4, 5, 8));0.581916099773;0.1;4;0.424242424242
B;0;((9, 10, 12), (4, 5, 8));0.639930572095;0.05;4;0.0112044817927
B;0;((3, 11), (13, 14), (6, 7));0.71201814059;0.05;4;0.597402597403
B;0;((3, 11), (13, 14), (6, 7));0.623087656203;0.05;4;0.00915969733174
B;0;((3, 11), (13, 14), (9, 10, 12));0.770691609977;0.05;4;0.657894736842
B;0;((3, 11), (13, 14), (9, 10, 12));0.694953873513;0.05;4;0.0112258643916
B;0;((3, 11), (13, 14), (4, 5, 8));0.742346938776;0.05;4;0.641975308642
B;0;((3, 11), (13, 14), (4, 5, 8));0.643460518586;0.05;4;0.010172143975
B;0;((3, 11), (6, 7), (9, 10, 12));0.671201814059;0.05;8;0.545454545455
B;0;((3, 11), (6, 7), (9, 10, 12));0.653448967116;0.05;8;0.00915830789359
B;0;((3, 11), (6, 7), (4, 5, 8));0.641156462585;0.05;8;0.493150684932
B;0;((3, 11), (6, 7), (4, 5, 8));0.529334182823;0.05;8;0.00683890577508
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.685941043084;0.05;6;0.543209876543
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.659699066355;0.05;6;0.00918580375783
B;0;((13, 14), (6, 7), (9, 10, 12));0.68679138322;0.2;6;0.5
B;0;((13, 14), (6, 7), (9, 10, 12));0.678165539307;0.2;6;0.0139921294272
B;0;((13, 14), (6, 7), (4, 5, 8));0.59835600907;0.1;4;0.393442622951
B;0;((13, 14), (6, 7), (4, 5, 8));0.627323195033;0.05;4;0.0112948769665
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.679988662132;0.1;4;0.523076923077
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.692652511155;0.2;8;0.0150575730735
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.602324263039;0.2;4;0.454545454545
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.644359627812;0.1;8;0.0115178938708
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.772675736961;0.05;4;0.692307692308
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.683398434399;0.05;4;0.0116429495472
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.738378684807;0.05;4;0.625
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.640446617126;0.05;4;0.00985610092647
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.752267573696;0.05;4;0.658227848101
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.688861564966;0.05;4;0.0113835376532
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.689058956916;0.05;8;0.564102564103
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.659079812318;0.05;8;0.00938366389422
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.711167800454;0.05;8;0.516129032258
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.675619055558;0.05;8;0.0139921294272
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.75;0.05;4;0.649350649351
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.664767223995;0.05;8;0.0109003706126
B;1;((3, 11),);0.608804941109;0.1;4;0.523364485981
B;1;((3, 11),);0.542083522921;0.1;8;0.0210489387827
B;1;((13, 14),);0.646006894571;0.1;6;0.452380952381
B;1;((13, 14),);0.629592765328;0.1;6;0.0305958132045
B;1;((6, 7),);0.504021832807;0.05;8;0.66091954023
B;1;((6, 7),);0.501441460016;0.05;8;0.019771340153
B;1;((9, 10, 12),);0.658826486642;0.05;8;0.455089820359
B;1;((9, 10, 12),);0.642160305995;0.2;6;0.031882809134
B;1;((4, 5, 8),);0.516841424878;0.05;8;0.664756446991
B;1;((4, 5, 8),);0.510148873848;0.1;4;0.0199134199134
B;1;((3, 11), (13, 14));0.721883079575;0.2;6;0.643171806167
B;1;((3, 11), (13, 14));0.645272864293;0.2;6;0.0284267912773
B;1;((3, 11), (6, 7));0.576378914105;0.2;8;0.524444444444
B;1;((3, 11), (6, 7));0.557294391992;0.2;4;0.0215281454032
B;1;((3, 11), (9, 10, 12));0.704215742603;0.2;8;0.64
B;1;((3, 11), (9, 10, 12));0.644643669662;0.2;8;0.0292682926829
B;1;((3, 11), (4, 5, 8));0.586756679115;0.2;6;0.544642857143
B;1;((3, 11), (4, 5, 8));0.547631099989;0.1;8;0.0212115764875
B;1;((13, 14), (6, 7));0.626903188739;0.1;6;0.421686746988
B;1;((13, 14), (6, 7));0.612780471505;0.1;6;0.0279552715655
B;1;((13, 14), (9, 10, 12));0.692222062626;0.1;6;0.5
B;1;((13, 14), (9, 10, 12));0.680303719713;0.1;6;0.0373750543242
B;1;((13, 14), (4, 5, 8));0.635665038782;0.1;8;0.431137724551
B;1;((13, 14), (4, 5, 8));0.621401504379;0.1;8;0.0290088638195
B;1;((6, 7), (9, 10, 12));0.676206549842;0.05;8;0.479532163743
B;1;((6, 7), (9, 10, 12));0.654374502332;0.1;8;0.0338266384778
B;1;((6, 7), (4, 5, 8));0.516338695777;0.1;8;0.666666666667
B;1;((6, 7), (4, 5, 8));0.527247326812;0.05;4;0.0202931228861
B;1;((9, 10, 12), (4, 5, 8));0.671035621948;0.1;6;0.461538461538
B;1;((9, 10, 12), (4, 5, 8));0.643894679217;0.05;8;0.0322033898305
B;1;((3, 11), (13, 14), (6, 7));0.713911232404;0.2;6;0.646288209607
B;1;((3, 11), (13, 14), (6, 7));0.642712006598;0.2;8;0.0290079288339
B;1;((3, 11), (13, 14), (9, 10, 12));0.74371588624;0.2;4;0.660792951542
B;1;((3, 11), (13, 14), (9, 10, 12));0.683380374815;0.2;6;0.0315680166147
B;1;((3, 11), (13, 14), (4, 5, 8));0.724540361965;0.2;4;0.654708520179
B;1;((3, 11), (13, 14), (4, 5, 8));0.656115985098;0.05;8;0.0294358135732
B;1;((3, 11), (6, 7), (9, 10, 12));0.702528009193;0.2;8;0.64
B;1;((3, 11), (6, 7), (9, 10, 12));0.64009071778;0.2;8;0.0289040545965
B;1;((3, 11), (6, 7), (4, 5, 8));0.578713013502;0.2;8;0.539130434783
B;1;((3, 11), (6, 7), (4, 5, 8));0.542294676374;0.2;8;0.0213682577977
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.708381212295;0.2;8;0.63963963964
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.649353742464;0.2;6;0.029814171942
B;1;((13, 14), (6, 7), (9, 10, 12));0.704790290147;0.2;4;0.505882352941
B;1;((13, 14), (6, 7), (9, 10, 12));0.691060459561;0.05;8;0.0399818264425
B;1;((13, 14), (6, 7), (4, 5, 8));0.636167767883;0.05;8;0.431137724551
B;1;((13, 14), (6, 7), (4, 5, 8));0.619368530315;0.05;8;0.0286168521463
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.683316575697;0.1;4;0.491228070175
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.683965845751;0.2;6;0.0386303775241
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.670963803505;0.1;6;0.470588235294
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.646413946081;0.05;8;0.0324232081911
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.745008618213;0.2;4;0.655021834061
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.700284026277;0.1;8;0.0335466784374
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.723498994542;0.2;6;0.643171806167
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.642427980321;0.2;8;0.027950310559
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.757900028727;0.1;8;0.648888888889
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.696207413832;0.1;8;0.0315539226281
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.704000287274;0.2;8;0.657894736842
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.650878384143;0.2;6;0.0294117647059
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.699619362252;0.1;6;0.502923976608
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.680985524969;0.1;6;0.0377027619465
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.744146796897;0.2;4;0.660869565217
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.698545742805;0.1;8;0.0329932711092
B;2;((3, 11),);0.515148139898;0.05;6;0.492610837438
B;2;((3, 11),);0.55383994953;0.05;4;0.0359004053272
B;2;((13, 14),);0.615380807406;0.2;8;0.43949044586
B;2;((13, 14),);0.6356651313;0.2;8;0.0540752351097
B;2;((6, 7),);0.51622484592;0.1;8;0.0642201834862
B;2;((6, 7),);0.506379776374;0.2;8;0.018691588785
B;2;((9, 10, 12),);0.67889408678;0.2;4;0.474025974026
B;2;((9, 10, 12),);0.649623597817;0.1;4;0.0567872423182
B;2;((4, 5, 8),);0.504170688844;0.05;4;0.0714285714286
B;2;((4, 5, 8),);0.509640485584;0.1;4;0.020725388601
B;2;((3, 11), (13, 14));0.605814212519;0.05;8;0.573529411765
B;2;((3, 11), (13, 14));0.646513146862;0.05;8;0.0484773151025
B;2;((3, 11), (6, 7));0.522326180045;0.05;8;0.497512437811
B;2;((3, 11), (6, 7));0.557408320399;0.05;4;0.0353455123114
B;2;((3, 11), (9, 10, 12));0.615294175887;0.1;8;0.613908872902
B;2;((3, 11), (9, 10, 12));0.659629956999;0.05;8;0.0507988529291
B;2;((3, 11), (4, 5, 8));0.51882379149;0.05;4;0.48743718593
B;2;((3, 11), (4, 5, 8));0.562847038778;0.05;4;0.0374879227053
B;2;((13, 14), (6, 7));0.588228014158;0.05;8;0.425
B;2;((13, 14), (6, 7));0.635111382347;0.1;8;0.0539513677812
B;2;((13, 14), (9, 10, 12));0.656171876934;0.05;8;0.466876971609
B;2;((13, 14), (9, 10, 12));0.665669708398;0.05;4;0.0599918929874
B;2;((13, 14), (4, 5, 8));0.610752209104;0.1;8;0.438871473354
B;2;((13, 14), (4, 5, 8));0.643132861501;0.2;8;0.0542577241899
B;2;((6, 7), (9, 10, 12));0.646790921017;0.05;6;0.441558441558
B;2;((6, 7), (9, 10, 12));0.640079361577;0.2;4;0.0537015726889
B;2;((6, 7), (4, 5, 8));0.509294324398;0.05;4;0.08
B;2;((6, 7), (4, 5, 8));0.517689914876;0.05;4;0.0244897959184
B;2;((9, 10, 12), (4, 5, 8));0.65325115715;0.1;4;0.466876971609
B;2;((9, 10, 12), (4, 5, 8));0.648951323471;0.2;4;0.0547842401501
B;2;((3, 11), (13, 14), (6, 7));0.605665701344;0.05;8;0.583333333333
B;2;((3, 11), (13, 14), (6, 7));0.647915066889;0.05;8;0.0508547008547
B;2;((3, 11), (13, 14), (9, 10, 12));0.650318061434;0.05;8;0.608695652174
B;2;((3, 11), (13, 14), (9, 10, 12));0.684796848738;0.05;8;0.0529523009036
B;2;((3, 11), (13, 14), (4, 5, 8));0.60629687384;0.05;4;0.560794044665
B;2;((3, 11), (13, 14), (4, 5, 8));0.64690612999;0.05;8;0.0494699646643
B;2;((3, 11), (6, 7), (9, 10, 12));0.635578327269;0.05;4;0.564766839378
B;2;((3, 11), (6, 7), (9, 10, 12));0.658029443893;0.05;8;0.0505008347245
B;2;((3, 11), (6, 7), (4, 5, 8));0.514034306082;0.2;4;0.518703241895
B;2;((3, 11), (6, 7), (4, 5, 8));0.569514092123;0.05;4;0.0392233771328
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.62598698052;0.1;6;0.584766584767
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.648394212094;0.05;4;0.0481720430108
B;2;((13, 14), (6, 7), (9, 10, 12));0.655553080369;0.1;4;0.473520249221
B;2;((13, 14), (6, 7), (9, 10, 12));0.670365331407;0.2;4;0.0594594594595
B;2;((13, 14), (6, 7), (4, 5, 8));0.621915299126;0.1;8;0.445859872611
B;2;((13, 14), (6, 7), (4, 5, 8));0.624986077469;0.05;8;0.0518885921404
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.663399420806;0.2;6;0.476780185759
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.672976252471;0.1;6;0.0599455040872
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.639093091755;0.05;4;0.448717948718
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.64714381123;0.2;6;0.0551301684533
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.646060741071;0.05;8;0.593137254902
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.68057679836;0.05;8;0.0505430242272
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.602683101903;0.05;8;0.567901234568
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.645835198427;0.05;8;0.0488011882028
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.652285834509;0.05;8;0.59512195122
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.68875147789;0.05;8;0.0516511430991
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.630046285983;0.05;6;0.573566084788
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.659429052255;0.05;8;0.0498969072165
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.651889804708;0.1;6;0.465838509317
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.669566756065;0.05;6;0.0601741884402
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.641531150219;0.1;8;0.606356968215
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.686467762564;0.05;8;0.0516211604096
B;0;((3, 11),);0.601629696695;0.2;8;0.568421052632
B;0;((3, 11),);0.612524109394;0.1;6;0.010532255031
B;0;((13, 14),);0.684472612042;0.05;4;0.708661417323
B;0;((13, 14),);0.702659973704;0.05;4;0.0109449106166
B;0;((6, 7),);0.468990493436;0.05;4;0.0384615384615
B;0;((6, 7),);0.498090766657;0.05;4;0.00286532951289
B;0;((9, 10, 12),);0.735853327297;0.1;8;0.72131147541
B;0;((9, 10, 12),);0.725818299895;0.1;8;0.0112474437628
B;0;((4, 5, 8),);0.520371208692;0.2;8;0.0408163265306
B;0;((4, 5, 8),);0.502386541679;0.05;4;0.00351493848858
B;0;((3, 11), (13, 14));0.682888184699;0.05;6;0.645161290323
B;0;((3, 11), (13, 14));0.656378808929;0.05;6;0.0136208853575
B;0;((3, 11), (6, 7));0.61385242191;0.2;6;0.568421052632
B;0;((3, 11), (6, 7));0.605984630317;0.05;6;0.0116606353036
B;0;((3, 11), (9, 10, 12));0.698053417836;0.2;8;0.604166666667
B;0;((3, 11), (9, 10, 12));0.693547643002;0.05;8;0.0131938125569
B;0;((3, 11), (4, 5, 8));0.592123132639;0.2;8;0.568421052632
B;0;((3, 11), (4, 5, 8));0.621508684705;0.2;4;0.0110119612683
B;0;((13, 14), (6, 7));0.675645088275;0.2;4;0.703125
B;0;((13, 14), (6, 7));0.694278687739;0.2;4;0.0107296137339
B;0;((13, 14), (9, 10, 12));0.717745586238;0.05;6;0.72
B;0;((13, 14), (9, 10, 12));0.738675460496;0.05;4;0.0115800308801
B;0;((13, 14), (4, 5, 8));0.653010411951;0.05;8;0.692913385827
B;0;((13, 14), (4, 5, 8));0.700653149437;0.05;4;0.0108761329305
B;0;((6, 7), (9, 10, 12));0.709144409235;0.2;8;0.704918032787
B;0;((6, 7), (9, 10, 12));0.708887161825;0.2;4;0.0108325985641
B;0;((6, 7), (4, 5, 8));0.499547306474;0.2;8;0.04
B;0;((6, 7), (4, 5, 8));0.501931413099;0.2;8;0.00355239786856
B;0;((9, 10, 12), (4, 5, 8));0.679719330014;0.1;6;0.693548387097
B;0;((9, 10, 12), (4, 5, 8));0.70758831535;0.2;6;0.0108366935484
B;0;((3, 11), (13, 14), (6, 7));0.664327750113;0.2;4;0.595744680851
B;0;((3, 11), (13, 14), (6, 7));0.650974933328;0.2;4;0.0120611673487
B;0;((3, 11), (13, 14), (9, 10, 12));0.708012675419;0.2;8;0.631578947368
B;0;((3, 11), (13, 14), (9, 10, 12));0.717612677593;0.1;4;0.0151371807001
B;0;((3, 11), (13, 14), (4, 5, 8));0.650520597555;0.05;4;0.565217391304
B;0;((3, 11), (13, 14), (4, 5, 8));0.650966948616;0.05;6;0.013263206037
B;0;((3, 11), (6, 7), (9, 10, 12));0.692168401992;0.2;8;0.618556701031
B;0;((3, 11), (6, 7), (9, 10, 12));0.694412653462;0.1;8;0.0135623869801
B;0;((3, 11), (6, 7), (4, 5, 8));0.619058397465;0.2;4;0.577319587629
B;0;((3, 11), (6, 7), (4, 5, 8));0.612942863176;0.2;4;0.0104633781764
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.691715708465;0.2;8;0.618556701031
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.694370955522;0.1;8;0.013633265167
B;0;((13, 14), (6, 7), (9, 10, 12));0.707333635129;0.05;6;0.714285714286
B;0;((13, 14), (6, 7), (9, 10, 12));0.73724974582;0.05;4;0.011531069827
B;0;((13, 14), (6, 7), (4, 5, 8));0.657084653689;0.1;8;0.692913385827
B;0;((13, 14), (6, 7), (4, 5, 8));0.694354986098;0.1;4;0.0107887796691
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.694205522861;0.2;6;0.708661417323
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.737467107423;0.05;4;0.0115503080082
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.696016296967;0.2;8;0.69918699187
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.709372454873;0.2;6;0.0108135294857
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.703259393391;0.2;6;0.618556701031
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.709712248726;0.2;4;0.0146991272393
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.648257129923;0.2;8;0.617021276596
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.655442823252;0.05;6;0.0137741046832
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.697148030783;0.2;8;0.625
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.711551394042;0.05;4;0.0140035008752
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.683340878225;0.2;6;0.612244897959
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.690611043389;0.1;8;0.0134740624298
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.68153010412;0.1;8;0.703125
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.729576437647;0.1;8;0.0114155251142
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.693752829335;0.2;8;0.639175257732
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.709150657319;0.05;8;0.0141209696399
B;1;((3, 11),);0.585513284612;0.05;4;0.508333333333
B;1;((3, 11),);0.569637652163;0.05;4;0.0209549982824
B;1;((13, 14),);0.616112287412;0.05;4;0.531400966184
B;1;((13, 14),);0.640752810243;0.05;4;0.0400291120815
B;1;((6, 7),);0.495731165904;0.05;6;0.0757575757576
B;1;((6, 7),);0.50559482703;0.1;4;0.0167785234899
B;1;((9, 10, 12),);0.699986339731;0.1;6;0.566844919786
B;1;((9, 10, 12),);0.662791608904;0.05;8;0.0482037289677
B;1;((4, 5, 8),);0.499453589236;0.05;8;0.0763358778626
B;1;((4, 5, 8),);0.509005122899;0.2;4;0.017793594306
B;1;((3, 11), (13, 14));0.628167474899;0.05;4;0.579591836735
B;1;((3, 11), (13, 14));0.634175637692;0.05;4;0.026944971537
B;1;((3, 11), (6, 7));0.580971245134;0.05;8;0.521739130435
B;1;((3, 11), (6, 7));0.549470962033;0.05;4;0.0209176788124
B;1;((3, 11), (9, 10, 12));0.6744416365;0.05;6;0.612903225806
B;1;((3, 11), (9, 10, 12));0.68598127406;0.05;6;0.0318124738384
B;1;((3, 11), (4, 5, 8));0.593709446076;0.1;4;0.540772532189
B;1;((3, 11), (4, 5, 8));0.568568965649;0.05;4;0.0234705656022
B;1;((13, 14), (6, 7));0.611945905334;0.05;4;0.52427184466
B;1;((13, 14), (6, 7));0.63555397283;0.05;4;0.0396912899669
B;1;((13, 14), (9, 10, 12));0.668840926166;0.05;4;0.549222797927
B;1;((13, 14), (9, 10, 12));0.66654484149;0.05;8;0.0470162748644
B;1;((13, 14), (4, 5, 8));0.620142066799;0.05;6;0.533980582524
B;1;((13, 14), (4, 5, 8));0.656772011925;0.05;8;0.0427516517684
B;1;((6, 7), (9, 10, 12));0.668840926166;0.05;4;0.524064171123
B;1;((6, 7), (9, 10, 12));0.654987978144;0.1;6;0.0472440944882
B;1;((6, 7), (4, 5, 8));0.507581449355;0.05;8;0.0769230769231
B;1;((6, 7), (4, 5, 8));0.502809376424;0.1;8;0.0148975791434
B;1;((9, 10, 12), (4, 5, 8));0.689809439246;0.05;8;0.568421052632
B;1;((9, 10, 12), (4, 5, 8));0.657264745065;0.2;4;0.0470801267542
B;1;((3, 11), (13, 14), (6, 7));0.625128065023;0.05;4;0.58064516129
