B/U;dependent;independent;AUC;eta;depth;f1;cm
B;1;((9, 10, 12),);0.667713101788;0.2;12;0.0405097860719;[19770  4041   175    89]
B;1;((4, 5, 8),);0.516148702938;0.2;10;0.0965517241379;[252  12 250  14]
B;1;((4, 5, 8),);0.507728793542;0.1;10;0.0182712579058;[22665  1146   251    13]
B;1;((3, 11), (13, 14));0.670547807622;0.2;12;0.62015503876;[172  92 104 160]
B;1;((3, 11), (13, 14));0.655420511656;0.1;12;0.0321143685901;[14577  9234   109   155]
B;1;((3, 11), (6, 7));0.59113865932;0.2;12;0.539682539683;[160 104 128 136]
B;1;((3, 11), (6, 7));0.543608966699;0.2;12;0.0237326585813;[12750 11061   128   136]
B;1;((3, 11), (9, 10, 12));0.689601985767;0.2;12;0.622568093385;[174  90 104 160]
B;1;((3, 11), (9, 10, 12));0.684161207005;0.05;12;0.0351600651112;[15022  8789   102   162]
B;1;((3, 11), (4, 5, 8));0.586045110193;0.2;12;0.534930139721;[161 103 130 134]
B;1;((3, 11), (4, 5, 8));0.543599183214;0.2;12;0.0238774055595;[12985 10826   130   134]
B;1;((13, 14), (6, 7));0.63502209596;0.05;10;0.40616966581;[218  46 185  79]
B;1;((13, 14), (6, 7));0.636295549676;0.2;8;0.0346091205212;[19248  4563   179    85]
B;1;((13, 14), (9, 10, 12));0.68039055326;0.1;12;0.448979591837;[224  40 176  88]
B;1;((13, 14), (9, 10, 12));0.689666365685;0.2;12;0.0451580531862;[20179  3632   174    90]
B;1;((13, 14), (4, 5, 8));0.641091310836;0.2;10;0.413265306122;[217  47 183  81]
B;1;((13, 14), (4, 5, 8));0.635235831288;0.2;8;0.0331098072087;[19382  4429   185    79]
B;1;((6, 7), (9, 10, 12));0.673116104224;0.05;8;0.446153846154;[225  39 177  87]
B;1;((6, 7), (9, 10, 12));0.664784181108;0.2;10;0.0393032603841;[19685  4126   176    88]
B;1;((6, 7), (4, 5, 8));0.49103248393;0.05;8;0.0884353741497;[247  17 251  13]
B;1;((6, 7), (4, 5, 8));0.500623597701;0.05;8;0.0162703379224;[22490  1321   251    13]
B;1;((9, 10, 12), (4, 5, 8));0.68935806933;0.2;10;0.46582278481;[225  39 172  92]
B;1;((9, 10, 12), (4, 5, 8));0.674143475832;0.2;10;0.0410989501899;[19690  4121   172    92]
B;1;((3, 11), (13, 14), (6, 7));0.677599862259;0.2;10;0.611538461538;[167  97 105 159]
B;1;((3, 11), (13, 14), (6, 7));0.653636735886;0.1;8;0.0314757992675;[14131  9680   105   159]
B;1;((3, 11), (13, 14), (9, 10, 12));0.723506370523;0.1;12;0.624505928854;[180  84 106 158]
B;1;((3, 11), (13, 14), (9, 10, 12));0.700567632989;0.1;12;0.036230222426;[15511  8300   106   158]
B;1;((3, 11), (13, 14), (4, 5, 8));0.680024678604;0.2;8;0.610894941634;[171  93 107 157]
B;1;((3, 11), (13, 14), (4, 5, 8));0.65643855081;0.1;8;0.031435768262;[14306  9505   108   156]
B;1;((3, 11), (6, 7), (9, 10, 12));0.69511162764;0.1;12;0.61568627451;[175  89 107 157]
B;1;((3, 11), (6, 7), (9, 10, 12));0.676204848027;0.05;12;0.0335349676324;[14810  9001   106   158]
B;1;((3, 11), (6, 7), (4, 5, 8));0.584445305326;0.2;10;0.529880478088;[159 105 131 133]
B;1;((3, 11), (6, 7), (4, 5, 8));0.538537940193;0.2;12;0.0232251253629;[12840 10971   132   132]
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.701381714876;0.1;12;0.606299212598;[174  90 110 154]
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.6810398778;0.1;12;0.0332290430467;[14960  8851   110   154]
B;1;((13, 14), (6, 7), (9, 10, 12));0.676602674472;0.1;12;0.448362720403;[220  44 175  89]
B;1;((13, 14), (6, 7), (9, 10, 12));0.681146064399;0.1;10;0.0434139121855;[20109  3702   176    88]
B;1;((13, 14), (6, 7), (4, 5, 8));0.633429465106;0.05;12;0.412213740458;[216  48 183  81]
B;1;((13, 14), (6, 7), (4, 5, 8));0.631565195231;0.2;12;0.0329421453572;[19298  4513   184    80]
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.676344410009;0.05;8;0.461538461538;[218  46 171  93]
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.692563231534;0.05;8;0.0459259259259;[20118  3693   171    93]
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.679371843434;0.2;8;0.451282051282;[226  38 176  88]
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.669567668623;0.2;10;0.0399556048835;[19660  4151   174    90]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.725134871442;0.1;10;0.6328125;[178  86 102 162]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.698235663934;0.1;10;0.0363922273391;[15334  8477   102   162]
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.683525596878;0.1;12;0.6015625;[170  94 110 154]
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.647790507443;0.2;8;0.0315023427375;[14202  9609   106   158]
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.721648301194;0.1;10;0.635477582846;[178  86 101 163]
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.701309189285;0.1;10;0.0365266106443;[15313  8498   101   163]
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.698045798898;0.1;10;0.62669245648;[173  91 102 162]
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.670919459812;0.1;10;0.033894758866;[14678  9133   102   162]
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.684393652433;0.1;8;0.452926208651;[224  40 175  89]
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.682747374208;0.1;10;0.0424096385542;[20013  3798   176    88]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.717164543159;0.2;10;0.61811023622;[177  87 107 157]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.695477278136;0.1;10;0.0360784313725;[15311  8500   103   161]
B;2;((3, 11),);0.580859144853;0.05;12;0.538370720189;[253 183 208 228]
B;2;((3, 11),);0.556842535136;0.05;8;0.0397686189443;[13231 10408   216   220]
B;2;((13, 14),);0.603576613921;0.05;12;0.674418604651;[131 305  59 377]
B;2;((13, 14),);0.623502367996;0.1;12;0.0442587252075;[ 7460 16179    60   376]
B;2;((6, 7),);0.492982493056;0.05;8;0.0869565217391;[410  26 415  21]
B;2;((6, 7),);0.507852974656;0.05;12;0.0285908781484;[22627  1012   415    21]
B;2;((9, 10, 12),);0.679643443313;0.2;10;0.704301075269;[149 287  43 393]
B;2;((9, 10, 12),);0.683069030303;0.1;10;0.0482445371962;[ 8176 15463    43   393]
B;2;((4, 5, 8),);0.515515844626;0.2;12;0.111801242236;[416  20 409  27]
B;2;((4, 5, 8),);0.515481239019;0.2;12;0.0347266881029;[22547  1092   409    27]
B;2;((3, 11), (13, 14));0.654690261762;0.2;12;0.607798165138;[265 171 171 265]
B;2;((3, 11), (13, 14));0.649719296482;0.2;12;0.0505339435545;[13852  9787   171   265]
B;2;((3, 11), (6, 7));0.580362027607;0.05;10;0.533018867925;[250 186 210 226]
B;2;((3, 11), (6, 7));0.56136026959;0.05;8;0.040049618997;[13015 10624   210   226]
B;2;((3, 11), (9, 10, 12));0.713957684538;0.05;12;0.638792102207;[286 150 161 275]
B;2;((3, 11), (9, 10, 12));0.692396108359;0.05;8;0.0560372171706;[14882  8757   171   265]
B;2;((3, 11), (4, 5, 8));0.563654679741;0.05;10;0.529411764706;[247 189 211 225]
B;2;((3, 11), (4, 5, 8));0.562906802279;0.05;8;0.0404535147392;[13273 10366   213   223]
B;2;((13, 14), (6, 7));0.604260478916;0.1;10;0.673214285714;[129 307  59 377]
B;2;((13, 14), (6, 7));0.618990406539;0.1;12;0.0440388578157;[ 7464 16175    62   374]
B;2;((13, 14), (9, 10, 12));0.717642664759;0.05;12;0.717153284672;[169 267  43 393]
B;2;((13, 14), (9, 10, 12));0.701818271081;0.05;12;0.0496588324488;[ 8640 14999    43   393]
B;2;((13, 14), (4, 5, 8));0.605822847403;0.1;10;0.672629695886;[130 306  60 376]
B;2;((13, 14), (4, 5, 8));0.623447500263;0.2;8;0.0441029851622;[ 7400 16239    60   376]
B;2;((6, 7), (9, 10, 12));0.676750168336;0.1;12;0.706512042819;[147 289  40 396]
B;2;((6, 7), (9, 10, 12));0.685984345571;0.1;12;0.0484907855262;[ 8138 15501    40   396]
B;2;((6, 7), (4, 5, 8));0.509508353674;0.2;12;0.103734439834;[415  21 411  25]
B;2;((6, 7), (4, 5, 8));0.511129757193;0.2;12;0.0319693094629;[22536  1103   411    25]
B;2;((9, 10, 12), (4, 5, 8));0.671489668378;0.2;12;0.704525288376;[142 294  39 397]
B;2;((9, 10, 12), (4, 5, 8));0.682147582269;0.1;12;0.0483870967742;[ 8103 15536    40   396]
B;2;((3, 11), (13, 14), (6, 7));0.659182728727;0.05;12;0.609896432681;[268 168 171 265]
B;2;((3, 11), (13, 14), (6, 7));0.655992410303;0.2;12;0.0513459143596;[13904  9735   168   268]
B;2;((3, 11), (13, 14), (9, 10, 12));0.741830443565;0.05;12;0.640382317802;[303 133 168 268]
B;2;((3, 11), (13, 14), (9, 10, 12));0.721115801092;0.05;12;0.0611174458381;[15573  8066   168   268]
B;2;((3, 11), (13, 14), (4, 5, 8));0.652617624779;0.2;12;0.604166666667;[269 167 175 261]
B;2;((3, 11), (13, 14), (4, 5, 8));0.650889080438;0.2;12;0.0510813191115;[14117  9522   175   261]
B;2;((3, 11), (6, 7), (9, 10, 12));0.698607545661;0.2;12;0.647531572905;[283 153 154 282]
B;2;((3, 11), (6, 7), (9, 10, 12));0.692101685482;0.05;12;0.0574880233285;[14749  8890   160   276]
B;2;((3, 11), (6, 7), (4, 5, 8));0.571124589681;0.05;12;0.518343195266;[246 190 217 219]
B;2;((3, 11), (6, 7), (4, 5, 8));0.562971906168;0.05;8;0.0396761853928;[13057 10582   213   223]
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.702876441377;0.1;12;0.640732265446;[278 158 156 280]
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.691761806314;0.1;12;0.0573946909911;[14598  9041   156   280]
B;2;((13, 14), (6, 7), (9, 10, 12));0.696563841427;0.2;8;0.708220415537;[157 279  44 392]
B;2;((13, 14), (6, 7), (9, 10, 12));0.69712623091;0.2;8;0.0491351215844;[ 8511 15128    44   392]
B;2;((13, 14), (6, 7), (4, 5, 8));0.595117729989;0.1;12;0.665477252453;[124 312  63 373]
B;2;((13, 14), (6, 7), (4, 5, 8));0.620626930073;0.1;10;0.0440777843253;[ 7479 16160    62   374]
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.708026470836;0.1;12;0.718041704442;[165 271  40 396]
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.697656764537;0.2;12;0.0495732931727;[ 8534 15105    41   395]
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.676750168336;0.2;12;0.707338638373;[141 295  36 400]
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.688712838875;0.2;12;0.0487270069436;[ 8057 15582    36   400]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.737311674102;0.05;10;0.655737704918;[298 138 156 280]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.719990988302;0.05;12;0.061141154398;[15291  8348   159   277]
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.650947416042;0.05;10;0.597462514418;[264 172 177 259]
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.653595160928;0.2;10;0.051524507912;[13978  9661   169   267]
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.740489016076;0.05;12;0.644470868014;[302 134 165 271]
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.721919266521;0.05;12;0.0607623318386;[15426  8213   165   271]
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.697984176416;0.2;12;0.643598615917;[284 152 157 279]
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.68844640776;0.2;12;0.0567073170732;[14514  9125   157   279]
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.704433549365;0.1;12;0.713896457766;[164 272  43 393]
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.698880057874;0.1;12;0.0494775273826;[ 8582 15057    43   393]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.733082232135;0.05;12;0.646989374262;[299 137 162 274]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.715673853386;0.05;12;0.0603391323497;[15267  8372   162   274]
B;0;((3, 11),);0.607979609842;0.05;12;0.512820512821;[57 44 51 50]
B;0;((3, 11),);0.578349317371;0.1;10;0.0100426338228;[13573 10401    48    53]
B;0;((13, 14),);0.634153514361;0.05;12;0.650980392157;[30 71 18 83]
B;0;((13, 14),);0.632209646259;0.05;12;0.0102729129278;[ 7999 15975    18    83]
B;0;((6, 7),);0.514459366729;0.05;8;0.659793814433;[ 7 94  5 96]
B;0;((6, 7),);0.504300037912;0.2;8;0.00842659644503;[ 1386 22588     5    96]
B;0;((9, 10, 12),);0.64106460151;0.05;12;0.645669291339;[30 71 19 82]
B;0;((9, 10, 12),);0.647464208338;0.05;10;0.0104279264958;[ 8430 15544    19    82]
B;0;((4, 5, 8),);0.542495833742;0.2;8;0.673469387755;[ 7 94  2 99]
B;0;((4, 5, 8),);0.536537106618;0.05;8;0.00876183733074;[ 1576 22398     2    99]
B;0;((3, 11), (13, 14));0.709440250956;0.05;10;0.666666666667;[68 33 34 67]
B;0;((3, 11), (13, 14));0.671969096885;0.05;10;0.0138386863575;[14459  9515    34    67]
B;0;((3, 11), (6, 7));0.61528281541;0.2;10;0.548223350254;[59 42 47 54]
B;0;((3, 11), (6, 7));0.588838196825;0.1;10;0.0106184798808;[13396 10578    44    57]
B;0;((3, 11), (9, 10, 12));0.744730908734;0.05;12;0.632653061224;[68 33 39 62]
B;0;((3, 11), (9, 10, 12));0.694148033307;0.05;10;0.0137062009506;[15090  8884    39    62]
B;0;((3, 11), (4, 5, 8));0.625673953534;0.1;12;0.56038647343;[53 48 43 58]
B;0;((3, 11), (4, 5, 8));0.598624582572;0.1;10;0.0108920187793;[13483 10491    43    58]
B;0;((13, 14), (6, 7));0.62003725125;0.2;12;0.637795275591;[29 72 20 81]
B;0;((13, 14), (6, 7));0.626883951013;0.2;10;0.0101692813294;[ 8030 15944    19    82]
B;0;((13, 14), (9, 10, 12));0.652485050485;0.05;8;0.636734693878;[35 66 23 78]
B;0;((13, 14), (9, 10, 12));0.644726919509;0.05;8;0.010329757648;[ 9051 14923    23    78]
B;0;((13, 14), (4, 5, 8));0.652485050485;0.1;12;0.661478599222;[30 71 16 85]
B;0;((13, 14), (4, 5, 8));0.644551399329;0.2;10;0.0105013126641;[ 8161 15813    17    84]
B;0;((6, 7), (9, 10, 12));0.650573473189;0.1;8;0.65625;[30 71 17 84]
B;0;((6, 7), (9, 10, 12));0.657101918167;0.1;8;0.0105993690852;[ 8309 15665    17    84]
B;0;((6, 7), (4, 5, 8));0.523282031173;0.1;10;0.668918918919;[ 5 96  2 99]
B;0;((6, 7), (4, 5, 8));0.540837351025;0.1;10;0.00880352140856;[ 1683 22291     2    99]
B;0;((9, 10, 12), (4, 5, 8));0.637192432114;0.2;8;0.653846153846;[27 74 16 85]
B;0;((9, 10, 12), (4, 5, 8));0.657949783883;0.2;8;0.0107113603428;[ 8289 15685    16    85]
B;0;((3, 11), (13, 14), (6, 7));0.712332124302;0.05;12;0.649746192893;[69 32 37 64]
B;0;((3, 11), (13, 14), (6, 7));0.661025723412;0.05;10;0.0133750404487;[14866  9108    39    62]
B;0;((3, 11), (13, 14), (9, 10, 12));0.753014410352;0.05;12;0.65306122449;[70 31 37 64]
B;0;((3, 11), (13, 14), (9, 10, 12));0.702886873321;0.05;10;0.0136970921747;[15229  8745    40    61]
B;0;((3, 11), (13, 14), (4, 5, 8));0.712724242721;0.05;10;0.642857142857;[69 32 38 63]
B;0;((3, 11), (13, 14), (4, 5, 8));0.671309966986;0.05;10;0.0135440180587;[14835  9139    38    63]
B;0;((3, 11), (6, 7), (9, 10, 12));0.738604058426;0.05;12;0.636363636364;[67 34 38 63]
B;0;((3, 11), (6, 7), (9, 10, 12));0.69902191896;0.05;10;0.0137329700272;[14963  9011    38    63]
B;0;((3, 11), (6, 7), (4, 5, 8));0.618419762768;0.1;12;0.554455445545;[56 45 45 56]
B;0;((3, 11), (6, 7), (4, 5, 8));0.600151814631;0.1;10;0.0112274024738;[13624 10350    42    59]
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.734290755808;0.05;10;0.649746192893;[69 32 37 64]
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.695916450742;0.05;10;0.0140736668499;[15044  8930    37    64]
B;0;((13, 14), (6, 7), (9, 10, 12));0.650524458386;0.1;12;0.63967611336;[34 67 22 79]
B;0;((13, 14), (6, 7), (9, 10, 12));0.652380218834;0.1;12;0.0103756238508;[ 8926 15048    22    79]
B;0;((13, 14), (6, 7), (4, 5, 8));0.643956474855;0.2;10;0.65625;[30 71 17 84]
B;0;((13, 14), (6, 7), (4, 5, 8));0.645776943174;0.2;10;0.0105230191043;[ 8194 15780    17    84]
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.645819037349;0.05;10;0.637096774194;[33 68 22 79]
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.652505147904;0.05;8;0.010432485969;[ 9009 14965    22    79]
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.630085285756;0.2;12;0.640625;[28 73 19 82]
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.656340573575;0.05;10;0.0105665181413;[ 8448 15526    18    83]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.756886579747;0.1;10;0.663212435233;[73 28 37 64]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.714363621646;0.05;8;0.0149821366832;[15463  8511    36    65]
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.718998137438;0.05;8;0.666666666667;[68 33 34 67]
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.673631789224;0.05;8;0.014139495621;[14665  9309    34    67]
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.761444956377;0.05;12;0.673469387755;[72 29 35 66]
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.717124863817;0.05;8;0.0152567459866;[15359  8615    34    67]
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.738260954808;0.05;12;0.642857142857;[69 32 38 63]
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.693409609585;0.05;10;0.0139160687106;[14941  9033    37    64]
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.646407214979;0.1;8;0.637096774194;[33 68 22 79]
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.652301544495;0.05;12;0.0104139203796;[ 8982 14992    22    79]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.767375747476;0.05;10;0.652849740933;[72 29 38 63]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.716263782464;0.05;8;0.0149304377333;[15300  8674    35    66]
B;1;((3, 11),);0.558727887617;0.05;8;0.521920668058;[142 106 123 125]
B;1;((3, 11),);0.551644532429;0.05;10;0.0219125251994;[12791 11036   123   125]
B;1;((13, 14),);0.653185158689;0.1;12;0.678571428571;[ 89 159  39 209]
B;1;((13, 14),);0.641461147357;0.2;10;0.0254560882478;[ 7786 16041    38   210]
B;1;((6, 7),);0.505625650364;0.2;10;0.661157024793;[ 10 238   8 240]
B;1;((6, 7),);0.5131611502;0.2;10;0.0208695652174;[ 1315 22512     8   240]
B;1;((9, 10, 12),);0.661729318418;0.05;12;0.676767676768;[103 145  47 201]
B;1;((9, 10, 12),);0.637392673939;0.05;12;0.0257296466974;[ 8652 15175    47   201]
B;1;((4, 5, 8),);0.515860757024;0.2;10;0.664804469274;[ 18 230  10 238]
B;1;((4, 5, 8),);0.508757684763;0.2;10;0.0208579816835;[ 1492 22335    10   238]
B;1;((3, 11), (13, 14));0.648770811655;0.05;8;0.590163934426;[152  96 104 144]
B;1;((3, 11), (13, 14));0.650900916147;0.05;8;0.0293099938938;[14393  9434   104   144]
B;1;((3, 11), (6, 7));0.560589555151;0.1;12;0.528455284553;[134 114 118 130]
B;1;((3, 11), (6, 7));0.559449025705;0.1;12;0.022903453136;[12853 10974   118   130]
B;1;((3, 11), (9, 10, 12));0.683589685224;0.05;12;0.617021276596;[171  77 103 145]
B;1;((3, 11), (9, 10, 12));0.666342195151;0.05;12;0.0331580150926;[15474  8353   103   145]
B;1;((3, 11), (4, 5, 8));0.584653030697;0.1;8;0.538775510204;[138 110 116 132]
B;1;((3, 11), (4, 5, 8));0.575870657711;0.1;8;0.0236665172568;[13052 10775   116   132]
B;1;((13, 14), (6, 7));0.628032323101;0.1;12;0.654545454545;[ 89 159  50 198]
B;1;((13, 14), (6, 7));0.621178264831;0.1;10;0.0247783311065;[ 7813 16014    44   204]
B;1;((13, 14), (9, 10, 12));0.687239854318;0.1;12;0.690235690236;[107 141  43 205]
B;1;((13, 14), (9, 10, 12));0.670577191503;0.1;10;0.0269513008672;[ 9287 14540    46   202]
B;1;((13, 14), (4, 5, 8));0.655607765349;0.2;12;0.678868552413;[ 99 149  44 204]
B;1;((13, 14), (4, 5, 8));0.628113674241;0.2;10;0.0250974658869;[ 7865 15962    42   206]
B;1;((6, 7), (9, 10, 12));0.657225546306;0.1;8;0.674536256324;[103 145  48 200]
B;1;((6, 7), (9, 10, 12));0.638233327061;0.05;12;0.0258361578308;[ 8640 15187    46   202]
B;1;((6, 7), (4, 5, 8));0.508267754943;0.05;10;0.66106442577;[ 18 230  12 236]
B;1;((6, 7), (4, 5, 8));0.501959606004;0.1;8;0.0206981231363;[ 1507 22320    12   236]
B;1;((9, 10, 12), (4, 5, 8));0.657388137357;0.05;10;0.674457429048;[ 99 149  46 202]
B;1;((9, 10, 12), (4, 5, 8));0.640470302056;0.05;10;0.0257406817458;[ 8582 15245    46   202]
B;1;((3, 11), (13, 14), (6, 7));0.645998634235;0.05;12;0.589690721649;[154  94 105 143]
B;1;((3, 11), (13, 14), (6, 7));0.640608986552;0.05;10;0.0286203769021;[14294  9533   106   142]
B;1;((3, 11), (13, 14), (9, 10, 12));0.704694003642;0.05;12;0.613778705637;[164  84 101 147]
B;1;((3, 11), (13, 14), (9, 10, 12));0.695800423618;0.05;12;0.0343859649123;[15672  8155   101   147]
B;1;((3, 11), (13, 14), (4, 5, 8));0.639340530697;0.05;10;0.599597585513;[148 100  99 149]
B;1;((3, 11), (13, 14), (4, 5, 8));0.649606301878;0.05;8;0.0296627387241;[14377  9450   102   146]
B;1;((3, 11), (6, 7), (9, 10, 12));0.685085522893;0.05;12;0.607218683652;[168  80 105 143]
B;1;((3, 11), (6, 7), (9, 10, 12));0.657166933825;0.05;12;0.0315082075576;[15141  8686   105   143]
B;1;((3, 11), (6, 7), (4, 5, 8));0.582409274194;0.05;12;0.540880503145;[148 100 119 129]
B;1;((3, 11), (6, 7), (4, 5, 8));0.569462909386;0.05;12;0.0235659481184;[13256 10571   119   129]
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.685053004683;0.1;12;0.609243697479;[165  83 103 145]
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.663573243691;0.1;12;0.0313411866422;[14967  8860   103   145]
B;1;((13, 14), (6, 7), (9, 10, 12));0.678931451613;0.1;10;0.680134680135;[104 144  46 202]
B;1;((13, 14), (6, 7), (9, 10, 12));0.670870468173;0.2;12;0.0272334772501;[ 9225 14602    43   205]
B;1;((13, 14), (6, 7), (4, 5, 8));0.639608805931;0.05;10;0.666666666667;[ 96 152  48 200]
B;1;((13, 14), (6, 7), (4, 5, 8));0.624704777177;0.1;12;0.0248075278015;[ 7912 15915    45   203]
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.69333701873;0.1;8;0.69243697479;[107 141  42 206]
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.665930880121;0.2;8;0.0268224671358;[ 9215 14612    46   202]
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.667891519251;0.1;10;0.677908937605;[104 144  47 201]
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.636605413078;0.1;10;0.0256018341613;[ 8574 15253    47   201]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.703750975546;0.05;12;0.611464968153;[169  79 104 144]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.690429382092;0.05;12;0.033617368974;[15652  8175   104   144]
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.643697970864;0.05;8;0.60206185567;[157  91 102 146]
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.643671976221;0.05;8;0.0300318831636;[14498  9329   102   146]
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.698556191467;0.05;10;0.616033755274;[168  80 102 146]
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.692537911044;0.05;8;0.0336249006021;[15420  8407   100   148]
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.691597294485;0.05;12;0.60475161987;[173  75 108 140]
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.663180374798;0.05;12;0.0309050772627;[15155  8672   108   140]
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.7072710718;0.2;10;0.703703703704;[111 137  39 209]
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.680400944578;0.2;10;0.0277096453431;[ 9199 14628    39   209]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.704141194069;0.05;12;0.611814345992;[167  81 103 145]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.690588628108;0.05;8;0.0345273047563;[15707  8120   101   147]
B;2;((3, 11),);0.565620420905;0.05;8;0.529002320186;[234 200 206 228]
B;2;((3, 11),);0.56960901519;0.05;8;0.0404721753794;[13036 10605   206   228]
B;2;((13, 14),);0.646292127673;0.2;12;0.679452054795;[145 289  62 372]
B;2;((13, 14),);0.635933638292;0.2;12;0.0443861114425;[ 7685 15956    62   372]
B;2;((6, 7),);0.535501921893;0.2;12;0.666666666667;[ 20 414  10 424]
B;2;((6, 7),);0.524449196575;0.2;8;0.0361285903857;[ 1136 22505    12   422]
B;2;((9, 10, 12),);0.671080294761;0.05;12;0.691109074244;[154 280  57 377]
B;2;((9, 10, 12),);0.67500955635;0.05;12;0.0474542136069;[ 8563 15078    57   377]
B;2;((4, 5, 8),);0.532109409841;0.2;10;0.665083135392;[ 25 409  14 420]
B;2;((4, 5, 8),);0.529764495681;0.1;12;0.0364409353173;[ 1444 22197    14   420]
B;2;((3, 11), (13, 14));0.661935377689;0.1;10;0.607798165138;[261 173 169 265]
B;2;((3, 11), (13, 14));0.659684602455;0.1;10;0.0519607843137;[14140  9501   169   265]
B;2;((3, 11), (6, 7));0.569411115122;0.1;12;0.534583821805;[243 191 206 228]
B;2;((3, 11), (6, 7));0.571735388239;0.05;8;0.0406162464986;[12883 10758   202   232]
B;2;((3, 11), (9, 10, 12));0.683875215018;0.1;10;0.617886178862;[273 161 168 266]
