B/U;dependent;independent;AUC;eta;depth;f1;cm
B;2;((3, 11), (9, 10, 12));0.688777765801;0.05;10;0.0570706538907;[14849  8792   163   271]
B;2;((3, 11), (4, 5, 8));0.573661046104;0.05;10;0.540540540541;[247 187 204 230]
B;2;((3, 11), (4, 5, 8));0.568415519239;0.05;10;0.0413445982384;[13179 10462   204   230]
B;2;((13, 14), (6, 7));0.643372125125;0.2;12;0.68;[142 292  60 374]
B;2;((13, 14), (6, 7));0.638567116762;0.2;12;0.0447877372612;[ 7748 15893    60   374]
B;2;((13, 14), (9, 10, 12));0.691926458409;0.05;8;0.698795180723;[166 268  57 377]
B;2;((13, 14), (9, 10, 12));0.685713155131;0.2;12;0.0481464882515;[ 8832 14809    58   376]
B;2;((13, 14), (4, 5, 8));0.647972456412;0.2;12;0.679522497704;[149 285  64 370]
B;2;((13, 14), (4, 5, 8));0.633353765046;0.1;8;0.044404440444;[ 7780 15861    64   370]
B;2;((6, 7), (9, 10, 12));0.649161693814;0.1;12;0.675849403122;[147 287  66 368]
B;2;((6, 7), (9, 10, 12));0.659041680888;0.1;12;0.0461470938617;[ 8494 15147    66   368]
B;2;((6, 7), (4, 5, 8));0.523498056871;0.1;10;0.661916072842;[ 23 411  16 418]
B;2;((6, 7), (4, 5, 8));0.527848547503;0.1;8;0.0363541711856;[ 1443 22198    15   419]
B;2;((9, 10, 12), (4, 5, 8));0.668502728875;0.05;8;0.688644688645;[152 282  58 376]
B;2;((9, 10, 12), (4, 5, 8));0.661261473224;0.2;8;0.0463055416875;[ 8422 15219    63   371]
B;2;((3, 11), (13, 14), (6, 7));0.657637664847;0.2;8;0.611363636364;[257 177 165 269]
B;2;((3, 11), (13, 14), (6, 7));0.653923502811;0.2;8;0.051825450342;[13963  9678   165   269]
B;2;((3, 11), (13, 14), (9, 10, 12));0.705557561214;0.05;12;0.633569739953;[290 144 166 268]
B;2;((3, 11), (13, 14), (9, 10, 12));0.706827570707;0.05;12;0.0603671584638;[15464  8177   166   268]
B;2;((3, 11), (13, 14), (4, 5, 8));0.652434751216;0.2;12;0.60788863109;[268 166 172 262]
B;2;((3, 11), (13, 14), (4, 5, 8));0.648446608319;0.2;10;0.0523407967432;[14028  9613   164   270]
B;2;((3, 11), (6, 7), (9, 10, 12));0.674674552443;0.1;12;0.615384615385;[274 160 170 264]
B;2;((3, 11), (6, 7), (9, 10, 12));0.678995250967;0.05;12;0.0551902554705;[15054  8587   178   256]
B;2;((3, 11), (6, 7), (4, 5, 8));0.579201087303;0.05;12;0.545454545455;[244 190 200 234]
B;2;((3, 11), (6, 7), (4, 5, 8));0.58657029292;0.05;8;0.0430400435849;[13299 10342   197   237]
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.672840259933;0.1;8;0.606767794632;[271 163 174 260]
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.679201826008;0.05;10;0.0562292091426;[15018  8623   172   262]
B;2;((13, 14), (6, 7), (9, 10, 12));0.690631039096;0.2;10;0.698060941828;[163 271  56 378]
B;2;((13, 14), (6, 7), (9, 10, 12));0.689655137125;0.2;10;0.0486173633441;[ 8903 14738    56   378]
B;2;((13, 14), (6, 7), (4, 5, 8));0.645509036081;0.2;8;0.67941712204;[143 291  61 373]
B;2;((13, 14), (6, 7), (4, 5, 8));0.640834520283;0.2;8;0.0447779111645;[ 7788 15853    61   373]
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.687222599758;0.2;12;0.696608615949;[157 277  54 380]
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.694065628779;0.2;12;0.0489249388438;[ 8921 14720    54   380]
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.654693771369;0.2;12;0.680036463081;[144 290  61 373]
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.662476118873;0.2;8;0.0467880152624;[ 8462 15179    60   374]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.706929962412;0.1;8;0.633294528522;[281 153 162 272]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.706272707904;0.2;12;0.0604550379198;[15124  8517   155   279]
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.65120304105;0.2;8;0.598370197905;[266 168 177 257]
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.650987495948;0.2;8;0.0502247410592;[14098  9543   177   257]
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.707052071609;0.1;10;0.633526011561;[277 157 160 274]
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.708498348082;0.05;8;0.0601709401709;[15564  8077   170   264]
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.680421648368;0.1;10;0.618823529412;[281 153 171 263]
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.680813296513;0.1;10;0.0552695177052;[14821  8820   171   263]
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.69590297097;0.2;10;0.701657458564;[163 271  53 381]
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.693252486259;0.2;10;0.0487929820068;[ 8839 14802    53   381]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.704960287965;0.1;10;0.630588235294;[286 148 166 268]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.707288039583;0.05;8;0.0590904061082;[15305  8336   167   267]
B;0;((3, 11),);0.602722117202;0.2;10;0.599156118143;[64 51 44 71]
B;0;((3, 11),);0.605753248167;0.2;10;0.0135846168564;[13693 10267    44    71]
B;0;((13, 14),);0.697051039698;0.1;12;0.715789473684;[ 47  68  13 102]
B;0;((13, 14),);0.642982870001;0.05;12;0.0127839146084;[ 8064 15896    12   103]
B;0;((6, 7),);0.517958412098;0.1;10;0.670694864048;[ 10 105   4 111]
B;0;((6, 7),);0.497027473325;0.2;8;0.00967741935484;[ 1246 22714     4   111]
B;0;((9, 10, 12),);0.701701323251;0.05;10;0.72602739726;[ 44  71   9 106]
B;0;((9, 10, 12),);0.692947847862;0.05;12;0.013698630137;[ 8705 15255     9   106]
B;0;((4, 5, 8),);0.521096408318;0.2;8;0.678571428571;[  8 107   1 114]
B;0;((4, 5, 8),);0.530524424766;0.2;8;0.0100604509553;[ 1526 22434     1   114]
B;0;((3, 11), (13, 14));0.709300567108;0.1;12;0.672340425532;[74 41 36 79]
B;0;((3, 11), (13, 14));0.694393735937;0.1;12;0.0170718530524;[14899  9061    36    79]
B;0;((3, 11), (6, 7));0.623327032136;0.2;8;0.586206896552;[66 49 47 68]
B;0;((3, 11), (6, 7));0.596115808957;0.1;10;0.0129796839729;[13512 10448    46    69]
B;0;((3, 11), (9, 10, 12));0.737429111531;0.2;12;0.681034482759;[77 38 36 79]
B;0;((3, 11), (9, 10, 12));0.719126079698;0.05;10;0.0175666883539;[14934  9026    34    81]
B;0;((3, 11), (4, 5, 8));0.614744801512;0.2;8;0.625;[65 50 40 75]
B;0;((3, 11), (4, 5, 8));0.613585141903;0.05;12;0.0135657089025;[13532 10428    43    72]
B;0;((13, 14), (6, 7));0.682230623819;0.05;12;0.708771929825;[ 46  69  14 101]
B;0;((13, 14), (6, 7));0.636271684692;0.05;12;0.0125286857285;[ 8053 15907    14   101]
B;0;((13, 14), (9, 10, 12));0.711153119093;0.05;12;0.716845878136;[ 51  64  15 100]
B;0;((13, 14), (9, 10, 12));0.688803440517;0.05;8;0.0137746573052;[ 9223 14737    12   103]
B;0;((13, 14), (4, 5, 8));0.674366729679;0.05;12;0.715277777778;[ 45  70  12 103]
B;0;((13, 14), (4, 5, 8));0.642640632939;0.05;12;0.0128589263421;[ 8158 15802    12   103]
B;0;((6, 7), (9, 10, 12));0.69247637051;0.2;10;0.716723549488;[ 42  73  10 105]
B;0;((6, 7), (9, 10, 12));0.679659940481;0.2;12;0.0133562297272;[ 8457 15503    10   105]
B;0;((6, 7), (4, 5, 8));0.538827977316;0.2;8;0.678787878788;[ 12 103   3 112]
B;0;((6, 7), (4, 5, 8));0.509381940916;0.05;8;0.00983102918587;[ 1402 22558     3   112]
B;0;((9, 10, 12), (4, 5, 8));0.678412098299;0.2;12;0.718120805369;[ 39  76   8 107]
B;0;((9, 10, 12), (4, 5, 8));0.691160811497;0.1;12;0.0137638281451;[ 8634 15326     8   107]
B;0;((3, 11), (13, 14), (6, 7));0.719319470699;0.05;12;0.669456066946;[71 44 35 80]
B;0;((3, 11), (13, 14), (6, 7));0.694492632649;0.05;12;0.0167276529012;[14590  9370    35    80]
B;0;((3, 11), (13, 14), (9, 10, 12));0.773459357278;0.05;10;0.710526315789;[83 32 34 81]
B;0;((3, 11), (13, 14), (9, 10, 12));0.734980402119;0.05;10;0.018954018954;[15609  8351    34    81]
B;0;((3, 11), (13, 14), (4, 5, 8));0.721587901701;0.05;12;0.669456066946;[71 44 35 80]
B;0;((3, 11), (13, 14), (4, 5, 8));0.698956594324;0.05;12;0.016628559551;[14533  9427    35    80]
B;0;((3, 11), (6, 7), (9, 10, 12));0.753572778828;0.05;8;0.672340425532;[74 41 36 79]
B;0;((3, 11), (6, 7), (9, 10, 12));0.719154750671;0.05;8;0.0166596372838;[14670  9290    36    79]
B;0;((3, 11), (6, 7), (4, 5, 8));0.627485822306;0.2;10;0.619246861925;[65 50 41 74]
B;0;((3, 11), (6, 7), (4, 5, 8));0.613227662045;0.2;10;0.0139320342653;[13526 10434    41    74]
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.75965973535;0.1;8;0.712446351931;[80 35 32 83]
B;0;((3, 11), (9, 10, 12), (4, 5, 8));0.728308956957;0.05;8;0.0168580760721;[14664  9296    35    80]
B;0;((13, 14), (6, 7), (9, 10, 12));0.737088846881;0.2;10;0.726618705036;[ 53  62  14 101]
B;0;((13, 14), (6, 7), (9, 10, 12));0.678783661174;0.05;8;0.0134573520681;[ 9018 14942    13   102]
B;0;((13, 14), (6, 7), (4, 5, 8));0.677088846881;0.1;12;0.702127659574;[47 68 16 99]
B;0;((13, 14), (6, 7), (4, 5, 8));0.628292081005;0.1;12;0.0123556942278;[ 8149 15811    16    99]
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.693610586011;0.05;12;0.711267605634;[ 47  68  14 101]
B;0;((13, 14), (9, 10, 12), (4, 5, 8));0.661960876824;0.05;12;0.0133324533034;[ 9025 14935    14   101]
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.685822306238;0.2;8;0.709459459459;[ 39  76  10 105]
B;0;((6, 7), (9, 10, 12), (4, 5, 8));0.683563729404;0.05;12;0.0135913533105;[ 8729 15231    10   105]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.780415879017;0.05;8;0.698689956332;[81 34 35 80]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.733355955578;0.05;8;0.0179010964422;[15217  8743    35    80]
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.729376181474;0.05;12;0.675105485232;[73 42 35 80]
B;0;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.696409777165;0.1;10;0.0170138510197;[14984  8976    37    78]
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.785293005671;0.05;8;0.713656387665;[84 31 34 81]
B;0;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.731640596647;0.05;10;0.0185503263483;[15423  8537    34    81]
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.752816635161;0.05;8;0.678111587983;[76 39 36 79]
B;0;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.721428286274;0.05;8;0.0166438428316;[14661  9299    36    79]
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.737013232514;0.05;10;0.733096085409;[ 52  63  12 103]
B;0;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.682398744284;0.05;10;0.013655044412;[ 9092 14868    12   103]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.77550094518;0.05;8;0.704347826087;[81 34 34 81]
B;0;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.7308463381;0.05;8;0.0179960008887;[15154  8806    34    81]
B;1;((3, 11),);0.539443522752;0.2;10;0.550522648084;[146 135 123 158]
B;1;((3, 11),);0.55847843755;0.05;8;0.0264402031168;[12804 10990   130   151]
B;1;((13, 14),);0.625701295576;0.2;12;0.437209302326;[226  55 187  94]
B;1;((13, 14),);0.642084699722;0.1;12;0.0383173677634;[19365  4429   189    92]
B;1;((6, 7),);0.524461442991;0.2;10;0.0869565217391;[276   5 268  13]
B;1;((6, 7),);0.514353180338;0.2;10;0.0188133140376;[22706  1088   268    13]
B;1;((9, 10, 12),);0.663390787857;0.2;12;0.459330143541;[240  41 185  96]
B;1;((9, 10, 12),);0.671230628135;0.05;8;0.0459545343437;[20078  3716   187    94]
B;1;((4, 5, 8),);0.515355681919;0.05;12;0.0740740740741;[276   5 270  11]
B;1;((4, 5, 8),);0.51169939669;0.2;8;0.0174464710547;[22825   969   270    11]
B;1;((3, 11), (13, 14));0.621958941756;0.1;8;0.58041958042;[156 125 115 166]
B;1;((3, 11), (13, 14));0.65420594085;0.05;10;0.0341477774507;[14058  9736   107   174]
B;1;((3, 11), (6, 7));0.564943453097;0.2;8;0.558875219684;[152 129 122 159]
B;1;((3, 11), (6, 7));0.566675201769;0.1;8;0.0264735264735;[12222 11572   122   159]
B;1;((3, 11), (9, 10, 12));0.671806334773;0.1;12;0.628865979381;[163 118  98 183]
B;1;((3, 11), (9, 10, 12));0.692009813174;0.05;10;0.0369161737712;[14450  9344   100   181]
B;1;((3, 11), (4, 5, 8));0.575056040324;0.05;8;0.536412078153;[150 131 130 151]
B;1;((3, 11), (4, 5, 8));0.566523918079;0.05;8;0.0258605925672;[12548 11246   130   151]
B;1;((13, 14), (6, 7));0.625156722939;0.2;12;0.421800947867;[229  52 192  89]
B;1;((13, 14), (6, 7));0.636848399534;0.2;12;0.037098791163;[19366  4428   192    89]
B;1;((13, 14), (9, 10, 12));0.644444725877;0.2;8;0.433734939759;[237  44 191  90]
B;1;((13, 14), (9, 10, 12));0.670031276763;0.2;8;0.0462724935733;[20275  3519   191    90]
B;1;((13, 14), (4, 5, 8));0.619710996568;0.1;12;0.412470023981;[231  50 195  86]
B;1;((13, 14), (4, 5, 8));0.629069965005;0.2;12;0.0361394557823;[19456  4338   196    85]
B;1;((6, 7), (9, 10, 12));0.648332721217;0.1;12;0.446555819477;[235  46 187  94]
B;1;((6, 7), (9, 10, 12));0.663747058456;0.2;12;0.0431855119573;[19861  3933   188    93]
B;1;((6, 7), (4, 5, 8));0.515798938717;0.05;8;0.0743243243243;[277   4 270  11]
B;1;((6, 7), (4, 5, 8));0.507020296094;0.2;8;0.0163710777626;[22621  1173   269    12]
B;1;((9, 10, 12), (4, 5, 8));0.649877787769;0.05;10;0.436893203883;[240  41 191  90]
B;1;((9, 10, 12), (4, 5, 8));0.660548115093;0.2;8;0.0425930259771;[19893  3901   190    91]
B;1;((3, 11), (13, 14), (6, 7));0.636263471841;0.05;10;0.580530973451;[161 120 117 164]
B;1;((3, 11), (13, 14), (6, 7));0.636323281356;0.05;12;0.0321476127069;[13730 10064   112   169]
B;1;((3, 11), (13, 14), (9, 10, 12));0.678163903699;0.1;12;0.625;[166 115 101 180]
B;1;((3, 11), (13, 14), (9, 10, 12));0.711281171694;0.05;8;0.0401561628555;[15290  8504   101   180]
B;1;((3, 11), (13, 14), (4, 5, 8));0.627664289966;0.05;8;0.578571428571;[164 117 119 162]
B;1;((3, 11), (13, 14), (4, 5, 8));0.642936614602;0.05;12;0.0327552986513;[13865  9929   111   170]
B;1;((3, 11), (6, 7), (9, 10, 12));0.672971466927;0.05;8;0.613518197574;[162 119 104 177]
B;1;((3, 11), (6, 7), (9, 10, 12));0.68911253981;0.05;8;0.0373260227752;[14768  9026   104   177]
B;1;((3, 11), (6, 7), (4, 5, 8));0.576145185598;0.05;10;0.552962298025;[159 122 127 154]
B;1;((3, 11), (6, 7), (4, 5, 8));0.568570099164;0.05;8;0.0270816846918;[12856 10938   127   154]
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.67051455782;0.1;8;0.6243567753;[161 120  99 182]
B;1;((3, 11), (9, 10, 12), (4, 5, 8));0.683302438457;0.05;12;0.0361091388579;[14394  9400   103   178]
B;1;((13, 14), (6, 7), (9, 10, 12));0.660237332354;0.1;8;0.452380952381;[237  44 186  95]
B;1;((13, 14), (6, 7), (9, 10, 12));0.680364259419;0.05;10;0.048491101367;[20292  3502   187    94]
B;1;((13, 14), (6, 7), (4, 5, 8));0.627208368688;0.1;12;0.419277108434;[234  47 194  87]
B;1;((13, 14), (6, 7), (4, 5, 8));0.628164880228;0.1;12;0.0362122788762;[19357  4437   194    87]
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.655956738137;0.2;10;0.686896551724;[ 86 195  32 249]
B;1;((13, 14), (9, 10, 12), (4, 5, 8));0.675670127671;0.2;10;0.0315669371197;[ 8548 15246    32   249]
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.660047365155;0.05;10;0.444987775061;[244  37 190  91]
B;1;((6, 7), (9, 10, 12), (4, 5, 8));0.659137804112;0.05;10;0.0428537791382;[19919  3875   190    91]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.683147376553;0.05;12;0.626970227671;[170 111 102 179]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.712927269861;0.05;8;0.0405797101449;[15287  8507    99   182]
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.626359848533;0.2;8;0.577464788732;[158 123 117 164]
B;1;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.630649282977;0.2;8;0.0310048208715;[13660 10134   117   164]
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.677201403224;0.1;12;0.622837370242;[164 117 101 180]
B;1;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.70880177933;0.05;8;0.0412210338681;[15284  8510    96   185]
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.672585200289;0.2;12;0.63339070568;[165 116  97 184]
B;1;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.684861714891;0.05;12;0.0361324182479;[14346  9448   102   179]
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.64966249161;0.1;12;0.436450839329;[236  45 190  91]
B;1;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.673289447353;0.1;12;0.0467505779604;[20273  3521   190    91]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.675820974912;0.1;8;0.627383015598;[166 115 100 181]
B;1;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.697820512782;0.1;12;0.037204414083;[14737  9057   104   177]
B;2;((3, 11),);0.561822175974;0.05;8;0.536796536797;[254 211 217 248]
B;2;((3, 11),);0.564729588793;0.05;8;0.0439521488702;[13038 10572   217   248]
B;2;((13, 14),);0.648246040005;0.2;12;0.685571309425;[142 323  54 411]
B;2;((13, 14),);0.645751390198;0.2;12;0.0485156111669;[ 7543 16067    54   411]
B;2;((6, 7),);0.517840212741;0.05;10;0.0763052208835;[451  14 446  19]
B;2;((6, 7),);0.505572178729;0.05;10;0.0260631001372;[22636   974   446    19]
B;2;((9, 10, 12),);0.659209157128;0.2;12;0.686541737649;[159 306  62 403]
B;2;((9, 10, 12),);0.651973466683;0.1;12;0.0492871189774;[ 8204 15406    64   401]
B;2;((4, 5, 8),);0.51693143716;0.1;12;0.664206642066;[ 25 440  15 450]
B;2;((4, 5, 8),);0.512214571008;0.1;12;0.0385306961212;[ 1167 22443    15   450]
B;2;((3, 11), (13, 14));0.648424095271;0.1;10;0.582881906826;[276 189 196 269]
B;2;((3, 11), (13, 14));0.65370318755;0.05;10;0.0537710200383;[14411  9199   198   267]
B;2;((3, 11), (6, 7));0.589483177246;0.05;8;0.564983888292;[262 203 202 263]
B;2;((3, 11), (6, 7));0.574993737846;0.05;8;0.0459228217217;[12884 10726   202   263]
B;2;((3, 11), (9, 10, 12));0.666086252746;0.05;8;0.603314917127;[298 167 192 273]
B;2;((3, 11), (9, 10, 12));0.670465038962;0.05;8;0.0580665744975;[14945  8665   192   273]
B;2;((3, 11), (4, 5, 8));0.566403052376;0.05;12;0.533044420368;[253 212 219 246]
B;2;((3, 11), (4, 5, 8));0.563022912653;0.05;12;0.042623234861;[12778 10832   219   246]
B;2;((13, 14), (6, 7));0.643838594057;0.2;10;0.681208053691;[144 321  59 406]
B;2;((13, 14), (6, 7));0.637271203654;0.1;12;0.0477569596312;[ 7560 16050    61   404]
B;2;((13, 14), (9, 10, 12));0.69201526188;0.2;12;0.703389830508;[165 300  50 415]
B;2;((13, 14), (9, 10, 12));0.70251356041;0.05;12;0.0533453306768;[ 8931 14679    50   415]
B;2;((13, 14), (4, 5, 8));0.635278066829;0.1;8;0.678510998308;[149 316  64 401]
B;2;((13, 14), (4, 5, 8));0.634767207261;0.1;10;0.0477400295421;[ 7554 16056    61   404]
B;2;((6, 7), (9, 10, 12));0.66364897676;0.1;12;0.688245315162;[160 305  61 404]
B;2;((6, 7), (9, 10, 12));0.656104803414;0.2;12;0.0496274859922;[ 8237 15373    62   403]
B;2;((6, 7), (4, 5, 8));0.510611631402;0.1;12;0.66124260355;[ 25 440  18 447]
B;2;((6, 7), (4, 5, 8));0.505751253569;0.1;12;0.0382721863093;[ 1163 22447    18   447]
B;2;((9, 10, 12), (4, 5, 8));0.654010868308;0.1;10;0.679277730009;[162 303  70 395]
B;2;((9, 10, 12), (4, 5, 8));0.654189267351;0.2;12;0.0491391458857;[ 8155 15455    64   401]
B;2;((3, 11), (13, 14), (6, 7));0.646460862527;0.1;10;0.580786026201;[280 185 199 266]
B;2;((3, 11), (13, 14), (6, 7));0.650870917645;0.1;8;0.0538492221779;[14317  9293   195   270]
B;2;((3, 11), (13, 14), (9, 10, 12));0.709069256561;0.05;12;0.628008752735;[303 162 178 287]
B;2;((3, 11), (13, 14), (9, 10, 12));0.710589917704;0.05;12;0.0633903920486;[15307  8303   178   287]
B;2;((3, 11), (13, 14), (4, 5, 8));0.64823679038;0.2;10;0.578833693305;[272 193 197 268]
B;2;((3, 11), (13, 14), (4, 5, 8));0.647742618628;0.05;12;0.0533202164289;[14181  9429   194   271]
B;2;((3, 11), (6, 7), (9, 10, 12));0.684842178287;0.05;8;0.612021857923;[295 170 185 280]
B;2;((3, 11), (6, 7), (9, 10, 12));0.67575931467;0.05;12;0.0569931901519;[14802  8808   193   272]
B;2;((3, 11), (6, 7), (4, 5, 8));0.577930396578;0.05;8;0.549019607843;[264 201 213 252]
B;2;((3, 11), (6, 7), (4, 5, 8));0.571037741435;0.05;8;0.0447006651885;[13052 10558   213   252]
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.682259220719;0.05;12;0.609357997824;[291 174 185 280]
B;2;((3, 11), (9, 10, 12), (4, 5, 8));0.676543655185;0.05;12;0.0577796120512;[14663  8947   185   280]
B;2;((13, 14), (6, 7), (9, 10, 12));0.699248468031;0.2;10;0.706779661017;[167 298  48 417]
B;2;((13, 14), (6, 7), (9, 10, 12));0.708045023751;0.05;12;0.0539159320302;[ 8843 14767    43   422]
B;2;((13, 14), (6, 7), (4, 5, 8));0.642354029368;0.1;12;0.68288590604;[145 320  58 407]
B;2;((13, 14), (6, 7), (4, 5, 8));0.638624011149;0.1;12;0.0481002186374;[ 7559 16051    58   407]
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.697366169499;0.05;12;0.705782312925;[169 296  50 415]
B;2;((13, 14), (9, 10, 12), (4, 5, 8));0.700750365482;0.05;12;0.0530182050463;[ 8835 14775    50   415]
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.662178286507;0.2;12;0.687127024723;[160 305  62 403]
B;2;((6, 7), (9, 10, 12), (4, 5, 8));0.657698396433;0.2;12;0.0495146823934;[ 8200 15410    62   403]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.723852468493;0.05;10;0.635964912281;[308 157 175 290]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12));0.723031656898;0.05;10;0.0640317950983;[15307  8303   175   290]
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.654387790496;0.05;12;0.597802197802;[292 173 193 272]
B;2;((3, 11), (13, 14), (6, 7), (4, 5, 8));0.647412022425;0.05;12;0.0539682539683;[14267  9343   193   272]
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.707776621575;0.1;10;0.622317596567;[288 177 175 290]
B;2;((3, 11), (13, 14), (9, 10, 12), (4, 5, 8));0.711027630902;0.05;12;0.0623148656061;[15244  8366   181   284]
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.674121863799;0.05;12;0.593164277839;[292 173 196 269]
B;2;((3, 11), (6, 7), (9, 10, 12), (4, 5, 8));0.672565069476;0.1;10;0.0569329660239;[14553  9057   186   279]
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.701061394381;0.2;10;0.707874682472;[167 298  47 418]
B;2;((13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.698926188557;0.05;12;0.052741945733;[ 8753 14857    50   415]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.720601225575;0.05;12;0.629385964912;[305 160 178 287]
B;2;((3, 11), (13, 14), (6, 7), (9, 10, 12), (4, 5, 8));0.715909651915;0.05;10;0.0633064960847;[15295  8315   178   287]
B;0;((3, 11),);0.63175823216;0.05;8;0.606334841629;[60 47 40 67]
B;0;((3, 11),);0.600554438628;0.05;8;0.011370386084;[12357 11611    40    67]
B;0;((13, 14),);0.658878504673;0.1;10;0.423076923077;[91 16 74 33]
B;0;((13, 14),);0.630545166141;0.1;10;0.0134584013051;[19204  4764    74    33]
B;0;((6, 7),);0.522316359507;0.05;8;0.668769716088;[  3 104   1 106]
B;0;((6, 7),);0.535514057684;0.05;8;0.0092322431738;[ 1218 22750     1   106]
B;0;((9, 10, 12),);0.662022884095;0.1;12;0.40522875817;[92 15 76 31]
B;0;((9, 10, 12),);0.641585002745;0.05;10;0.0147128618889;[19892  4076    76    31]
B;0;((4, 5, 8),);0.505284304306;0.2;8;0.653721682848;[  6 101   6 101]
B;0;((4, 5, 8),);0.496228031456;0.2;8;0.0088763896823;[ 1419 22549     6   101]
B;0;((3, 11), (13, 14));0.711590531924;0.2;8;0.645161290323;[67 40 37 70]
B;0;((3, 11), (13, 14));0.680486170034;0.05;8;0.0138323069635;[13593 10375    34    73]
B;0;((3, 11), (6, 7));0.633330421871;0.05;10;0.587155963303;[60 47 43 64]
B;0;((3, 11), (6, 7));0.602082761439;0.05;8;0.0110872083402;[12056 11912    40    67]
B;0;((3, 11), (9, 10, 12));0.711896235479;0.2;8;0.645161290323;[67 40 37 70]
B;0;((3, 11), (9, 10, 12));0.690609090937;0.05;10;0.0138902868646;[14209  9759    38    69]
B;0;((3, 11), (4, 5, 8));0.639881212333;0.05;8;0.615384615385;[61 46 39 68]
B;0;((3, 11), (4, 5, 8));0.599198074068;0.05;8;0.0114845465293;[12301 11667    39    68]
B;0;((13, 14), (6, 7));0.627871429819;0.05;12;0.361290322581;[87 20 79 28]
B;0;((13, 14), (6, 7));0.607436862858;0.05;12;0.0113751777372;[19180  4788    79    28]
B;0;((13, 14), (9, 10, 12));0.677264389903;0.05;12;0.420382165605;[90 17 74 33]
B;0;((13, 14), (9, 10, 12));0.664326188812;0.05;12;0.0164506480558;[20096  3872    74    33]
B;0;((13, 14), (4, 5, 8));0.644204734038;0.05;12;0.422360248447;[87 20 73 34]
