Date & Time,Questions,Posts in last 24H,Inactivity,First posts,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2011-03-14 21:00:00,0.0,0,57257,0.0,8.0,-0.0684027777778,0.265277777778,10.375
2011-03-15 20:00:00,0.0,1,22,0.0,12.0,0.05,0.331944444444,11.5
2011-03-15 23:00:00,0.0,1,2,0.0,4.0,-0.18958333333299998,0.6791666666670001,20.5
2011-03-16 00:00:00,0.33333333333299997,2,0,0.0,3.0,0.0166666666667,0.425,17.3333333333
2011-03-16 15:00:00,0.0,3,14,0.0,10.0,0.078625,0.23733333333299997,12.0
2011-03-16 19:00:00,0.2,4,3,0.0,5.0,0.0633333333333,0.195833333333,6.8
2011-03-16 20:00:00,0.0,5,0,0.0,7.0,0.233928571429,0.442857142857,8.14285714286
2011-03-30 17:00:00,0.0,0,332,0.0,4.0,-0.075,0.35,7.25
2011-04-04 21:00:00,0.0,0,123,0.0,6.0,0.09166666666670001,0.25,11.0
2011-04-08 01:00:00,0.125,0,75,0.0,8.0,0.125,0.2375,13.625
2011-04-08 17:00:00,0.0,1,15,0.0,7.0,0.0665079365079,0.301587301587,8.71428571429
2011-04-11 07:00:00,0.0,0,61,0.0,17.0,0.021470588235299997,0.401960784314,14.5882352941
2011-04-12 15:00:00,0.0,0,31,0.0,7.0,0.152678571429,0.271428571429,12.2857142857
2011-04-12 22:00:00,0.0,1,6,0.0,4.0,0.254166666667,0.508333333333,18.5
2011-04-13 10:00:00,0.25,2,11,0.0,4.0,0.159375,0.2625,9.5
2011-04-13 13:00:00,0.0,3,2,0.0,2.0,-0.25,0.425,95.5
2011-04-13 14:00:00,0.0,4,0,0.0,14.0,-0.177232142857,0.37589285714299997,14.0714285714
2011-04-13 15:00:00,0.25,5,0,0.0,4.0,0.1875,0.458333333333,13.25
2011-04-13 19:00:00,0.0,5,3,0.0,8.0,-0.0205729166667,0.434375,17.25
2011-04-13 20:00:00,0.0555555555556,6,0,0.0,5.33333333333,-0.0566898148148,0.410925925926,15.4444444444
2011-04-14 00:00:00,0.0,8,3,0.0,5.5,0.110474537037,0.484490740741,18.0
2011-04-14 23:00:00,0.0,2,22,0.0,10.0,0.016833333333299998,0.340583333333,14.8
2011-04-15 15:00:00,0.0,1,15,0.0,7.5,0.0641319444444,0.354513888889,17.4375
2011-04-15 18:00:00,0.111111111111,3,2,0.0,9.0,0.0166666666667,0.127777777778,5.222222222219999
2011-04-16 01:00:00,0.0,3,6,0.0,4.0,0.21875,0.25,9.0
2011-04-16 11:00:00,0.25,4,9,0.0,4.0,0.15625,0.18333333333299998,3.75
2011-04-16 14:00:00,0.0,5,2,0.0,5.0,0.10138888888900001,0.724444444444,41.8
2011-04-18 01:00:00,0.0,0,34,0.0,4.0,0.075,0.225,16.0
2011-04-19 11:00:00,0.0,0,33,0.0,5.0,0.11,0.285,19.0
2011-04-19 13:00:00,0.0454545454545,1,1,0.0,10.5,0.07053345959599999,0.441035353535,12.3636363636
2011-04-19 14:00:00,0.0555555555556,3,0,0.0,18.0,-0.0170524691358,0.299459876543,16.6666666667
2011-04-19 15:00:00,0.0,4,0,0.0,11.666666666700001,0.0322635135135,0.179256756757,9.59459459459
2011-04-19 16:00:00,0.08333333333330001,7,0,0.0,6.0,-0.0276388888889,0.273819444444,15.166666666700001
