Date & Time,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts,Sentiment,Subjectivity,Words/Sentence
2007-02-04 13:00:00,11.0,0.0,0,21273,1.0,0.03125,0.664545454545,29.6363636364
2008-02-19 17:00:00,5.0,0.4,0,9123,1.0,-0.01,0.35583333333300005,19.2
2009-02-19 20:00:00,21.0,0.0,0,8786,1.0,0.0572883597884,0.33596560846600004,13.5714285714
2011-01-28 09:00:00,33.0,0.0606060606061,0,16980,1.0,0.120303030303,0.357878787879,17.8787878788
2011-09-06 19:00:00,28.0,0.07142857142860001,0,5313,1.0,0.103050595238,0.193154761905,13.392857142899999
2011-09-08 16:00:00,13.0,0.0769230769231,0,44,1.0,-0.0339743589744,0.27948717948699997,16.1538461538
2011-10-09 17:00:00,16.0,0.0625,0,744,1.0,0.167881944444,0.468923611111,15.6875
2011-11-03 20:00:00,3.0,0.0,0,602,1.0,0.1,0.322222222222,29.3333333333
2011-11-06 22:00:00,4.0,0.0,0,73,1.0,0.1,0.25,14.0
2011-11-20 19:00:00,3.0,0.0,0,332,1.0,1.8503717077100002e-17,0.85,10.0
2011-12-04 15:00:00,5.0,0.0,0,331,1.0,0.1325,0.2325,16.2
2011-12-18 20:00:00,3.0,0.0,0,340,1.0,0.1725,0.630694444444,30.6666666667
2012-01-06 22:00:00,31.0,0.0645161290323,0,457,1.0,0.128064516129,0.380967741935,18.8064516129
2012-01-09 00:00:00,6.0,0.0,0,49,1.0,0.0194444444444,0.225,9.333333333330001
2012-01-13 09:00:00,5.0,0.0,0,104,1.0,-0.04,0.425,14.2
2012-02-07 17:00:00,2.0,0.0,0,607,1.0,0.225,0.4125,25.0
2012-03-04 10:00:00,2.0,0.0,0,616,1.0,-0.1125,0.35,21.5
2012-03-05 09:00:00,3.0,0.0,1,22,1.0,0.184722222222,0.722222222222,20.0
2012-03-10 20:00:00,2.0,0.0,0,130,1.0,0.7,0.975,24.0
2012-03-18 11:00:00,13.0,0.0769230769231,0,182,1.0,0.06858974358969999,0.3125,13.4230769231
2012-03-31 11:00:00,4.0,0.0,0,311,1.0,0.383333333333,0.616666666667,13.5
2012-05-08 20:00:00,13.0,0.0769230769231,0,920,1.0,0.22008547008499998,0.47713675213699996,16.4615384615
2012-05-17 09:00:00,23.0,0.0,0,204,1.0,-0.063768115942,0.369384057971,16.9565217391
2012-06-04 23:00:00,4.0,0.25,0,445,1.0,0.20833333333299997,0.366666666667,14.5
2012-06-30 10:00:00,32.0,0.03125,0,610,1.0,0.101041666667,0.405104166667,17.875
2012-07-27 18:00:00,2.0,0.0,0,655,1.0,0.0,0.2,14.0
2012-08-08 10:00:00,3.5,0.0,0,279,1.0,0.1734375,0.40625,16.375
2012-08-12 09:00:00,1.0,0.0,0,94,1.0,-0.375,0.6,65.0
2012-08-31 16:00:00,4.0,0.0,0,462,1.0,0.125,0.35,12.75
2012-09-04 16:00:00,73.0,0.013698630137,0,95,1.0,0.0721194824962,0.349238964992,16.4794520548
2012-09-05 19:00:00,7.0,0.14285714285700002,0,26,1.0,0.0785714285714,0.28571428571400004,9.42857142857
