Date & Time,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts,Sentiment,Subjectivity,Words/Sentence
2009-11-05 21:00:00,3.0,0.0,0,45401,0.0,0.383333333333,0.5666666666669999,16.6666666667
2009-11-13 13:00:00,3.0,0.0,0,183,0.0,0.46666666666699996,0.583333333333,5.0
2009-11-14 09:00:00,1.0,1.0,1,19,0.0,0.0,0.0,12.0
2009-11-14 10:00:00,2.0,0.0,2,0,0.0,0.0,0.0,12.5
2009-11-14 16:00:00,2.0,1.0,2,5,0.0,-0.2,0.5,8.0
2009-11-15 16:00:00,5.0,0.0,1,23,0.0,-0.01,0.21,12.4
2009-11-15 19:00:00,2.0,0.0,1,2,0.0,0.26388888888900003,0.677777777778,9.5
2009-11-23 12:00:00,5.0,0.0,0,184,0.0,0.181861111111,0.590555555556,11.8
2009-11-23 14:00:00,3.0,0.0,1,1,0.0,0.08333333333330001,0.483333333333,15.333333333299999
2009-11-23 21:00:00,2.0,0.0,2,6,0.0,-0.025,0.1,17.0
2009-11-24 16:00:00,4.0,0.0,1,18,0.0,0.0770833333333,0.34166666666699996,16.0
2009-12-01 19:00:00,6.0,0.0,0,170,0.0,-0.0854166666667,0.3375,18.1666666667
2009-12-08 17:00:00,4.0,0.0,0,165,0.0,-0.075,0.3125,16.25
2009-12-10 20:00:00,8.0,0.25,0,50,0.0,0.0875,0.315625,13.375
2009-12-10 21:00:00,2.0,0.0,1,0,0.0,0.0,0.0,11.0
2009-12-12 09:00:00,4.0,0.0,0,35,0.0,-0.025,0.45,24.5
2009-12-27 14:00:00,3.0,0.0,0,364,0.0,0.300555555556,0.511111111111,8.666666666669999
2009-12-31 23:00:00,1.0,0.0,0,104,0.0,0.0,0.0,26.0
2010-01-07 16:00:00,1.0,0.0,0,160,0.0,0.8,0.9,24.0
2010-01-21 19:00:00,1.0,0.0,0,338,0.0,0.0,0.0,22.0
2010-02-03 16:00:00,6.0,0.166666666667,0,308,0.0,0.04583333333330001,0.27083333333299997,16.1666666667
2010-04-26 21:00:00,2.0,0.0,0,1972,0.0,0.05,0.55,9.5
2010-04-28 07:00:00,3.0,0.0,0,33,0.0,-0.044444444444399996,0.777777777778,21.0
2010-05-07 12:00:00,2.0,0.5,0,220,0.0,0.34,0.5,8.0
2010-05-11 15:00:00,7.0,0.0,0,98,0.0,0.17857142857099997,0.309523809524,4.57142857143
2010-05-25 16:00:00,3.0,0.0,0,336,0.0,-0.025,0.48888888888899995,12.333333333299999
2010-06-13 21:00:00,1.0,0.0,0,460,0.0,0.05,0.55,22.0
2010-06-18 15:00:00,3.0,0.33333333333299997,0,113,0.0,0.06666666666669999,0.475,11.666666666700001
2010-06-19 19:00:00,3.0,0.0,0,27,0.0,0.394722222222,0.777777777778,10.6666666667
2010-06-22 07:00:00,1.0,0.0,0,59,0.0,-0.1,0.5,22.0
2010-06-25 14:00:00,3.0,0.0,0,78,0.0,0.325,0.7277777777779999,14.0
2010-07-18 15:00:00,11.0,0.0,0,552,1.0,0.061616161616199996,0.552777777778,25.6363636364
2010-07-19 09:00:00,1.0,0.0,1,17,0.0,0.55,0.9,11.0
2010-07-23 13:00:00,5.0,0.2,0,99,0.0,0.46283333333300003,0.818333333333,22.6
2010-09-08 09:00:00,3.0,0.0,0,1123,0.0,0.453333333333,0.616666666667,10.3333333333
2010-09-12 12:00:00,3.0,0.0,0,98,0.0,0.06666666666669999,0.25,17.6666666667
2010-09-13 21:00:00,3.0,0.0,0,32,0.0,0.17777777777800002,0.48888888888899995,11.333333333299999
2010-09-20 19:00:00,2.0,0.2,0,165,0.0,0.16,0.42,9.2
2010-09-21 10:00:00,2.0,0.0,2,14,0.0,0.3,0.825,9.5
2010-09-29 16:00:00,1.0,0.0,0,197,0.0,0.683333333333,0.933333333333,15.0
2010-10-05 07:00:00,1.0,0.0,0,134,0.0,0.0,0.0,22.0
2010-10-07 07:00:00,3.0,0.0,0,47,0.0,0.26388888888900003,0.561111111111,7.333333333330001
2010-10-09 12:00:00,3.0,0.33333333333299997,0,52,0.0,0.12,0.283333333333,11.666666666700001
2010-10-12 09:00:00,2.0,0.0,0,68,0.0,0.35333333333300004,0.766666666667,15.0
2010-10-16 12:00:00,7.0,0.714285714286,0,98,0.0,0.107142857143,0.188095238095,7.0
2010-10-17 10:00:00,4.0,0.25,1,21,0.0,-0.1625,0.308333333333,13.5
2010-10-20 20:00:00,3.0,0.0,0,81,0.0,0.22962962963000003,0.664814814815,23.6666666667
2010-10-26 07:00:00,2.0,0.0,0,130,0.0,0.35,0.5,16.5
2010-10-26 18:00:00,3.0,0.33333333333299997,1,10,0.0,-0.023333333333299996,0.21166666666700001,21.3333333333
2010-10-27 08:00:00,2.0,0.0,1,13,0.0,0.0,0.08333333333330001,21.0
2010-11-07 13:00:00,5.0,0.0,0,268,0.0,0.24833333333299998,0.575,16.2
2010-11-08 19:00:00,18.0,0.0,0,29,0.0,0.188657407407,0.575771604938,20.888888888900002
2010-11-19 19:00:00,4.0,0.0,0,263,0.0,-0.0291666666667,0.116666666667,13.75
2010-11-21 18:00:00,1.0,0.0,0,46,0.0,0.0,0.0,14.0
2010-12-10 16:00:00,3.0,0.0,0,453,0.0,-0.025,0.46851851851899995,26.0
2010-12-25 14:00:00,1.0,0.0,0,357,0.0,0.0,0.0,15.0
2010-12-28 16:00:00,4.0,0.25,0,73,0.0,-0.00625,0.5625,14.0
2011-01-02 14:00:00,2.0,0.0,0,117,0.0,-0.075,0.2,13.0
2011-01-09 16:00:00,4.0,0.0,0,169,0.0,0.20833333333299997,0.666666666667,17.0
2011-01-12 17:00:00,6.0,0.0,0,72,0.0,0.0575462962963,0.350925925926,29.0
2011-05-13 09:00:00,9.0,0.222222222222,0,2895,0.0,0.11180555555600001,0.273611111111,16.7777777778
2011-05-13 14:00:00,1.5,0.0,1,4,0.0,0.0,0.1,13.0
2011-05-17 14:00:00,6.0,0.0,0,95,0.0,-0.030416666666700003,0.322222222222,24.3333333333
2011-05-18 12:00:00,6.0,0.33333333333299997,1,21,0.0,0.133333333333,0.34166666666699996,12.333333333299999
2011-05-20 10:00:00,1.0,0.0,0,45,0.0,0.483333333333,0.7833333333329999,16.0
2011-05-21 12:00:00,4.0,0.5,0,25,0.0,-0.175,0.5,25.5
2011-05-24 09:00:00,15.0,0.0,0,68,0.0,-0.0189666666667,0.525903703704,28.866666666700002
2011-05-25 13:00:00,6.0,0.166666666667,0,27,0.0,0.115277777778,0.609722222222,17.0
2011-05-31 08:00:00,14.0,0.0,0,138,0.0,0.126626984127,0.676494472789,23.9285714286
2011-06-14 08:00:00,4.0,0.25,0,335,0.0,-0.15125,0.34375,30.75
2012-03-19 07:00:00,9.0,0.111111111111,0,6694,0.0,0.000648148148148,0.44611111111100005,14.333333333299999
