Date & Time,Words/Sentence,Subjectivity,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts
2008-01-27 21:00:00,13.4,0.165,-0.0416666666667,10.0,0.0,0,29849,0.0
2008-01-28 13:00:00,11.875,0.180208333333,-0.0230902777778,48.0,0.416666666667,1,15,0.0
2008-01-28 14:00:00,9.0,0.0,0.0,4.0,0.0,2,0,0.0
2008-01-29 13:00:00,15.0,0.29166666666700003,0.020833333333299998,6.0,0.0,2,22,0.0
2008-01-30 22:00:00,17.3870967742,0.306182795699,0.0211111111111,31.0,0.0,0,32,0.0
2008-01-31 12:00:00,18.3125,0.39270833333300004,0.00208333333333,16.0,0.0,1,13,0.0
2008-02-01 07:00:00,9.88888888889,0.438518518519,0.115,9.0,0.444444444444,1,18,0.0
2008-02-11 19:00:00,11.842105263199999,0.188596491228,-0.0167543859649,4.25,0.210526315789,0,251,0.0
2008-02-14 17:00:00,12.857142857100001,0.273214285714,-0.0160714285714,14.0,0.0,0,69,0.0
2008-02-14 18:00:00,13.3181818182,0.336262626263,-0.027626262626299997,22.0,0.0,1,0,0.0
2008-02-14 19:00:00,6.333333333330001,0.225,0.158333333333,6.0,0.0,2,0,0.0
2008-03-18 16:00:00,5.0,0.03,0.0,10.0,0.6,0,788,0.0
2008-03-20 22:00:00,13.909090909100001,0.292424242424,0.09166666666670001,11.0,0.0,0,53,0.0
2008-05-09 20:00:00,12.25,0.06875,0.0125,8.0,0.125,0,1197,0.0
2008-05-09 22:00:00,11.3,0.139666666667,0.04333333333330001,10.0,0.0,1,1,0.0
2008-05-23 21:00:00,3.0,0.33333333333299997,0.233333333333,3.0,0.0,0,334,0.0
2008-06-03 23:00:00,9.25,0.32569444444400003,0.127083333333,24.0,0.08333333333330001,0,265,0.0
2008-06-04 00:00:00,6.71428571429,0.197619047619,0.012380952381,21.0,0.0,1,0,0.0
2008-06-04 17:00:00,5.28571428571,0.4,-0.013333333333299998,7.0,0.0,2,16,0.0
2008-06-17 17:00:00,4.33333333333,0.0,0.0,3.0,0.0,0,311,0.0
2008-06-17 22:00:00,3.5,0.18611111111099998,0.1,6.0,0.0,1,4,0.0
2008-06-18 12:00:00,7.0,0.2,0.125,3.0,0.0,2,13,0.0
2008-06-30 11:00:00,54.5,0.486805555556,-0.046875,2.0,0.0,0,286,0.0
2008-06-30 22:00:00,14.083333333299999,0.256448412698,0.103869047619,12.0,0.166666666667,1,10,0.0
2008-06-30 23:00:00,12.5,0.45,-0.325,2.0,0.0,2,0,0.0
2008-07-01 14:00:00,20.0,0.416666666667,0.280444444444,6.0,0.0,3,14,0.0
2008-07-29 19:00:00,23.0,0.372894736842,0.165942982456,19.0,0.052631578947400004,0,676,0.0
2008-08-13 14:00:00,12.333333333299999,0.25277777777800003,0.075,6.0,0.0,0,354,0.0
2008-09-18 12:00:00,10.857142857100001,0.292857142857,-0.0214285714286,3.5,0.0,0,861,0.0
2008-09-18 13:00:00,6.0,0.0,0.0,3.0,0.0,2,0,0.0
2008-10-24 17:00:00,5.8,0.2,-0.08,5.0,0.0,0,867,0.0
2009-08-18 13:00:00,6.0,0.202173913043,0.12173913043500001,23.0,0.0,0,7147,0.0
2011-03-16 19:00:00,7.444444444439999,0.05,0.0013888888888900002,9.0,0.0,0,13805,0.0
2011-03-16 23:00:00,2.0,0.0,0.0,3.0,0.0,2,3,0.0
2011-04-12 18:00:00,8.854166666669999,0.18289583333299997,0.0686597222222,48.0,0.0416666666667,0,642,0.0
2011-04-13 10:00:00,10.0,0.14642857142899998,0.00535714285714,14.0,0.0,1,15,0.0
