Date & Time,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2007-03-05 11:00:00,0.0,21967,0,0.0,74.0,0.036756756756800006,0.23020833333299998,6.081081081080001
2007-03-14 18:00:00,0.0,222,0,0.0212765957447,47.0,-0.0212765957447,0.23684397163100002,6.510638297869999
2007-04-04 15:00:00,0.0,500,0,0.0,36.0,0.07346064814810001,0.27787037036999995,16.9722222222
2007-04-04 19:00:00,0.0,3,1,0.0,3.0,0.325,0.516666666667,4.0
2007-04-06 23:00:00,0.0,51,0,0.0,30.0,-0.039883333333300006,0.25333333333299995,7.0
2007-05-02 09:00:00,0.0,609,0,0.0,1.0,-0.166666666667,0.5,4.0
2007-05-05 00:00:00,0.0,62,0,0.013698630137,73.0,0.0508219178082,0.273698630137,7.23287671233
2007-05-05 11:00:00,0.0,10,1,0.0,28.0,0.10922619047599999,0.332291666667,8.82142857143
2007-07-20 11:00:00,0.0,1823,0,0.0,23.0,0.0586956521739,0.136956521739,6.39130434783
2007-07-24 12:00:00,0.0,96,0,0.0,9.0,-0.0018518518518499999,0.253703703704,5.88888888889
2007-07-24 13:00:00,0.0,0,1,0.0,12.0,0.00421296296296,0.498333333333,11.25
2007-07-26 00:00:00,0.0,34,0,0.05,20.0,0.0255,0.32383333333299996,10.4
2007-07-26 10:00:00,0.0,9,1,0.0,35.0,0.0214047619048,0.402125,8.8
2007-07-27 17:00:00,0.0,30,0,0.0,1.0,-0.0166666666667,0.48888888888899995,24.0
2007-07-29 22:00:00,0.0,52,0,0.0,7.0,0.236666666667,0.270238095238,4.28571428571
2007-12-24 00:00:00,0.0,3529,0,0.0,29.0,0.0976724137931,0.37112068965499995,8.65517241379
2008-05-06 12:00:00,0.0,3227,0,0.0,24.5,0.030483333333299997,0.292916666667,8.66
2008-05-08 23:00:00,0.0,58,0,0.166666666667,6.0,-0.06666666666669999,0.266666666667,8.666666666669999
2008-05-16 22:00:00,0.0,190,0,0.0,13.0,0.173076923077,0.29615384615400003,6.61538461538
2008-05-18 22:00:00,0.0,47,0,0.0,12.0,0.07048611111110001,0.618055555556,7.75
2008-05-20 23:00:00,0.0,48,0,0.0,30.0,-0.0333333333333,0.27055555555599997,6.466666666669999
2008-05-21 13:00:00,0.0,13,1,0.0,5.0,0.02,0.08,11.4
2008-05-21 14:00:00,0.0,0,2,0.0,8.0,0.09166666666670001,0.2875,10.125
