Date & Time,Questions,Posts in last 24H,Inactivity,First posts,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2014-04-26 11:00:00,0.36,0,84583,1.0,25.0,0.0782222222222,0.334666666667,16.08
2014-04-26 12:00:00,0.6,1,0,0.0,5.0,-0.1,0.18,12.8
2014-04-26 16:00:00,0.08333333333330001,2,3,0.0,6.0,0.21604166666700003,0.533715277778,17.9166666667
2014-04-26 19:00:00,0.1,4,2,0.0,10.0,-0.012,0.3806875,15.7
2014-05-03 10:00:00,0.75,0,158,0.0,4.0,0.05,0.125,8.5
2014-05-13 11:00:00,0.0,0,240,0.0,4.0,0.04,0.1225,19.75
2014-05-20 09:00:00,0.0,0,165,0.0,21.0,0.053968253968299996,0.393650793651,18.380952381
2014-06-23 08:00:00,0.181818181818,0,814,0.0,11.0,0.021969696969699998,0.135606060606,18.7272727273
2014-06-23 10:00:00,0.0,1,1,0.0,6.0,0.011111111111099999,0.272222222222,20.5
2014-06-23 13:00:00,0.125,2,2,0.0,8.0,0.01875,0.26875,18.125
2014-06-25 12:00:00,0.052631578947400004,0,46,0.0,19.0,0.055701754386,0.278947368421,15.7894736842
2014-07-04 18:00:00,0.0,0,221,0.0,5.0,-0.06,0.16,21.6
2014-07-16 14:00:00,0.0,0,283,0.0,23.0,-0.034855072463800006,0.326376811594,14.043478260899999
2014-07-16 20:00:00,0.33333333333299997,1,5,0.0,1.0,0.5,0.575,6.666666666669999
2014-07-16 21:00:00,0.2,3,0,0.0,5.0,0.182111111111,0.375555555556,12.4
2014-08-29 20:00:00,0.08333333333330001,0,1054,0.0,12.0,0.0821180555556,0.5,17.0833333333
2014-08-29 21:00:00,0.33333333333299997,1,0,0.0,1.5,0.052314814814800006,0.426851851852,35.6666666667
2014-08-30 08:00:00,0.0,3,10,0.0,2.0,0.08333333333330001,0.325,31.0
2014-09-04 08:00:00,0.307692307692,0,119,0.0,13.0,0.11105769230799999,0.319807692308,19.0769230769
2014-09-04 12:00:00,0.0,1,3,0.0,2.0,0.0,0.0,13.5
2014-09-05 16:00:00,0.0,0,27,0.0,8.0,0.15196078431399998,0.346078431373,15.7058823529
2014-09-10 18:00:00,0.0,0,121,0.0,4.0,0.153125,0.308333333333,20.25
2014-09-29 11:00:00,0.0,0,448,0.0,4.0,0.154166666667,0.325,22.25
2014-10-01 08:00:00,0.3,0,44,1.0,10.0,0.06833333333330001,0.236666666667,15.2
2014-10-01 11:00:00,0.0,1,2,0.0,8.0,-0.07291666666669999,0.6052083333330001,17.0
2014-10-01 17:00:00,0.0,2,5,0.0,5.0,0.203333333333,0.373333333333,12.0
2014-10-09 11:00:00,0.294117647059,0,185,0.0,17.0,-0.053758169934599996,0.35204248365999996,17.5294117647
2014-10-10 12:00:00,0.166666666667,0,24,0.0,12.0,0.0368055555556,0.478819444444,19.0833333333
2014-10-11 09:00:00,0.0,1,20,0.0,3.0,0.4125,0.616666666667,4.66666666667
2014-10-11 10:00:00,0.1875,2,0,0.0,16.0,0.061666666666699996,0.32291666666700003,15.1875
2014-10-11 15:00:00,0.0,2,4,0.0,11.0,-0.0954545454545,0.336363636364,12.090909090899999
2014-10-13 08:00:00,0.0,0,40,0.0,3.0,-0.20833333333299997,0.3,12.0
2014-10-14 15:00:00,0.0,0,30,0.0,9.0,0.17592592592599998,0.362962962963,11.333333333299999
2014-10-15 13:00:00,0.0,1,21,0.0,10.0,0.135625,0.46666666666699996,18.4
2014-11-03 19:00:00,0.0909090909091,0,461,0.0,11.0,0.0818181818182,0.168181818182,18.5454545455
2014-11-03 20:00:00,0.0,1,0,0.0,3.0,0.25833333333299996,0.525,16.3333333333
2014-11-06 17:00:00,0.0,0,68,0.0,18.0,-0.011342592592599999,0.281712962963,21.7777777778
2014-11-11 21:00:00,0.0,0,123,0.0,10.0,-0.0405625,0.5177916666669999,21.2
2014-11-12 09:00:00,0.166666666667,1,11,0.0,24.0,0.052604166666699995,0.4,18.5
2014-11-13 09:00:00,0.0,1,23,0.0,2.0,0.271875,0.4125,11.0
2014-11-14 09:00:00,0.0,1,23,0.0,3.0,-0.281666666667,0.33333333333299997,11.666666666700001
2014-11-22 09:00:00,0.0,0,191,0.0,3.0,0.225,0.325,6.0
2014-11-27 16:00:00,0.222222222222,0,126,0.0,9.0,-0.029629629629599998,0.305555555556,9.11111111111
2014-11-28 15:00:00,0.0,1,22,0.0,3.0,0.0627976190476,0.133333333333,18.3333333333
2014-12-01 08:00:00,0.272727272727,0,64,0.0,11.0,0.006060606060609999,0.337878787879,21.0909090909
2014-12-02 09:00:00,0.0,0,24,0.0,4.0,0.0,0.0,3.0
2014-12-04 09:00:00,0.133333333333,0,47,0.0,7.5,0.160333333333,0.41333333333300004,12.5333333333
2014-12-29 23:00:00,0.0,0,613,0.0,6.0,0.0,0.4125,8.833333333330001
2015-01-08 13:00:00,0.2,0,229,1.0,15.0,0.0130555555556,0.17583333333299997,13.7333333333
2015-01-09 16:00:00,0.0,0,26,0.0,9.0,-0.0796296296296,0.439814814815,14.4444444444
2015-01-14 16:00:00,0.0,0,119,0.0,8.0,0.1875,0.48125,10.75
2015-01-16 14:00:00,0.0,0,45,0.0,6.0,0.0333333333333,0.21666666666700002,11.333333333299999
2015-01-18 20:00:00,0.0,0,53,0.0,1.0,0.0,0.0,19.0
2015-01-22 09:00:00,0.0,0,84,0.0,12.0,0.190439814815,0.5449074074069999,22.6666666667
2015-01-23 09:00:00,0.0,1,23,0.0,11.0,0.0241666666667,0.40424242424199996,23.3636363636
2015-01-23 10:00:00,0.0,1,0,0.0,4.0,0.05625,0.2,15.75
2015-01-28 14:00:00,0.0,0,123,0.0,6.0,-0.005555555555560001,0.211111111111,13.0
2015-02-02 20:00:00,0.0,0,125,0.0,12.0,0.115972222222,0.521527777778,14.083333333299999
2015-02-03 19:00:00,0.0,1,22,0.0,3.0,-0.15,0.433333333333,13.0
2015-02-10 11:00:00,0.0,0,159,0.0,22.0,0.0501136363636,0.237840909091,16.9545454545
2015-02-10 22:00:00,0.166666666667,1,10,0.0,6.0,0.29930555555599997,0.5659722222219999,16.8333333333
2015-03-18 08:00:00,0.0,0,849,0.0,3.0,0.09305555555560001,0.35,27.3333333333
2015-03-27 08:00:00,0.25,0,215,0.0,8.0,0.019375,0.383854166667,18.75
2015-03-27 14:00:00,0.0,1,5,0.0,4.0,0.0881944444444,0.434027777778,28.25
2015-03-28 17:00:00,0.0,0,26,0.0,4.0,-0.08900000000000001,0.369666666667,18.75
2015-04-29 11:00:00,0.0,0,761,0.0,3.0,0.3325,0.6325,27.3333333333
2015-04-30 08:00:00,0.0,1,20,0.0,8.0,0.044166666666699994,0.29166666666700003,16.75
2015-05-05 23:00:00,0.0384615384615,0,134,0.0,26.0,-0.056805555555600004,0.412286324786,14.0769230769
2015-05-07 08:00:00,0.0,0,32,0.0,3.0,0.0,0.0,2.0
2015-05-11 16:00:00,0.0,0,103,0.0,1.0,0.625,0.75,2.0
2015-05-13 10:00:00,0.0,0,41,0.0,14.0,0.0029761904761900003,0.164880952381,12.2142857143
2015-05-14 08:00:00,0.0,1,21,0.0,1.0,0.075,0.425,24.0
2015-05-15 09:00:00,0.0,0,24,0.0,1.0,0.0,1.0,9.0
2015-05-19 10:00:00,0.0,0,96,0.0,3.0,0.105555555556,0.583333333333,10.3333333333
2015-05-19 15:00:00,0.0,1,4,0.0,13.0,0.11706730769200001,0.462403846154,17.2307692308
2015-05-20 08:00:00,0.0,2,16,0.0,3.0,0.42388888888899995,0.48888888888899995,14.333333333299999
2015-05-21 18:00:00,0.0,0,33,0.0,2.0,1.0,1.0,4.5
2015-05-22 13:00:00,0.0,1,18,0.0,16.0,0.0935850694444,0.36017361111100005,16.4375
2015-05-23 11:00:00,0.166666666667,1,21,0.0,6.0,0.210416666667,0.6208333333330001,11.166666666700001
2015-05-27 20:00:00,0.0,0,104,1.0,5.0,0.0935,0.568,22.2
2015-06-19 19:00:00,0.3,0,550,0.0,10.0,0.015,0.348,11.8
2015-06-19 20:00:00,0.0588235294118,1,0,0.0,17.0,0.0235294117647,0.410784313725,12.2941176471
2015-06-23 09:00:00,0.222222222222,0,84,0.0,18.0,0.00212962962963,0.260185185185,15.722222222200001
2015-06-23 23:00:00,0.33333333333299997,1,13,0.0,9.0,0.0166666666667,0.35055555555600004,17.0
2015-07-06 18:00:00,0.0,0,306,0.0,10.0,0.036875,0.468888888889,12.6
2015-07-08 19:00:00,0.0,0,48,0.0,4.0,0.347135416667,0.638333333333,23.5
2015-07-10 08:00:00,0.0,0,36,0.0,3.0,-0.21638888888900001,0.330277777778,10.0
2015-07-29 14:00:00,0.08333333333330001,0,461,0.0,12.0,0.024305555555599996,0.359722222222,15.75
2015-07-30 16:00:00,0.111111111111,0,25,0.0,18.0,0.107962962963,0.44262345679,22.3333333333
2015-07-31 13:00:00,0.0,1,20,0.0,11.0,0.144696969697,0.36484848484800003,27.181818181799997
2015-08-01 12:00:00,0.0,1,22,0.0,8.0,0.186458333333,0.389583333333,17.625
2015-08-03 10:00:00,0.0909090909091,0,45,0.0,5.0,0.0448863636364,0.370454545455,14.4545454545
2015-08-06 16:00:00,0.0,0,77,0.0,4.0,0.0625,0.1,6.0
2015-08-07 17:00:00,0.0,0,24,0.0,5.0,-0.03,0.52,20.0
2015-08-09 11:00:00,0.0,0,41,0.0,4.0,-0.058125,0.48125,38.0
2015-08-12 21:00:00,0.33333333333299997,0,81,0.0,3.0,-0.1,0.2,5.0
2015-08-13 12:00:00,0.0,1,14,0.0,4.0,0.6520833333330001,0.954166666667,5.25
2015-08-25 16:00:00,1.0,0,291,0.0,1.0,0.0,0.0,8.0
2015-08-29 09:00:00,0.0,0,88,1.0,11.0,0.07272727272730001,0.231818181818,16.5454545455
2015-08-30 21:00:00,0.5,0,35,1.0,2.0,-0.1625,0.25,14.0
2015-09-01 22:00:00,0.428571428571,0,48,0.0,7.0,0.0132142857143,0.13321428571399999,16.8571428571
2015-09-05 14:00:00,0.0,0,87,0.0,6.0,0.21333333333299997,0.49208333333300003,26.8333333333
2015-09-06 17:00:00,0.0,0,26,0.0,5.0,0.2,0.35,15.8
2015-09-06 22:00:00,0.0,1,4,0.0,5.0,-0.01,0.38,9.4
2015-09-15 13:00:00,0.0,0,206,0.0,3.0,0.19722222222199998,0.688888888889,16.3333333333
2015-09-18 10:00:00,0.75,0,68,1.0,4.0,0.11875,0.38125,17.75
2015-09-18 12:00:00,0.0,1,1,0.0,1.0,0.0,0.0,3.0
2015-09-20 19:00:00,0.0,0,54,0.0,3.0,0.125,0.2,13.666666666700001
2015-09-25 14:00:00,0.33333333333299997,0,114,1.0,6.0,-0.05416666666669999,0.125,12.333333333299999
2015-10-02 22:00:00,0.0,0,175,0.0,11.0,0.17674242424199998,0.538333333333,20.4545454545
2015-10-06 19:00:00,0.0,0,92,0.0,5.0,-0.145,0.533333333333,17.2
2015-10-06 21:00:00,0.181818181818,1,1,0.0,11.0,0.08143939393939999,0.231060606061,8.909090909089999
2015-10-09 18:00:00,0.5,0,68,0.0,2.0,0.1375,0.3,20.0
2015-10-12 17:00:00,0.0,0,70,0.0,3.0,0.366666666667,0.575,13.0
2015-10-19 16:00:00,0.052631578947400004,0,166,0.0,19.0,-0.09149122807019999,0.271052631579,15.0
2015-10-20 08:00:00,0.25,1,15,0.0,4.0,0.07291666666669999,0.308333333333,44.0
2015-10-23 16:00:00,0.14285714285700002,0,79,0.0,4.33333333333,0.105793650794,0.374444444444,16.0
2015-10-28 09:00:00,0.0,0,112,1.0,3.0,-0.0611111111111,0.251851851852,15.333333333299999
2015-10-30 08:00:00,0.666666666667,0,46,0.0,3.0,0.06666666666669999,0.2,7.666666666669999
2015-11-07 18:00:00,0.0,0,201,0.0,4.0,-0.40625,0.45,9.75
2015-11-08 21:00:00,0.0,0,26,0.0,15.0,0.08,0.203333333333,17.6
2015-11-20 00:00:00,0.07142857142860001,0,266,0.0,14.0,-0.0560714285714,0.3875,14.9285714286
2015-11-21 18:00:00,0.04,0,41,0.0,25.0,-0.033611111111099996,0.385555555556,16.72
2015-11-22 15:00:00,0.0,1,20,0.0,6.0,0.1025,0.483333333333,10.0
2015-11-23 11:00:00,0.0,1,19,0.0,4.0,0.133333333333,0.325,34.25
2015-11-23 22:00:00,0.25,1,10,0.0,8.0,0.0765625,0.2765625,20.125
2015-11-25 22:00:00,0.0,0,47,0.0,9.0,0.0751851851852,0.208888888889,13.1111111111
2015-11-28 14:00:00,0.0,0,63,0.0,5.0,0.1,0.48,22.0
2015-12-03 09:00:00,0.28571428571400004,0,114,0.0,7.0,-0.035714285714300006,0.25,12.2857142857
2015-12-10 08:00:00,1.0,0,166,0.0,2.0,0.0,0.0,12.0
2015-12-16 14:00:00,0.0909090909091,0,149,0.0,5.5,0.069696969697,0.31787878787900004,20.0
2015-12-16 21:00:00,0.0,2,6,0.0,5.0,0.045,0.46,12.2
2015-12-29 20:00:00,0.07142857142860001,0,310,0.0,14.0,0.0433369408369,0.42859307359300003,20.2857142857
2015-12-30 17:00:00,0.0,2,20,0.0,2.0,0.322222222222,0.726388888889,45.0
2016-01-07 10:00:00,0.0769230769231,0,184,0.0,13.0,0.183974358974,0.5044871794870001,16.2307692308
2016-01-07 13:00:00,0.0,1,2,0.0,6.0,0.13125,0.285416666667,24.0
2016-01-11 13:00:00,0.0909090909091,0,95,0.0,11.0,0.00030303030302999994,0.31696969697,14.5454545455
2016-02-03 17:00:00,0.0,0,555,0.0,3.0,0.316666666667,0.508333333333,16.0
2016-02-04 12:00:00,0.0,1,18,0.0,11.0,0.09128787878789998,0.345075757576,17.363636363599998
2016-02-13 09:00:00,0.318181818182,0,212,0.0,22.0,0.0973153409091,0.317357954545,15.6363636364
2016-02-15 10:00:00,0.0,0,48,0.0,3.0,0.114814814815,0.20740740740699998,14.333333333299999
2016-02-29 21:00:00,0.0625,0,346,0.0,16.0,0.05377604166669999,0.44890625,19.875
2016-03-04 23:00:00,0.0,0,97,0.0,13.0,0.104551282051,0.285512820513,14.461538461500002
2016-03-09 17:00:00,0.0,0,113,0.0,10.0,0.348458333333,0.62875,11.0
2016-03-12 09:00:00,0.153846153846,0,63,0.0,26.0,0.207596153846,0.574743589744,21.0
2016-03-16 07:00:00,0.0,0,93,0.0,5.0,0.0,0.06666666666669999,17.0
2016-03-17 09:00:00,0.0,0,25,0.0,3.0,0.05333333333330001,0.666666666667,12.666666666700001
2016-03-17 23:00:00,0.0909090909091,1,13,0.0,11.0,0.21628787878800002,0.457575757576,9.181818181819999
2016-03-21 21:00:00,0.0,0,93,0.0,4.0,0.19895833333299998,0.46166666666699996,9.0
2016-03-25 10:00:00,0.0,0,84,0.0,4.0,0.1875,0.2875,15.0
2016-03-30 22:00:00,0.307692307692,0,131,0.0,13.0,0.237840544872,0.448301282051,16.6153846154
2016-04-11 19:00:00,0.0,0,284,0.0,2.0,0.325,0.886111111111,30.0
2016-04-13 23:00:00,0.157894736842,0,51,0.0,19.0,0.115789473684,0.396052631579,15.4210526316
2016-04-14 10:00:00,0.0,1,10,0.0,5.0,0.18791666666700002,0.31833333333299996,19.2
2016-04-16 15:00:00,0.214285714286,0,52,0.0,7.0,0.0951388888889,0.41646825396799997,14.2857142857
2016-04-17 09:00:00,0.0,2,17,0.0,7.0,-0.0188095238095,0.424285714286,17.7142857143
2016-04-19 21:00:00,0.0,0,59,0.0,3.0,0.18333333333299998,0.46666666666699996,15.333333333299999
2016-04-20 12:00:00,0.1,1,14,0.0,20.0,0.10975,0.431875,11.6
2016-04-25 21:00:00,0.0,0,128,0.0,2.0,0.025,0.225,11.5
2016-04-26 22:00:00,0.75,0,24,0.0,4.0,0.2,0.225,10.5
2016-04-28 15:00:00,0.0,0,40,0.0,7.0,0.247023809524,0.45,12.0
2016-04-29 10:00:00,0.0,1,18,0.0,2.0,-0.325,0.55,21.5
2016-05-13 14:00:00,0.0,0,339,0.0,11.0,0.15101010101,0.601641414141,21.6363636364
2016-05-18 14:00:00,0.0,0,119,0.0,4.0,0.225486111111,0.641041666667,32.0
2016-05-18 18:00:00,0.0769230769231,1,3,0.0,13.0,0.148974358974,0.371153846154,10.1538461538
2016-05-21 15:00:00,0.0,0,68,0.0,3.0,-0.102083333333,0.616666666667,8.0
2016-05-23 20:00:00,0.0,0,52,0.0,5.0,0.19791666666700003,0.32,9.7
2016-05-24 19:00:00,0.0,2,22,0.0,17.0,-0.020833333333299998,0.563921568627,14.647058823499998
2016-05-28 18:00:00,0.2,0,94,0.0,5.0,0.11,0.18,11.4
2016-05-29 11:00:00,0.0,1,16,0.0,1.0,-0.06666666666669999,0.40833333333300004,41.0
2016-06-02 22:00:00,0.0,0,106,0.0,2.0,0.616666666667,0.7833333333329999,7.0
2016-06-09 16:00:00,0.14285714285700002,0,161,0.0,14.0,0.160625,0.538095238095,11.5
2016-06-10 11:00:00,0.1875,1,18,0.0,16.0,0.13787878787900001,0.345643939394,14.375
2016-06-15 14:00:00,0.0,0,122,0.0,6.0,0.0999684343434,0.680650252525,20.8333333333
2016-06-17 15:00:00,0.28571428571400004,0,48,0.0,7.0,0.202083333333,0.36130952381,16.571428571400002
2016-06-18 21:00:00,0.0,0,29,0.0,9.0,0.255293209877,0.616111111111,20.555555555599998
2016-07-05 08:00:00,0.0,0,394,0.0,5.0,-0.300833333333,0.606666666667,9.6
2016-07-05 11:00:00,0.0,1,2,0.0,5.0,0.107083333333,0.6733333333329999,16.8
2016-07-06 15:00:00,0.14285714285700002,0,27,0.0,7.0,0.27440476190499996,0.538095238095,7.57142857143
2016-08-16 15:00:00,0.0,0,983,0.0,7.0,0.265,0.540833333333,19.0
2016-08-17 09:00:00,0.0,1,17,0.0,1.0,0.625,0.7,3.0
2016-09-02 10:00:00,0.08333333333330001,0,384,0.0,12.0,0.166666666667,0.485416666667,18.6666666667
2016-09-06 18:00:00,0.25,0,103,0.0,4.0,0.05833333333330001,0.08333333333330001,15.0
2017-01-27 10:00:00,0.0,0,3423,0.0,22.0,0.0656704545455,0.479056818182,17.9090909091
2017-01-27 11:00:00,0.052631578947400004,1,0,0.0,19.0,0.010964912280700002,0.20701754386,19.421052631600002
2017-01-27 13:00:00,0.0,2,1,0.0,7.0,-0.15190476190500002,0.47309523809500004,11.7142857143
2017-03-23 14:00:00,0.0,0,1320,0.0,15.0,0.0363888888889,0.407222222222,18.6
2017-05-14 21:00:00,0.0,0,1254,0.0,4.0,0.35,0.475,7.5
2017-05-14 23:00:00,0.0,1,1,0.0,3.0,0.08333333333330001,0.283333333333,25.0
2017-05-18 17:00:00,0.0,0,89,0.0,3.0,0.254166666667,0.29166666666700003,4.66666666667
