Date & Time,Words/Sentence,Subjectivity,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts
2014-01-23 14:00:00,17.125,0.496875,-0.0453125,8.0,0.25,0,82354,0.0
2014-01-24 10:00:00,41.0,0.3,0.05,1.0,0.0,1,19,0.0
2014-01-25 14:00:00,9.5,0.25,0.15,2.0,0.0,0,27,0.0
2014-02-04 12:00:00,19.1666666667,0.587962962963,0.21412037037,6.0,0.0,0,237,0.0
2014-02-05 11:00:00,22.714285714299997,0.37529761904799996,-0.049523809523800005,7.0,0.0,1,22,0.0
2014-02-06 14:00:00,15.2105263158,0.340175438596,0.014649122807,9.5,0.052631578947400004,0,26,0.0
2014-02-07 10:00:00,13.222222222200001,0.159259259259,-0.05,9.0,0.111111111111,2,19,0.0
2014-02-09 14:00:00,14.4,0.21916666666700002,0.061666666666699996,5.0,0.2,0,51,0.0
2014-02-09 21:00:00,13.0,0.4,-0.0177083333333,4.0,0.0,1,6,0.0
2014-02-10 10:00:00,15.166666666700001,0.5375,0.19333333333299998,6.0,0.0,2,12,0.0
2014-02-11 13:00:00,11.8888888889,0.185185185185,-0.012962962963,9.0,0.0,0,26,0.0
2014-02-11 14:00:00,9.28571428571,0.28214285714299997,0.0696428571429,7.0,0.0,1,0,0.0
2014-02-13 11:00:00,11.8888888889,0.309259259259,-0.012962962963,9.0,0.0,0,44,0.0
2014-02-21 11:00:00,10.6666666667,0.0,0.0,3.0,0.33333333333299997,0,191,0.0
2014-02-24 11:00:00,14.1111111111,0.49351851851899997,0.127592592593,9.0,0.0,0,71,0.0
2014-02-28 12:00:00,16.875,0.5979166666669999,-0.000138888888889,8.0,0.0,0,96,0.0
2014-03-02 10:00:00,13.0,0.537996031746,0.136011904762,14.0,0.0,0,45,0.0
2014-03-03 10:00:00,9.166666666669999,0.583333333333,0.175,6.0,0.0,1,23,0.0
2014-03-07 12:00:00,13.142857142899999,0.657142857143,0.0240476190476,7.0,0.0,0,97,0.0
2014-03-09 11:00:00,12.25,0.9,0.4075,4.0,0.0,0,46,0.0
2014-03-18 09:00:00,14.7142857143,0.47142857142899997,0.017857142857099998,7.0,0.0,0,213,0.0
2014-03-28 12:00:00,13.625,0.235416666667,-0.0791666666667,8.0,0.125,0,242,0.0
2014-03-30 16:00:00,11.0,0.40952380952399997,-0.027619047618999998,7.0,0.0,0,51,0.0
2014-03-31 13:00:00,8.5,0.241666666667,0.06666666666669999,4.0,0.0,1,20,0.0
2014-04-13 10:00:00,15.333333333299999,0.322222222222,-0.17777777777800002,3.0,0.0,0,308,0.0
2014-04-17 13:00:00,12.75,0.2875,0.015625,4.0,0.0,0,98,0.0
2014-04-30 20:00:00,18.75,0.50625,0.36875,4.0,0.0,0,318,0.0
2014-05-06 14:00:00,9.28571428571,0.154761904762,-0.05952380952380001,3.5,0.0,0,137,0.0
2014-05-07 15:00:00,10.875,0.125,-0.0625,3.5,0.0,0,24,0.0
2014-05-08 08:00:00,20.3333333333,0.40833333333300004,0.233333333333,3.0,0.0,2,16,0.0
2014-05-09 13:00:00,15.25,0.516666666667,0.111944444444,8.0,0.0,0,28,0.0
2015-03-15 17:00:00,16.125,0.605234375,0.2826171875,8.0,0.0,0,7443,0.0
