Date & Time,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts,Subjectivity,Words/Sentence
2009-01-10 16:00:00,0.346180555556,4.0,0.0,0,38220,0.0,0.415277777778,16.5
2009-01-15 10:00:00,0.0711805555556,12.0,0.0,0,113,0.0,0.43472222222199997,12.083333333299999
2009-01-16 21:00:00,-0.0027777777777800005,6.0,0.0,0,34,0.0,0.125,8.833333333330001
2009-03-02 10:00:00,-0.06375,12.0,0.166666666667,0,1068,0.0,0.20625,7.5
2009-03-05 15:00:00,-0.0151515151515,11.0,0.0,0,76,0.0,0.194318181818,9.27272727273
2009-05-25 14:00:00,0.0034375,16.0,0.1875,0,1942,0.0,0.232083333333,9.9375
2009-05-26 09:00:00,0.018194444444400003,20.0,0.0975609756098,1,18,0.0,0.18635501355,11.2195121951
2009-05-27 13:00:00,0.030555555555599998,16.0,0.25,0,27,0.0,0.28125,11.9375
2009-05-28 08:00:00,-0.0297008547009,12.5,0.0769230769231,1,18,0.0,0.18034188034200002,11.3076923077
2009-05-28 09:00:00,0.045,11.0,0.0,3,0,0.0,0.406818181818,12.8181818182
2009-05-28 10:00:00,0.00458333333333,4.0,0.0,4,0,0.0,0.5895833333330001,13.25
2009-05-28 12:00:00,0.047727272727300006,11.0,0.0,5,1,0.0,0.177272727273,8.909090909089999
2009-06-02 08:00:00,0.0284659090909,11.0,0.0,0,115,0.0,0.433106060606,17.0909090909
2009-06-02 12:00:00,0.09166666666670001,6.0,0.0,1,3,0.0,0.266666666667,6.666666666669999
2009-06-03 14:00:00,0.0484375,4.0,0.75,0,25,0.0,0.15,7.75
2009-06-03 17:00:00,0.0,1.0,0.0,1,2,0.0,0.7,18.0
2009-06-04 09:00:00,0.188425925926,12.0,0.0,2,15,0.0,0.36962962963,10.916666666700001
2009-06-12 14:00:00,-0.03125,4.0,0.0,0,196,0.0,0.2375,8.0
2009-06-15 20:00:00,0.0795454545455,11.0,0.0,0,77,0.0,0.19924242424199998,13.8181818182
2009-06-15 21:00:00,0.142222222222,12.0,0.0,1,0,0.0,0.22083333333299998,10.5
2009-06-16 19:00:00,-0.020833333333299998,3.0,0.0,2,21,0.0,0.541666666667,17.6666666667
2009-06-16 20:00:00,0.0902083333333,15.0,0.266666666667,3,0,0.0,0.294861111111,15.2666666667
2009-06-17 10:00:00,0.129166666667,6.0,0.0,2,13,0.0,0.254166666667,22.5
