Date & Time,Subjectivity,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts,Words/Sentence
2009-11-07 21:00:00,0.187121212121,-0.00454545454545,5.5,0.0,0,45449,0.5,13.2727272727
2009-11-08 11:00:00,0.311111111111,0.125,6.0,0.166666666667,2,13,0.0,11.833333333299999
2009-11-08 13:00:00,0.0333333333333,0.0,3.0,0.0,3,1,0.0,5.33333333333
2009-11-14 09:00:00,0.34560483871,0.129255824373,10.0,0.05,0,139,0.0,12.2
2009-11-14 13:00:00,0.530555555556,0.00625,6.0,0.166666666667,2,3,0.0,14.333333333299999
2009-11-14 16:00:00,0.39375,-0.084375,4.0,0.25,3,2,0.0,12.0
2009-11-14 18:00:00,0.58,0.177,5.0,0.0,4,1,0.0,12.2
2009-11-15 20:00:00,0.516666666667,0.123958333333,3.0,0.0,0,25,0.0,17.3333333333
2009-11-15 21:00:00,0.275,0.24,2.0,0.0,1,0,0.0,28.0
2009-12-05 09:00:00,0.487847222222,-0.120347222222,12.0,0.0,0,467,0.0,17.0
2009-12-05 14:00:00,0.49638888888899996,-0.0763888888889,6.0,0.0,1,4,0.0,21.1666666667
2009-12-06 09:00:00,0.33828125,0.0734375,3.5,0.125,2,18,0.0,15.875
2009-12-06 10:00:00,0.255555555556,-0.025555555555599997,6.0,0.0,3,0,0.0,13.666666666700001
2009-12-06 22:00:00,0.39899999999999997,0.10348611111099999,7.5,0.133333333333,3,11,0.0,16.4
2009-12-08 14:00:00,0.7,0.257738095238,7.0,0.0,0,39,0.0,13.4285714286
2009-12-11 11:00:00,0.217592592593,0.06851851851850001,9.0,0.222222222222,0,68,0.0,11.4444444444
2009-12-11 13:00:00,0.15,0.108333333333,6.0,0.33333333333299997,1,1,0.0,10.3333333333
2009-12-14 22:00:00,0.412009803922,0.0468137254902,17.0,0.176470588235,0,80,0.0,13.882352941199999
2009-12-26 19:00:00,0.427777777778,-0.00166666666667,3.0,0.0,0,284,0.0,23.3333333333
2009-12-28 08:00:00,0.145138888889,0.11,8.0,0.125,0,36,0.0,12.0
2009-12-29 16:00:00,0.35,0.0933333333333,5.0,0.2,0,31,0.0,13.2
2009-12-29 18:00:00,0.766666666667,-0.0416666666667,4.0,0.0,1,1,0.0,16.25
2009-12-30 19:00:00,0.425,0.1125,4.0,0.25,0,24,0.0,10.0
2009-12-30 22:00:00,0.4,-0.2,4.0,0.25,1,2,0.0,9.75
2010-01-09 21:00:00,0.554861111111,0.133472222222,6.0,0.0,0,238,0.0,14.5
2010-01-11 18:00:00,0.28125,0.0875,4.0,0.25,0,44,0.0,8.625
2010-01-11 20:00:00,0.13125,0.0625,4.0,0.25,2,1,0.0,9.75
2010-01-11 22:00:00,0.155555555556,-0.026041666666700002,3.0,0.0,3,1,0.0,6.666666666669999
2010-01-23 21:00:00,0.340625,-0.0625,8.0,0.125,0,286,0.0,14.5
2010-01-27 14:00:00,0.570238095238,0.164285714286,7.0,0.0,0,88,0.0,13.857142857100001
2010-02-06 21:00:00,0.3,0.172916666667,1.5,0.5,0,246,0.0,17.0
2010-02-07 10:00:00,0.317916666667,0.157378472222,6.0,0.0,2,12,0.0,11.333333333299999
2010-02-07 12:00:00,0.6875,-0.334375,4.0,0.0,3,1,0.0,16.25
2010-02-14 14:00:00,0.45925925925899996,0.11712962963,6.0,0.166666666667,0,169,0.0,16.0
2010-02-16 18:00:00,0.329166666667,0.0166666666667,4.0,0.0,0,51,0.0,8.5
2010-02-17 20:00:00,0.323958333333,0.163541666667,5.5,0.0,0,25,0.0,11.416666666700001
2010-02-23 18:00:00,0.39444444444399995,-0.046296296296300006,9.0,0.111111111111,0,141,0.0,14.222222222200001
2010-03-06 13:00:00,0.24,0.135,5.0,0.2,0,258,0.0,10.0
2010-03-22 22:00:00,0.385555555556,-0.00712962962963,8.5,0.33333333333299997,0,392,0.0,10.722222222200001
2010-03-22 23:00:00,0.5259259259260001,0.149074074074,9.0,0.111111111111,2,0,0.0,12.777777777799999
2010-03-25 22:00:00,0.133333333333,-0.05,2.0,0.5,0,70,0.0,12.5
2010-04-04 21:00:00,0.303968253968,0.0750396825397,6.666666666669999,0.28571428571400004,0,238,0.0,13.0
2010-04-04 22:00:00,0.35,0.15375,10.0,0.4,3,0,0.0,10.2
2010-04-05 12:00:00,0.530952380952,0.06666666666669999,7.0,0.0,4,13,0.0,11.5714285714
2010-04-06 19:00:00,0.521794871795,0.136217948718,13.0,0.0,0,30,0.0,14.0769230769
2010-04-06 22:00:00,0.553333333333,0.32333333333299996,3.0,0.0,1,2,0.0,23.6666666667
2010-04-07 13:00:00,0.3525,0.16125,5.0,0.0,2,14,0.0,12.1
2010-04-08 20:00:00,0.311666666667,0.08875,10.0,0.0,0,30,0.0,13.0
2010-04-09 19:00:00,0.48487654321,0.011728395061700002,9.0,0.0,1,22,0.0,16.2222222222
2010-04-10 09:00:00,0.58,0.028333333333299997,5.0,0.6,1,13,0.0,13.6
2010-04-13 20:00:00,0.6,0.366666666667,3.0,0.33333333333299997,0,82,1.0,15.0
2010-04-14 15:00:00,0.49255952381000007,0.0282738095238,14.0,0.07142857142860001,1,18,0.0,18.5
2010-04-14 18:00:00,0.825,-0.425,2.0,0.5,3,2,0.0,8.5
2010-04-14 20:00:00,0.23125,0.125,8.0,0.0,4,1,0.0,13.125
2010-04-14 22:00:00,0.475,0.275,4.0,0.0,4,1,0.0,11.25
2010-04-17 20:00:00,0.48,0.165,5.0,0.0,0,69,0.0,12.8
2010-04-19 13:00:00,0.568759920635,0.243045634921,7.0,0.0,0,40,0.0,21.2857142857
2010-04-20 09:00:00,0.0764583333333,0.004375,6.0,0.0,1,19,0.0,13.166666666700001
2010-04-24 11:00:00,0.3875,0.0270833333333,8.0,0.0,0,97,0.0,15.125
2010-04-25 13:00:00,0.55,0.205555555556,2.0,0.0,0,25,0.0,25.5
2010-05-02 16:00:00,0.363988095238,-0.017916666666700002,14.0,0.0,0,170,0.0,13.5
2010-05-08 12:00:00,0.4125,0.155208333333,4.0,0.0,0,139,0.0,18.75
2010-05-08 13:00:00,0.75,-0.2,2.0,0.0,1,0,0.0,20.0
2010-05-08 17:00:00,0.541666666667,0.09444444444439999,3.0,0.0,2,3,0.0,18.3333333333
2010-05-08 21:00:00,0.316666666667,0.0333333333333,2.0,0.0,3,3,0.0,23.5
2010-05-09 22:00:00,0.0,0.0,3.0,0.0,0,24,0.0,5.0
2010-05-16 09:00:00,0.433333333333,-0.0777777777778,7.0,0.14285714285700002,0,154,0.0,13.142857142899999
2010-06-11 22:00:00,0.0966666666667,0.02,5.0,0.2,0,636,0.0,12.6
2010-06-12 09:00:00,0.44,0.0625,5.0,0.0,1,10,0.0,13.4
2010-06-12 12:00:00,0.43760683760700003,0.187478632479,13.0,0.23076923076900002,2,2,0.0,12.153846153800002
2010-06-12 13:00:00,0.283333333333,0.18333333333299998,3.0,0.0,3,0,0.0,4.0
2010-06-12 14:00:00,0.09166666666670001,-0.0416666666667,3.66666666667,0.416666666667,4,0,0.0,7.583333333330001
2010-06-12 20:00:00,0.45111111111100005,-0.0011111111111099998,5.0,0.0,7,5,0.0,16.2
2010-06-12 22:00:00,0.09074074074069999,0.0351851851852,9.0,0.666666666667,8,1,0.0,10.222222222200001
2010-06-13 11:00:00,0.5085555555560001,0.0864444444444,15.0,0.0,7,12,0.0,14.5333333333
2010-06-14 15:00:00,0.496481481481,0.16425925925899998,9.0,0.222222222222,0,27,0.0,12.4444444444
2010-06-14 20:00:00,0.690972222222,0.24409722222199998,6.0,0.0,1,4,0.0,16.8333333333
2010-06-15 08:00:00,0.396,-0.018766666666700002,12.0,0.08,2,11,0.0,12.16
2010-06-15 09:00:00,0.36700000000000005,0.115,5.0,0.2,4,0,0.0,16.2
2010-06-17 23:00:00,0.30509259259300003,0.0625,9.0,0.33333333333299997,0,61,0.0,13.1111111111
2010-06-18 11:00:00,0.2315,0.0055,5.0,0.0,1,11,0.0,14.0
