Date & Time,Posts in last 24H,Inactivity,First posts,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2013-04-04 14:00:00,0,75298,0.0,0.0,1.0,0.3,0.45,5.5
2013-04-04 16:00:00,2,1,0.0,0.0,4.0,0.17,0.24875,13.5
2013-04-04 21:00:00,3,4,0.0,0.0,2.0,0.5,0.5,7.5
2013-04-12 14:00:00,0,184,0.0,0.0,1.0,0.0,0.2,10.0
2013-04-12 19:00:00,1,4,0.0,0.0,1.0,0.0,0.0,5.0
2013-04-20 14:00:00,0,186,0.0,0.0,1.0,0.0,0.0,8.0
2013-04-20 19:00:00,1,4,0.0,0.0,2.0,0.431666666667,0.9,15.0
2013-04-23 10:00:00,0,62,0.0,0.0,4.0,-0.008333333333329999,0.116666666667,9.25
2013-05-02 09:00:00,0,214,0.0,0.0,6.0,0.283333333333,0.33333333333299997,3.83333333333
2013-05-09 09:00:00,0,167,0.0,0.0,7.0,-0.042857142857099996,0.28571428571400004,14.2857142857
2013-05-11 15:00:00,0,53,0.0,0.0,12.0,-0.05,0.3525,15.333333333299999
2013-05-11 16:00:00,1,0,0.0,0.0,4.0,-0.025,0.2,17.25
2013-05-13 13:00:00,0,44,0.0,0.0,2.0,0.275,0.45,7.0
2013-05-19 20:00:00,0,150,0.0,0.0,12.0,0.08997685185189999,0.54875,17.3333333333
2013-05-20 08:00:00,1,11,0.0,0.0,2.0,0.18333333333299998,0.35,28.5
2013-05-22 09:00:00,0,48,0.0,0.0,4.0,0.0,0.0,13.0
2013-05-22 19:00:00,1,9,0.0,0.0,3.0,0.09166666666670001,0.166666666667,9.0
2013-05-23 13:00:00,1,17,0.0,0.0,6.0,0.04814814814809999,0.222222222222,15.0
2013-05-24 10:00:00,1,20,0.0,0.0,2.0,0.366666666667,0.433333333333,4.5
2013-05-26 17:00:00,0,54,0.0,0.0,5.0,0.273333333333,0.34,3.0
2013-06-05 08:00:00,0,230,0.0,0.0,2.0,0.0,0.0,7.5
2013-06-11 10:00:00,0,145,0.0,0.0,2.0,0.25,0.25,6.5
2013-06-13 14:00:00,0,51,0.0,0.0,1.0,0.1,0.4,11.0
2013-06-14 12:00:00,1,21,0.0,0.0,4.5,0.09962962962960001,0.237037037037,8.666666666669999
2013-06-15 08:00:00,2,19,0.0,0.0,4.0,-0.14375,0.21875,16.75
2013-06-20 08:00:00,0,119,0.0,0.0,2.0,0.0,0.0,5.0
2013-06-22 12:00:00,0,51,0.0,0.0,1.0,0.0,0.0,12.0
2013-06-23 20:00:00,0,31,0.0,0.0,4.0,0.48125,0.85,7.0
2013-06-24 08:00:00,1,11,0.0,0.0,2.0,0.5,0.5,2.0
2013-06-29 15:00:00,0,126,0.0,0.0,3.0,0.133333333333,0.277777777778,9.666666666669999
2013-10-06 20:00:00,0,2380,0.0,0.0,3.0,0.46666666666699996,0.955555555556,4.0
2013-10-07 18:00:00,1,21,0.0,0.0,1.0,0.1,0.3,17.0
2013-10-08 09:00:00,1,14,0.0,0.0,3.0,-0.1,0.2,5.33333333333
