Date & Time,Words/Sentence,Subjectivity,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts
2006-03-11 10:00:00,14.2,0.332,0.10400000000000001,5.0,0.2,0,13350,0.0
2006-03-11 16:00:00,18.0,0.65,0.427777777778,3.0,0.0,2,5,0.0
2006-03-12 16:00:00,11.6,0.271666666667,0.09166666666670001,5.0,0.0,1,23,0.0
2006-03-13 15:00:00,16.0,0.605,0.011666666666700002,5.0,0.0,1,22,0.0
2006-03-14 11:00:00,7.166666666669999,0.204166666667,-0.053125,6.0,0.33333333333299997,1,19,0.0
2006-03-14 18:00:00,29.0,0.8320000000000001,0.37799999999999995,1.0,0.0,1,6,0.0
2006-03-21 08:00:00,9.71428571429,0.492857142857,0.12023809523800001,7.0,0.0,0,157,0.0
2006-04-09 14:00:00,9.333333333330001,0.1,0.008333333333329999,3.0,0.666666666667,0,461,0.0
2006-04-15 17:00:00,20.3333333333,0.452083333333,0.114583333333,3.0,0.0,0,146,0.0
2006-04-15 18:00:00,8.666666666669999,0.361111111111,-0.105555555556,3.0,0.0,1,0,0.0
2006-04-16 09:00:00,9.14285714286,0.145238095238,-0.042857142857099996,7.0,0.0,2,14,0.0
2006-04-21 15:00:00,4.63636363636,0.122727272727,0.053977272727300005,11.0,0.0,0,125,0.0
2006-04-22 08:00:00,13.5,0.366666666667,-0.06666666666669999,4.0,0.0,1,16,0.0
2006-04-22 09:00:00,12.0,0.6,-0.1,1.0,0.0,2,0,0.0
2006-04-25 16:00:00,10.0,0.425,0.325,2.0,0.0,0,78,0.0
2006-04-26 17:00:00,10.142857142899999,0.128571428571,0.09821428571429999,7.0,0.0,0,24,0.0
2006-04-27 11:00:00,13.0,0.275,0.05,2.0,0.0,1,17,0.0
2006-04-28 16:00:00,12.5,0.447916666667,-0.0872916666667,4.0,0.0,0,28,0.0
2006-04-29 17:00:00,7.75,0.24,-0.04,4.0,0.0,0,24,0.0
2006-04-29 19:00:00,16.555555555599998,0.510185185185,-0.0592592592593,9.0,0.222222222222,1,1,0.0
2006-05-01 15:00:00,6.5,0.18958333333299998,0.0291666666667,2.0,0.0,0,43,0.0
2006-05-02 19:00:00,5.4,0.2,0.18,2.5,0.0,0,27,0.0
2006-05-04 20:00:00,5.0,0.0,0.0,1.0,0.0,0,48,0.0
2006-05-12 16:00:00,14.6,0.1,0.03,5.0,0.0,0,187,0.0
2006-05-13 09:00:00,6.5,0.0,0.0,2.0,0.5,1,16,0.0
2006-05-13 10:00:00,11.4,0.249,0.135,5.0,0.0,2,0,0.0
2006-05-18 18:00:00,8.75,0.433333333333,0.0291666666667,2.66666666667,0.25,0,127,0.0
2006-05-20 10:00:00,13.6,0.41,0.141666666667,5.0,0.0,0,39,0.0
2006-05-22 15:00:00,20.0,0.5825,0.119166666667,5.0,0.0,0,52,0.0
2006-05-23 19:00:00,7.4,0.141666666667,0.048333333333300005,5.0,0.2,0,27,0.0
2006-05-27 08:00:00,8.0,0.6,-0.29166666666700003,3.0,0.0,0,84,0.0
2006-05-27 11:00:00,18.428571428599998,0.524603174603,0.289523809524,7.0,0.0,1,2,0.0
2006-05-27 21:00:00,6.0,0.0,0.0,2.0,0.0,2,9,0.0
2006-05-28 08:00:00,8.0,0.452777777778,0.14722222222200002,3.0,0.0,3,10,0.0
2006-05-28 20:00:00,9.0,0.0,0.0,2.0,0.0,2,11,0.0
2006-05-28 21:00:00,15.0,0.3,0.0,1.0,0.0,3,0,0.0
2006-06-07 16:00:00,34.0,0.3875,0.128125,2.0,0.0,0,234,0.0
