Date & Time,Words/Sentence,Subjectivity,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts
2006-07-17 23:00:00,5.5,0.4,0.3,2.0,0.0,0,16435,0.0
2006-08-14 18:00:00,9.25,0.11875,0.0125,5.5,0.33333333333299997,0,666,0.0
2006-08-15 11:00:00,18.6666666667,0.17777777777800002,-0.105555555556,3.0,0.0,2,16,0.0
2006-08-16 14:00:00,6.0,0.2,-0.1,3.0,0.33333333333299997,0,26,0.0
2006-08-18 17:00:00,13.0,0.38,-0.15,2.0,0.5,0,50,0.0
2006-09-14 09:00:00,11.25,0.55,0.025,4.0,0.0,0,639,0.0
2006-09-30 14:00:00,10.0833333333,0.383333333333,0.042083333333300006,12.0,0.0,0,388,0.0
2006-09-30 20:00:00,14.25,0.7,-0.125,4.0,0.0,1,5,0.0
2006-09-30 21:00:00,13.0,0.35,0.11,5.0,0.0,2,0,0.0
2006-10-02 13:00:00,11.2,0.34166666666699996,-0.117666666667,5.0,0.0,0,39,0.0
2006-10-03 18:00:00,10.0,0.348148148148,0.0703703703704,9.0,0.0,0,28,0.0
2006-10-04 21:00:00,14.0,0.044444444444399996,-0.0166666666667,2.5,0.0,0,26,0.0
2006-10-15 14:00:00,22.25,0.282007575758,0.0901515151515,4.0,0.0,0,256,0.0
2006-10-18 11:00:00,29.0,0.822222222222,-0.06666666666669999,1.0,0.0,0,68,0.0
2007-01-21 21:00:00,13.0,0.5,0.375,2.0,0.0,0,2289,0.0
2007-03-31 22:00:00,6.4375,0.1234375,-0.05921875,16.0,0.9375,0,1656,0.0
2007-04-01 11:00:00,11.333333333299999,0.166666666667,0.1,3.0,0.0,1,12,0.0
2007-04-25 22:00:00,18.5,0.1,0.0,2.0,0.0,0,586,0.0
2007-08-11 20:00:00,16.0,0.25,-0.065,5.0,0.8,0,2589,0.0
2007-08-12 11:00:00,17.0,0.4,0.1,1.0,0.0,1,14,0.0
2007-09-02 11:00:00,15.0,0.290833333333,0.044166666666699994,5.0,0.0,0,503,0.0
2007-10-01 13:00:00,13.0,0.5008333333330001,-0.19,3.0,0.0,0,697,0.0
2007-10-01 15:00:00,23.0,1.0,0.775,1.0,0.0,1,1,0.0
2007-10-01 16:00:00,45.0,0.331666666667,0.015,2.0,0.0,2,0,0.0
2007-10-23 11:00:00,7.0,0.0,0.0,1.0,0.0,0,522,0.0
2008-09-13 09:00:00,24.5,0.528125,-0.08125,4.0,0.0,0,7821,0.0
2008-09-16 20:00:00,15.5,0.259722222222,-0.0545138888889,8.0,0.0,0,82,0.0
2009-01-25 19:00:00,8.42857142857,0.28571428571400004,0.0825,7.0,0.28571428571400004,0,3142,0.0
2009-01-25 22:00:00,7.25,0.15,0.05,4.0,0.0,1,2,0.0
2009-04-05 20:00:00,15.7142857143,0.12619047619,0.0980952380952,7.0,0.0,0,1677,0.0
2009-06-17 23:00:00,17.75,0.64515625,-0.13109375,8.0,0.0,0,1754,0.0
2009-06-25 11:00:00,27.0,0.609166666667,0.124333333333,5.0,0.0,0,179,0.0
2010-03-10 14:00:00,17.4545454545,0.463939393939,0.0607575757576,11.0,0.363636363636,0,6194,0.0
2010-03-10 18:00:00,16.4,0.35,0.03,5.0,0.0,1,3,0.0
2010-03-11 12:00:00,9.333333333330001,0.233333333333,0.12222222222200001,3.0,0.0,2,17,0.0
2010-04-03 18:00:00,15.0,0.4734375,0.0635833333333,20.0,0.2,0,557,0.0
2010-04-04 14:00:00,20.125,0.394375,0.00895833333333,8.0,0.0,1,19,0.0
2010-04-10 13:00:00,16.3333333333,0.3,-0.0166666666667,6.0,0.0,0,142,0.0
2010-04-12 20:00:00,15.5,0.741180555556,0.11673611111099999,6.0,0.33333333333299997,0,54,0.0
2010-04-28 12:00:00,14.5714285714,0.147619047619,-0.0166666666667,7.0,0.0,0,375,0.0
2010-04-28 13:00:00,28.6666666667,0.528095238095,0.26003968254,3.0,0.0,1,0,0.0
2010-04-30 23:00:00,4.5,0.0,0.0,2.0,0.0,0,57,0.0
2010-05-06 13:00:00,5.5,0.5,0.5,2.0,0.0,0,133,0.0
2010-05-11 17:00:00,4.66666666667,0.33333333333299997,0.33333333333299997,3.0,0.0,0,123,0.0
2010-06-06 22:00:00,22.375,0.706770833333,0.22351041666700003,8.0,0.0,0,628,0.0
2010-06-07 14:00:00,23.444444444400002,0.43379629629600003,0.11990740740700001,18.0,0.0555555555556,1,15,0.0
2010-06-13 19:00:00,10.8,0.113333333333,0.026666666666700003,5.0,0.0,0,148,0.0
2010-11-03 20:00:00,11.5,0.166666666667,0.08333333333330001,2.0,0.0,0,3432,0.0
