Date & Time,Posts in last 24H,Inactivity,First posts,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2005-07-14 14:00:00,0,7594,0.0,0.0,2.0,-0.2,0.5,6.0
2005-07-16 11:00:00,0,44,0.0,0.0,2.0,0.0,0.0,6.0
2005-07-17 13:00:00,0,25,0.0,0.0,2.0,0.05,0.15,4.5
2005-07-22 23:00:00,0,129,0.0,0.166666666667,12.0,0.102777777778,0.22291666666700002,12.0
2005-07-23 00:00:00,1,0,0.0,0.4,2.5,0.0,0.08,10.2
2005-07-23 10:00:00,3,9,0.0,0.0,7.0,0.00714285714286,0.157142857143,11.7142857143
2005-07-24 23:00:00,0,36,0.0,0.166666666667,6.0,-0.2125,0.29166666666700003,14.166666666700001
2005-07-25 22:00:00,1,22,0.0,0.0,6.0,0.125,0.18333333333299998,11.333333333299999
2005-07-27 01:00:00,0,26,0.0,0.0,3.0,0.158333333333,0.34444444444399996,15.0
2005-08-07 22:00:00,0,284,0.0,0.0,3.0,0.0,0.0,7.666666666669999
2005-08-12 00:00:00,0,97,0.0,0.0,2.0,0.0,0.0,4.5
2005-08-13 19:00:00,0,42,0.0,0.0,1.0,0.0,0.0,14.0
2005-08-28 00:00:00,0,340,1.0,0.166666666667,6.0,-0.0694444444444,0.6291666666669999,14.333333333299999
2005-08-29 22:00:00,0,45,0.0,0.14285714285700002,7.0,0.0619047619048,0.311904761905,11.2857142857
2005-08-29 23:00:00,1,0,0.0,0.0,1.0,0.0,0.0,18.0
2005-09-09 00:00:00,0,240,1.0,0.416666666667,12.0,0.100694444444,0.332407407407,12.166666666700001
2005-09-09 10:00:00,1,9,0.0,0.1,10.0,-0.0841666666667,0.23833333333299997,17.0
2005-10-08 10:00:00,0,695,0.0,0.111111111111,9.0,-0.037962962963,0.20740740740699998,12.8888888889
2005-10-22 14:00:00,0,339,1.0,0.28571428571400004,7.0,0.10674603174599999,0.261111111111,11.5714285714
2005-10-23 09:00:00,1,18,0.0,0.0,4.0,0.2125,0.375,12.5
2005-12-13 12:00:00,0,1226,0.0,0.2,10.0,0.0725,0.19,12.5
2005-12-15 11:00:00,0,46,0.0,0.375,8.0,0.0,0.025,15.0
2005-12-18 20:00:00,0,80,0.0,0.0,3.5,0.04916666666669999,0.24583333333299998,11.375
2006-03-26 01:00:00,0,2332,0.0,0.0769230769231,13.0,0.00865384615385,0.288461538462,14.0769230769
2006-03-31 01:00:00,0,119,0.0,0.0,5.5,0.10454545454500001,0.13636363636399998,6.545454545449999
2006-07-18 00:00:00,0,2614,0.0,0.0,2.0,0.0,0.0,8.0
2006-07-22 02:00:00,0,97,0.0,0.0,4.0,0.1,0.225,7.75
2006-08-03 12:00:00,0,297,0.0,0.4,5.0,-0.1,0.3,10.0
2006-08-28 10:00:00,0,597,0.0,0.0,5.0,0.03,0.36,9.6
2006-10-01 17:00:00,0,822,0.0,0.0,3.0,0.18333333333299998,0.3,6.333333333330001
2006-11-03 11:00:00,0,785,0.0,0.272727272727,11.0,-0.0113636363636,0.22803030303000002,9.54545454545
2006-12-26 13:00:00,0,1273,0.0,0.0,7.25,-0.0142911877395,0.348295019157,14.7586206897
