Date & Time,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts,Sentiment,Subjectivity,Words/Sentence
2007-11-21 08:00:00,19.0,0.052631578947400004,0,28228,0.0,0.0159941520468,0.563216374269,21.8421052632
2007-12-16 14:00:00,5.0,0.0,0,605,0.0,0.139833333333,0.489833333333,21.6
2007-12-28 18:00:00,14.0,0.0,0,291,0.0,0.23960884353700002,0.46755952381000004,19.1428571429
2008-01-04 20:00:00,5.0,0.0,0,169,0.0,0.01,0.1425,24.2
2008-01-04 21:00:00,6.0,0.0,1,0,0.0,0.129166666667,0.365555555556,23.6666666667
2008-01-05 00:00:00,31.5,0.0634920634921,2,2,0.5,0.107636684303,0.553514109347,28.920634920599998
2008-01-05 13:00:00,32.0,0.09375,4,12,0.0,-0.0130078125,0.316223958333,22.625
2008-01-05 20:00:00,31.0,0.16129032258099998,5,6,0.0,0.022768817204299997,0.330120967742,24.161290322600003
2008-01-05 22:00:00,7.0,0.0,4,1,0.0,0.0248214285714,0.45119047618999997,19.2857142857
2008-01-06 00:00:00,18.0,0.0,5,1,0.0,0.0381580687831,0.27548280423300003,19.1666666667
2008-01-06 17:00:00,32.0,0.09375,3,16,0.0,-0.012161458333299999,0.317725694444,19.625
2008-01-06 20:00:00,17.0,0.235294117647,4,2,0.0,-0.008333333333329999,0.281470588235,12.117647058800001
2008-01-07 11:00:00,10.0,0.1,3,14,0.0,0.04666666666669999,0.3875,19.6
2008-01-07 14:00:00,19.0,0.0,4,2,0.0,0.160328947368,0.387280701754,11.7368421053
2008-01-08 09:00:00,8.5,0.0,2,18,0.0,-0.0690740740741,0.41820987654299996,13.777777777799999
2008-01-10 17:00:00,9.0,0.0,0,55,0.0,0.077037037037,0.33666666666699996,16.2222222222
2008-01-10 22:00:00,13.0,0.0,1,4,0.0,0.0373717948718,0.339679487179,19.7692307692
2008-01-11 19:00:00,6.0,0.166666666667,1,20,0.0,0.1125,0.279166666667,10.3333333333
2008-01-13 13:00:00,21.0,0.0,0,41,0.0,0.10103174603199999,0.448055555556,19.2857142857
2008-01-14 10:00:00,10.0,0.1,1,20,0.0,0.25402083333299996,0.506666666667,21.7
2008-01-16 16:00:00,13.0,0.23076923076900002,0,53,0.0,0.0173076923077,0.325961538462,15.461538461500002
2008-01-17 21:00:00,21.0,0.0,0,28,0.0,0.106642857143,0.538095238095,18.761904761900002
2008-01-17 22:00:00,10.0,0.0,1,0,0.0,0.057083333333300006,0.288833333333,13.5
2008-01-19 13:00:00,17.0,0.0588235294118,0,38,0.0,0.11886437908500001,0.519281045752,18.411764705899998
2008-01-19 15:00:00,12.0,0.0,1,1,0.0,0.0290798611111,0.283333333333,13.166666666700001
2008-01-19 16:00:00,7.0,0.0,3,0,0.0,0.0242063492063,0.27619047619000003,14.2857142857
2008-01-19 21:00:00,22.0,0.0909090909091,4,4,0.0,-0.0248042929293,0.40625,16.0454545455
2008-01-19 22:00:00,8.0,0.0625,5,0,0.0,0.113645833333,0.44354166666699996,11.75
2008-01-20 10:00:00,11.0,0.0,7,11,0.0,0.0255681818182,0.19696969697,20.9090909091
2008-01-20 11:00:00,7.0,0.0,8,0,0.0,-0.017678571428599996,0.278571428571,13.4285714286
2008-01-20 12:00:00,10.0,0.0,9,0,0.0,0.00859375,0.17825,14.0
2008-01-21 12:00:00,10.0,0.0,1,23,0.0,-0.0753333333333,0.384791666667,17.6
2008-01-21 23:00:00,15.0,0.06666666666669999,2,10,0.0,0.0367685185185,0.32762962963000003,13.2
2008-01-23 12:00:00,15.0,0.2,0,36,0.0,-0.04375,0.309444444444,14.066666666700002
2008-01-23 17:00:00,6.0,0.5,1,4,0.0,0.15,0.483333333333,8.5
2008-01-23 18:00:00,13.0,0.0,2,0,0.0,0.0200854700855,0.239957264957,12.846153846199998
2008-01-24 00:00:00,12.0,0.0,3,5,0.0,0.267083333333,0.36875,6.5
2008-01-24 11:00:00,24.0,0.0,4,10,0.0,0.11651506864,0.372322179322,15.743243243199998
2008-01-24 12:00:00,18.0,0.0,7,0,0.0,0.115277777778,0.19629629629599998,6.8888888888899995
2008-01-24 15:00:00,18.0,0.0555555555556,7,2,0.0,0.00208333333333,0.14537037037,13.0555555556
2008-01-24 17:00:00,16.0,0.0,8,1,0.0,-0.00807291666667,0.3234375,13.6875
2008-01-26 23:00:00,7.0,0.07142857142860001,0,53,0.0,0.07008928571430001,0.433630952381,16.071428571400002
2008-01-27 23:00:00,7.0,0.0,2,23,0.0,0.222023809524,0.417261904762,14.857142857100001
2008-01-28 13:00:00,19.0,0.105263157895,1,13,0.0,0.0800584795322,0.39064327485399997,17.7368421053
2008-01-28 22:00:00,13.5,0.07407407407410001,2,8,0.0,0.0195987654321,0.387654320988,12.666666666700001
2008-01-29 21:00:00,10.5,0.0,2,22,0.0,-0.00425462962963,0.393105820106,22.4761904762
2008-01-29 23:00:00,10.0,0.0,2,1,0.0,0.158458333333,0.45716666666699995,13.1
2008-01-30 18:00:00,22.0,0.0,3,18,0.0,0.0291035353535,0.35580808080799997,19.0454545455
2008-01-31 16:00:00,15.0,0.133333333333,1,21,0.0,0.114972222222,0.326027777778,18.4666666667
2008-02-01 17:00:00,10.0,0.4,0,24,0.0,-0.1,0.37,13.9
2008-02-01 21:00:00,14.0,0.107142857143,1,3,0.0,0.00515022675737,0.46203231292499997,18.821428571400002
2008-02-02 14:00:00,26.0,0.0,3,16,0.0,0.108477029915,0.404681623932,23.0384615385
2008-02-03 12:00:00,21.0,0.0,1,21,0.0,0.113561507937,0.35287698412699997,18.8095238095
2008-02-03 13:00:00,11.0,0.0,2,0,0.0,0.12795454545499998,0.3675,9.36363636364
