Date & Time,Subjectivity,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts,Words/Sentence
2006-05-28 13:00:00,0.348958333333,-0.090625,8.0,0.0,0,15225,0.0,19.375
2006-06-17 12:00:00,0.527876984127,0.146567460317,4.33333333333,0.0,0,478,0.0,17.571428571400002
2006-06-18 11:00:00,0.2,0.09375,2.0,0.0,3,22,0.0,11.0
2006-06-19 10:00:00,0.0,0.0,1.0,0.0,1,22,0.0,0.0
2006-06-21 11:00:00,0.317142857143,0.0421428571429,7.0,0.0,0,48,0.0,11.142857142899999
2006-06-28 07:00:00,0.120175438596,0.0451754385965,19.0,0.578947368421,0,163,0.0,15.2631578947
2006-06-28 12:00:00,0.301851851852,0.11006944444399999,4.0,0.08333333333330001,1,4,0.0,11.0
2006-07-05 19:00:00,0.34841269841300004,0.043055555555600006,6.5,0.14285714285700002,0,174,0.0,13.642857142899999
2006-07-05 20:00:00,0.0,0.0,2.0,0.0,2,0,0.0,11.5
2006-07-06 19:00:00,0.3925,0.05625,4.5,0.0,3,22,0.0,18.8
2006-07-07 20:00:00,0.56875,-0.04375,2.0,0.0,0,24,0.0,15.5
2006-07-09 16:00:00,0.45,0.075,6.0,0.166666666667,0,43,0.0,8.166666666669999
2006-07-23 11:00:00,0.8805555555560001,0.347592592593,3.0,0.0,0,330,0.0,15.666666666700001
2006-07-23 15:00:00,0.49,0.34,4.0,0.25,1,3,0.0,12.75
2006-07-26 21:00:00,0.4,0.0675,5.0,0.0,0,77,0.0,16.0
2006-07-31 21:00:00,0.272619047619,0.0114880952381,6.5,0.357142857143,0,119,0.0,12.642857142899999
2006-08-01 16:00:00,0.267857142857,-0.025,7.0,0.14285714285700002,2,18,0.0,13.857142857100001
2006-08-11 11:00:00,0.155555555556,-0.022222222222199998,2.66666666667,0.0,0,234,0.0,8.22222222222
2006-08-11 22:00:00,0.165,-0.0275,3.0,0.0,3,10,0.0,9.0
2006-08-12 22:00:00,0.0,0.0,10.0,1.0,1,23,0.0,1.1
2006-08-13 09:00:00,0.2625,0.125,2.0,0.0,1,10,0.0,7.5
2006-08-16 14:00:00,0.39,0.1485,5.0,0.0,0,76,0.0,14.0
2006-08-16 17:00:00,0.0,0.0,1.0,1.0,2,2,0.0,5.0
2006-08-17 11:00:00,0.0,0.0,3.0,0.0,3,17,0.0,13.333333333299999
2006-08-18 08:00:00,0.8,0.35,1.0,1.0,1,20,0.0,9.0
2006-08-22 11:00:00,0.285,0.09,5.0,0.2,0,98,0.0,13.4
2006-08-24 19:00:00,0.0,0.0,1.0,0.0,0,55,0.0,20.0
2006-08-27 21:00:00,0.508333333333,0.20729166666700002,6.0,0.0,0,73,0.0,17.5
2006-08-28 09:00:00,0.41,0.18666666666700002,5.0,0.4,1,11,1.0,15.0
2006-08-28 15:00:00,0.30444444444400004,0.0996527777778,5.0,0.2,2,5,0.0,13.4
2006-09-01 23:00:00,0.621428571429,-0.09285714285710002,7.0,0.0,0,103,0.0,13.5714285714
2006-09-08 11:00:00,0.3325,0.1375,4.0,0.0,0,155,0.0,13.5
2006-09-09 21:00:00,0.8,-0.625,1.0,0.0,0,33,0.0,12.0
2006-09-13 12:00:00,0.45,0.15,4.0,0.0,0,86,0.0,10.5
2006-09-26 11:00:00,0.23571428571400002,-0.0321428571429,3.5,0.0,0,310,0.0,12.2857142857
2006-09-27 17:00:00,0.0166666666667,-0.00520833333333,6.0,0.0,0,29,0.0,3.83333333333
2006-09-30 14:00:00,0.520833333333,0.0990416666667,10.0,0.0,0,68,0.0,12.6
2006-10-05 15:00:00,0.375,-0.295833333333,4.0,0.25,0,120,0.0,10.75
2006-10-13 17:00:00,0.5666666666669999,0.37291666666699996,6.0,0.0,0,193,0.0,6.333333333330001
2006-10-14 13:00:00,0.71,0.417666666667,5.0,0.0,1,19,0.0,10.6
2006-10-20 18:00:00,0.245138888889,-0.00208333333333,6.0,0.5,0,148,0.0,13.0
2006-10-21 15:00:00,0.0,0.0,1.0,0.0,1,20,0.0,15.0
