Date & Time,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts,Sentiment,Subjectivity,Words/Sentence
2006-05-23 13:00:00,13.0,0.153846153846,0,15105,1.0,-0.08183760683760001,0.322777777778,14.846153846199998
2006-05-24 09:00:00,14.0,0.07142857142860001,1,19,0.0,-0.189464285714,0.6036904761899999,12.857142857100001
2006-05-24 10:00:00,23.0,0.0,2,0,0.0,0.0471739130435,0.29420289855099996,19.1304347826
2006-06-01 16:00:00,10.5,0.0952380952381,0,197,0.0,0.0750640040963,0.296594982079,18.2857142857
2006-06-01 17:00:00,9.0,0.0,2,0,0.0,0.0679552469136,0.523271604938,29.3333333333
2006-06-03 21:00:00,5.0,0.0,0,51,0.0,0.02,0.07,7.8
2006-06-06 09:00:00,9.0,0.0,0,59,0.0,0.128703703704,0.520833333333,19.3333333333
2007-02-13 13:00:00,11.0,0.0,0,6051,0.0,0.08333333333330001,0.241363636364,13.090909090899999
2007-02-19 19:00:00,5.0,0.0,0,149,0.0,-0.08,0.355,17.6
2007-10-15 11:00:00,16.0,0.0625,0,5703,0.0,-0.0197916666667,0.347916666667,15.5625
2007-11-03 10:00:00,13.0,0.0,0,454,0.0,0.0769230769231,0.24615384615400002,11.3846153846
2007-11-08 12:00:00,9.0,0.0,0,121,0.0,0.108333333333,0.477777777778,11.666666666700001
2007-12-20 10:00:00,17.0,0.0,0,1005,0.0,-0.081862745098,0.325735294118,14.5882352941
2007-12-24 15:00:00,10.0,0.0,0,100,0.0,0.00166666666667,0.40333333333300003,8.7
2008-01-31 19:00:00,4.0,0.0,0,915,0.0,-0.009375,0.05625,14.75
2008-02-04 10:00:00,7.0,0.0,0,86,0.0,-0.0124404761905,0.300595238095,14.2142857143
2008-02-04 15:00:00,15.0,0.0,2,4,0.0,-0.019074074074099997,0.38546296296300003,15.1333333333
2008-02-08 15:00:00,10.0,0.0,0,95,0.0,0.054277777777800004,0.40016666666699996,13.1
2008-03-14 15:00:00,6.0,0.166666666667,0,839,0.0,0.0861111111111,0.596527777778,23.8333333333
2008-03-20 10:00:00,21.0,0.0,0,138,0.0,0.047962962963,0.5075396825399999,17.1428571429
2008-04-05 20:00:00,12.0,0.25,0,393,0.0,-0.0263575268817,0.206720430108,10.3333333333
2008-04-15 14:00:00,16.0,0.0,0,233,0.0,-0.117447916667,0.403645833333,12.625
2008-04-19 20:00:00,9.0,0.0,0,101,0.0,3.08395284618e-18,0.40416666666699996,14.777777777799999
2008-04-21 09:00:00,15.0,0.06666666666669999,0,36,0.0,0.13382222222200002,0.495444444444,13.666666666700001
2008-04-22 11:00:00,6.0,0.33333333333299997,0,25,0.0,0.06666666666669999,0.158333333333,7.166666666669999
2008-05-16 21:00:00,9.5,0.105263157895,0,585,0.0,-0.0420906432749,0.450073099415,18.684210526300003
