Date & Time,Inactivity,First posts,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2006-09-09 12:00:00,17720,0.0,0,0.1,10.0,-0.00708333333333,0.295833333333,15.7
2006-09-12 08:00:00,67,0.0,0,0.0,11.0,0.0425757575758,0.218181818182,15.7272727273
2006-09-14 23:00:00,62,0.0,0,0.0,14.0,0.035119047619,0.33809523809500003,17.7857142857
2006-09-18 15:00:00,87,0.0,0,0.0,22.0,0.089053030303,0.457575757576,18.9090909091
2006-09-20 17:00:00,49,0.0,0,0.0,13.0,0.123717948718,0.295512820513,16.5384615385
2006-09-24 16:00:00,94,0.0,0,0.0,4.0,-0.158333333333,0.29166666666700003,15.75
2006-09-25 10:00:00,17,0.0,1,0.0,10.0,0.0055,0.353125,14.9
2006-09-25 12:00:00,1,0.0,3,0.05,6.333333333330001,0.032916666666700005,0.24458333333299997,14.35
2006-09-25 20:00:00,7,0.0,5,0.0,13.0,-0.025641025641,0.247008547009,11.7692307692
2006-09-27 14:00:00,41,0.0,0,0.0,11.5,-0.014652777777799999,0.34236111111100004,12.375
2006-09-27 15:00:00,0,0.0,2,0.0,15.0,0.05116666666669999,0.324944444444,19.6
2006-09-27 16:00:00,0,0.0,3,0.0,9.0,-0.135185185185,0.37037037037,12.333333333299999
2006-09-28 09:00:00,16,0.0,4,0.0,10.0,0.0333333333333,0.5035,15.9
2006-09-29 16:00:00,30,0.0,0,0.14285714285700002,7.0,0.0619047619048,0.09285714285710002,13.2857142857
2006-10-02 21:00:00,76,0.0,0,0.0909090909091,11.0,-0.046818181818199994,0.223181818182,12.0
2006-10-04 21:00:00,47,0.0,0,0.0,8.666666666669999,0.058779761904800006,0.345699404762,14.0714285714
2006-10-05 22:00:00,24,0.0,0,0.125,3.5,0.05416666666669999,0.316666666667,10.125
2006-10-07 19:00:00,44,0.0,0,0.0,2.0,0.0,0.0,17.5
2006-10-07 21:00:00,1,0.0,1,0.5,2.0,0.0,0.05,7.5
2006-10-11 10:00:00,84,0.0,0,0.28571428571400004,6.5,0.0686904761905,0.245,8.5
2006-10-11 11:00:00,0,0.0,2,0.0769230769231,6.0,0.0333333333333,0.317948717949,14.2307692308
2006-10-12 15:00:00,27,0.0,0,0.0,6.0,0.104166666667,0.3625,12.833333333299999
2006-10-12 17:00:00,1,0.0,1,0.2,2.5,0.026666666666700003,0.113333333333,14.8
2006-10-13 16:00:00,22,0.0,2,0.0,13.0,0.129487179487,0.291025641026,10.5384615385
2006-10-14 18:00:00,25,0.0,0,0.09375,15.5,0.1503125,0.43822916666699996,12.8125
2006-10-16 12:00:00,41,0.0,0,0.0,4.0,0.0540740740741,0.46851851851899995,11.5555555556
2006-10-17 09:00:00,20,0.0,2,0.2,5.0,0.05416666666669999,0.293333333333,14.0
2006-10-30 10:00:00,312,0.0,0,0.17391304347800002,11.5,0.0603381642512,0.27198067632899997,12.782608695699999
2006-10-31 15:00:00,28,0.0,0,0.428571428571,7.0,-0.0238095238095,0.245238095238,6.1428571428600005
2006-11-05 22:00:00,126,0.0,0,0.5,8.0,0.05,0.05,8.375
2006-11-08 17:00:00,66,0.0,0,0.2,10.0,0.118819444444,0.48059722222199996,17.3
2006-11-09 21:00:00,27,0.0,0,0.0,19.0,-0.07926900584800001,0.33567251462,23.684210526300003
2006-11-12 22:00:00,72,0.0,0,0.07142857142860001,14.0,0.08382936507939999,0.506746031746,13.7142857143
2006-11-13 11:00:00,12,0.0,1,0.06666666666669999,8.4,0.0344444444444,0.233691358025,9.37777777778
2006-11-13 12:00:00,0,0.0,6,0.0,4.0,-0.265,0.75,21.5
2006-11-13 17:00:00,4,0.0,7,0.0909090909091,5.0,0.0765151515152,0.406212121212,7.6363636363600005
2006-11-14 13:00:00,19,0.0,2,0.0,5.0,-0.260666666667,0.443333333333,22.6
2006-12-09 00:00:00,586,0.0,0,0.0,11.0,0.0204545454545,0.320454545455,11.1818181818
2006-12-23 17:00:00,352,0.0,0,0.1875,16.0,0.015798611111099998,0.34838541666699996,23.1875
2006-12-24 22:00:00,28,0.0,0,0.0,4.0,0.19375,0.45,24.25
2006-12-24 23:00:00,0,0.0,1,0.0,4.0,0.0,0.025,12.5
2006-12-27 12:00:00,60,0.0,0,0.0,9.0,0.220277777778,0.580185185185,16.2222222222
2006-12-31 11:00:00,94,0.0,0,0.5,4.0,0.0611111111111,0.297222222222,19.0
2006-12-31 12:00:00,0,0.0,1,0.0,8.0,-0.0875,0.2375,13.125
2007-01-01 20:00:00,31,0.0,0,0.5,4.0,0.0125,0.24583333333299998,13.25
2007-01-05 12:00:00,87,0.0,0,0.111111111111,9.0,0.042592592592599995,0.337962962963,17.6666666667
2007-01-06 00:00:00,11,0.0,1,0.2,5.0,-0.0555555555556,0.17777777777800002,11.8
2007-01-12 20:00:00,163,0.0,0,0.0,5.0,-0.05,0.145,16.8
2007-01-16 19:00:00,94,0.0,0,0.0,4.0,-0.04583333333330001,0.616666666667,20.75
2007-01-21 20:00:00,120,0.0,0,0.0,2.0,-0.15,0.325,7.5
2007-02-03 23:00:00,314,0.0,0,0.0,8.0,0.022916666666700003,0.457291666667,19.25
2007-02-13 04:00:00,220,0.0,0,0.0,5.5,0.0040404040404,0.33333333333299997,16.1818181818
2007-02-18 22:00:00,137,0.0,0,0.08,25.0,0.136833333333,0.308333333333,17.64
2007-03-04 18:00:00,331,0.0,0,0.5,2.0,0.0,0.1,13.5
2007-03-16 22:00:00,291,0.0,0,0.0,1.0,-0.173333333333,0.6,78.0
