Date & Time,Subjectivity,Sentiment,Sentences/Post,Questions,Posts in last 24H,Inactivity,First posts,Words/Sentence
2006-06-30 15:00:00,0.195833333333,-0.0270833333333,4.0,0.0,0,16019,0.0,17.0
2006-07-02 13:00:00,0.403125,-0.0254861111111,12.0,0.0,0,45,0.0,16.8333333333
2006-07-06 22:00:00,0.646825396825,0.186656746032,7.0,0.0,0,104,0.0,19.428571428599998
2006-07-20 22:00:00,0.459375,0.134375,4.0,0.0,0,335,0.0,20.25
2006-08-04 00:00:00,0.05,0.0,2.0,0.0,0,337,0.0,5.5
2006-08-05 00:00:00,0.48888888888899995,-0.327777777778,3.0,0.0,1,23,0.0,14.666666666700001
2006-08-14 16:00:00,0.506666666667,-0.150833333333,8.0,0.0,0,231,0.0,15.5
2006-08-14 21:00:00,0.325,0.075,2.0,0.0,1,4,0.0,11.5
2006-08-25 22:00:00,0.460714285714,0.0353174603175,7.0,0.0,0,264,0.0,15.7142857143
2006-08-29 20:00:00,0.591666666667,0.020833333333299998,3.0,0.0,0,93,0.0,26.0
2006-09-08 12:00:00,0.75,0.06666666666669999,3.0,0.0,0,231,0.0,25.3333333333
2006-10-01 13:00:00,0.32553030303,0.134053030303,11.0,0.0909090909091,0,552,0.0,12.1818181818
2006-10-02 15:00:00,0.25833333333299996,0.025,6.0,0.0,0,25,0.0,12.333333333299999
2006-10-18 11:00:00,0.672222222222,-0.129166666667,6.0,0.0,0,379,0.0,14.666666666700001
2006-10-21 23:00:00,0.49375,-0.1125,8.0,0.0,0,83,0.0,14.25
2007-05-06 20:00:00,0.21333333333299997,0.07166666666669999,5.0,0.2,0,4724,0.0,14.6
2007-05-26 23:00:00,0.764888888889,0.266111111111,5.0,0.0,0,482,0.0,10.8
2007-06-17 23:00:00,0.422222222222,0.224722222222,12.0,0.0,0,527,0.0,19.1666666667
2007-06-19 15:00:00,0.23,-0.02,10.0,0.0,0,39,0.0,15.4
2007-10-05 08:00:00,0.347435897436,0.186730769231,13.0,0.0,0,2584,0.0,13.846153846199998
2007-10-05 12:00:00,0.304761904762,0.0857142857143,7.0,0.0,1,3,0.0,10.4285714286
2008-01-24 23:00:00,0.17600000000000002,0.055,5.0,0.0,0,2674,0.0,18.6
2008-01-25 11:00:00,0.0875,0.025,2.0,0.0,1,11,0.0,8.5
2008-08-18 12:00:00,0.42592592592600004,-0.0611111111111,9.0,0.0,0,4944,0.0,16.555555555599998
2009-05-25 15:00:00,0.175,0.0,4.0,0.0,0,6722,0.0,17.0
2009-08-18 21:00:00,0.225,-0.013541666666700002,5.0,0.2,0,2045,0.0,17.2
2009-08-24 11:00:00,0.704761904762,0.24642857142900002,7.0,0.0,0,133,0.0,15.142857142899999
2009-08-27 16:00:00,0.257142857143,-0.0142857142857,7.0,0.14285714285700002,0,76,0.0,13.7142857143
2009-12-10 10:00:00,0.0,0.0,1.0,0.0,0,2513,0.0,5.0
2009-12-10 13:00:00,0.18888888888900002,0.0777777777778,3.0,0.0,1,2,0.0,14.666666666700001
2009-12-11 07:00:00,0.656746031746,0.14019841269799999,7.0,0.0,2,17,0.0,20.1428571429
2009-12-14 13:00:00,0.271428571429,0.0619047619048,7.0,0.0,0,77,0.0,10.714285714299999
2011-05-15 10:00:00,0.484375,0.047,20.0,0.0,0,12404,0.0,15.6
2011-10-16 22:00:00,0.6975,0.1240625,4.0,0.0,0,3707,0.0,17.0
2012-01-18 14:00:00,0.1,0.0,1.0,1.0,0,2247,0.0,14.0
2012-01-19 11:00:00,0.30505952380999996,0.12023809523800001,7.0,0.0,1,20,0.0,15.5714285714
2012-01-23 23:00:00,0.7,-0.0375,1.0,0.0,0,107,0.0,28.0
2014-01-27 12:00:00,0.35555555555600005,0.0407407407407,4.0,0.0,0,17628,0.0,13.666666666700001
2014-02-06 23:00:00,0.252,-0.084,5.0,0.0,0,250,0.0,10.2
2014-02-13 22:00:00,0.0571428571429,0.042857142857099996,7.0,0.5714285714289999,0,166,0.0,5.28571428571
2015-01-15 23:00:00,0.428571428571,-0.14285714285700002,7.0,0.0,0,8064,0.0,12.0
