Date & Time,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2010-11-28 22:00:00,0.0,54714,0,0.0,9.0,0.00861111111111,0.127777777778,13.0
2010-11-29 18:00:00,0.0,19,1,0.0,2.0,0.0,0.0,6.0
2010-11-30 20:00:00,0.0,25,0,0.0,1.0,0.0,0.0,5.0
2010-11-30 21:00:00,0.0,0,1,0.1,4.5,0.105833333333,0.339416666667,15.3
2010-12-01 18:00:00,0.0,20,3,0.0,3.5,0.11130952380999999,0.19404761904800003,7.8571428571399995
2010-12-02 16:00:00,0.0,21,2,0.07142857142860001,6.5,-0.00535714285714,0.417857142857,13.357142857100001
2010-12-04 13:00:00,0.0,44,0,0.0,4.0,-0.158333333333,0.241666666667,6.5
2010-12-05 19:00:00,0.0,29,0,0.0,5.0,0.146666666667,0.503333333333,10.0
2010-12-06 08:00:00,0.0,12,1,0.2,5.0,0.03375,0.26,9.6
2010-12-07 14:00:00,0.0,29,0,0.214285714286,14.0,0.0377976190476,0.495436507937,12.5714285714
2010-12-07 15:00:00,0.0,0,1,0.0,6.0,0.0569444444444,0.477777777778,8.333333333330001
2010-12-07 19:00:00,0.0,3,2,0.0,6.0,0.0416666666667,0.366666666667,11.5
2010-12-07 20:00:00,0.0,0,3,0.0,3.5,0.108333333333,0.39375,11.75
2010-12-07 22:00:00,0.0,1,5,0.0,9.0,0.039722222222199996,0.345502645503,19.3333333333
2010-12-08 18:00:00,0.0,19,4,0.0,2.5,-0.19722222222199998,0.5277777777780001,9.666666666669999
2010-12-08 19:00:00,0.0,0,6,0.0,7.0,-0.0654761904762,0.595238095238,9.42857142857
2010-12-09 21:00:00,0.0,25,0,0.0,3.0,-0.0346428571429,0.207142857143,8.0
2010-12-13 22:00:00,0.0,96,0,0.0952380952381,4.75,0.09,0.297222222222,11.9523809524
2010-12-19 01:00:00,0.0,122,0,0.0,2.0,0.278333333333,0.770833333333,11.5
2010-12-22 22:00:00,0.0,92,0,0.0,6.0,0.25833333333299996,0.45,11.833333333299999
2010-12-23 13:00:00,0.0,14,1,0.0,3.0,-0.433333333333,0.6,14.333333333299999
2010-12-27 16:00:00,0.0,98,0,0.181818181818,11.0,0.0363636363636,0.22424242424199997,15.090909090899999
2010-12-27 17:00:00,0.0,0,1,0.0,3.66666666667,0.25,0.41538461538500004,6.15384615385
2010-12-30 09:00:00,0.0,63,0,0.0,9.0,0.0437037037037,0.400740740741,10.5555555556
2011-01-02 21:00:00,0.0,83,0,0.3,10.0,0.054000000000000006,0.292708333333,19.6
