Date & Time,Questions,Posts in last 24H,Inactivity,First posts,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2014-03-26 14:00:00,0.0,0,83842,0.0,2.0,0.25,0.375,8.0
2014-03-31 14:00:00,0.266666666667,0,119,0.0,7.0,0.078,0.326666666667,10.2
2014-03-31 15:00:00,0.03125,2,0,0.33333333333299997,10.0,0.0240017361111,0.360546875,16.53125
2014-04-01 10:00:00,0.0,5,18,0.0,10.0,0.149111111111,0.302222222222,13.3
2014-04-01 16:00:00,0.0,1,5,0.0,6.0,0.04375,0.19166666666700002,12.5
2014-04-02 11:00:00,0.0,1,18,0.0,4.5,0.1415,0.308,12.1
2014-04-02 16:00:00,0.0,3,4,0.0,7.0,0.133333333333,0.259523809524,8.28571428571
2014-04-03 17:00:00,0.0,0,24,0.0,3.5,0.17619047619000003,0.516666666667,11.0
2014-04-07 14:00:00,0.0,0,92,0.0,6.0,0.055833333333300005,0.360833333333,6.0
2014-04-08 11:00:00,0.0,1,20,0.0,3.0,0.358333333333,0.608333333333,9.333333333330001
2014-04-11 12:00:00,0.5,0,72,0.0,2.0,0.0,0.0,5.5
2014-04-13 14:00:00,0.0,0,49,0.0,7.0,0.129574074074,0.6110740740739999,13.1333333333
2014-04-13 23:00:00,0.0,2,8,0.0,4.5,0.1375,0.58,10.5
2014-04-21 12:00:00,0.06666666666669999,0,180,0.0,4.33333333333,-0.048333333333300005,0.402222222222,9.066666666669999
2014-04-21 18:00:00,0.0,3,5,0.0,9.0,-0.15631172839500002,0.397191358025,12.777777777799999
2014-04-22 12:00:00,0.25,4,17,0.0,4.0,0.08333333333330001,0.5,11.25
2014-04-22 16:00:00,0.0,2,3,0.0,6.0,0.0402777777778,0.5347222222219999,16.5
2014-04-23 14:00:00,0.166666666667,1,21,0.0,3.33333333333,0.0648148148148,0.26805555555599997,11.166666666700001
2014-04-23 20:00:00,0.0,3,5,0.0,5.0,0.095,0.355,8.6
2014-04-24 16:00:00,0.0,1,19,0.0,4.0,0.025462962963,0.214814814815,9.555555555560002
2014-04-25 10:00:00,0.0,2,17,0.0,2.0,0.45,0.8,7.5
2014-04-30 13:00:00,0.0,0,122,0.0,9.0,0.0237037037037,0.423148148148,11.666666666700001
2014-05-01 14:00:00,0.0,0,24,0.0,6.0,0.158333333333,0.25,10.6666666667
2014-05-02 12:00:00,0.111111111111,1,21,0.0,18.0,0.0112654320988,0.259259259259,7.6111111111100005
2014-05-02 14:00:00,0.0,2,1,0.0,3.0,0.17222222222199998,0.383333333333,18.6666666667
