Date & Time,Posts in last 24H,Inactivity,First posts,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2011-02-15 16:00:00,0,56604,0.0,0.0,9.0,-0.0287037037037,0.311728395062,11.666666666700001
2011-02-16 13:00:00,1,20,0.0,0.0,3.0,0.135185185185,0.29166666666700003,31.0
2011-02-16 14:00:00,2,0,0.0,0.0,6.0,0.0630555555556,0.5936111111110001,24.1666666667
2011-02-16 16:00:00,3,1,0.0,0.0,22.0,-0.0203787878788,0.338446969697,20.7727272727
2011-02-16 18:00:00,3,1,0.0,0.111111111111,9.0,0.081521898883,0.36487801293399996,26.5
2011-02-16 20:00:00,5,1,0.0,0.0,1.0,0.0,0.2,38.0
2011-02-17 09:00:00,6,12,0.0,0.2,4.66666666667,0.11055555555600001,0.39194444444399995,19.133333333299998
2011-02-17 18:00:00,6,8,0.0,0.0,2.0,-0.005,0.305,43.5
2011-02-18 08:00:00,4,13,0.0,0.0,3.0,-0.0627777777778,0.42962962963,32.0
2011-02-18 09:00:00,5,0,0.0,0.0,3.0,0.14722222222200002,0.496825396825,23.4285714286
2011-02-18 13:00:00,4,3,0.0,0.0,1.0,-0.05,0.4,40.0
2011-02-19 09:00:00,3,19,0.0,0.0,5.0,0.0555,0.2,17.6
2011-02-21 09:00:00,0,47,0.0,0.0,9.0,-0.08300154320989998,0.357638888889,27.3333333333
2011-02-22 09:00:00,1,23,0.0,0.0,6.0,0.166666666667,0.266666666667,12.166666666700001
2011-02-24 09:00:00,0,47,0.0,0.0,8.0,-0.044375,0.3275,34.75
2011-02-24 21:00:00,1,11,0.0,0.0,3.0,-0.0333333333333,0.583333333333,22.0
2011-02-25 17:00:00,1,19,0.0,0.0,17.0,0.0502450980392,0.43186274509800004,16.9411764706
2011-02-26 15:00:00,1,21,0.0,0.0,5.0,0.168333333333,0.451666666667,24.8
2011-02-28 18:00:00,0,50,0.0,0.0,1.0,0.044444444444399996,0.5972222222219999,76.0
2011-03-02 10:00:00,0,39,0.0,0.0,8.0,-0.033807870370400006,0.308506944444,26.625
2011-03-19 08:00:00,0,405,0.0,0.25,8.0,0.05578125,0.282291666667,14.625
2011-03-29 16:00:00,0,247,0.0,0.428571428571,3.5,0.14831349206299999,0.44126984126999996,14.7142857143
2011-04-16 13:00:00,0,428,0.0,0.0,9.0,0.173756613757,0.568253968254,31.444444444400002
2011-04-20 15:00:00,0,97,0.0,0.111111111111,9.0,0.0628703703704,0.355648148148,14.4444444444
2011-04-20 16:00:00,2,0,0.0,0.0,1.0,0.0,0.0,0.0
2011-04-20 19:00:00,3,2,0.0,0.0,3.5,-0.00714285714286,0.155952380952,18.2857142857
2011-05-19 09:00:00,0,685,0.0,0.0,9.0,0.031975308642,0.20487654320999998,26.3333333333
2011-05-30 08:00:00,0,262,0.0,0.222222222222,9.0,-0.0830687830688,0.44973544973499996,33.222222222199996
2011-06-07 11:00:00,0,194,0.0,0.0,5.0,-0.08900000000000001,0.198,16.8
2011-06-07 15:00:00,1,3,0.0,0.0,3.0,0.065,0.400416666667,24.0
2011-06-10 10:00:00,0,66,0.0,0.0,2.0,0.09285714285710002,0.275,73.0
2011-06-22 15:00:00,0,292,0.0,0.0,5.0,-0.014666666666700003,0.1608,30.0
2011-07-21 09:00:00,0,689,0.0,0.0,6.0,0.0263558201058,0.346164021164,42.0
2011-07-29 12:00:00,0,194,0.0,0.130434782609,23.0,0.06394927536230001,0.282246376812,20.0869565217
2011-08-01 09:00:00,0,68,0.0,0.0,5.0,0.131666666667,0.373333333333,23.4
2011-08-01 10:00:00,1,0,0.0,0.14285714285700002,7.0,0.17222222222199998,0.46785714285700003,38.4285714286
2011-09-20 16:00:00,0,1205,0.0,0.0,1.0,0.0,0.0,11.0
2011-09-24 09:00:00,0,88,0.0,0.0,7.0,0.089880952381,0.27619047619000003,12.142857142899999
2012-01-11 12:00:00,0,2618,0.0,0.166666666667,12.0,-0.00810185185185,0.265509259259,13.333333333299999
2012-01-19 19:00:00,0,198,0.0,0.14285714285700002,7.0,0.08928571428570001,0.367857142857,15.4285714286
2012-01-22 19:00:00,0,71,0.0,0.5,4.0,0.08125,0.5125,24.25
2012-02-09 21:00:00,0,433,0.0,0.0,3.0,-0.0416666666667,0.431666666667,24.3333333333
2012-02-15 15:00:00,0,137,0.0,0.0,1.0,-0.18888888888900002,0.422222222222,18.0
2012-03-03 18:00:00,0,410,0.0,0.0,2.0,-0.0277777777778,0.267777777778,36.5
2012-03-15 18:00:00,0,287,0.0,0.666666666667,3.0,0.0933333333333,0.18333333333299998,16.6666666667
2012-03-27 21:00:00,0,290,0.0,0.0,4.0,-0.0416666666667,0.375,21.75
2012-04-12 17:00:00,0,379,1.0,0.052631578947400004,19.0,0.09385964912280001,0.348245614035,15.8947368421
2012-04-12 21:00:00,1,3,0.0,0.1,10.0,-0.0035,0.255,12.0
2012-04-19 11:00:00,0,157,0.0,0.0,3.0,-0.1,0.35,15.5
2012-04-19 15:00:00,2,3,0.0,0.181818181818,4.0,0.106159090909,0.35645454545500005,13.9545454545
2012-04-22 21:00:00,0,77,0.0,0.0,4.0,0.109375,0.32291666666700003,20.75
2012-04-24 22:00:00,0,48,0.0,0.0,2.5,0.0866666666667,0.68,26.4
2012-07-07 15:00:00,0,1768,0.0,0.0,11.0,0.18545454545499998,0.418181818182,13.7272727273
2012-07-30 18:00:00,0,554,0.0,0.0,2.0,0.441666666667,0.766666666667,13.5
2015-03-29 18:00:00,0,23327,0.0,0.0,21.0,-0.00123015873016,0.214285714286,9.90476190476
