Date & Time,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence,ETD
2006-03-15 13:00:00,0.0,13449,0,0.0,7.0,0.10952380952400001,0.21904761904800002,8.28571428571,3092
2006-03-17 17:00:00,0.0,51,0,0.0,3.0,0.0,0.0,10.3333333333,3089
2006-03-20 16:00:00,0.0,70,0,0.0,3.0,0.0416666666667,0.316666666667,8.666666666669999,3086
2006-04-09 13:00:00,0.0,476,0,0.0,6.0,-0.0861111111111,0.32638888888900003,16.8333333333,3067
2006-04-09 14:00:00,0.0,0,1,0.0,4.0,0.159375,0.29166666666700003,17.0,3067
2006-04-13 17:00:00,0.0,98,0,0.0,12.0,-0.013541666666700002,0.419907407407,18.6666666667,3062
2006-04-14 09:00:00,0.0,15,1,0.25,4.0,0.15,0.25,8.75,3062
2006-04-16 09:00:00,0.0,47,0,0.0,2.0,0.0,0.1,13.0,3060
2006-04-16 16:00:00,0.0,6,1,0.0,5.0,0.15475,0.650666666667,11.8,3059
2006-04-17 19:00:00,0.0,26,0,0.0,6.0,0.0,0.0,3.83333333333,3058
2006-04-19 12:00:00,0.0,40,0,0.0,5.0,0.155,0.54,14.4,3057
2006-04-24 14:00:00,0.0,121,0,0.2,10.0,0.042083333333300006,0.485833333333,11.3,3052
2006-04-25 10:00:00,0.0,19,1,0.0,3.0,0.25,0.461111111111,5.0,3051
2006-04-25 14:00:00,0.0,3,2,0.25,8.0,0.108333333333,0.166666666667,11.125,3051
2006-04-25 16:00:00,0.0,1,2,0.2,5.0,0.143666666667,0.378166666667,7.1,3050
2006-04-26 08:00:00,0.0,15,4,0.33333333333299997,6.0,0.030555555555599998,0.155555555556,9.666666666669999,3050
2006-04-26 09:00:00,0.0,0,5,0.4,5.0,0.348888888889,0.572777777778,25.4,3050
2006-04-26 12:00:00,0.0,2,5,0.0,3.0,0.15,0.18333333333299998,8.666666666669999,3050
2006-04-26 21:00:00,0.0,8,3,0.0,3.0,0.0,0.0,7.333333333330001,3049
2006-04-27 14:00:00,0.0,16,1,0.0,6.0,-0.060185185185199996,0.303703703704,16.6666666667,3049
2006-05-04 16:00:00,0.0,169,0,0.0,7.0,0.128541666667,0.37380952381,14.5714285714,3041
2006-05-04 21:00:00,0.0,4,1,0.5,2.0,0.096875,0.246875,18.0,3041
2006-05-08 14:00:00,0.0,88,0,0.0,2.0,0.2,0.375,10.0,3038
2006-05-09 19:00:00,0.0,28,0,0.0,1.0,0.0,0.0,22.0,3036
2006-05-10 20:00:00,0.0,24,0,0.0,3.0,0.0,0.0,13.666666666700001,3035
2006-05-11 19:00:00,0.0,22,1,0.0,4.0,0.01875,0.325,8.5,3034
2006-05-16 19:00:00,0.0,119,0,0.0,2.0,0.2,0.4,12.0,3029
2006-05-17 12:00:00,0.0,16,1,0.33333333333299997,3.0,0.33333333333299997,0.633333333333,10.6666666667,3029
2006-05-17 15:00:00,0.0,2,2,0.4,5.0,-0.01,0.17,15.2,3029
2006-05-18 15:00:00,0.0,23,1,0.0,6.0,0.01,0.48055555555600005,14.5,3028
2006-05-18 21:00:00,0.0,5,1,0.0,3.0,0.326018518519,0.50462962963,8.333333333330001,3027
2006-05-23 15:00:00,0.0,113,0,0.0,6.0,0.09444444444439999,0.427777777778,15.5,3023
2006-06-14 14:00:00,0.0,526,0,0.166666666667,6.0,-0.104166666667,0.2875,13.0,3001
2006-07-15 13:00:00,0.0,742,0,0.0,5.0,0.13,0.32,5.8,2970
2006-07-20 22:00:00,0.0,128,0,0.0,2.0,0.275,0.45,7.0,2964
2006-07-21 22:00:00,0.0,23,1,0.4,5.0,-0.0166666666667,0.0883333333333,11.0,2963
2006-07-21 23:00:00,0.0,0,1,0.0,2.0,0.0,0.0,9.0,2963
2006-07-31 22:00:00,0.0,238,0,0.0,1.0,0.0,0.0,6.0,2953
2006-08-01 18:00:00,0.0,19,1,0.0,2.0,0.0875,0.75,21.5,2952
2006-08-19 19:00:00,0.0,432,0,0.0,6.0,0.0281481481481,0.387037037037,26.1666666667,2934
2006-08-22 15:00:00,0.0,67,0,0.14285714285700002,4.33333333333,-0.0363095238095,0.097619047619,3.85714285714,2932
2006-08-23 22:00:00,0.0,30,0,0.636363636364,11.0,0.044696969697,0.268939393939,8.72727272727,2930
2006-08-27 12:00:00,0.0,85,0,0.0,3.0,0.444444444444,0.577777777778,9.666666666669999,2927
2006-08-28 15:00:00,0.0,26,0,0.0,6.0,0.08333333333330001,0.502222222222,16.5,2926
2006-08-28 22:00:00,0.0,6,1,0.0,6.0,0.18333333333299998,0.358333333333,13.166666666700001,2925
2006-08-29 19:00:00,0.0,20,1,0.0,11.0,-0.125,0.288636363636,15.090909090899999,2924
2006-08-31 15:00:00,0.0,43,0,0.0,5.0,-0.2,0.2,4.0,2923
2006-08-31 16:00:00,0.0,0,1,0.0,4.0,-0.13125,0.30625,4.75,2922
