Date & Time,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence,ETD
2009-07-20 18:00:00,0.0,42806,0,0.0,12.0,-0.0320833333333,0.45,7.916666666669999,263
2009-07-21 20:00:00,0.0,25,0,0.181818181818,11.0,0.0513257575758,0.297727272727,13.0,262
2009-07-23 20:00:00,0.0,47,0,0.20833333333299997,7.666666666669999,0.0625364583333,0.29890625,12.583333333299999,260
2009-07-23 21:00:00,0.0,0,3,0.0,6.0,-0.11625,0.166666666667,9.0,260
2009-07-29 20:00:00,0.0,142,0,0.08333333333330001,12.0,-0.136041666667,0.286111111111,8.75,254
2009-08-16 11:00:00,0.0,422,0,0.0769230769231,13.0,0.0171794871795,0.295576923077,10.1538461538,237
2009-08-24 18:00:00,0.0,198,0,0.0,6.5,-0.061538461538500004,0.262307692308,11.0,228
2009-08-24 19:00:00,0.0,0,2,0.0344827586207,6.75,0.0261494252874,0.217816091954,10.5172413793,228
2009-08-24 20:00:00,0.0,0,6,0.133333333333,7.0,-0.044791666666699995,0.49,9.2,228
2009-08-29 16:00:00,0.0,115,0,0.0,17.0,0.005735294117649999,0.29248366013099997,12.0,223
2009-08-29 23:00:00,0.0,6,1,0.0,7.0,0.11785714285700001,0.4,15.7142857143,223
2009-08-30 13:00:00,0.0,13,2,0.0,15.0,0.0160625,0.422166666667,14.333333333299999,222
2009-08-30 14:00:00,0.0,0,3,0.0,7.0,-0.12023809523800001,0.22619047619000002,8.71428571429,222
2009-08-30 18:00:00,0.0,3,3,0.153846153846,13.0,0.145512820513,0.264957264957,15.3076923077,222
2009-08-31 18:00:00,0.0,23,1,0.4,7.0,0.0033333333333300003,0.284444444444,8.666666666669999,221
2009-08-31 19:00:00,0.0,0,2,0.0909090909091,5.5,-0.0318181818182,0.163636363636,8.54545454545,221
2009-09-01 20:00:00,0.0,24,0,0.23255813953499999,10.0,0.0392248062016,0.342054263566,11.1627906977,220
2009-09-02 17:00:00,0.0,20,4,0.28571428571400004,14.0,0.0,0.042857142857099996,9.78571428571,219
2009-09-06 17:00:00,0.0,95,0,0.0,4.0,0.16875,0.30625,13.75,215
2009-09-06 19:00:00,0.0,1,1,0.0,2.0,0.395833333333,0.483333333333,8.0,215
2009-09-23 18:00:00,0.0,406,0,0.06666666666669999,15.0,0.0037222222222199996,0.191736111111,13.4666666667,198
2009-09-28 18:00:00,0.0,119,0,0.0,14.0,0.04583333333330001,0.169047619048,7.07142857143,193
2009-10-09 13:00:00,0.0,258,0,0.166666666667,12.0,0.021944444444400003,0.2625,9.333333333330001,182
2009-11-26 12:00:00,0.0,1150,0,0.6,10.0,0.0,0.01,7.5,134
2009-11-27 09:00:00,0.0,20,1,0.272727272727,11.0,0.059659090909099995,0.418181818182,12.5454545455,134
2009-11-29 18:00:00,0.0,56,0,0.0,3.0,0.0,0.030555555555599998,6.666666666669999,131
2009-11-30 14:00:00,0.0,19,1,0.0,5.0,-0.03,0.22,13.8,130
2009-12-13 19:00:00,0.0,316,0,0.0,4.0,0.02,0.25,9.5,117
2010-01-02 20:00:00,0.0,480,0,0.0,5.0,0.02,0.12,4.8,97
2010-01-03 18:00:00,0.0,21,1,0.0,3.0,0.0,0.0,8.666666666669999,96
2010-02-09 19:00:00,0.0,888,0,0.0,3.0,0.141666666667,0.21666666666700002,7.333333333330001,59
2010-02-09 20:00:00,0.0,0,2,0.0,10.0,-0.158,0.275555555556,8.0,59
2010-02-17 12:00:00,0.0,183,0,0.0,11.0,-0.0159090909091,0.23636363636399998,6.72727272727,51
2010-03-05 09:00:00,0.0,380,0,0.0,4.0,0.0,0.0,4.0,36
2010-03-28 20:00:00,0.0,562,0,0.0,9.0,-0.1075,0.39444444444399995,9.0,12
2010-04-08 19:00:00,0.0,262,0,0.166666666667,12.0,-0.119583333333,0.545833333333,10.4166666667,1
2010-04-10 11:00:00,0.0,39,0,0.0,6.0,0.283333333333,0.441666666667,5.33333333333,0
