Date & Time,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence,ETD
2015-02-13 14:00:00,0.0,91618,0,0.0,5.0,0.065,0.46,15.2,633
2015-02-13 15:00:00,0.0,0,1,0.0,5.0,0.106666666667,0.366666666667,12.2,633
2015-02-16 20:00:00,0.0,76,0,0.0,1.0,0.61875,0.925,8.0,629
2015-02-20 21:00:00,0.0,96,0,0.2,5.0,-0.02,0.185,12.6,625
2015-02-25 21:00:00,0.0,119,0,0.0,1.0,0.0,0.0,4.0,620
2015-03-23 10:00:00,0.0,612,0,0.0,9.0,0.14537037037,0.460185185185,14.5555555556,595
2015-03-25 13:00:00,0.0,50,0,0.0,2.0,-0.395833333333,0.483333333333,9.0,593
2015-04-11 22:00:00,0.0,416,0,0.5,2.0,0.3,0.65,8.5,575
2015-04-12 14:00:00,0.0,15,1,0.5,8.0,0.213802083333,0.30625,10.5,575
2015-04-13 13:00:00,0.0,22,1,0.0,5.0,0.0,0.0,8.4,574
2015-04-14 11:00:00,0.0,21,1,0.0,3.0,-0.08595238095239999,0.633333333333,11.5714285714,573
2015-04-15 20:00:00,0.0,32,0,0.0,3.0,0.53,1.0,21.0,571
2015-04-16 15:00:00,0.0,18,1,0.0,4.0,0.05625,0.30625,20.75,571
2015-05-09 21:00:00,0.0,557,0,0.0,2.0,0.554166666667,0.7875,16.0,547
2015-05-24 09:00:00,0.0,347,0,0.0,11.0,0.12185606060599999,0.476439393939,18.5454545455,533
2015-05-27 13:00:00,0.0,75,0,0.0,2.0,0.6875,0.925,13.0,530
2015-07-07 18:00:00,0.0,988,0,0.14285714285700002,7.0,0.247222222222,0.40714285714299997,10.4285714286,488
2015-07-08 20:00:00,0.0,25,0,0.0,2.0,0.625,0.983333333333,10.5,487
2015-07-09 09:00:00,0.0,12,1,0.0,2.0,0.40625,0.9,11.0,487
2015-08-03 20:00:00,0.0,610,0,0.0,1.0,0.4625,0.9,30.0,461
2015-08-05 12:00:00,0.0,39,0,0.0,4.0,0.625,0.75,12.75,460
2015-10-13 17:00:00,0.0,1660,0,0.125,8.0,0.06875,0.21106770833299998,14.625,391
2015-12-14 15:00:00,0.0,1485,0,0.2,5.0,0.0308333333333,0.18833333333299998,17.4,329
2015-12-19 15:00:00,0.0,119,0,0.33333333333299997,9.0,-0.0037037037036999998,0.309259259259,15.222222222200001,324
2015-12-21 14:00:00,0.0,46,0,0.75,4.0,0.0166666666667,0.120833333333,14.75,322
2016-03-21 11:00:00,0.0,2180,0,0.07142857142860001,6.5,0.035029761904800005,0.455714285714,11.9285714286,231
2016-03-23 13:00:00,0.0,49,0,0.0,4.0,0.1,0.370833333333,23.5,229
2016-04-29 16:00:00,0.0,890,0,0.07142857142860001,4.0,-0.000714285714286,0.311904761905,10.5714285714,192
2016-05-06 17:00:00,0.0,168,0,0.0,8.0,0.22138888888900002,0.409409722222,16.75,185
2016-05-13 21:00:00,0.0,171,0,0.0,3.0,0.22291666666700002,0.533333333333,8.666666666669999,177
2016-06-24 07:00:00,0.0,993,0,0.0,4.0,-0.19375,0.7875,23.0,136
2016-07-20 15:00:00,0.0,631,0,0.0,5.0,0.023333333333299996,0.47333333333300004,12.8,110
2016-08-30 12:00:00,0.0,980,0,0.2,5.0,-0.024,0.64,19.0,69
2016-11-07 17:00:00,0.0,1660,0,0.0,4.33333333333,0.04020634920630001,0.374476190476,16.133333333299998,0
