Date & Time,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence,ETD
2008-04-28 15:00:00,0.0,32051,0,0.0,3.0,0.0,0.06666666666669999,10.0,489
2008-04-28 21:00:00,0.0,5,1,0.0,2.0,0.0,0.0,6.0,489
2008-04-28 22:00:00,0.0,0,2,0.0,7.0,0.12023809523800001,0.386904761905,10.285714285700001,489
2008-05-02 19:00:00,0.0,92,0,0.0,3.0,0.0888888888889,0.4,15.333333333299999,485
2008-05-08 00:00:00,0.0,124,0,0.0,4.0,0.441666666667,0.633333333333,8.5,480
2008-06-06 21:00:00,0.0,716,0,0.08333333333330001,12.0,0.04375,0.30208333333299997,15.166666666700001,450
2008-06-06 22:00:00,0.0,0,1,0.0,5.0,0.02,0.22,17.8,450
2008-06-07 07:00:00,0.0,8,2,0.0,4.0,0.20399305555599997,0.53125,16.5,449
2008-06-08 04:00:00,0.0,20,1,0.09375,10.0,0.123012152778,0.337465277778,13.40625,448
2008-06-08 19:00:00,0.0,14,3,0.0,5.0,0.07166666666669999,0.663333333333,12.4,448
2008-06-09 07:00:00,0.0,11,1,0.0,2.0,0.15,0.3,15.5,447
2008-06-09 18:00:00,0.0,10,2,0.0,2.5,0.08800000000000001,0.48200000000000004,10.2,447
2008-06-09 20:00:00,0.0,1,3,0.25,4.0,0.116666666667,0.608333333333,12.0,447
2008-06-10 18:00:00,0.0,21,3,0.0,17.0,0.04333333333330001,0.237254901961,10.3529411765,446
2008-06-10 23:00:00,0.0,4,1,0.0,4.0,0.28125,0.6,14.25,446
2008-06-11 04:00:00,0.0,4,2,0.0,9.0,0.00925925925926,0.11759259259299999,7.77777777778,445
2008-06-12 18:00:00,0.0,37,0,0.0,5.0,0.19333333333299998,0.303333333333,12.8,444
2008-06-12 20:00:00,0.0,1,1,1.0,1.0,0.0,0.4,14.0,444
2008-06-12 21:00:00,0.0,0,2,0.111111111111,4.0,-0.126018518519,0.333518518519,12.4444444444,444
2008-06-12 23:00:00,0.0,1,4,0.0,3.0,0.0333333333333,0.33333333333299997,11.666666666700001,444
2008-06-13 06:00:00,0.0,6,5,0.0,7.0,-0.0633333333333,0.4,13.4666666667,443
2008-06-13 17:00:00,0.0,10,7,1.0,1.0,0.0,0.0,13.0,443
2008-06-14 06:00:00,0.0,12,3,0.0,8.0,-3.26536183713e-18,0.278431372549,11.2352941176,442
2008-06-14 16:00:00,0.0,9,3,0.0,18.0,0.113425925926,0.337037037037,12.1111111111,442
2008-06-14 17:00:00,0.0,0,4,0.1,10.0,0.143888888889,0.588333333333,11.7,442
2008-06-14 19:00:00,0.0,1,4,0.0,4.0,-0.09375,0.425,11.0,442
2008-06-14 22:00:00,0.0,2,5,0.0769230769231,13.0,0.05416666666669999,0.357371794872,11.846153846199998,442
2008-06-22 18:00:00,0.0,187,0,0.33333333333299997,3.0,0.0,0.266666666667,12.333333333299999,434
2008-07-10 08:00:00,0.0,421,0,0.0,2.0,0.1625,0.5,14.5,416
2008-07-16 15:00:00,0.0,150,0,0.0,3.0,0.0,0.15,12.666666666700001,410
2008-07-22 19:00:00,0.0,147,0,0.07142857142860001,14.0,0.13589285714299998,0.437023809524,12.4285714286,404
2008-08-06 21:00:00,0.0,361,0,0.0,3.0,0.166666666667,0.3,14.0,389
2008-08-07 18:00:00,0.0,20,1,0.0,6.0,0.011111111111099999,0.386666666667,13.5,388
2008-08-09 00:00:00,0.0,29,0,0.4,5.0,0.14,0.2,6.2,387
2008-08-09 07:00:00,0.0,6,1,0.0,3.0,-0.22333333333299998,0.666666666667,16.3333333333,386
2008-08-09 19:00:00,0.0,11,2,0.0,2.0,-0.025,0.5583333333330001,13.0,386
2008-08-12 00:00:00,0.0,52,0,0.0,5.0,0.273333333333,0.33666666666699996,5.0,384
2008-08-19 07:00:00,0.0,174,0,0.0,3.0,0.2,0.322222222222,6.0,376
2008-08-21 19:00:00,0.0,59,0,0.0,9.5,-0.0354166666667,0.26291666666700003,9.0,374
2008-08-30 19:00:00,0.0,215,0,0.0,8.0,-0.0125,0.2375,8.0,365
2008-09-10 01:00:00,0.0,245,0,0.0,2.0,0.5,0.5,4.0,355
2008-09-12 18:00:00,0.0,64,0,1.0,3.0,0.0,0.0,2.33333333333,352
2008-10-22 04:00:00,0.0,945,0,0.14285714285700002,7.0,-0.061666666666699996,0.380357142857,9.28571428571,312
2008-10-22 19:00:00,0.0,14,1,0.0,5.0,-0.03,0.236666666667,10.8,312
2009-03-10 03:00:00,0.0,3319,0,0.0,3.0,-0.108333333333,0.18333333333299998,17.3333333333,174
2009-03-10 15:00:00,0.0,11,1,0.0,6.0,0.10972222222200001,0.290740740741,17.1666666667,173
2009-08-31 03:00:00,0.0,4163,0,0.0,3.0,4.62592926927e-17,0.733333333333,9.0,0
