Date & Time,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2009-03-01 18:00:00,0.0,39422,0,0.0,1.0,0.0,0.0,6.5
2009-03-02 16:00:00,0.0,21,2,0.0,1.0,0.49375,0.7625,9.0
2009-03-03 22:00:00,0.0,29,0,0.0,15.0,-0.0707777777778,0.459111111111,13.8666666667
2009-03-12 17:00:00,0.0,210,0,0.125,8.0,0.13125,0.403125,12.125
2009-03-17 17:00:00,0.0,119,0,0.151515151515,16.5,-0.0425505050505,0.276767676768,7.63636363636
2009-03-18 10:00:00,0.0,16,2,0.0,13.0,0.0239316239316,0.217094017094,10.0769230769
2009-03-18 21:00:00,0.0,10,1,0.0,8.0,-0.03125,0.35,7.25
2009-03-19 15:00:00,0.0,17,1,0.0,40.0,0.0594791666667,0.2003125,7.325
2009-03-20 09:00:00,0.0,17,1,0.428571428571,35.0,-0.0278095238095,0.110095238095,4.45714285714
2009-03-20 10:00:00,0.0,0,2,0.0,13.0,-0.0371794871795,0.183333333333,7.46153846154
2009-03-22 15:00:00,1.0,52,0,0.444444444444,9.0,-0.0134722222222,0.411805555556,10.0
2009-03-22 19:00:00,0.0,3,1,0.0769230769231,26.0,0.0535897435897,0.215384615385,5.96153846154
2009-03-23 09:00:00,0.0,13,2,0.109090909091,36.6666666667,0.00427272727273,0.183409090909,7.14545454545
2009-03-23 23:00:00,0.0,13,3,0.0,22.0,0.0892424242424,0.267424242424,5.95454545455
2009-03-25 09:00:00,0.0,33,0,0.142857142857,14.0,0.0178571428571,0.233333333333,6.14285714286
2009-03-25 10:00:00,0.0,0,1,0.0,13.0,0.0557692307692,0.122435897436,6.61538461538
2009-03-25 21:00:00,0.0,10,2,0.173913043478,11.5,0.0901690821256,0.253768115942,7.17391304348
2009-03-26 07:00:00,0.0,9,4,0.8,5.0,0.06,0.18,6.4
2009-03-27 18:00:00,0.0,34,0,0.0,4.0,-0.0760416666667,0.294791666667,9.25
2009-04-06 21:00:00,0.0,242,0,0.0,7.0,-0.035,0.192857142857,10.5714285714
2009-04-07 18:00:00,0.0,20,1,0.0,7.5,0.0333333333333,0.179166666667,9.46666666667
2009-04-20 11:00:00,1.0,304,0,0.0,24.0,-0.0150462962963,0.394409722222,16.0
2009-04-20 18:00:00,0.0,6,1,0.0,22.0,-0.0352272727273,0.327272727273,6.63636363636
2009-05-03 12:00:00,0.0,305,0,0.0,16.0,0.0631770833333,0.2178125,10.875
2009-05-06 07:00:00,0.0,66,0,0.444444444444,18.0,-0.00100308641975,0.151543209877,9.05555555556
2009-05-06 21:00:00,0.0,13,1,0.16,12.5,0.00535555555556,0.158155555556,8.04
