Date & Time,Churn in 3m,Churn in 6m,Churn in y,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2006-10-23 04:00:00,0,0,0,0.0,782,0,0.0,6.0,0.06861111111111111,0.5777777777777778,16.833333333333332
2011-01-17 04:00:00,0,0,0,0.0,1546,0,0.05,20.0,0.10625,0.35055555555555556,11.85
2011-01-19 04:00:00,0,0,0,0.0,1,1,0.0,7.0,-0.0625,0.15714285714285717,10.0
2011-02-08 04:00:00,0,0,0,0.0,19,2,0.047619047619047616,10.5,0.03393849206349207,0.2658862433862434,11.619047619047619
2011-02-11 04:00:00,0,0,0,0.0,2,3,0.09090909090909091,11.0,0.0943560606060606,0.45848484848484844,18.545454545454547
2011-02-15 04:00:00,0,0,0,0.0,3,3,0.0,10.0,0.03333333333333334,0.15,5.8
2011-02-21 04:00:00,0,0,0,0.0,5,4,0.0,1.0,0.0,0.0,3.0
2011-03-03 04:00:00,0,0,0,0.0,9,5,0.0,1.0,-0.024999999999999994,0.4625,55.0
2011-03-07 04:00:00,0,0,0,0.0,3,4,0.0,2.0,-0.0625,0.3,4.5
2011-03-08 04:00:00,0,0,0,0.0,0,4,0.0,3.0,0.22916666666666666,0.3,6.0
2011-03-15 04:00:00,0,0,0,0.0,6,4,0.0,5.0,0.052310606060606085,0.5385227272727273,14.909090909090908
2011-03-16 04:00:00,0,0,0,0.0,0,6,0.0,2.0,-0.475,0.5,4.0
2011-03-18 04:00:00,0,0,0,0.0,1,6,0.0,4.0,-0.12083333333333335,0.3666666666666667,7.75
2011-03-19 04:00:00,0,0,0,0.0,0,7,0.0,3.0,-0.10416666666666663,0.5666666666666668,11.333333333333334
2011-03-21 04:00:00,0,0,0,1.0,1,8,0.8333333333333334,6.0,0.012500000000000006,0.25416666666666665,14.0
2011-03-23 04:00:00,0,0,0,0.0,1,9,0.0,6.0,0.24027777777777778,0.3833333333333333,12.5
2011-03-25 04:00:00,0,0,0,0.0,1,10,0.17647058823529413,5.333333333333333,0.07720588235294117,0.40098039215686276,15.176470588235293
2011-03-27 04:00:00,0,0,0,0.0,1,13,0.25,8.0,0.04010416666666666,0.33281249999999996,14.125
2011-03-28 04:00:00,0,0,0,0.0,0,14,0.0,3.0,0.2333333333333333,0.3333333333333333,17.666666666666668
2011-04-05 04:00:00,0,0,0,0.0,7,13,0.14285714285714285,7.0,-0.021428571428571432,0.4142857142857142,11.857142857142858
2011-04-06 04:00:00,0,0,0,0.0,0,14,0.0,5.0,0.083,0.3038888888888889,13.0
2011-04-12 04:00:00,0,0,0,0.0,5,11,0.2,5.0,-0.14999999999999997,0.26,16.8
2011-04-15 04:00:00,0,0,0,0.0,2,10,0.07692307692307693,3.6666666666666665,0.020299145299145303,0.32564102564102565,11.615384615384615
2011-04-19 04:00:00,0,0,0,0.0,3,9,0.0,3.0,-0.03333333333333333,0.13333333333333333,13.333333333333334
2011-04-20 04:00:00,0,0,0,0.0,0,10,0.0,1.0,0.3458333333333334,0.5708333333333334,147.0
2011-04-28 04:00:00,0,0,0,0.0,7,8,0.0,4.0,0.14202991452991454,0.3508119658119658,20.153846153846153
2011-05-02 04:00:00,0,0,0,0.0,3,9,0.0,7.0,-0.07476190476190474,0.309047619047619,15.285714285714286
2011-05-03 04:00:00,0,0,0,0.0,0,10,0.0,3.0,0.02055555555555555,0.5222222222222223,16.333333333333332
2011-05-06 04:00:00,0,0,0,0.0,2,11,0.0,6.0,0.07365497076023392,0.40704678362573093,11.842105263157896
2011-05-08 04:00:00,0,0,0,0.0,1,13,0.0,2.0,0.0,0.0,2.0
2011-05-09 04:00:00,0,0,0,0.0,0,14,0.0,6.0,0.12430555555555554,0.3145833333333334,11.5
2011-05-10 04:00:00,0,0,0,0.0,0,12,0.16666666666666666,6.0,0.125,0.19999999999999998,10.0
2011-05-11 04:00:00,0,0,0,0.0,0,13,0.13333333333333333,5.0,0.014518518518518521,0.40990740740740744,15.0
2011-05-12 04:00:00,0,0,0,0.0,0,16,0.10526315789473684,6.0,-0.07116228070175437,0.33749999999999997,9.210526315789474
2011-05-15 04:00:00,0,0,0,0.0,2,17,0.16666666666666666,6.0,0.024444444444444453,0.34722222222222227,12.333333333333334
2011-05-30 04:00:00,0,0,0,0.0,14,13,0.0,1.0,-1.0,1.0,24.0
2011-06-03 04:00:00,0,0,0,0.0,3,9,0.3333333333333333,9.0,0.008379629629629647,0.3193055555555555,10.555555555555555
2011-06-05 04:00:00,0,0,0,0.0,1,6,0.07407407407407407,7.285714285714286,0.016732896090534983,0.3885943930041152,15.574074074074074
2011-06-06 04:00:00,0,0,0,0.0,0,10,0.0,1.0,0.0625,0.8,12.0
2011-06-07 04:00:00,0,0,0,0.0,0,11,0.06666666666666667,15.0,0.109375,0.3555555555555555,15.333333333333334
2011-06-08 04:00:00,0,0,0,0.0,0,12,0.0,3.0,0.07222222222222224,0.6888888888888888,12.0
2011-06-10 04:00:00,0,0,0,0.0,1,12,0.0,5.0,-0.06483333333333333,0.32666666666666666,13.4
2011-06-12 04:00:00,0,0,0,0.0,1,13,0.0,3.0,0.24166666666666667,0.44166666666666665,12.0
2011-06-15 04:00:00,0,0,0,0.0,2,14,0.2222222222222222,9.0,-0.004320987654320979,0.3220370370370371,17.22222222222222
2011-06-16 04:00:00,0,0,0,0.0,0,15,0.0,4.0,0.34791666666666665,0.6395833333333334,16.0
2011-06-18 04:00:00,0,0,0,0.0,1,16,0.0,7.0,0.16785714285714287,0.43571428571428567,16.714285714285715
2011-06-20 04:00:00,0,0,0,0.5,1,17,0.15384615384615385,6.0,0.10942307692307691,0.4088461538461538,14.076923076923077
2011-06-21 04:00:00,0,0,0,0.0,0,19,0.14285714285714285,4.5,0.07666666666666667,0.22916666666666666,12.428571428571429
2011-06-23 04:00:00,0,0,0,0.0,1,25,0.0,3.5,0.14027777777777778,0.3567361111111111,8.375
2011-06-24 04:00:00,0,0,0,0.0,0,26,0.0,3.0,0.20625000000000002,0.39166666666666666,18.0
2011-06-26 04:00:00,0,0,0,0.0,1,27,0.4444444444444444,9.0,0.10046296296296295,0.32037037037037036,12.0
2011-06-27 04:00:00,0,0,0,0.0,0,28,0.3333333333333333,3.0,0.06666666666666667,0.16666666666666666,14.333333333333334
2011-06-28 04:00:00,0,0,0,0.0,0,28,0.14285714285714285,7.0,-0.06190476190476191,0.20833333333333334,15.142857142857142
2011-07-02 04:00:00,0,0,0,0.0,3,20,0.0,3.0,0.02666666666666667,0.18333333333333335,8.0
2011-07-04 04:00:00,0,0,0,0.0,1,20,0.25,7.5,0.04149305555555556,0.3142361111111111,10.4375
2011-07-05 04:00:00,0,0,0,0.0,0,21,0.0,2.0,0.25,0.4,5.0
2011-07-06 04:00:00,0,0,0,0.0,0,22,0.0,2.2857142857142856,0.04986842105263159,0.3393274853801169,12.842105263157896
2011-07-10 04:00:00,0,0,0,0.0,3,27,0.0,4.0,0.001041666666666649,0.4052083333333334,12.75
2011-07-11 04:00:00,0,0,0,0.0,0,27,0.0,3.0,-0.022222222222222216,0.29444444444444445,23.333333333333332
2011-07-12 04:00:00,0,0,0,0.0,0,28,0.0,2.0,-0.03749999999999999,0.40499999999999997,14.0
2011-07-14 04:00:00,0,0,0,0.0,1,29,0.0,3.25,0.11833867521367522,0.4606837606837607,18.384615384615383
2011-07-16 04:00:00,0,0,0,0.0,1,25,0.0,9.0,0.13629629629629628,0.3977777777777778,15.777777777777779
2011-07-21 04:00:00,0,0,0,0.0,4,22,0.0,3.0,-0.12916666666666668,0.4583333333333333,17.833333333333332
2011-07-22 04:00:00,0,0,0,0.0,0,23,0.5,2.0,-0.04583333333333333,0.41250000000000003,32.0
2011-07-23 04:00:00,0,0,0,0.0,0,23,0.0,3.0,0.14214285714285715,0.5993253968253969,30.833333333333332
2011-07-27 04:00:00,0,0,0,0.0,3,24,0.0,8.0,0.11635416666666668,0.3666666666666667,14.3125
2011-07-28 04:00:00,0,0,0,0.0,0,26,0.36363636363636365,3.6666666666666665,-0.06300505050505048,0.38611111111111107,18.636363636363637
2011-07-30 04:00:00,0,0,0,0.0,1,26,0.2,10.0,0.15750000000000003,0.39666666666666667,13.2
2011-08-01 04:00:00,0,0,0,0.0,1,20,0.16666666666666666,2.0,-0.032947530864197515,0.4547453703703704,14.944444444444445
2011-08-02 04:00:00,0,0,0,0.0,0,27,0.08695652173913043,2.0,0.12005434782608695,0.33253623188405795,16.652173913043477
2011-08-03 04:00:00,0,0,0,0.0,0,37,0.1724137931034483,4.333333333333333,0.07645593869731801,0.3523563218390805,16.689655172413794
2011-08-04 04:00:00,0,0,0,0.0,0,42,0.0625,3.25,0.1096484375,0.35406250000000006,12.3125
2011-08-05 04:00:00,0,0,0,0.0,0,45,0.18181818181818182,3.6666666666666665,0.1344318181818182,0.4343434343434343,21.181818181818183
2011-08-06 04:00:00,0,0,0,0.0,0,46,0.2,1.3333333333333333,-0.06116666666666665,0.526,33.6
2011-08-07 04:00:00,0,0,0,0.0,0,49,0.125,3.0,0.01700520833333334,0.4209375,15.3125
2011-08-10 04:00:00,0,0,0,0.0,2,49,0.08333333333333333,5.5,0.06379340277777779,0.32826388888888886,17.666666666666668
2011-08-13 04:00:00,0,0,0,0.0,2,51,0.2,4.5,-0.012428571428571428,0.3209880952380953,18.4
2011-08-17 04:00:00,0,0,0,0.0,3,48,0.1111111111111111,2.3333333333333335,-0.033888888888888885,0.20111111111111113,14.11111111111111
2011-08-18 04:00:00,0,0,0,0.0,0,51,0.0,7.0,-0.014285714285714277,0.4362103174603174,19.285714285714285
2011-08-19 04:00:00,0,0,0,0.0,0,53,0.18181818181818182,5.5,0.0824431818181818,0.5775000000000001,22.454545454545453
2011-08-20 04:00:00,0,0,0,0.0,0,55,0.0,1.0,0.1,0.47500000000000003,56.0
2011-08-21 04:00:00,0,0,0,0.0,0,54,0.0,4.0,0.06354166666666666,0.12083333333333335,17.0
2011-08-22 04:00:00,0,0,0,0.0,0,52,0.17647058823529413,3.0,0.2512263071895425,0.49883333333333324,17.176470588235293
2011-08-23 04:00:00,0,0,0,0.0,0,57,0.0,1.8,0.16675925925925927,0.7495370370370371,31.666666666666668
2011-08-24 04:00:00,0,0,0,0.0,0,61,0.0,1.3333333333333333,0.125,0.6541666666666666,23.0
2011-08-26 04:00:00,0,0,0,0.0,1,57,0.14285714285714285,7.0,0.07833333333333335,0.2871428571428571,14.142857142857142
2011-08-27 04:00:00,0,0,0,0.0,0,48,0.0,4.0,0.1333564814814815,0.40277777777777785,15.25
2011-08-29 04:00:00,0,0,0,0.0,1,41,0.23076923076923078,4.333333333333333,-0.10858974358974359,0.40711538461538466,16.76923076923077
2011-08-31 04:00:00,0,0,0,0.0,1,38,0.0,1.0,0.4,0.8,14.0
2011-09-05 04:00:00,0,0,0,0.0,4,32,0.0,3.0,0.051755952380952375,0.13941964285714287,11.142857142857142
2011-09-07 04:00:00,0,0,0,0.0,1,34,0.0,3.0,0.10833333333333332,0.26666666666666666,10.0
2011-09-09 04:00:00,0,0,0,0.0,1,36,0.5714285714285714,7.0,-0.054761904761904755,0.2654761904761905,12.857142857142858
2011-09-10 04:00:00,0,0,0,0.0,0,37,0.2,5.0,0.11433333333333336,0.36733333333333335,20.2
2011-09-11 04:00:00,0,0,0,0.0,0,35,0.0,1.0,0.6,0.8000000000000002,20.0
2011-09-12 04:00:00,0,0,0,0.0,0,34,0.0,2.0,0.14375,0.39375,11.0
2011-09-13 04:00:00,0,0,0,0.0,0,33,0.08333333333333333,3.6666666666666665,-0.05746527777777777,0.36961805555555555,13.333333333333334
