Date & Time,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2007-10-19 11:00:00,0.0,27439,0,0.0,2.0,0.316666666667,0.483333333333,15.0
2007-11-06 13:00:00,0.0,433,0,0.111111111111,9.0,-0.0215277777778,0.273449074074,14.5555555556
2007-11-06 18:00:00,0.0,4,1,0.25,4.0,0.025,0.0875,7.5
2007-11-10 14:00:00,0.0,91,0,0.333333333333,3.0,0.0,0.0,9.66666666667
2007-11-10 21:00:00,0.0,6,1,0.0,1.0,0.0,0.0,8.0
2007-11-11 19:00:00,0.0,21,1,0.0,2.0,-0.0166666666667,0.266666666667,5.5
2007-11-11 20:00:00,0.0,0,2,0.0,1.0,0.0,0.0,3.0
2007-11-12 09:00:00,0.0,12,2,0.0,6.0,0.0,0.1,11.1666666667
2007-11-21 11:00:00,0.0,217,0,0.0,2.0,0.0,0.0,14.5
2007-11-25 22:00:00,0.0,106,0,0.0,1.0,-0.5,0.7,10.0
2007-11-30 12:00:00,0.0,109,0,0.0,1.0,0.0,0.0,3.0
2007-12-09 12:00:00,0.0,215,0,0.333333333333,3.0,0.0,0.0,9.0
2007-12-12 20:00:00,0.0,79,0,0.0,2.0,0.0,0.0,4.5
2007-12-18 19:00:00,0.0,142,0,0.0,6.0,-0.05,0.258333333333,15.8333333333
2007-12-18 21:00:00,0.0,1,1,0.666666666667,3.0,0.0,0.1,15.0
2007-12-20 12:00:00,0.0,38,0,0.0,1.0,0.0,0.0,5.0
2007-12-22 21:00:00,0.0,56,0,0.0,1.0,0.633333333333,0.966666666667,6.0
2007-12-30 19:00:00,0.0,189,0,0.0,2.0,0.4375,0.5,2.5
2007-12-31 18:00:00,0.0,22,1,0.0,1.0,0.875,1.0,10.0
2007-12-31 19:00:00,0.0,0,2,0.0,3.0,-0.0916666666667,0.466666666667,18.3333333333
2008-01-02 10:00:00,0.0,38,0,0.0,2.0,0.35,0.5,5.0
2008-01-06 18:00:00,0.0,103,0,0.0,2.0,0.0,0.0,6.5
2008-02-03 11:00:00,0.0,664,0,0.0,5.0,0.221,0.536666666667,14.8
2008-02-03 19:00:00,0.0,7,1,0.0,3.0,0.183888888889,0.283333333333,19.0
2008-02-14 10:00:00,0.0,254,0,0.0,2.0,0.497916666667,0.75,7.0
2008-02-17 12:00:00,0.0,73,0,0.333333333333,3.0,0.0,0.0,3.0
2008-02-18 18:00:00,0.0,29,0,0.0,6.0,0.248888888889,0.414814814815,14.6666666667
2008-03-04 15:00:00,0.0,356,0,0.0,2.0,0.2,0.375,19.5
2008-03-04 16:00:00,0.0,0,1,0.0,4.0,-0.0944444444444,0.3,9.77777777778
2008-03-04 19:00:00,0.0,2,3,0.111111111111,2.33333333333,-0.0722222222222,0.269444444444,9.66666666667
2008-03-04 20:00:00,0.0,0,6,0.0,2.0,0.25,0.35,19.5
2008-03-10 15:00:00,0.0,138,0,0.0,4.0,0.05,0.25,4.5
2008-03-13 08:00:00,0.0,64,0,0.0,3.0,0.0,0.0,14.3333333333
2008-03-14 12:00:00,0.0,27,0,0.2,5.0,0.25625,0.566,14.0
2008-03-15 10:00:00,0.0,21,1,0.5,2.0,0.0,0.0,8.0
2008-03-19 18:00:00,0.0,103,0,0.0,2.5,0.1,0.16,2.4
2008-03-20 08:00:00,0.0,13,2,0.0,8.0,0.1125,0.5,15.0
2008-03-24 10:00:00,0.0,97,0,0.0,2.0,0.0,0.0,5.5
2008-03-24 12:00:00,0.0,1,1,0.0666666666667,15.0,-0.0460555555556,0.448888888889,13.7333333333
2008-03-27 15:00:00,0.0,74,0,0.0769230769231,13.0,0.159268162393,0.368055555556,14.5384615385
2008-03-27 19:00:00,0.0,3,1,0.0,2.0,0.3,0.5,8.0
2008-03-29 11:00:00,0.0,39,0,0.333333333333,3.0,0.125,0.208333333333,10.6666666667
2008-03-29 21:00:00,0.0,9,1,0.0,1.0,0.0,0.0,1.0
2008-03-30 18:00:00,0.0,20,1,0.0,3.0,0.0416666666667,0.416666666667,10.6666666667
2008-04-10 08:00:00,0.0,253,0,0.0,3.0,0.075,0.15,13.6666666667
2008-04-10 09:00:00,0.0,0,1,0.0,1.0,-0.45,1.0,13.0
2008-04-11 07:00:00,0.0,21,2,0.0,1.0,0.0,0.0,1.0
