Date & Time,First posts,Inactivity,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence,posts in last 24H
2012-04-04 16:00:00,0.0,66540.0,0.18181818181818182,11.0,0.08674242424242423,0.42272727272727284,22.90909090909091,1.0
2012-04-04 21:00:00,0.0,4.0,0.0,3.0,0.15,0.25555555555555554,6.333333333333333,2.0
2012-04-25 14:00:00,0.0,496.0,0.1111111111111111,9.0,0.10055555555555554,0.6342592592592593,21.666666666666668,1.0
2012-04-25 17:00:00,0.0,2.0,0.0,9.0,0.18055555555555555,0.3611111111111111,15.333333333333334,2.0
2012-05-08 17:00:00,0.0,311.0,0.0,16.0,0.04440104166666667,0.36847222222222226,14.0,1.0
2012-05-08 21:00:00,0.0,3.0,0.2222222222222222,9.0,-0.054305555555555544,0.35685185185185186,19.88888888888889,2.0
2012-05-10 11:00:00,0.0,37.0,0.0,8.0,0.13718750000000002,0.48177083333333337,24.75,1.0
2012-05-11 17:00:00,0.0,29.0,0.0625,16.0,0.07174479166666667,0.5917187500000001,21.4375,1.0
2012-05-16 17:00:00,0.0,119.0,0.0,14.0,0.14024801587301589,0.4386904761904762,16.928571428571427,1.0
2012-05-16 20:00:00,0.0,2.0,0.0,3.0,0.049999999999999996,0.11666666666666665,12.333333333333334,2.0
2012-06-14 15:00:00,0.0,690.0,0.1111111111111111,18.0,-0.11272762345679012,0.4889891975308643,16.166666666666668,1.0
2012-06-14 16:00:00,0.0,0.0,0.045454545454545456,22.0,-0.012474747474747474,0.5299873737373737,21.454545454545453,2.0
2012-06-16 10:00:00,0.0,41.0,0.0,14.0,-0.0671577380952381,0.3794047619047619,15.214285714285714,1.0
2012-06-16 16:00:00,0.0,5.0,0.0,6.0,-0.03888888888888889,0.35555555555555557,18.0,2.0
2012-06-17 11:00:00,0.0,18.0,0.05263157894736842,6.333333333333333,-0.0027192982456140367,0.35096491228070176,14.263157894736842,4.0
2012-06-28 15:00:00,0.0,267.0,0.21052631578947367,19.0,0.03394736842105263,0.17043859649122806,6.894736842105263,1.0
2012-06-29 12:00:00,0.0,20.0,0.3333333333333333,3.0,0.04444444444444445,0.14722222222222223,19.666666666666668,2.0
2012-07-10 10:00:00,0.0,261.0,0.0,7.0,0.07912202380952381,0.4351190476190476,18.571428571428573,1.0
2012-07-10 16:00:00,0.0,5.0,0.13333333333333333,15.0,0.24510185185185185,0.4645370370370371,14.666666666666666,2.0
2012-07-14 16:00:00,0.0,95.0,0.16666666666666666,6.0,-0.014814814814814815,0.20868055555555554,17.0,1.0
2012-09-02 16:00:00,0.0,1199.0,0.0,4.0,-0.065,0.33999999999999997,18.5,1.0
2012-09-09 11:00:00,0.0,162.0,0.16666666666666666,6.0,0.13680555555555554,0.4048611111111111,16.333333333333332,1.0
2012-09-17 16:00:00,0.0,196.0,0.0,9.0,0.1761574074074074,0.47885802469135796,22.11111111111111,1.0
2012-09-18 11:00:00,0.0,18.0,0.3333333333333333,9.0,0.03981481481481481,0.23240740740740742,14.0,2.0
2012-09-21 16:00:00,0.0,76.0,0.0,12.0,0.06773148148148148,0.3893518518518519,20.5,1.0
2013-01-01 18:00:00,0.0,2449.0,0.0,3.0,-0.04259259259259259,0.2259259259259259,13.666666666666666,1.0
2013-01-03 17:00:00,0.0,46.0,0.0,5.0,0.0052499999999999995,0.44233333333333336,17.0,1.0
2013-01-28 17:00:00,0.0,599.0,0.0,9.0,0.094375,0.3878009259259259,14.666666666666666,1.0
2013-01-30 10:00:00,0.0,40.0,0.0,8.0,0.09562499999999999,0.47427083333333336,13.0,1.0
2013-01-30 11:00:00,0.0,0.0,0.0,3.0,-0.03333333333333329,0.6,20.333333333333332,2.0
2013-03-20 11:00:00,0.0,1175.0,0.0,21.0,0.14199640967498112,0.4449442554799698,21.476190476190474,1.0
2013-03-28 09:00:00,0.0,189.0,0.1,10.0,0.09291666666666665,0.46875,16.4,1.0
2013-04-04 16:00:00,0.0,174.0,0.125,8.0,0.2691059027777778,0.4834201388888889,20.375,1.0
2013-04-17 17:00:00,0.0,312.0,0.0,5.0,0.18,0.37525,22.2,1.0
2013-04-24 12:00:00,0.0,162.0,0.0,8.0,0.02875,0.39375000000000004,14.0,1.0
2013-05-08 13:00:00,0.0,336.0,0.09090909090909091,11.0,0.08204545454545453,0.34363636363636363,20.363636363636363,1.0
2013-05-08 18:00:00,0.0,4.0,0.0,5.0,-0.054833333333333324,0.639,17.2,2.0
2013-05-12 15:00:00,0.0,92.0,0.0,5.0,-0.05066666666666667,0.3017777777777778,14.0,1.0
2013-05-12 17:00:00,0.0,1.0,0.1,10.0,0.014333333333333342,0.3632222222222222,15.8,2.0
2013-05-14 11:00:00,0.0,41.0,0.0,7.0,0.004365079365079373,0.3674603174603175,19.142857142857142,1.0
2013-05-17 18:00:00,0.0,78.0,0.0,6.0,0.029166666666666657,0.5902777777777778,24.833333333333332,1.0
2013-05-21 12:00:00,0.0,89.0,0.0,9.0,-0.11341710758377424,0.4410714285714286,25.555555555555557,1.0
2013-05-23 12:00:00,0.0,47.0,0.0,7.0,0.08946428571428573,0.3482142857142857,21.428571428571427,1.0
2013-05-23 13:00:00,0.0,0.0,0.25,3.5,0.06796875,0.34208333333333335,11.5,3.0
2013-05-24 11:00:00,0.0,21.0,0.0,8.0,0.13541666666666669,0.19583333333333333,16.0,4.0
2013-05-25 09:00:00,0.0,21.0,0.0,8.0,0.19807291666666668,0.4972916666666667,21.625,2.0
2013-05-26 17:00:00,0.0,31.0,0.0,4.0,-0.04583333333333334,0.5708333333333333,20.75,1.0
