Date & Time,Churn in 3m,Churn in 6m,Churn in y,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2006-08-17 04:00:00,0,0,0,0.0,715,0,0.1111111111111111,4.5,-0.07777777777777778,0.22777777777777775,8.444444444444445
2006-08-24 04:00:00,0,0,0,0.0,6,2,0.0,7.0,0.0047619047619047615,0.05714285714285714,19.0
2006-08-31 04:00:00,0,0,0,0.0,6,3,0.125,8.0,0.06666666666666667,0.10833333333333334,10.125
2006-09-28 04:00:00,0,0,0,0.0,27,0,0.36363636363636365,5.5,-0.11799242424242426,0.2981060606060606,20.363636363636363
2006-10-19 04:00:00,0,0,0,0.0,20,2,0.3076923076923077,13.0,-0.03846153846153847,0.18320512820512821,9.076923076923077
2006-10-31 04:00:00,0,0,0,0.0,11,1,0.0,2.5,-0.041666666666666664,0.09999999999999999,6.166666666666667
2006-11-05 04:00:00,0,0,0,0.0,4,3,0.0,5.5,0.07536231884057973,0.21594202898550724,12.521739130434783
2006-11-06 04:00:00,0,0,0,0.0,0,7,0.2,10.0,0.025,0.1275,9.9
2006-12-02 04:00:00,0,0,0,0.0,25,0,0.6666666666666666,3.0,0.05416666666666666,0.4583333333333333,23.333333333333332
2006-12-11 04:00:00,0,0,0,0.0,8,1,0.0,4.0,0.0,0.0,8.5
2006-12-14 04:00:00,0,0,0,0.0,2,2,0.0,11.0,0.09962121212121212,0.3181818181818182,8.727272727272727
2006-12-15 04:00:00,0,0,0,0.0,0,3,0.0,2.5,0.08114583333333332,0.27979166666666666,23.3
2006-12-16 04:00:00,0,0,0,0.0,0,7,0.0,4.0,0.03749999999999999,0.31875,12.75
2006-12-17 04:00:00,0,0,0,0.0,0,8,0.18181818181818182,11.0,0.15214646464646464,0.3133838383838384,11.545454545454545
2006-12-20 04:00:00,0,0,0,0.0,2,9,0.0,5.0,0.085,0.37999999999999995,12.4
2006-12-27 04:00:00,0,0,0,0.0,6,11,0.0,4.0,0.18958333333333333,0.375,6.0
2007-01-03 04:00:00,0,0,0,0.0,6,12,0.1875,8.0,0.004479166666666675,0.23229166666666667,10.5625
2007-01-06 04:00:00,0,0,0,0.0,2,13,0.0,6.0,0.02548076923076923,0.05384615384615385,7.769230769230769
2007-01-11 04:00:00,0,0,0,0.0,4,8,0.0,3.6666666666666665,0.20937499999999998,0.37152777777777773,11.833333333333334
2007-01-13 04:00:00,0,0,0,0.0,1,11,0.0,3.0,0.0,0.03333333333333333,25.0
2007-01-17 04:00:00,0,0,0,0.0,3,9,0.125,3.5,0.08593750000000001,0.32499999999999996,15.125
2007-01-21 04:00:00,0,0,0,0.0,3,10,0.0,3.0,0.2708333333333333,0.3833333333333333,11.333333333333334
2007-01-25 04:00:00,0,0,0,0.0,3,11,0.0,4.0,0.0,0.0625,22.25
2007-01-29 04:00:00,0,0,0,0.0,3,10,0.0,3.0,0.3333333333333333,0.3333333333333333,2.3333333333333335
2007-02-02 04:00:00,0,0,0,0.0,3,9,0.0,2.0,-0.13749999999999998,0.35,13.5
2007-02-07 04:00:00,0,0,0,0.0,4,6,0.0,5.0,0.005,0.06999999999999999,15.6
2007-02-12 04:00:00,0,0,0,0.0,4,5,0.0,1.0,-0.23333333333333336,0.7000000000000001,72.0
2007-03-01 04:00:00,0,0,0,0.0,16,2,0.5,2.0,0.0,0.05,46.5
2007-03-06 04:00:00,0,0,0,0.0,4,2,0.14285714285714285,2.1666666666666665,0.03339285714285715,0.2107142857142857,19.571428571428573
2007-03-09 04:00:00,0,0,0,0.0,2,7,0.2,5.0,0.21749999999999997,0.34,12.4
2007-03-10 04:00:00,0,0,0,0.0,0,8,0.0,2.0,0.3125,0.35,30.75
2007-03-14 04:00:00,0,0,0,0.0,3,10,0.4,5.0,0.008333333333333349,0.4016666666666667,20.8
2007-04-22 04:00:00,0,0,0,0.0,38,0,0.0,2.0,0.16697916666666668,0.275,31.5
2007-04-23 04:00:00,0,0,0,0.0,0,1,0.0,1.0,0.62,1.0,21.0
2007-09-13 04:00:00,0,0,0,0.0,142,0,0.3333333333333333,3.0,-0.06249999999999999,0.2583333333333333,28.333333333333332
2007-10-23 04:00:00,0,0,1,0.0,39,0,0.14285714285714285,7.0,0.047619047619047616,0.23333333333333334,8.285714285714286
2008-10-19 04:00:00,1,1,1,0.0,361,0,0.0,2.0,-0.09427083333333333,0.3,16.5
2008-10-20 04:00:00,1,1,1,0.0,0,2,0.0,1.0,0.0,0.0,22.0
