Date & Time,Sentences,Over past 30 days
2011-02-15 04:00:00,9.0,9.0
2011-02-16 04:00:00,11.5,20.5
2011-02-17 04:00:00,0.0,20.5
2011-02-18 04:00:00,0.0,20.5
2011-02-19 04:00:00,0.0,20.5
2011-02-20 04:00:00,0.0,20.5
2011-02-21 04:00:00,13.0,33.5
2011-02-22 04:00:00,4.0,37.5
2011-02-23 04:00:00,21.0,58.5
2011-02-24 04:00:00,0.0,58.5
2011-02-25 04:00:00,19.0,77.5
2011-02-26 04:00:00,1.0,78.5
2011-02-27 04:00:00,2.0,80.5
2011-02-28 04:00:00,12.0,92.5
2011-03-01 04:00:00,14.0,106.5
2011-03-02 04:00:00,0.0,106.5
2011-03-03 04:00:00,7.0,113.5
2011-03-04 04:00:00,0.0,113.5
2011-03-05 04:00:00,0.0,113.5
2011-03-06 04:00:00,0.0,113.5
2011-03-07 04:00:00,0.0,113.5
2011-03-08 04:00:00,0.0,113.5
2011-03-09 04:00:00,0.0,113.5
2011-03-10 04:00:00,0.0,113.5
2011-03-11 04:00:00,12.0,125.5
2011-03-12 04:00:00,0.0,125.5
2011-03-13 04:00:00,9.333333333333334,134.83333333333334
2011-03-14 04:00:00,3.0,137.83333333333334
2011-03-15 04:00:00,0.0,128.83333333333334
2011-03-16 04:00:00,2.0,119.33333333333334
2011-03-17 04:00:00,0.0,119.33333333333334
2011-03-18 04:00:00,0.0,119.33333333333334
2011-03-19 04:00:00,0.0,119.33333333333334
2011-03-20 04:00:00,0.0,119.33333333333334
2011-03-21 04:00:00,0.0,106.33333333333334
2011-03-22 04:00:00,0.0,102.33333333333334
2011-03-23 04:00:00,0.0,81.33333333333334
2011-03-24 04:00:00,0.0,81.33333333333334
2011-03-25 04:00:00,0.0,62.333333333333336
2011-03-26 04:00:00,0.0,61.333333333333336
2011-03-27 04:00:00,0.0,59.333333333333336
2011-03-28 04:00:00,0.0,47.333333333333336
2011-03-29 04:00:00,0.0,47.333333333333336
2011-03-30 04:00:00,0.0,47.333333333333336
2011-03-31 04:00:00,0.0,47.333333333333336
2011-04-01 04:00:00,0.0,33.333333333333336
2011-04-02 04:00:00,6.333333333333332,39.66666666666667
2011-04-03 04:00:00,11.666666666666664,44.33333333333333
2011-04-04 04:00:00,5.666666666666668,50.0
2011-04-05 04:00:00,4.5,54.5
2011-04-06 04:00:00,0.0,54.5
2011-04-07 04:00:00,0.0,54.5
2011-04-08 04:00:00,0.0,54.5
2011-04-09 04:00:00,0.0,54.5
2011-04-10 04:00:00,0.0,54.5
2011-04-11 04:00:00,3.0,45.5
2011-04-12 04:00:00,14.0,59.49999999999999
2011-04-13 04:00:00,0.0,50.166666666666664
2011-04-14 04:00:00,11.0,58.16666666666666
2011-04-15 04:00:00,5.0,63.16666666666667
2011-04-16 04:00:00,7.727272727272727,68.89393939393938
2011-04-17 04:00:00,19.0,87.89393939393939
2011-04-18 04:00:00,4.0,91.89393939393939
2011-04-19 04:00:00,8.333333333333334,100.22727272727272
2011-04-20 04:00:00,4.571428571428571,104.7987012987013
2011-04-21 04:00:00,4.0,108.7987012987013
2011-04-22 04:00:00,0.0,108.7987012987013
2011-04-23 04:00:00,15.0,123.7987012987013
2011-04-24 04:00:00,8.0,131.7987012987013
2011-04-25 04:00:00,4.0,135.7987012987013
2011-04-26 04:00:00,2.0,137.7987012987013
2011-04-27 04:00:00,11.0,148.7987012987013
2011-04-28 04:00:00,6.0,154.79870129870127
2011-04-29 04:00:00,0.0,154.79870129870127
2011-04-30 04:00:00,9.0,163.79870129870127
2011-05-01 04:00:00,5.5,169.29870129870127
2011-05-02 04:00:00,3.0,165.96536796536793
2011-05-03 04:00:00,3.0,157.29870129870127
2011-05-04 04:00:00,32.0,183.63203463203462
2011-05-05 04:00:00,6.8,185.93203463203463
2011-05-06 04:00:00,2.333333333333333,188.26536796536794
2011-05-07 04:00:00,5.0,193.26536796536794
2011-05-08 04:00:00,7.0,200.26536796536794
2011-05-09 04:00:00,3.5,203.76536796536794
2011-05-10 04:00:00,0.0,203.76536796536797
2011-05-11 04:00:00,0.0,200.76536796536794
2011-05-12 04:00:00,5.5,192.26536796536797
2011-05-13 04:00:00,10.333333333333334,202.5987012987013
2011-05-14 04:00:00,9.75,201.34870129870131
2011-05-15 04:00:00,7.666666666666668,204.01536796536797
2011-05-16 04:00:00,2.5,198.78809523809525
2011-05-17 04:00:00,5.5,185.28809523809525
2011-05-18 04:00:00,4.0,185.28809523809525
2011-05-19 04:00:00,4.5,181.4547619047619
2011-05-20 04:00:00,6.0,182.88333333333333
2011-05-21 04:00:00,2.0,180.88333333333333
2011-05-22 04:00:00,6.0,186.88333333333333
2011-05-23 04:00:00,3.0,174.88333333333333
2011-05-24 04:00:00,0.0,166.88333333333333
2011-05-25 04:00:00,0.0,162.88333333333333
2011-05-26 04:00:00,0.0,160.88333333333333
2011-05-27 04:00:00,0.0,149.88333333333333
2011-05-28 04:00:00,0.0,143.88333333333333
2011-05-29 04:00:00,0.0,143.88333333333333
2011-05-30 04:00:00,0.0,134.88333333333333
2011-05-31 04:00:00,0.0,134.88333333333333
2011-06-01 04:00:00,0.0,129.38333333333333
2011-06-02 04:00:00,5.75,132.13333333333333
2011-06-03 04:00:00,21.0,150.13333333333333
2011-06-04 04:00:00,17.0,135.13333333333335
2011-06-05 04:00:00,8.333333333333334,136.66666666666669
2011-06-06 04:00:00,0.0,134.33333333333331
2011-06-07 04:00:00,5.666666666666668,135.0
2011-06-08 04:00:00,4.0,132.0
2011-06-09 04:00:00,0.0,128.5
2011-06-10 04:00:00,0.0,128.5
2011-06-11 04:00:00,2.0,130.5
2011-06-12 04:00:00,0.0,125.0
2011-06-13 04:00:00,0.0,114.66666666666667
2011-06-14 04:00:00,0.0,104.91666666666667
2011-06-15 04:00:00,0.0,97.25
2011-06-16 04:00:00,3.0,97.75
2011-06-17 04:00:00,4.0,96.25
2011-06-18 04:00:00,0.0,92.25
2011-06-19 04:00:00,0.0,87.75
2011-06-20 04:00:00,0.0,81.75
2011-06-21 04:00:00,0.0,79.75
2011-06-22 04:00:00,9.0,82.75
2011-06-23 04:00:00,4.5,84.25
2011-06-24 04:00:00,11.0,95.25
2011-06-25 04:00:00,18.0,113.25
2011-06-26 04:00:00,4.0,117.25
2011-06-27 04:00:00,0.0,117.25
2011-06-28 04:00:00,0.0,117.25
2011-06-29 04:00:00,4.25,121.5
2011-06-30 04:00:00,5.666666666666668,127.16666666666667
2011-07-01 04:00:00,0.0,127.16666666666667
2011-07-02 04:00:00,5.2,126.61666666666667
2011-07-03 04:00:00,0.0,105.61666666666667
2011-07-04 04:00:00,4.0,92.61666666666667
2011-07-05 04:00:00,3.0,87.28333333333335
2011-07-06 04:00:00,3.5,90.78333333333335
2011-07-07 04:00:00,0.0,85.11666666666667
2011-07-08 04:00:00,7.5,88.61666666666667
2011-07-09 04:00:00,8.0,96.61666666666667
2011-07-10 04:00:00,6.333333333333332,102.95
2011-07-11 04:00:00,3.0,103.95
2011-07-12 04:00:00,5.0,108.95
2011-07-13 04:00:00,3.5,112.45
2011-07-14 04:00:00,13.0,125.45
2011-07-15 04:00:00,3.0,128.45
2011-07-16 04:00:00,0.0,125.45
2011-07-17 04:00:00,9.0,130.45
2011-07-18 04:00:00,4.0,134.45
2011-07-19 04:00:00,7.5,141.95
2011-07-20 04:00:00,0.0,141.95
2011-07-21 04:00:00,7.0,148.95
2011-07-22 04:00:00,3.0,142.95
2011-07-23 04:00:00,0.0,138.45
2011-07-24 04:00:00,0.0,127.45
2011-07-25 04:00:00,0.0,109.45
2011-07-26 04:00:00,0.0,105.45
2011-07-27 04:00:00,6.2,111.65
2011-07-28 04:00:00,6.666666666666668,118.31666666666668
2011-07-29 04:00:00,0.0,114.06666666666668
2011-07-30 04:00:00,4.0,112.39999999999999
2011-07-31 04:00:00,3.0,115.4
2011-08-01 04:00:00,4.333333333333333,119.73333333333333
2011-08-02 04:00:00,5.0,119.53333333333333
2011-08-03 04:00:00,3.4,122.93333333333332
2011-08-04 04:00:00,5.666666666666668,124.6
2011-08-05 04:00:00,9.5,131.09999999999997
2011-08-06 04:00:00,5.666666666666668,133.26666666666665
2011-08-07 04:00:00,5.0,138.26666666666665
2011-08-08 04:00:00,0.0,130.76666666666665
2011-08-09 04:00:00,2.0,124.76666666666667
2011-08-10 04:00:00,4.0,122.43333333333334
2011-08-11 04:00:00,0.0,119.43333333333334
2011-08-12 04:00:00,0.0,114.43333333333334
2011-08-13 04:00:00,4.666666666666667,115.6
2011-08-14 04:00:00,0.0,102.60000000000001
2011-08-15 04:00:00,7.0,106.60000000000001
2011-08-16 04:00:00,0.0,106.6
2011-08-17 04:00:00,8.5,106.1
2011-08-18 04:00:00,0.0,102.1
2011-08-19 04:00:00,0.0,94.60000000000001
2011-08-20 04:00:00,6.0,100.60000000000001
2011-08-21 04:00:00,0.0,93.60000000000001
2011-08-22 04:00:00,0.0,90.60000000000001
2011-08-23 04:00:00,6.0,96.60000000000001
2011-08-24 04:00:00,3.0,99.60000000000001
2011-08-25 04:00:00,0.0,99.60000000000001
2011-08-26 04:00:00,0.0,99.60000000000001
2011-08-27 04:00:00,0.0,93.4
2011-08-28 04:00:00,10.0,96.73333333333335
2011-08-29 04:00:00,3.5,100.23333333333335
2011-08-30 04:00:00,0.0,96.23333333333335
2011-08-31 04:00:00,5.0,98.23333333333335
2011-09-01 04:00:00,2.0,95.90000000000002
2011-09-02 04:00:00,0.0,90.90000000000002
2011-09-03 04:00:00,0.0,87.50000000000001
2011-09-04 04:00:00,2.0,83.83333333333334
2011-09-05 04:00:00,0.0,74.33333333333334
2011-09-06 04:00:00,0.0,68.66666666666666
2011-09-07 04:00:00,3.5,67.16666666666666
2011-09-08 04:00:00,4.0,71.16666666666667
2011-09-09 04:00:00,0.0,69.16666666666667
2011-09-10 04:00:00,15.0,80.16666666666667
2011-09-11 04:00:00,5.0,85.16666666666667
2011-09-12 04:00:00,5.0,90.16666666666667
2011-09-13 04:00:00,0.0,85.5
2011-09-14 04:00:00,0.0,85.5
2011-09-15 04:00:00,0.0,78.5
2011-09-16 04:00:00,11.0,89.5
2011-09-17 04:00:00,4.0,85.0
2011-09-18 04:00:00,0.0,85.0
2011-09-19 04:00:00,12.0,97.0
2011-09-20 04:00:00,4.0,95.0
2011-09-21 04:00:00,10.0,105.0
2011-09-22 04:00:00,6.5,111.5
2011-09-23 04:00:00,0.0,105.5
2011-09-24 04:00:00,0.0,102.5
2011-09-25 04:00:00,0.0,102.5
2011-09-26 04:00:00,9.0,111.5
2011-09-27 04:00:00,0.0,111.5
2011-09-28 04:00:00,4.0,105.5
2011-09-29 04:00:00,2.0,104.0
2011-09-30 04:00:00,1.0,105.0
2011-10-01 04:00:00,9.0,107.0
2011-10-02 04:00:00,3.5,110.5
2011-10-03 04:00:00,0.0,110.5
2011-10-04 04:00:00,2.0,110.5
2011-10-05 04:00:00,0.0,110.5
2011-10-06 04:00:00,0.0,110.5
2011-10-07 04:00:00,0.0,107.0
2011-10-08 04:00:00,0.0,103.0
2011-10-09 04:00:00,0.0,103.0
2011-10-10 04:00:00,0.0,88.0
2011-10-11 04:00:00,3.333333333333333,86.33333333333333
2011-10-12 04:00:00,0.0,81.33333333333333
2011-10-13 04:00:00,0.0,81.33333333333333
2011-10-14 04:00:00,0.0,81.33333333333333
2011-10-15 04:00:00,0.0,81.33333333333333
2011-10-16 04:00:00,3.0,73.33333333333333
2011-10-17 04:00:00,0.0,69.33333333333333
2011-10-18 04:00:00,0.0,69.33333333333333
2011-10-19 04:00:00,0.0,57.33333333333333
2011-10-20 04:00:00,0.0,53.33333333333333
2011-10-21 04:00:00,0.0,43.33333333333333
2011-10-22 04:00:00,0.0,36.83333333333333
2011-10-23 04:00:00,0.0,36.83333333333333
2011-10-24 04:00:00,10.0,46.83333333333333
2011-10-25 04:00:00,0.0,46.83333333333333
2011-10-26 04:00:00,0.0,37.83333333333333
2011-10-27 04:00:00,0.0,37.83333333333333
2011-10-28 04:00:00,0.0,33.83333333333333
2011-10-29 04:00:00,0.0,31.833333333333332
2011-10-30 04:00:00,0.0,30.833333333333332
2011-10-31 04:00:00,0.0,30.833333333333332
2011-11-01 04:00:00,0.0,21.833333333333332
2011-11-02 04:00:00,0.0,18.333333333333332
2011-11-03 04:00:00,0.0,18.333333333333332
2011-11-04 04:00:00,14.0,30.333333333333332
2011-11-05 04:00:00,0.0,30.333333333333332
2011-11-06 04:00:00,0.0,30.333333333333332
2011-11-07 04:00:00,0.0,30.333333333333332
2011-11-08 04:00:00,0.0,30.333333333333332
2011-11-09 04:00:00,0.0,30.333333333333332
2011-11-10 04:00:00,0.0,30.333333333333332
2011-11-11 04:00:00,0.0,27.0
2011-11-12 04:00:00,0.0,27.0
2011-11-13 04:00:00,1.0,28.0
2011-11-14 04:00:00,0.0,28.0
2011-11-15 04:00:00,0.0,28.0
2011-11-16 04:00:00,0.0,25.0
2011-11-17 04:00:00,0.0,25.0
2011-11-18 04:00:00,3.0,28.0
2011-11-19 04:00:00,0.0,28.0
2011-11-20 04:00:00,0.0,28.0
2011-11-21 04:00:00,0.0,28.0
2011-11-22 04:00:00,0.0,28.0
2011-11-23 04:00:00,0.0,28.0
2011-11-24 04:00:00,0.0,18.0
2011-11-25 04:00:00,0.0,18.0
2011-11-26 04:00:00,0.0,18.0
2011-11-27 04:00:00,21.0,39.0
2011-11-28 04:00:00,0.0,39.0
2011-11-29 04:00:00,0.0,39.0
2011-11-30 04:00:00,0.0,39.0
2011-12-01 04:00:00,6.5,45.5
2011-12-02 04:00:00,0.0,45.5
2011-12-03 04:00:00,0.0,45.5
