Included features;Churn in 1 months;Churn in 2 months;Churn in 3 months
((13, 14), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8245024554148359, 0.754719387755102, 0.8064516129032258, 0.7735969387755102, 0.777020202020202, 0.7996976568405141, 0.7432329876043512, 0.7956389452332657, 0.7607758620689655, 0.7936868686868688]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7589500660091636, 0.7254955305091333, 0.7254856254856253, 0.7563475425110646, 0.7681288819875776, 0.7393957115009746, 0.7800893550893551, 0.7526471504204298, 0.7520916412542028, 0.7459755813049225]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7638697175621151, 0.7376174550087593, 0.7254230084734508, 0.7329847101295391, 0.7433110367892977, 0.7740241635687732, 0.7406840564280011, 0.7470603848706039, 0.7695819508958196, 0.7610035328180199]}
((13, 14), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6579081632653061, 0.7532828282828283, 0.5923639112903225, 0.6587701612903226, 0.6509576612903226, 0.6105926860025221, 0.6650645079686314, 0.6444052419354839, 0.5844254032258065, 0.6749492900608519]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7027132692157322, 0.7347487339306584, 0.7199075871709248, 0.7269141080450835, 0.7108934169278995, 0.726197872175196, 0.7037137963251323, 0.7039084397383992, 0.6607142857142857, 0.6804344440984117]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7266449599782933, 0.684775100294907, 0.692007434944238, 0.6716537838340372, 0.6782280766983588, 0.7114001438503955, 0.6815020308476466, 0.6808637715013803, 0.6802203637329086, 0.6859272138458272]}
((6, 7), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7266885080645161, 0.7567846988886018, 0.7420946116873262, 0.6928914748292436, 0.7303030303030303, 0.7266078184110971, 0.7517006802721089, 0.7930685555274475, 0.7119736842105263, 0.7545130943300279]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7205710955710956, 0.7071589409115615, 0.7025778398944018, 0.7122036533229693, 0.6955897196987343, 0.7750507257686905, 0.6950487329434698, 0.7192403293459686, 0.7183354143905104, 0.7295129718813113]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7444577352472089, 0.7082245082884708, 0.710620620089191, 0.7378792722235542, 0.7435332235619057, 0.7258098778544875, 0.7307201700770661, 0.7158492822966508, 0.7412410019390655, 0.72220895046982]}
((6, 7), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.47757056451612906, 0.5507653061224489, 0.4960789273969137, 0.4765625, 0.4775928297055057, 0.4961734693877551, 0.536764705882353, 0.537452711223203, 0.5116161616161615, 0.4847530241935484]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5014005602240896, 0.5358974358974359, 0.5050156739811912, 0.48559638741824984, 0.5125874125874126, 0.5260517925188585, 0.5004570747217807, 0.5413525068013991, 0.49049764890282127, 0.5121846776705077]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5109451745652464, 0.5263699630780674, 0.5259464882943143, 0.5159669228110293, 0.5121102671694906, 0.5381695599086903, 0.5211286298242822, 0.5316294269242009, 0.5300180519790809, 0.5050571504518873]}
((9, 10, 12), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.763164525069287, 0.7609079445145019, 0.735561160151324, 0.6960907944514502, 0.8056122448979592, 0.7408722109533469, 0.7493064312736444, 0.7131147540983607, 0.7564943253467844, 0.7381133994406305]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7102299207705453, 0.7349435138293728, 0.6942696192696193, 0.7443573667711598, 0.7003303536727555, 0.7160753190164956, 0.7192328596940756, 0.7305749805749805, 0.718335015919857, 0.7058469308469308]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7331866079765239, 0.7000756530048844, 0.6990969899665552, 0.7247831524052788, 0.7342509756032812, 0.7337288315549185, 0.7239113117365906, 0.7477302291008521, 0.7335988318067171, 0.7244107029093225]}
((3, 11), (13, 14), (6, 7));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.708953341740227, 0.7804474955504703, 0.709047379032258, 0.7263888888888889, 0.7315051020408163, 0.7041614123581336, 0.6638888888888889, 0.710592686002522, 0.7451825557809331, 0.670866935483871]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.680667701863354, 0.6803879310344827, 0.7027860152957703, 0.6974012798501639, 0.7333255687553382, 0.7123029738333722, 0.6933680205016696, 0.7319370912488322, 0.7351867671041391, 0.6995688985552275]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7217446186553282, 0.6765432098765433, 0.6981640032970832, 0.7214173792956923, 0.7086198200111498, 0.6922872552405749, 0.6984782030834662, 0.7139814200398142, 0.6635433280170122, 0.7052236824638258]}
((3, 11), (13, 14), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7868622448979592, 0.7981744421906694, 0.8616645649432535, 0.7724383422323926, 0.74930078820239, 0.830326797385621, 0.7941326530612245, 0.755359394703657, 0.816683569979716, 0.7894117647058823]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8028827425009737, 0.7697245564892623, 0.7788259958071279, 0.7867275553828216, 0.8018065268065269, 0.8124020376175547, 0.80439176059075, 0.7503299945647954, 0.7842033502142578, 0.7329382044306257]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7979731525784157, 0.8099415204678364, 0.7579103843703546, 0.7840969420259079, 0.7577374316504751, 0.799994690594388, 0.7583092005632455, 0.8066901877246706, 0.7809433912095509, 0.7801220064466289]}
((3, 11), (13, 14), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.777020202020202, 0.7748538011695906, 0.6557377049180328, 0.6943044354838709, 0.7351828499369483, 0.7062752016129032, 0.7443181818181818, 0.7454018644494836, 0.7459719334719336, 0.7666329370098659]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7068208317139526, 0.6815584920326467, 0.6484399315281668, 0.641389622494951, 0.6862153534724386, 0.7009998443821972, 0.696321642429427, 0.6265607928827845, 0.6586530992698463, 0.7341809006211181]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7114271682285168, 0.6927975668711982, 0.690530303030303, 0.6642029909421734, 0.7182399147916388, 0.6778773397052966, 0.6572371742076037, 0.6871680828465216, 0.6863539728939676, 0.7094863759494343]}
((3, 11), (6, 7), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8184681279919375, 0.7801767676767677, 0.736265120967742, 0.8407068395626748, 0.7754098360655738, 0.7849489795918367, 0.791044776119403, 0.7129886506935688, 0.8310450038138826, 0.784438775510204]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.708394898514659, 0.7043090062111801, 0.7165954139137194, 0.7704526012909245, 0.7388858611024602, 0.7544715763278637, 0.7594680600298579, 0.788240546626291, 0.7557471264367815, 0.7553822581912468]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.734311095766718, 0.7463211729516077, 0.7204632948360548, 0.7428522126947888, 0.7160716655607167, 0.7814339753323211, 0.7141907522135658, 0.7468346870520783, 0.7690019652626547, 0.7336284242939053]}
((3, 11), (6, 7), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.617535903250189, 0.6215108834827143, 0.5628019323671497, 0.5702395964691047, 0.6484375, 0.5193877551020407, 0.5339646464646464, 0.513184584178499, 0.5678030303030303, 0.5527777777777778]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5772381396071123, 0.5403060823038792, 0.5571112319403448, 0.6011451863354038, 0.5195027195027194, 0.5828997437291294, 0.5461110246029275, 0.6346860583313785, 0.5608244509043927, 0.5856587640886125]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5491892610313663, 0.5513046825228286, 0.538780611023957, 0.5409282924626053, 0.5918196551449295, 0.6026558186451476, 0.5785250870802201, 0.6428903345724908, 0.5992726114311503, 0.5809665506522489]}
((3, 11), (9, 10, 12), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8028079939286618, 0.7089285714285714, 0.7139616935483871, 0.7596153846153846, 0.8020413306451614, 0.7161511156186612, 0.7741161616161616, 0.8279738562091503, 0.7787878787878787, 0.7534960589880498]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7612189440993788, 0.77985480239149, 0.7498639720171006, 0.7643557422969187, 0.7665255553829424, 0.7006237816764133, 0.7954880795216277, 0.7822261072261072, 0.7868378126456423, 0.8058558208258807]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7238875442189536, 0.7162945954555108, 0.7233138608603293, 0.7388347193071018, 0.6888785543449376, 0.7388636544744601, 0.7152416356877324, 0.7482335217576791, 0.7243550572544435, 0.7416356630348125]}
((13, 14), (6, 7), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8032249937011842, 0.6868661257606491, 0.8190524193548387, 0.7619168356997972, 0.7985131048387097, 0.7318548387096775, 0.7067792338709677, 0.8012610340479194, 0.6976862445969996, 0.6890669423623675]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7080932731236376, 0.7465423465423464, 0.7266065830721004, 0.7318863089228856, 0.7928022361984627, 0.7690244850369219, 0.7643218033424019, 0.7289467511142388, 0.7685713154351785, 0.7633952873473833]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7529075942644716, 0.7284915457329251, 0.7736842105263158, 0.705805661983823, 0.745852687458527, 0.7827431514121894, 0.7538957763678357, 0.7928135368281355, 0.7852117350325236, 0.7641283524904214]}
((13, 14), (6, 7), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6563691838291381, 0.6397058823529411, 0.7088736333587592, 0.6985294117647058, 0.6982038957753606, 0.7371957403651116, 0.715897565922921, 0.7080706179066835, 0.6839948783610755, 0.6580075662042876]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6344422700587085, 0.6905557714729887, 0.6596062747534364, 0.6508550330353673, 0.6606158266677021, 0.6850295673825086, 0.6941770186335403, 0.688985552275905, 0.6681701532000933, 0.6682617491441022]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': 1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.70479797979798, 0.6902031063321387, 0.7241992882562278, 0.7220944454784759, 0.6813034962032789, 0.7082282680822827, 0.7101714710410363, 0.695699524530507, 0.6588978551709491, 0.684979691523534]}
