user,activity,active days
5359,3,986
5358,9,988
1697,4,4029
1694,876,4035
1695,104,4033
1692,101,3908
1691,8,3949
1279,9,4367
4313,5,1777
1270,1,3809
1271,1,4377
1272,314,4412
1274,2,4275
5236,12,1089
3119,1,2343
3118,4,2468
3117,28,2553
3116,1,2478
3115,1,2473
3114,188,2479
3112,1,2479
3111,1,2478
1472,154,4216
1470,347,4051
3330,93,2344
1476,25,4228
1477,22,4219
1478,3,4225
1479,207,4216
1304,116,4388
1306,30,4388
1301,74,4398
1303,11,4129
5740,1,620
5741,5,552
5743,4,618
5745,6,617
5468,2,873
4224,14,1829
4227,8,1780
4220,15,1656
4223,1,1770
5586,1,755
5584,4,757
5585,4,753
5582,1,762
5583,1,758
5580,2,766
5028,1,1299
3939,5,1732
1068,6,4572
3391,5,2305
3937,1,1959
3936,4,1944
3931,2,1963
3930,2,1963
3933,7,1891
3932,2,1962
5263,7,1068
1516,8,4148
1706,3,4029
4130,1,1871
4131,89,1867
4135,2,1869
5692,1,667
3840,2,2028
3843,10,2027
3844,27,2027
4430,1,1607
5306,2,1013
5307,2,1027
4044,8,1770
4045,2,1905
4041,162,1905
4042,4,1644
5961,7,378
5964,1,373
3665,1,2131
4945,1,1358
3667,9,2050
3666,6,2137
3662,39,2128
2280,2,2584
2281,18,3325
2282,7,3324
2287,145,3314
4549,14,1648
4541,8,1652
973,150,4743
4542,2,1652
1468,126,4230
4940,1,1366
939,1,2741
2579,2,2993
2576,10,2927
2577,15,2987
2572,85,2994
2571,1,2977
4535,2,1376
2374,1,3216
2375,16,3069
2376,655,3174
2377,2,3214
2370,23,3216
2371,5,3219
2373,66,3218
3597,55,2142
3596,4,2153
3594,2,2108
5035,1,1296
5032,17,1296
4532,2,1657
1870,114,3833
4432,12,1717
4438,1,1052
1878,21,3827
977,70,4759
976,1123,4733
4947,17,1169
974,20,4650
4941,17,1362
972,15,4761
970,230,4751
4948,1,1356
6043,1,285
6041,6,285
6045,4,275
2111,15,3560
6049,1,271
2114,931,3552
2117,5,3547
4152,33,1859
2626,20,2962
2624,14,2958
2625,72,2962
2628,1,2961
1919,21,3725
1918,202,3768
5109,2,1234
3289,1,2382
1911,33,3630
5100,4,1207
1912,22,3705
1915,8,3408
3282,1,2386
5104,3,1238
3280,3,2266
3140,6,992
3444,3,2271
3447,161,2267
2756,137,2814
2025,1,3661
2755,303,2823
2020,1,3662
2750,3,2828
2028,57,3658
2029,145,3660
5216,1,1080
5214,11,1116
5213,1,658
5211,1,1117
5218,23,1096
774,2,291
4596,3,1620
76,15,612
17868,13,116
17939,9,98
2970,6,2502
3055,10,2499
3053,1,2376
2975,9,2176
5362,1,985
1042,8,4641
1041,1,3476
1047,33,4663
1046,4,4544
5364,1,751
3527,33,2222
17940,3,21
5413,7,941
1683,266,4042
1685,59,4047
1684,1,3960
5246,11,1079
1688,3,4044
4302,2,1783
3024,1,2539
4307,1,1767
4304,2,1571
1263,2,4420
2987,8,2545
1266,1,4410
1264,2,4420
3287,22,2348
5101,1,1238
17942,2,97
17846,1,120
3124,88,2470
1469,1,4234
3281,3,2386
1465,3,4244
6065,3,205
1467,4,4239
1466,54,4199
1316,1,4389
1314,2,4390
1312,354,4352
1311,3,4395
1319,10,4387
5753,1,613
5751,4,614
5750,3,614
5756,17,607
4238,3,1822
4237,2,1810
5758,11,609
5590,125,748
5593,1,741
5594,40,704
5596,3,748
3948,14,1952
3942,2,1937
3943,1,770
3945,4,1901
3946,389,1614
4129,7,1824
4128,1,1871
2757,6,2737
4122,3,1842
4120,6,1533
5688,7,650
5685,1,380
5687,1,671
5686,3,671
5683,179,660
4706,1,1547
1331,11,3900
4604,1,1616
4703,4,1533
4702,6,1551
4056,4,1902
4053,14,1903
4051,2,1903
4059,13,1899
4058,4,1901
1617,74,4096
5979,2,211
5978,2,357
5973,7,360
5972,3,362
5970,1,313
5977,1,358
5675,4,678
3610,1,2167
3614,2,1654
3616,26,2165
3617,55,2164
3618,41,2162
2292,1,3310
2296,7,3303
4354,3,872
2569,5,2994
2561,1,3005
2565,32,3002
5196,3,1122
2567,3,2972
2367,13,3207
2363,6,3194
5029,2,1152
2586,14,2970
2583,18,2962
2580,112,2974
5021,2,1294
5025,1,605
2589,6,2987
2588,37,2986
4441,53,1706
1863,6,3839
1862,13,3837
4444,4,1712
4445,3,1647
1866,3,3841
1869,22,3835
1868,23,3832
3727,1,2090
3721,12,2068
4686,13,1570
965,4,4639
966,118,4777
967,4,4714
960,119,4784
961,3,4784
962,55,4472
4681,25,1557
968,372,4743
969,144,4774
4689,1,1550
2109,8,3568
6058,4,262
2103,8,3579
6054,2,267
2107,13,3545
6050,2,271
5117,2,1222
2639,1,2903
5113,10,1110
5112,1,570
2634,14,1644
2636,153,2940
2630,74,2942
2633,2,2957
3430,7,2256
3432,5,2274
3433,6,2281
3434,1,2235
1243,8,4384
3436,21,2265
2740,37,2840
2742,3,2837
2033,9,3604
2744,2,2699
2031,5,2056
2030,1,3660
4844,1,1423
2748,3,2697
4846,59,1400
4847,43,1421
4840,3,1375
4843,1,1388
897,114,3947
5201,6,1091
5202,47,1105
5204,27,962
5207,15,1124
5206,3,1132
5208,1,912
3544,2,2210
5194,3,1138
5197,1,1135
2965,6,2567
1789,5,3933
1967,2,3679
2963,1,2568
2962,3,2571
1780,10,3909
1783,4041,3937
1785,9,3579
1786,29,3931
17923,14,102
3040,27,2074
17928,2,89
3045,2,2472
3044,3,2444
3046,1,2521
5378,2,972
1076,1,4285
1074,20,4622
5371,2,890
5370,1,981
1071,620,4638
18224,3,18
18225,8,16
1678,14,4051
1675,2,4052
5149,1,1192
1677,4,3948
18228,2,14
1673,3,3668
1094,33,4608
1097,16,4598
1090,146,4611
1091,9,4613
1093,2,4563
1098,36,4588
3135,127,2467
3137,4,2466
17855,4,119
1418,2,4288
6019,3,307
1411,1,4291
1413,2,4261
1414,102,4288
1322,586,4385
1320,782,4360
1326,9,4370
1327,160,4371
3963,1,1945
1328,3,3457
1329,33,4376
5766,1,601
5767,1,596
5764,6,599
5765,4,603
4207,1,1731
4204,1,1838
4205,10,1806
1917,1,3765
5566,1,778
5181,5,1150
1256,90,4379
1257,4,4300
1254,8,4339
1255,25,4426
1520,1,4122
1253,1,4310
1250,5,4430
1251,3,4428
1529,9,4124
3956,1,1946
4117,1,1825
4114,180,1877
4115,5,1876
4111,20,1878
17244,2,1117
5143,2,1191
5159,1,1180
4899,164,1391
2972,3,2539
3341,2,2340
5946,3,398
5947,2,397
5945,4,399
5942,19,397
5943,1,149
5940,4,405
4065,12,1841
5949,1,394
5784,3,586
2770,2,2809
5786,3,585
5782,2,589
5783,1,588
5788,7,584
3603,41,2102
3602,3,2177
3606,1,2168
3605,3,2171
5155,2,1183
3609,27,2134
3608,4,2169
5360,5,987
5154,2,1186
5366,1,985
4894,3,1398
5367,2,981
6114,5,169
6116,5,166
1044,2,4519
6110,4,150
6111,2,179
6112,2,164
2352,10,3238
2353,6,3237
4944,11,1361
17692,1,137
1899,1,3724
4455,4,1706
3738,7,2095
1896,1,3671
4458,1,1665
1891,83,3811
959,30,4785
2137,167,3521
2134,162,2910
2135,23,3528
4927,1,1374
4694,8,1560
4697,1,1558
2131,1,3539
951,34,4794
4929,2,1368
955,499,4724
6021,1,306
6024,7,303
6025,1,303
2648,1,2946
5161,3,1179
5163,5,1170
5165,1,1173
5167,112,1139
5169,6,1125
2642,258,2951
2643,3,2743
2644,4,2950
4802,1,1464
2646,6,2949
3428,1,2275
5417,3,735
3427,3,2261
3426,4,2285
3425,2,2127
2006,6,3547
2004,3,3679
4581,2,1627
4851,2,1378
4582,6,1626
4414,1,1290
3557,49,2200
3556,31,2165
3554,2,2204
3550,121,2203
2170,16,3477
6060,1,256
6061,2,255
2914,3,2602
2174,2,3151
2916,2,2613
2917,3,2609
1791,5,3931
17918,1,104
5955,16,386
917,884,4829
1069,212,4460
5309,4,1020
5300,31,1034
1062,1446,4649
5304,4,1032
1067,2,4638
1066,24,4641
18250,3,6
1669,2,3670
1663,16,4059
1661,1,3395
1660,1,3948
1087,2049,4622
4328,7,1768
593,4,1244
1084,38,4613
1080,35,4625
4325,18,1770
18079,1,62
2829,5,2556
2825,115,2738
2823,164,2742
5414,6,940
3385,148,2310
3383,22,2287
3381,3,2245
5502,4,840
17860,6,118
5418,19,933
5419,5,934
3965,1,1937
1403,2,4266
1401,7,4288
1405,415,4294
1404,2,4298
4214,1,1679
1339,5,3292
4210,3,1802
1335,37,4325
1337,2,4374
4219,2,1832
1332,66,4376
5778,3,593
5771,2,600
5775,23,598
5777,1,596
5776,1,597
5574,7,772
5572,2,775
5570,1,777
1240,1,851
3090,11,2493
3096,1,2489
3097,71,2475
3095,2,2490
1249,49,4431
1248,143,4429
3098,7,2489
1539,27,3916
3268,1,2259
4109,47,1878
5347,6,996
3898,141,1981
3892,9,1906
3897,3,1899
3894,2,1982
3895,734,1779
5411,1,932
2119,3,2018
5953,23,389
4079,3,1891
5954,2,388
5958,2,382
4076,13,1748
4070,7,1895
4072,1,1894
5797,3,578
5794,7,580
5793,18,576
5792,4,582
3960,29,1945
5790,14,524
3968,4,1921
5798,1,357
3638,31,2152
3636,2,2095
3631,2,2100
5343,2,988
2345,180,3241
2347,42,3241
2341,5,3241
2343,1,3192
6108,2,182
6107,3,182
6106,2,184
6105,2,185
2349,58,3239
6102,3,148
3708,2,2110
4468,3,1697
1888,27,3699
1887,17,3798
4467,10,1697
3701,6,2112
4463,3,1701
3704,5,2111
2127,5,3543
2126,1444,3486
2129,2,3532
947,7,4795
944,9,4802
945,10,4287
4660,9,1183
4913,1,1385
940,400,4802
4911,515,1386
6039,1,209
6033,2,292
6030,1,297
6036,4,290
6035,2,247
5173,3,1089
5172,21,1165
2659,40,2933
5177,12,1047
5176,8,1170
5175,2,1098
6103,34,190
5178,40,978
2655,2,2937
2654,6,2942
3417,3,2158
3415,605,2289
3410,1,2042
3419,8,1668
5924,1,427
4868,1,1412
6320,7,1841
4862,64,1404
4863,46,1409
2017,3,3667
2016,440,3658
2011,18,3678
2013,8,3676
3563,13,2199
4484,2,1685
4487,21,1685
4481,6,1687
2903,9,2629
2902,9,2630
2901,1,2634
2905,87,2625
2909,12,2590
2908,3,2541
17909,3,103
5319,7,1017
5318,40,1016
5317,12,1020
5314,6,775
1658,2,4038
1659,4,4062
1652,6,4037
1653,6,4056
1650,14,4062
1651,19,4056
1654,10,3900
1986,89,3696
3216,6,2416
3153,1,2428
3151,4,1801
1985,2083,3691
2839,5,2725
3154,3,2454
3210,835,2422
2835,3,2729
2831,2,2734
1983,87,3687
1436,14,4263
1437,25,4272
3393,2,2144
1432,407,4273
3394,53,2297
1430,200,4278
1431,12,4274
1981,558,3696
1439,3,4259
5230,1,1098
5232,2,1094
1348,1,4363
1349,12,4298
4262,33,1808
5233,2,1092
4266,27,1783
1341,2,4282
1347,1,4368
18114,6,56
18115,1,56
18113,3,57
3263,184,2295
5540,21,796
5544,8,795
5545,2,794
1502,209,4175
1503,660,4427
1501,719,4209
1506,55,4199
1504,4,3995
1508,37,4201
3080,1,2437
3082,10,2000
5890,3,430
5892,3,463
5893,2,462
5895,5,454
5896,1,458
5897,1,457
5898,5,457
3885,4,1987
3886,1,1851
3880,13,1990
3888,3,1979
4664,2,1587
4666,1,1056
4915,2,1385
4662,2,1587
4009,2,1921
4002,1,1625
4004,74,2153
4005,8,1921
4006,9,1923
4007,1,1922
3976,28,1937
3629,2,1026
3627,5,2132
2330,8,3021
2331,3,3233
2332,33,3216
2333,96,3259
2334,1,3251
4711,4,1533
2336,141,3139
4713,1,1538
2338,1,2645
6133,120,4643
6130,11,4710
6131,254,4735
4718,3,1536
6137,55,4506
6134,639,4632
6135,19,4541
2959,1,2574
3715,3,2103
3714,37,2082
3716,10,2103
3711,5,2106
5171,7,1159
4479,37,1670
4471,37,1696
4475,3,1690
4474,35,1695
6006,3,318
4908,1,1387
6005,24,140
6003,1,303
4679,1,1578
2489,1,3067
4901,17,1393
1599,2,4108
2484,1,3061
2482,44,3077
4672,6,1573
4907,5,1389
2481,11,3057
2248,6,3362
2652,2,2919
2245,51,3375
2247,7,3356
2240,116,3354
2242,5,3170
995,6,4736
2465,18,3088
997,2,3650
2467,9,3095
991,21,4662
990,2,4317
992,31,4604
5146,2,1195
5144,14,1178
5145,15,1096
999,9,4714
998,1172,4726
5141,28,1198
3401,6,2294
3400,1,2297
17958,1,93
3407,1,2287
4877,768,1402
4871,2,1409
4873,17,1405
3501,1,2230
5018,4,1303
3378,127,2318
2060,2,3626
2061,10,3630
2790,4,2783
2063,7,3632
2796,1,2775
2797,2,2764
2795,2,2776
5348,1,972
6136,82,4519
3372,2,2321
3370,4,2176
5098,10,1232
5099,1,1242
3579,1,2187
3575,10,2190
5091,37,1248
5093,1,1244
2666,2,2652
2667,91,2930
2664,5,2924
2665,6,2788
2662,463,2938
2663,38,2937
2660,1,2875
2936,8,2267
2934,1075,2598
2935,1,2599
2931,2,2599
5326,31,639
5327,1,1008
5324,7,1009
5320,3,1010
5321,2,1014
5328,2,1004
1643,56,4071
1642,3,4053
1649,4,4064
18271,0,-1
4229,2,1181
2808,14,2761
2809,5,2228
4882,1,1244
3166,67,2426
2803,7,2765
3164,1,2378
3162,1,1782
2807,3,2763
5433,4,526
1423,1,4279
5431,1,918
5436,7,916
3369,9,2323
1428,6,4279
3361,84,2327
3363,38,2328
2157,11,3498
4985,2,1183
4273,3,1803
1358,39,4351
4277,15,1797
2400,5,3200
1351,6,4360
1350,1,4362
1357,8,4327
1356,9,4338
1355,12,4231
1354,41,4165
5555,4,788
18125,3,30
4988,38,1153
5559,1,786
937,14,4812
2159,2,3496
4864,1,1405
1515,1,4197
1514,233,4111
1517,47,4194
2409,15,3194
1512,13,4155
5881,2,462
5880,6,468
5886,2,438
5884,4,471
958,5,4712
3184,434,2433
3187,9,2435
3188,5,2047
4018,19,1916
4012,39,1913
4011,1,1915
4904,2,1390
3988,20,1929
3984,6,1934
3981,26,1907
3982,1,1934
3983,4,1599
6121,1,162
2322,3,3281
2321,2,3147
4704,6,1537
2327,1,3224
2326,1,3248
2325,20,3272
2324,14,3273
4708,17,1545
3761,11,2090
3762,3,2084
3764,6,2082
3765,18,2081
3768,1,2080
1292,40,4419
6011,3,288
6010,1,315
4649,1,1195
6014,1,312
6017,1,232
4632,10,1600
4642,1,1596
2490,1,3067
2493,33,3066
2496,16,3016
4424,1,1719
2259,6,3345
2256,1,3357
2254,12,3359
2252,1,3338
5060,2,1265
2250,5,3365
2477,6,3084
2476,1,3084
2474,3,3090
2472,2,3090
5151,4,1187
980,2,4757
981,5,4627
986,21,4706
987,7,4692
2478,4,3084
4090,21,1887
4800,44,1462
2787,37,2483
4803,16,1462
2781,3,2799
2780,13,2798
2782,2,2798
4809,1,1388
2789,2,2778
2079,41,3481
2078,2,3556
2073,164,3618
2072,4,3026
2071,1,3610
4969,2,1336
3508,2,2236
3500,10,2240
5082,2,1046
5081,5,1255
5080,154,1260
3505,2,2238
5085,5,1255
2672,39,2790
2676,618,2920
2928,47,2602
2921,376,2475
2920,67,2448
5331,1,1004
5333,2,1004
5334,20,1004
5338,3,1000
1630,3,4086
3215,56,2420
1632,3,4084
1633,149,3848
1982,2,3699
3211,68,2412
1636,7,4047
1637,4,3279
1638,8,4063
2817,134,2738
2811,1,2759
2810,5,2759
2812,3,2755
18280,0,-3
3171,138,2444
3170,3,2444
3175,2,2443
3174,13,2392
5086,15,1194
5429,1,921
1189,6,4444
5427,2,894
3374,13,2137
3373,3,2321
5420,1,930
1180,2,4456
1181,3,4475
1748,3,4003
1745,2,3974
1746,25,3985
1747,1,3965
1741,3,3996
1743,8,3974
1164,82,4477
1165,10,4497
4393,3,1731
1161,59,4508
1163,2,4453
4394,1,1679
1168,19,4468
4240,1,1759
5522,99,813
5523,12,800
5527,1,811
1488,58,4033
2034,63,3650
1568,33,2440
1298,14,4400
3194,2,1773
1560,22,4119
1293,82,4398
1562,742,4114
1563,3,4143
1564,125,2903
1565,2,4139
1566,949,4138
5253,4,1076
5638,3,713
5639,6,702
4390,7,942
5635,5,661
4392,3,1731
5637,1,714
5630,1,668
4395,109,1730
3197,1,2433
3196,2,2434
3195,105,2435
1365,8,4332
3728,1,2097
2180,4,3471
3199,108,2429
1369,1,4334
4024,1,221
4022,25,1910
4029,2,1817
5988,4,303
5986,3,354
5984,1,355
5985,9,304
3997,2,1910
3995,1,1928
3993,20,1929
4930,7,1355
4687,24,1560
4684,3,1277
6150,9,3046
6151,1,2909
6152,3,2561
4933,4,1372
4934,3,1372
4731,13,1505
4737,15,1511
2319,13,3278
2317,39,3233
2314,152,3287
4739,11,1516
2313,8,3277
2310,55,3271
5854,1,463
5852,1,514
5859,1,325
3772,17,2078
3771,1,2080
3776,1,2077
3775,16,2189
3774,19,1991
3779,61,2061
4834,4,1433
4655,3,1378
4656,1,1497
4652,1,1591
18184,6,34
2262,4,3350
2263,8,3349
5487,3,861
2267,10,3340
2264,4,3344
2440,52,3148
2441,1,3013
2448,112,3123
2449,1,2260
18180,2,36
6055,2,265
2102,2,3580
2044,4,3378
2045,297,3652
4817,9,1415
2040,1,3026
2041,156,3654
3155,25,2455
2838,1,1656
3159,13,2395
3519,270,2189
3517,1,2230
3515,12,2230
3514,2,2230
2689,1,2880
2830,6,2735
2683,13,2915
5407,77,941
5406,5,899
5118,3,1222
1433,452,4273
3207,7,2410
1622,1,4092
3205,9,2375
1992,14,3667
5186,2,1146
3202,11,2432
1625,5,4085
1624,1,4056
1998,78,3684
3209,4,2425
5058,4,1273
2861,3,2691
2869,6,2661
17826,37,81
17825,1,108
5408,2,908
3349,46,2326
1191,368,3919
1190,1,4464
1193,90,4460
1192,15,4462
3346,23,2328
1194,17,4458
1196,3,4440
1757,5,3771
1756,30,3975
1755,2,3975
1754,18,3966
1753,45,3964
1752,1,3969
1750,50,3921
4259,6,1724
4258,19,1722
1172,24,4380
1171,13,4488
1170,2,4477
4251,2,1817
4255,7,1814
4254,4,1489
1179,20,4185
4256,120,1813
18148,1,51
5530,2,804
5536,3,579
5534,1,802
5539,8,797
1285,1,4406
1287,7,4400
1286,1,4302
1281,5,4387
1282,77,4405
1288,1,3997
1572,55,4130
1571,1,4004
1570,60,4133
1577,2,4121
1576,1,4126
1575,3,4114
1574,126,4122
4260,1,1700
6016,1,289
3435,2,2280
4263,2,1808
4388,3,1734
5629,17,702
2036,1,3658
4383,14,1552
4380,1,1738
4387,240,1706
5622,3,673
4385,12,1732
5620,1,726
1370,3699,4338
1372,5,4332
1377,502,4278
4269,3,1802
1378,129,4325
3832,1,2039
3833,13,1934
2746,1,2835
3839,141,1996
4030,1,1912
4033,1,1880
4035,1,1909
5990,1,318
4037,1,1852
4845,1,1423
4039,2,1907
4038,4,1907
4186,2,1846
4738,9,1516
6142,42,4166
6141,148,4212
6140,9,4239
6147,9,3632
6145,183,3862
6144,4,3866
6148,43,3382
2309,35,3288
2308,4,2264
4729,11,1489
2301,3,3298
2303,2,3294
2305,32,3294
4720,1,1533
4723,10,1514
5844,22,526
5843,6,527
5841,7,518
3747,1,2091
3745,1,2091
3742,3,2089
3740,1,2094
4620,1,1607
4623,1,369
4627,3,1604
2271,18,2922
2279,9,3325
2278,72,3329
4981,3,1233
2459,1,2909
2458,13,3106
2455,69,3074
2457,29,3109
2451,1,3014
3699,1,2113
2053,42,3596
4828,2,1442
3690,2,1456
4827,13,1440
4824,4,1409
4537,1,1655
4822,4,1169
4531,6,1404
3696,1,1706
4983,3,1326
4633,1,1599
17758,5,116
3522,2,2229
3529,1,2222
1364,23,4341
2699,366,2885
2696,1,2465
2694,2,2813
2693,165,2860
3227,1,1428
2691,15,2897
2690,1,2902
1971,26,3692
3232,10,2350
3233,5,2412
5199,1,1134
5198,2,1135
1965,2,3711
1614,4,4078
1615,2,4099
5193,4,1139
1611,15,3412
3674,5,2076
2877,407,2604
2876,1,2543
3354,2,2330
3357,1,2311
3351,30,2310
5448,14,801
5442,9,719
5444,2,898
1769,12,3958
1763,3,3965
1761,1,3968
1142,1,4528
1143,76,4488
1140,40,4531
1141,2,4451
1146,19,4463
1147,38,4517
1144,30,4541
1145,2,4513
1149,5,4527
18158,18,46
2966,549,2565
18156,3,49
5503,1,840
4982,2,1331
1542,6,4169
1541,21,4147
540,1,1803
3784,19,2075
549,92,1989
5137,15,975
5619,4,726
5612,1,737
1388,4,4281
4497,2,1679
1384,85,4300
1387,110,4309
1382,19,4329
1383,12,4329
3825,11,1522
3823,10,1883
3822,5,2048
3820,136,1662
5001,17,1311
3828,20,2032
3583,2,2185
4282,3,920
4280,4,1631
4284,32,1793
2761,1,2818
6170,3,2437
4758,10,1500
4759,60,1499
4752,11,1504
4753,1,1503
4754,2,1501
4756,1,1050
4757,1,978
5873,1,487
5879,14,477
3758,1,1354
5462,1,881
3752,12,2061
3755,56,2083
3757,24,2088
2190,205,3435
2191,15,3361
2192,5,3335
2195,22,3458
2198,14,3430
4638,1,1366
2200,12,3448
2205,20,3428
2206,23,3425
2207,5,3170
2208,3,3430
2209,41,3429
2420,13,3185
2423,1,3173
1849,12,3842
2426,61,3176
2427,18,3173
1848,1,1370
1676,149,4025
4667,60,1576
4839,3,1437
4838,2,1430
3689,2,2094
2342,7,3234
4528,4,1659
4830,2,1425
4525,1,1658
4835,6,1224
3686,2,2123
4837,3,1174
3684,3,2122
3212,106,2398
2518,1,2803
2519,2,2683
2514,8,3043
2515,4,3035
2516,88,3036
908,4,4833
2734,1,2846
2736,1,1081
2737,1,2842
2730,6,2849
2731,2,2789
5299,1,1034
5296,1,1036
5295,5,803
5293,1,1039
3531,5,2220
3533,1,1829
3535,26,2218
3534,1,2070
3537,5,1463
3536,1,2214
5056,2,1275
5057,3,1219
5050,8,988
17744,2,125
17745,3,137
1814,64,3891
1815,39,3889
1812,1,3755
1813,1,3910
4339,1,1718
1818,12,3912
6074,2,242
4952,1,1350
2167,3,2749
1609,11,3853
4987,1,1323
3229,3,2414
3228,1,2414
1601,1,4109
3224,8,2417
1603,7,4108
3226,20,2125
1605,12,4108
1607,23,4107
3222,10,2418
6078,1,226
2848,4,2715
2846,13,2714
5604,2,743
2842,7,2696
2843,4,2705
3320,6,2251
5474,2,865
5470,7,873
5478,1,866
5479,4,830
1775,225,3953
1774,276,3951
1777,28,3945
5277,8,1052
1772,51,3936
1778,1,3946
1159,1,4468
1158,2,4687
2999,2,2552
1154,65,4514
1157,131,4509
1156,94,4463
1151,40,4437
1153,2,4515
5519,1,821
5518,1,757
5512,3,825
5514,3,828
5516,4,827
2998,302,2553
1550,50,4149
1553,4,4101
1552,877,4155
1555,9,4152
1554,68,4122
1557,45,4152
1559,1,4149
1558,11,4150
2992,26,2548
2993,46,2552
2994,5,2550
3033,6,2532
2990,30,2556
1906,8,3778
5609,2,739
5608,5,740
4690,28,1430
5134,2,1204
1419,12,4286
1399,2,746
1396,2,4303
1395,8,4226
1393,1,4295
1392,164,4287
1390,1,4308
3811,2,2058
3814,5,2038
3818,19,2016
3819,62,2056
4295,14,1785
4294,3,1786
5125,4,1213
1422,26,4282
4741,2,672
4740,2,1515
4745,3,1515
5869,1,492
5865,2,314
5864,1,495
5861,4,439
5860,49,500
4714,2,1537
6138,1,2934
2183,7,3026
6139,14,4022
2186,1,3457
2185,1,3463
2184,29,3468
4607,28,1612
2189,155,3435
4602,399,1615
2213,1,3421
2210,36,3426
2216,4,3420
2215,2,3423
2214,3,3417
2219,16,3396
2218,235,3418
2433,12,3155
2432,18,3160
2430,45,2460
4922,14,1371
4519,13,1410
4514,1,1670
4515,56,1669
5760,2,605
2509,136,3046
2507,1,3049
2506,50,3050
2505,17,3018
2502,2,3011
2501,3,3055
2727,2,2122
5288,35,1039
2724,2,2855
2720,4,2859
5282,88,1055
5284,3,1046
2728,11,2843
5049,2,1286
5046,7,1288
5045,4,1220
5043,4,1289
5041,8,1274
3782,27,2072
3783,44,2075
3786,29,2106
3787,3,2065
1801,434,3919
1800,147,3817
4996,9,1319
4994,1,1321
4992,4,1312
4990,1,1322
3258,179,2393
1942,5,3726
1940,164,3737
0,4,2077
1527,395,4180
1521,12,3961
3206,6,2425
2851,1,2701
2850,2,1163
2852,239,2705
2854,2,886
2857,1,2659
2856,9,2694
3332,9,2282
1493,336,4206
5467,14,874
1497,4,4207
1498,1,4205
1499,46,4208
1702,175,4030
1703,2,4030
1704,16,4030
5184,7,1147
5261,15,1061
3200,2,2198
4572,1,1625
5269,1,1058
5268,2,1059
3658,4,2138
2989,7,2556
2983,7,2596
3026,39,2505
3025,3,2520
2980,210,2554
3023,107,2532
3022,1,2515
2984,29,2476
1018,771,4708
1015,926,4708
1016,51,4703
1011,4,4718
1012,95,4693
1234,32,4437
1236,144,4431
1237,14,4436
1230,1,4440
1231,2,4439
1238,10,4436
5053,1,1265
4359,64,1753
5678,1,677
4356,4,1689
6000,1,301
4903,1,1393
3809,11,1464
3808,149,2060
4905,2,1390
3801,16,2066
2483,129,3080
4670,4,834
5709,1,646
5705,1,653
5707,1,648
5702,1,655
4776,7,1489
4777,8,1485
4775,20,1490
3163,5,2397
4778,10,1488
4174,11,1852
4175,1,1852
4176,2,1827
4177,1,1844
4179,1,1850
5818,1,556
5810,1,561
5811,19,561
5816,1,556
5817,6,513
2464,44,3097
2949,1,2582
2948,21,2158
2466,1,3095
4610,23,1612
4614,107,1511
2461,1,3025
2228,50,3382
2227,21,3398
2225,8,3406
2223,460,3407
2220,5,3415
2221,1,3026
1,4379,4832
5927,11,416
5922,1,430
5923,2,429
5929,3,304
5356,3,989
2469,1,3093
4506,8,1673
4501,1,1677
4500,1,1677
4503,10,1675
5352,1,990
2089,112,3593
2080,68,3581
2086,6,3601
2087,1,3590
5450,1,892
2533,4,3022
2530,10,3021
2536,1,3022
2712,5,2867
5453,6,874
2717,2,2854
2714,2,2266
5454,5,890
2718,13,2843
5455,22,889
5072,1,1178
5070,1,1266
5457,1,879
5076,1,1226
5077,1,1261
5074,5,1263
5075,14,1262
1832,207,3863
1833,49,3876
1830,4,3880
1835,66,3874
3791,1,2070
3792,26,2070
3054,1,2271
2156,3,3503
938,83,4756
2150,15,3519
4984,3,1311
2152,3,3508
2401,4,3194
933,354,4810
932,23,4798
931,13,4174
930,802,4785
2158,54,3498
936,17,4802
2408,350,3173
934,278,4814
5383,1,961
1952,3,3720
3249,4,2322
3248,6,2405
3242,109,2365
3240,22,2408
3247,181,2393
3244,1,2404
4404,1,1712
829,1161,3857
4407,4,1725
1176,4,4469
1482,8,4135
1480,110,4204
5498,4,847
1486,45,4209
1485,15,4201
3305,12,2365
5490,2,860
3303,45,2368
5492,3,858
5493,1,831
5252,1,794
928,192,4814
1711,7,3387
1710,23,4022
5256,38,1062
5254,2,1075
1719,7,4018
4319,2,1774
2414,1,3191
1139,1,4421
1132,44,4542
1131,1,4534
18186,3,33
1136,40,4507
1134,16,4513
4974,3,1334
4257,2,1812
4975,13,1271
1178,2,3959
2791,4,2777
4064,2,1897
3012,3,2481
3013,7,2545
3017,2,2542
1008,62,4722
1006,2,4514
1004,136,4699
1003,6,4729
1002,5,4726
1001,6,4694
1000,1748,4727
1225,189,4440
1224,61,4118
1222,9,4307
4183,13,1806
4182,4,1845
4185,136,1847
1228,2,4432
5663,3,585
5661,27,689
5667,5,684
5666,2,685
5665,13,685
4347,11,1703
5669,2,683
5668,2,683
4342,14,1761
4341,34,1760
2882,1,2657
2887,53,2651
2884,8,2661
2889,15,2634
17888,4,113
3871,17,1999
3875,228,2002
3876,1,1894
3276,1,2388
5718,1,624
5717,27,570
5711,1,645
5710,4,646
3275,12,2350
3272,2,2386
3904,73,1979
3901,6,1793
3903,170,1981
3908,58,1979
3909,59,1942
4761,5,1398
4760,1,1499
