user,activity,active days
1440,299,4240
4279,2,1556
4278,18,1788
4859,1,1414
5734,81,628
5736,1,624
5732,2,627
5739,17,606
5738,2,625
4853,3,1329
4725,34,1015
1061,1,4655
3922,4,1975
3928,1,1968
3929,23,1968
4372,3,1751
5657,2,695
4787,1,1380
4785,2,1485
4784,1,1486
4781,4,1487
5820,6,560
5823,3,528
4149,168,1865
5827,1,547
5829,6,547
5828,4,540
4146,5,812
4140,1,1870
4143,2,1868
3852,100,2027
3850,1,2028
3858,101,2025
6099,2,201
6091,2,210
6092,14,207
6095,272,203
6094,17,176
6097,1,201
6096,2,203
5918,1,437
5915,2,442
5917,1,437
5910,1,354
4558,2,1647
3672,4,2102
3673,5,2084
3676,3,2132
4553,1,1649
4456,4,1710
2543,5,3021
2542,2,2982
2541,206,3023
2540,35,2957
2546,20,3020
1455,41,4254
2548,1,3012
2380,27,3207
2382,1,3213
2385,7,2919
2386,17,2723
2389,546,3209
5003,1,1321
2769,5,2815
2768,29,2801
3584,3,2189
3585,19,2175
5005,1,625
3587,5,2188
2763,1,2816
4918,1,1385
5009,2,1317
2760,3,2788
2767,4,2396
2766,358,2818
902,3765,4837
903,14,4837
900,19,4735
901,534,4833
906,990,4837
907,76,4836
904,64,4832
905,3575,4838
4422,1,1717
1842,2,3872
1841,530,3874
909,4,4833
1845,304,3863
6076,32,238
6075,1,246
4959,188,1349
6073,3,248
6071,1,246
2165,13,3494
4953,1,1354
4950,40,1359
2166,2,3493
4956,3,1352
4957,235,1345
6079,2,227
2162,29,3487
2616,181,2974
2614,2,2972
4916,5,1388
2610,13,2975
3868,1,1703
4540,1,1117
3294,2,2383
3296,5,2380
1905,6,3357
1902,7,3804
3291,76,2348
3292,6,2381
1901,7,3794
3453,1,2265
3450,87,2272
3454,3,2220
3458,17,2269
5229,6,1103
5223,1,1113
5220,1,1100
5227,1,448
5225,2,1111
5224,1,1112
3062,27,2261
3067,2,2477
3065,1,2509
17943,4,101
2947,60,2536
3068,6,2507
2940,87,2589
1050,3,4482
1051,28,4609
1053,5,4642
1055,4,4662
5350,1,995
1058,24,4658
5421,11,934
5359,3,990
5358,9,993
1697,4,4034
1694,877,4039
1695,104,4037
1692,101,3913
1691,8,3953
1279,9,4372
4313,5,1781
1270,1,3814
1271,1,4382
1272,314,4417
1274,2,4280
5236,12,1093
3119,1,2347
3118,4,2472
3117,28,2557
3116,1,2482
3115,1,2477
3114,188,2483
3112,1,2484
3111,1,2483
1472,154,4221
1470,347,4055
3330,93,2348
1476,25,4232
1477,22,4223
1478,3,4230
1479,207,4221
1304,116,4393
1306,30,4393
1301,74,4403
1303,11,4133
5740,1,625
5741,5,556
5743,4,623
5745,6,622
5468,2,878
4224,14,1834
4227,8,1784
4220,15,1660
4223,1,1775
5586,1,759
5584,4,761
5585,4,758
5582,1,766
5583,1,763
5580,2,770
5028,1,1303
3939,5,1736
1068,6,4576
3391,5,2310
3937,1,1963
3936,4,1949
3931,2,1967
3930,2,1967
3933,7,1896
3932,2,1967
5263,7,1072
1516,8,4153
1706,3,4033
4130,1,1875
4131,89,1872
4135,2,1873
5692,1,671
3840,2,2033
3843,10,2031
3844,27,2031
4430,1,1612
5306,2,1018
5307,2,1032
4044,8,1775
4045,2,1909
4041,162,1910
4042,4,1648
5961,7,383
5964,1,378
3665,1,2135
4945,1,1363
3667,9,2055
3666,6,2142
3662,39,2132
2280,2,2588
2281,18,3330
2282,7,3329
2287,145,3319
4549,14,1653
4541,8,1656
973,150,4748
4542,2,1656
1468,126,4235
4940,1,1370
939,1,2745
2579,2,2998
2576,10,2932
2577,15,2992
2572,85,2998
2571,1,2981
4535,2,1381
2374,1,3221
2375,16,3073
2376,655,3178
2377,2,3218
2370,23,3221
2371,5,3224
2373,66,3223
3597,55,2147
3596,4,2158
3594,2,2113
5035,1,1301
5032,17,1301
4532,2,1661
1870,114,3837
4432,12,1722
4438,1,1057
1878,21,3832
977,70,4764
976,1123,4738
4947,17,1173
974,20,4655
4941,17,1367
972,15,4766
970,230,4755
4948,1,1361
6043,1,290
6041,6,290
6045,4,279
2111,15,3565
6049,1,276
2114,931,3556
2117,5,3552
4152,33,1863
2626,20,2967
2624,14,2963
2625,72,2966
2628,1,2966
1919,21,3730
1918,202,3773
5109,2,1238
3289,1,2386
1911,33,3634
5100,4,1212
1912,22,3710
1915,8,3412
3282,1,2390
5104,3,1243
3280,3,2271
3140,6,997
3444,3,2275
3447,161,2271
2756,137,2818
2025,1,3665
2755,303,2827
2020,1,3667
2750,3,2832
2028,57,3662
2029,145,3665
5216,1,1084
5214,11,1120
5213,1,662
5211,1,1122
5218,23,1101
774,2,295
4596,3,1625
76,15,616
17868,13,120
17939,9,102
2970,6,2506
3055,10,2503
3053,1,2380
2975,9,2180
5362,1,989
1042,8,4646
1041,1,3480
1047,33,4667
1046,4,4549
5364,1,756
3527,33,2227
17940,3,25
5413,7,945
1683,266,4047
1685,59,4051
1684,1,3965
5246,11,1084
1688,3,4049
4302,2,1787
3024,1,2544
4307,1,1771
4304,2,1576
1263,2,4424
2987,8,2549
1266,1,4415
1264,2,4424
3287,22,2352
5101,1,1243
17942,2,101
17846,1,125
3124,88,2475
1469,1,4238
3281,3,2390
1465,3,4249
6065,3,210
1467,4,4244
1466,54,4204
1316,1,4393
1314,2,4395
1312,354,4357
1311,3,4399
1319,10,4392
5753,1,617
5751,4,619
5750,3,618
5756,17,612
4238,3,1826
4237,2,1815
5758,11,614
5590,126,753
5593,1,746
5594,40,708
5596,3,752
3948,14,1956
3942,2,1942
3943,1,775
3945,4,1905
3946,389,1619
4129,7,1829
4128,1,1875
2757,6,2742
4122,3,1847
4120,6,1538
5688,7,655
5685,1,385
5687,1,675
5686,3,676
5683,179,664
4706,1,1551
1331,11,3904
4604,1,1620
4703,4,1538
4702,6,1556
4056,4,1907
4053,14,1907
4051,2,1908
4059,13,1903
4058,4,1905
1617,74,4100
5979,2,216
5978,2,362
5973,7,365
5972,3,367
5970,1,317
5977,1,363
5675,4,683
3610,1,2171
3614,2,1659
3616,26,2169
3617,55,2168
3618,41,2167
2292,1,3315
2296,7,3307
4354,3,876
2569,5,2999
2561,1,3009
2565,32,3006
5196,3,1126
2567,3,2976
2367,13,3211
2363,6,3199
5029,2,1156
2586,14,2975
2583,18,2967
2580,112,2979
5021,2,1299
5025,1,610
2589,6,2992
2588,37,2990
4441,53,1710
1863,6,3844
1862,13,3842
4444,4,1717
4445,3,1651
1866,3,3846
1869,22,3840
1868,23,3837
3727,1,2094
3721,12,2073
4686,13,1574
965,4,4643
966,118,4781
967,4,4719
960,119,4788
961,3,4788
962,55,4476
4681,25,1561
968,372,4748
969,144,4779
4689,1,1554
2109,8,3572
6058,4,266
2103,8,3584
6054,2,271
2107,13,3550
6050,2,276
5117,2,1226
2639,1,2907
5113,10,1115
5112,1,574
2634,14,1648
2636,153,2944
2630,74,2946
2633,2,2962
3430,7,2260
3432,5,2278
3433,6,2285
3434,1,2240
1243,8,4388
3436,21,2270
2740,37,2845
2742,3,2842
2033,9,3608
2744,2,2703
2031,5,2061
2030,1,3664
4844,1,1428
2748,3,2702
4846,59,1405
4847,43,1426
4840,3,1380
4843,1,1393
897,114,3952
5201,6,1095
5202,47,1110
5204,27,967
5207,15,1128
5206,3,1137
5208,1,917
3544,2,2215
5194,3,1143
5197,1,1139
2965,6,2571
1789,5,3937
1967,2,3683
2963,1,2572
2962,3,2575
1780,10,3914
1783,4044,3942
1785,9,3584
1786,29,3936
17923,14,107
3040,27,2078
17928,2,93
3045,2,2477
3044,3,2449
3046,1,2525
5378,2,976
1076,1,4290
1074,20,4627
5371,2,895
5370,1,986
1071,620,4642
18224,3,23
18225,8,20
1678,14,4056
1675,2,4057
5149,1,1197
1677,4,3953
18228,2,18
1673,3,3673
1094,33,4613
1097,16,4603
1090,146,4615
1091,9,4618
1093,2,4568
1098,36,4593
3135,127,2471
3137,4,2470
17855,4,123
1418,2,4292
6019,3,312
1411,1,4296
1413,2,4266
1414,102,4292
1322,586,4389
1320,782,4365
1326,9,4374
1327,160,4375
3963,1,1949
1328,3,3461
1329,33,4381
5766,1,606
5767,1,600
5764,6,604
5765,4,608
4207,1,1736
4204,1,1842
4205,10,1810
1917,1,3770
5566,1,782
5181,5,1155
1256,90,4384
1257,4,4305
1254,8,4344
1255,25,4431
1520,1,4126
1253,1,4314
1250,5,4434
1251,3,4433
1529,9,4128
3956,1,1950
4117,1,1829
4114,180,1881
4115,5,1881
4111,20,1882
17244,2,1121
5143,2,1196
5159,1,1184
4899,164,1395
2972,3,2544
3341,2,2344
5946,3,402
5947,2,401
5945,4,403
5942,19,402
5943,1,154
5940,4,410
4065,12,1846
5949,1,398
5784,3,590
2770,2,2814
5786,3,590
5782,2,594
5783,1,593
5788,7,589
3603,41,2106
3602,3,2181
3606,1,2173
3605,3,2176
5155,2,1187
3609,27,2138
3608,4,2173
5360,5,991
5154,2,1190
5366,1,989
4894,3,1402
5367,2,986
6114,5,173
6116,5,171
1044,2,4523
6110,4,155
6111,2,184
6112,2,168
2352,10,3243
2353,6,3241
4944,11,1366
17692,1,142
1899,1,3728
4455,4,1711
3738,7,2099
1896,1,3676
4458,1,1669
1891,83,3815
959,30,4789
2137,167,3525
2134,162,2915
2135,23,3533
4927,1,1379
4694,8,1565
4697,1,1563
2131,1,3543
951,34,4798
4929,2,1373
955,499,4729
6021,1,310
6024,7,308
6025,1,307
2648,1,2951
5161,3,1183
5163,5,1175
5165,1,1177
5167,112,1144
5169,6,1130
2642,258,2955
2643,3,2747
2644,4,2954
4802,1,1469
2646,6,2954
3428,1,2280
5417,3,739
3427,3,2266
3426,4,2289
3425,2,2132
2006,6,3552
2004,3,3683
4581,2,1631
4851,2,1382
4582,6,1630
4414,1,1294
3557,49,2204
3556,31,2170
3554,2,2208
3550,121,2207
2170,16,3482
6060,1,261
6061,2,260
2914,3,2606
2174,2,3155
2916,2,2618
2917,3,2614
1791,5,3935
17918,1,109
5955,16,391
917,884,4834
1069,212,4465
5309,4,1025
5300,31,1039
1062,1446,4654
5304,4,1036
1067,2,4643
1066,24,4646
18250,5,10
1669,2,3675
1663,16,4063
1661,1,3399
1660,1,3953
1087,2049,4626
4328,7,1772
593,4,1249
1084,38,4617
1080,35,4629
4325,18,1775
18079,1,67
2829,5,2561
2825,115,2742
2823,164,2746
5414,6,945
3385,148,2315
3383,22,2292
3381,3,2249
5502,4,845
17860,6,122
5418,19,938
5419,5,939
3965,1,1942
1403,2,4270
1401,7,4293
1405,415,4299
1404,2,4302
4214,1,1684
1339,5,3296
4210,3,1806
1335,37,4330
1337,2,4378
4219,2,1837
1332,66,4380
5778,3,598
5771,2,604
5775,23,603
5777,1,601
5776,1,602
5574,7,777
5572,2,780
5570,1,781
1240,1,856
3090,11,2498
3096,1,2493
3097,71,2480
3095,2,2494
1249,49,4435
1248,143,4434
3098,7,2493
1539,27,3921
3268,1,2264
4109,47,1882
5347,6,1000
3898,141,1985
3892,9,1911
3897,3,1903
3894,2,1987
3895,734,1783
5411,1,936
2119,3,2022
5953,23,393
4079,3,1896
5954,2,393
5958,2,387
4076,13,1753
4070,7,1900
4072,1,1898
5797,3,582
5794,7,584
5793,18,580
5792,4,586
3960,29,1950
5790,14,528
3968,4,1926
5798,1,361
3638,31,2156
3636,2,2099
3631,2,2105
5343,2,993
2345,180,3246
2347,42,3246
2341,5,3246
2343,1,3197
6108,2,186
6107,3,186
6106,2,189
6105,2,189
2349,58,3244
6102,3,152
3708,2,2115
4468,3,1701
1888,27,3703
1887,17,3803
4467,10,1702
3701,6,2117
4463,3,1706
3704,5,2115
2127,5,3548
2126,1444,3491
2129,2,3537
947,7,4799
944,9,4807
945,10,4291
4660,9,1187
4913,1,1390
940,400,4807
4911,515,1390
6039,1,213
6033,2,297
6030,1,302
6036,4,295
6035,2,252
5173,3,1094
5172,21,1170
2659,40,2938
5177,12,1052
5176,8,1174
5175,2,1103
6103,34,194
5178,40,983
2655,2,2942
2654,6,2947
3417,3,2163
3415,605,2293
3410,1,2046
3419,8,1673
5924,1,432
4868,1,1416
6320,7,1846
4862,64,1408
4863,46,1414
2017,3,3672
2016,440,3662
2011,18,3683
2013,8,3680
3563,13,2203
4484,2,1689
4487,21,1689
4481,6,1691
2903,9,2634
2902,9,2635
2901,1,2638
2905,87,2630
2909,12,2594
2908,3,2545
17909,3,108
5319,7,1021
5318,40,1021
5317,12,1024
5314,6,779
1658,2,4043
1659,4,4066
1652,6,4042
1653,6,4061
1650,14,4067
1651,19,4061
1654,10,3905
1986,89,3701
3216,6,2421
3153,1,2433
3151,4,1805
1985,2083,3695
2839,5,2730
3154,3,2458
3210,835,2427
2835,3,2734
2831,2,2738
1983,87,3691
1436,14,4267
1437,25,4276
3393,2,2148
1432,407,4278
3394,53,2301
1430,200,4282
1431,12,4279
1981,558,3701
1439,3,4264
5230,1,1102
5232,2,1099
1348,1,4368
1349,12,4302
4262,33,1812
5233,2,1097
4266,27,1788
1341,2,4287
1347,1,4372
18114,6,60
18115,1,61
18113,3,61
3263,184,2300
5540,21,800
5544,8,799
5545,2,798
1502,209,4179
1503,660,4432
1501,719,4213
1506,55,4203
1504,4,4000
1508,37,4205
3080,1,2442
3082,10,2004
5890,3,434
5892,3,467
5893,2,467
5895,5,459
5896,1,463
5897,1,462
5898,5,461
3885,4,1992
3886,1,1856
3880,13,1994
3888,3,1984
4664,2,1591
4666,1,1060
4915,2,1389
4662,2,1592
4009,2,1926
4002,1,1629
4004,74,2157
4005,8,1925
4006,9,1927
4007,1,1927
3976,28,1941
3629,2,1030
3627,5,2137
2330,8,3026
2331,3,3237
2332,33,3221
2333,96,3263
2334,1,3256
4711,4,1537
2336,141,3144
4713,1,1543
2338,1,2649
6133,120,4648
6130,11,4714
6131,254,4739
4718,3,1540
6137,55,4511
6134,639,4636
6135,19,4546
2959,1,2579
3715,3,2107
3714,37,2086
3716,10,2107
3711,5,2111
5171,7,1164
4479,37,1674
4471,37,1701
4475,3,1694
4474,35,1699
6006,3,322
4908,1,1392
6005,24,145
6003,1,307
4679,1,1583
2489,1,3072
4901,17,1397
1599,2,4112
2484,1,3066
2482,44,3082
4672,6,1577
4907,5,1393
2481,11,3062
2248,6,3366
2652,2,2923
2245,51,3380
2247,7,3360
2240,116,3359
2242,5,3174
995,6,4741
2465,18,3092
997,2,3654
2467,9,3099
991,21,4666
990,2,4322
992,31,4609
5146,2,1200
5144,14,1182
5145,15,1100
999,9,4719
998,1172,4730
5141,28,1203
3401,6,2298
3400,1,2301
17958,1,98
3407,1,2292
4877,773,1406
4871,2,1414
4873,17,1410
3501,1,2235
5018,4,1308
3378,127,2322
2060,2,3631
2061,10,3634
2790,4,2788
2063,7,3637
2796,1,2780
2797,2,2769
2795,2,2781
5348,1,977
6136,82,4523
3372,2,2326
3370,4,2181
5098,10,1236
5099,1,1247
3579,1,2192
3575,10,2195
5091,37,1253
5093,1,1249
2666,2,2656
2667,91,2935
2664,5,2929
2665,6,2792
2662,463,2942
2663,38,2941
2660,1,2879
2936,8,2271
2934,1075,2603
2935,1,2603
2931,2,2604
5326,31,643
5327,1,1013
5324,7,1013
5320,3,1014
5321,2,1018
5328,2,1008
1643,56,4075
1642,3,4057
1649,4,4068
18271,6,4
4229,2,1186
2808,14,2766
2809,5,2233
4882,1,1249
3166,67,2431
2803,7,2770
3164,1,2382
3162,1,1786
2807,3,2767
5433,4,531
1423,1,4284
5431,1,922
5436,7,921
3369,9,2327
1428,6,4283
3361,84,2331
3363,38,2332
2157,11,3503
4985,2,1187
4273,3,1808
1358,39,4355
4277,15,1801
2400,5,3205
1351,6,4365
1350,1,4366
1357,8,4331
1356,9,4342
1355,12,4235
1354,41,4169
5555,4,793
18125,3,34
4988,38,1157
5559,1,791
937,14,4816
2159,2,3501
4864,1,1409
1515,1,4201
1514,233,4115
1517,47,4198
2409,15,3198
1512,13,4159
5881,2,467
5880,6,472
5886,2,442
5884,4,476
958,5,4717
3184,434,2438
3187,9,2440
3188,5,2051
4018,19,1920
4012,39,1917
4011,1,1920
4904,2,1395
3988,20,1933
3984,6,1939
3981,26,1912
3982,1,1939
3983,4,1604
6121,1,167
2322,3,3285
2321,2,3151
4704,6,1541
2327,1,3229
2326,1,3252
2325,20,3276
2324,14,3278
4708,17,1549
3761,11,2094
3762,3,2088
3764,6,2087
3765,18,2086
3768,1,2085
1292,40,4423
6011,3,293
6010,1,319
4649,1,1199
6014,1,317
6017,1,236
4632,10,1605
4642,1,1600
2490,1,3071
2493,33,3071
2496,16,3020
4424,1,1724
2259,6,3349
2256,1,3361
2254,12,3364
2252,1,3342
5060,2,1270
2250,5,3370
2477,6,3088
2476,1,3088
2474,3,3094
2472,2,3095
5151,4,1191
980,2,4762
981,5,4631
986,21,4711
987,7,4696
2478,4,3088
4090,21,1892
4800,44,1467
2787,37,2488
4803,16,1466
2781,3,2804
2780,13,2803
2782,2,2802
4809,1,1392
2789,2,2783
2079,41,3485
2078,2,3561
2073,164,3622
2072,4,3031
2071,1,3614
4969,2,1341
3508,2,2240
3500,10,2245
5082,2,1051
5081,5,1259
5080,154,1265
3505,2,2242
5085,5,1260
2672,39,2794
2676,618,2925
2928,47,2606
2921,376,2480
2920,67,2452
5331,1,1008
5333,2,1008
5334,20,1008
5338,3,1005
1630,3,4091
3215,56,2424
1632,3,4088
1633,149,3852
1982,2,3703
3211,68,2416
1636,7,4052
1637,4,3283
1638,8,4068
2817,134,2743
2811,1,2764
2810,5,2763
2812,3,2759
18280,1,2
3171,138,2448
3170,3,2449
3175,2,2447
3174,13,2396
5086,15,1198
5429,1,925
1189,6,4448
5427,2,899
3374,13,2141
3373,3,2326
5420,1,934
1180,2,4460
1181,3,4480
1748,3,4007
1745,2,3979
1746,25,3990
1747,1,3969
1741,3,4000
1743,8,3979
1164,82,4481
1165,10,4501
4393,3,1736
1161,59,4513
1163,2,4457
4394,1,1684
1168,19,4473
4240,1,1764
5522,102,818
5523,12,804
5527,1,815
1488,58,4038
2034,63,3655
1568,33,2445
1298,14,4404
3194,2,1778
1560,22,4123
1293,82,4402
1562,742,4118
1563,3,4148
1564,125,2908
1565,2,4144
1566,949,4143
5253,4,1080
5638,3,717
5639,6,707
4390,7,946
5635,5,665
4392,3,1735
5637,1,719
5630,1,673
4395,109,1735
3197,1,2438
3196,2,2439
3195,105,2439
1365,8,4336
3728,1,2101
2180,4,3475
3199,108,2433
1369,1,4338
4024,1,226
4022,25,1915
4029,2,1821
5988,4,308
5986,3,358
5984,1,359
5985,9,309
3997,2,1915
3995,1,1933
3993,20,1933
4930,7,1360
4687,24,1564
4684,3,1282
6150,9,3050
6151,1,2913
6152,3,2565
4933,4,1376
4934,3,1376
4731,13,1509
4737,15,1515
2319,13,3282
2317,39,3237
2314,152,3291
4739,11,1520
2313,8,3281
2310,55,3276
5854,1,467
5852,1,518
5859,1,330
3772,17,2083
3771,1,2084
3776,1,2081
3775,16,2193
3774,19,1995
3779,61,2066
4834,4,1437
4655,3,1382
4656,1,1501
4652,1,1596
18184,6,38
2262,4,3354
2263,8,3353
5487,3,866
2267,10,3345
2264,4,3349
2440,52,3152
2441,1,3017
2448,112,3128
2449,1,2265
18180,2,40
6055,2,270
2102,2,3584
2044,4,3382
2045,297,3656
4817,9,1419
2040,1,3030
2041,156,3658
3155,25,2460
2838,1,1660
3159,13,2400
3519,270,2193
3517,1,2234
3515,12,2235
3514,2,2235
2689,1,2885
2830,6,2740
2683,13,2919
5407,77,945
5406,5,903
5118,3,1226
1433,452,4278
3207,7,2415
1622,1,4096
3205,9,2380
1992,14,3671
5186,2,1151
3202,11,2436
1625,5,4089
1624,1,4061
1998,78,3688
3209,4,2429
5058,4,1277
2861,3,2696
2869,6,2666
17826,37,86
17825,1,112
5408,2,913
3349,46,2331
1191,368,3923
1190,1,4468
1193,90,4465
1192,15,4466
3346,23,2332
1194,17,4462
1196,3,4445
1757,5,3775
1756,30,3979
1755,2,3979
1754,18,3971
1753,45,3968
1752,1,3974
1750,50,3926
4259,6,1729
4258,19,1727
1172,24,4384
1171,13,4492
1170,2,4482
4251,2,1821
4255,7,1818
4254,4,1494
1179,20,4189
4256,120,1817
18148,1,55
5530,2,809
5536,3,583
5534,1,807
5539,8,802
1285,1,4411
1287,7,4405
1286,1,4306
1281,5,4392
1282,77,4409
1288,1,4001
1572,55,4134
1571,1,4009
1570,60,4137
1577,2,4125
1576,1,4130
1575,3,4118
1574,126,4126
4260,1,1704
6016,1,294
3435,2,2284
4263,2,1813
4388,3,1739
5629,17,706
2036,1,3662
4383,14,1557
4380,1,1742
4387,240,1710
5622,3,677
4385,12,1736
5620,1,730
1370,3709,4342
1372,5,4337
1377,502,4283
4269,3,1807
1378,129,4329
3832,1,2043
3833,13,1938
2746,1,2839
3839,141,2000
4030,1,1917
4033,1,1885
4035,1,1913
5990,1,322
4037,1,1856
4845,1,1427
4039,2,1911
4038,4,1911
4186,2,1851
4738,9,1520
6142,42,4171
6141,148,4217
6140,9,4243
6147,9,3637
6145,183,3867
6144,4,3870
6148,43,3386
2309,35,3293
2308,4,2268
4729,11,1493
2301,3,3302
2303,2,3298
2305,32,3298
4720,1,1537
4723,10,1519
5844,22,530
5843,6,531
5841,7,522
3747,1,2095
3745,1,2096
3742,3,2094
3740,1,2098
4620,1,1611
4623,1,373
4627,3,1609
2271,18,2926
2279,9,3329
2278,72,3333
4981,3,1238
2459,1,2913
2458,13,3110
2455,69,3079
2457,29,3113
2451,1,3018
3699,1,2117
2053,42,3600
4828,2,1446
3690,2,1460
4827,15,1445
4824,4,1413
4537,1,1660
4822,4,1173
4531,6,1409
3696,1,1710
4983,3,1331
4633,1,1603
17758,5,120
3522,2,2233
3529,1,2226
1364,23,4345
2699,366,2889
2696,1,2469
2694,2,2818
2693,165,2864
3227,1,1432
2691,15,2901
2690,1,2906
1971,26,3697
3232,10,2354
3233,5,2416
5199,1,1139
5198,2,1139
1965,2,3716
1614,4,4082
1615,2,4103
5193,4,1143
1611,15,3417
3674,5,2080
2877,407,2608
2876,1,2548
3354,2,2335
3357,1,2316
3351,30,2315
5448,14,805
5442,9,724
5444,2,903
1769,12,3963
1763,3,3970
1761,1,3972
1142,1,4533
1143,76,4492
1140,40,4536
1141,2,4456
1146,19,4467
1147,38,4522
1144,30,4545
1145,2,4517
1149,5,4531
18158,18,50
2966,549,2569
18156,3,53
5503,1,844
4982,2,1335
1542,6,4173
1541,21,4152
540,1,1808
3784,19,2080
549,92,1994
5137,15,979
5619,4,730
5612,1,742
1388,4,4285
4497,2,1683
1384,85,4304
1387,110,4314
1382,19,4333
1383,12,4333
3825,11,1527
3823,10,1888
3822,5,2052
3820,136,1667
5001,17,1316
3828,20,2036
3583,2,2189
4282,3,925
4280,4,1636
4284,32,1797
2761,1,2823
6170,3,2441
4758,10,1504
4759,60,1504
4752,11,1508
4753,1,1508
4754,2,1505
4756,1,1055
4757,1,983
5873,1,491
5879,14,482
3758,1,1358
5462,1,885
3752,12,2065
3755,56,2088
3757,24,2092
2190,205,3439
2191,15,3366
2192,5,3340
2195,22,3462
2198,14,3434
4638,1,1371
2200,12,3452
2205,20,3432
2206,23,3429
2207,5,3174
2208,3,3434
2209,41,3434
2420,13,3190
2423,1,3177
1849,12,3846
2426,61,3180
2427,18,3177
1848,1,1375
1676,149,4030
4667,60,1580
4839,3,1442
4838,2,1435
3689,2,2099
2342,7,3238
4528,4,1663
4830,2,1430
4525,1,1662
4835,6,1229
3686,2,2127
4837,3,1178
3684,3,2126
3212,106,2402
2518,1,2807
2519,2,2687
2514,8,3047
2515,4,3040
2516,88,3040
908,4,4837
2734,1,2850
2736,1,1085
2737,1,2846
2730,6,2853
2731,2,2794
5299,1,1039
5296,1,1040
5295,5,807
5293,1,1043
3531,5,2225
3533,1,1834
3535,26,2223
3534,1,2074
3537,5,1468
3536,1,2219
5056,2,1279
5057,3,1224
5050,8,992
17744,2,129
17745,3,141
1814,64,3895
1815,39,3893
1812,1,3760
1813,1,3914
4339,1,1722
1818,12,3917
6074,2,246
4952,1,1355
2167,3,2753
1609,11,3857
4987,1,1327
3229,3,2418
3228,1,2418
1601,1,4114
3224,8,2421
1603,7,4112
3226,20,2129
1605,12,4113
1607,23,4111
3222,10,2422
6078,1,231
2848,4,2719
2846,13,2718
5604,2,748
2842,7,2701
2843,4,2710
3320,6,2256
5474,2,869
5470,7,877
5478,1,870
5479,4,834
1775,225,3957
1774,276,3955
1777,28,3949
5277,8,1056
1772,51,3941
1778,1,3951
1159,1,4473
1158,2,4691
2999,2,2556
1154,65,4518
1157,131,4514
1156,94,4467
1151,40,4441
1153,2,4520
5519,1,826
5518,1,762
5512,3,829
5514,3,833
5516,4,831
2998,302,2557
1550,50,4153
1553,4,4105
1552,877,4160
1555,9,4157
1554,68,4126
1557,45,4156
1559,1,4153
1558,11,4155
2992,26,2553
2993,46,2557
2994,5,2554
3033,6,2537
2990,30,2560
1906,8,3782
5609,2,744
5608,5,745
4690,29,1434
5134,2,1208
1419,12,4291
1399,2,751
1396,2,4307
1395,8,4230
1393,1,4300
1392,164,4291
1390,1,4312
3811,2,2062
3814,5,2042
3818,19,2021
3819,62,2061
4295,14,1789
4294,3,1790
5125,4,1217
1422,26,4287
4741,2,676
4740,2,1520
4745,3,1520
5869,1,496
5865,2,318
5864,1,500
5861,4,443
5860,49,504
4714,2,1541
6138,1,2939
2183,7,3030
6139,14,4026
2186,1,3462
2185,1,3467
2184,29,3472
4607,28,1617
2189,155,3440
4602,405,1620
2213,1,3425
2210,36,3431
2216,4,3425
2215,2,3428
2214,3,3421
2219,16,3400
2218,235,3423
2433,12,3160
2432,18,3164
2430,45,2465
4922,14,1376
4519,13,1414
4514,1,1675
4515,56,1674
5760,2,609
2509,136,3051
2507,1,3053
2506,50,3054
2505,17,3022
2502,2,3015
2501,3,3060
2727,2,2126
5288,35,1044
2724,2,2859
2720,4,2864
5282,89,1060
5284,3,1051
2728,11,2847
5049,2,1290
5046,7,1292
5045,4,1225
5043,4,1293
5041,8,1278
3782,27,2076
3783,44,2079
3786,29,2111
3787,3,2069
1801,434,3923
1800,147,3822
4996,9,1323
4994,1,1325
4992,4,1317
4990,1,1327
3258,179,2398
1942,5,3730
1940,164,3741
0,4,2081
1527,395,4185
1521,12,3965
3206,6,2429
2851,1,2705
2850,2,1168
2852,239,2709
2854,2,891
2857,1,2664
2856,9,2698
3332,9,2287
1493,336,4210
5467,14,879
1497,4,4211
1498,1,4210
1499,46,4213
1702,175,4035
1703,2,4034
1704,16,4034
5184,7,1152
5261,15,1066
3200,2,2203
4572,1,1629
5269,1,1063
5268,2,1063
3658,4,2143
2989,7,2560
2983,7,2601
3026,39,2509
3025,3,2524
2980,210,2558
3023,107,2537
3022,1,2519
2984,29,2481
1018,771,4713
1015,926,4712
1016,51,4708
1011,4,4722
1012,95,4697
1234,32,4442
1236,144,4435
1237,14,4440
1230,1,4444
1231,2,4443
1238,10,4440
5053,1,1270
4359,64,1758
5678,1,682
4356,4,1694
6000,1,305
4903,1,1397
3809,11,1469
3808,149,2065
4905,2,1395
3801,16,2071
2483,129,3084
4670,4,839
5709,1,651
5705,1,658
5707,1,653
5702,1,660
4776,7,1493
4777,8,1489
4775,20,1494
3163,5,2401
4778,10,1492
4174,11,1856
4175,1,1856
4176,2,1832
4177,1,1849
4179,1,1855
5818,1,561
5810,1,566
5811,19,566
5816,1,560
5817,6,518
2464,44,3101
2949,1,2587
2948,21,2163
2466,1,3099
4610,23,1617
4614,107,1516
2461,1,3029
2228,50,3386
2227,21,3402
2225,8,3411
2223,460,3411
2220,5,3419
2221,1,3030
1,4379,4836
5927,11,420
5922,1,434
5923,2,434
5929,3,309
5356,3,993
2469,1,3097
4506,8,1677
4501,1,1681
4500,1,1682
