Included features;Churn in 1 months;Churn in 2 months;Churn in 3 months
((13, 14), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 129.98265895953756, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7596281540504648, 0.5960000000000001, 0.7121415497254423, 0.5456375838926174, 0.7593582887700535]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 50.23370786516854, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6303714752468215, 0.6346823196271606, 0.5673977963134589, 0.5987025023169601, 0.6214864864864864]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 28.820779220779222, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5932816757493188, 0.6653117060777799, 0.4519021739130435, 0.5831974637681159, 0.5979966846541812]}
((13, 14), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 124.88888888888889, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.48066666666666663, 0.6145555555555555, 0.6102529960053262, 0.6324444444444445, 0.6522222222222223]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 48.88840262582057, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.4808666666666667, 0.5850044563279858, 0.5557046979865772, 0.6174378556454028, 0.5881636424731184]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.559701492537314, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6261268556005399, 0.5653538812785388, 0.5900944669365723, 0.6167417637076482, 0.5402400362318841]}
((6, 7), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 127.0225988700565, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6067909454061251, 0.555525965379494, 0.441445737173374, 0.39654915960136844, 0.6209893048128343]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 48.455531453362255, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6787586103623838, 0.6141808924827792, 0.6079083518107907, 0.5452033598585323, 0.5872326203208555]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 28.065822784810127, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5452101661779081, 0.5862770785570579, 0.6345114345114345, 0.5226449275362319, 0.6556635388739946]}
((6, 7), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 124.19337016574586, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.4918230563002681, 0.2844827586206896, 0.4459387483355526, 0.44500665778961385, 0.5535475234270415]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 48.241900647948164, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.4201760249554367, 0.4777683074081966, 0.4718568232662193, 0.5022838680926915, 0.532]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.919395465994963, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5412162162162163, 0.5029721955896453, 0.5085020242914979, 0.5289628623188406, 0.5263964577656676]}
((9, 10, 12), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 121.48648648648648, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6710934041611332, 0.5866666666666667, 0.5661784287616511, 0.5443448407400343, 0.7486702127659575]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 51.41149425287356, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5276713902719266, 0.4568707482993198, 0.623443161231884, 0.6063088037634409, 0.6568161231884058]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.7025, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6644490644490646, 0.573343208831517, 0.5696380178087495, 0.6614990284840215, 0.5534786880643803]}
((3, 11), (13, 14), (6, 7));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 127.0225988700565, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7775555555555556, 0.49517952127659576, 0.5764314247669774, 0.5378486055776892, 0.5822192513368984]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 49.890625, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6634229224590671, 0.5896207742854881, 0.5418766801075269, 0.5972036541889483, 0.5817984426474992]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 28.47625160462131, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5099865951742627, 0.5517711171662125, 0.545665091470547, 0.5054684475416182, 0.6036719939117198]}
((3, 11), (13, 14), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 127.0225988700565, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8158888888888889, 0.5650390997520502, 0.6775121735281097, 0.6156780469197025, 0.9039228723404256]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 47.20084566596194, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6323726541554959, 0.7457007517248481, 0.6779011872845653, 0.695561835106383, 0.7122595078299775]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.070904645476773, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6070864298671661, 0.6384536784741145, 0.5451143451143452, 0.5654841802492809, 0.6106104186641098]}
((3, 11), (13, 14), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 125.59217877094972, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7407972534808316, 0.46511111111111114, 0.5358573335876406, 0.48362183754993343, 0.4401111111111111]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 49.10769230769231, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6467828418230562, 0.5711049325507157, 0.6722082608415492, 0.6831194944465722, 0.652907234798047]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.488833746898262, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6234838274932615, 0.6429618768328446, 0.5558180882421747, 0.6359061384516356, 0.6816740646797718]}
((3, 11), (6, 7), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 123.50549450549451, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.4815555555555555, 0.5735555555555556, 0.6919702460423423, 0.6851728723404256, 0.6361815754339119]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 47.820128479657384, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5871140939597315, 0.474050046339203, 0.5377181208053692, 0.5789650537634409, 0.39486786671773266]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.666666666666668, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5793504498573623, 0.6550764614789005, 0.5832771787960467, 0.5560656836461126, 0.5837409420289855]}
((3, 11), (6, 7), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 130.74418604651163, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5043868014495518, 0.5871983914209115, 0.5297486241261341, 0.6184152279769809, 0.96158940397351]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 49.440265486725664, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.4284563758389262, 0.5875869211421808, 0.5554015456989247, 0.5222943054268355, 0.6925136443208733]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.524223602484472, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.4313393926583527, 0.5183642913956861, 0.508294930875576, 0.522628576294278, 0.5173012526354954]}
((3, 11), (9, 10, 12), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 123.50549450549451, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.46944444444444444, 0.7533954727030626, 0.6362769406828152, 0.5980217164956121, 0.5801303475935828]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 48.56304347826087, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6057774001699234, 0.5951231098091996, 0.53705135640183, 0.5372563844086021, 0.5234004474272931]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.59526774595268, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.4868854045683314, 0.49061662198391426, 0.5318886239782017, 0.46499094202898544, 0.6073773367413422]}
((13, 14), (6, 7), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 121.48648648648648, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6842183549010858, 0.6119840213049268, 0.6288888888888888, 0.8450641876936698, 0.7576564580559255]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 50.00447427293065, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6670712465104989, 0.5014765100671141, 0.7259507829977628, 0.46112323756710516, 0.6187106918238994]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 28.325670498084293, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5587108310626703, 0.6113360323886641, 0.5845512398507791, 0.6043474766955964, 0.6406951931716083]}
((13, 14), (6, 7), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 129.22988505747125, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5942208659164601, 0.6476666666666667, 0.7466755319148936, 0.6516666666666667, 0.46550179211469533]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 47.20084566596194, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5743447580645161, 0.4865472998851014, 0.5808823529411765, 0.5551117029146323, 0.7320564308516115]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.3831891223733, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5530997844935598, 0.5134816819525886, 0.5633763122666102, 0.6061268556005399, 0.5278865803814714]}
((13, 14), (9, 10, 12), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 122.82513661202186, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6311111111111112, 0.44311642319610445, 0.6333333333333333, 0.435369632580788, 0.38866666666666666]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 47.715811965811966, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5930938220657846, 0.6111111111111113, 0.5267414137508859, 0.5025730345974191, 0.6544215425531915]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 27.348148148148148, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6583767335713032, 0.5789402173913043, 0.6427997428479588, 0.5429959514170041, 0.6060450100594207]}
((6, 7), (9, 10, 12), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 127.0225988700565, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5776139410187668, 0.6972153347320237, 0.5388962765957447, 0.7572944297082228, 0.5485555555555556]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 49.21806167400881, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5982330038933813, 0.6370127688172043, 0.5803769401330376, 0.5160857908847185, 0.5260850111856823]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 28.55212355212355, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6681794787816403, 0.587917234332425, 0.701422355308099, 0.5504498573622998, 0.5780791788856304]}
