Date & Time,First posts,Follow-up posts,Inactivity,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2004-09-03 00:00:00,0.0,1.0,44.0,0.155555555556,45.0,0.0355740740741,0.455111111111,12.0
2004-09-06 08:00:00,0.0,1.0,79.0,0.0,8.0,0.00833333333333,0.0416666666667,6.625
2004-09-06 23:00:00,0.0,1.0,14.0,0.1,10.0,-0.065,0.09,11.3
2004-09-09 22:00:00,1.0,0.0,70.0,0.5,2.0,0.0,0.0,8.0
2004-09-21 10:00:00,0.0,1.0,275.0,0.0,6.0,0.0377083333333,0.3,11.3333333333
2004-09-25 13:00:00,0.0,1.0,98.0,0.333333333333,15.0,0.062,0.211555555556,14.8
2004-10-02 12:00:00,0.0,1.0,166.0,0.0,13.0,0.201730769231,0.446153846154,15.5384615385
2004-10-05 11:00:00,0.0,1.0,70.0,0.0,10.0,0.1025,0.4075,11.3
2004-10-05 19:00:00,0.0,1.0,7.0,0.0,1.0,0.0,0.0,26.0
2004-10-06 13:00:00,0.0,1.0,17.0,0.166666666667,6.0,0.262777777778,0.486111111111,14.8333333333
2004-10-08 18:00:00,0.0,1.0,52.0,0.0,3.0,0.116666666667,0.25,17.0
2004-10-25 17:00:00,0.0,1.0,406.0,0.0,11.0,0.146590909091,0.485606060606,25.3636363636
2004-11-16 20:00:00,0.0,1.0,530.0,0.0,12.0,0.0567592592593,0.396990740741,19.3333333333
2004-12-07 11:00:00,0.0,1.0,494.0,0.030303030303,33.0,-0.0461994949495,0.297449494949,14.1515151515
2005-01-30 22:00:00,0.0,1.0,1306.0,0.25,4.0,-0.03125,0.11875,11.75
2005-01-31 20:00:00,0.0,1.0,21.0,0.0,7.0,-0.189285714286,0.457142857143,12.8571428571
2005-04-24 22:00:00,0.0,1.0,1993.0,0.0,10.0,-0.0996111111111,0.539583333333,18.4
2005-05-10 13:00:00,0.0,1.0,374.0,0.0,4.0,0.0,0.0,11.0
2005-08-18 11:00:00,0.0,1.0,2397.0,0.0,7.0,-0.0142857142857,0.1,14.2857142857
2005-09-01 12:00:00,0.0,1.0,336.0,0.25,3.5,-0.0015625,0.065625,12.625
2005-11-04 11:00:00,0.0,1.0,1534.0,0.333333333333,3.0,0.108333333333,0.375,12.6666666667
2005-12-23 13:00:00,0.0,1.0,1177.0,0.0,5.0,0.135,0.28,17.8
2006-01-11 12:00:00,0.0,1.0,454.0,0.6,5.0,0.0833333333333,0.333333333333,11.6
2006-01-16 12:00:00,0.0,1.0,119.0,0.0,1.0,0.0,0.0,8.0
2006-05-09 18:00:00,0.0,1.0,2672.0,0.142857142857,7.0,-0.0373214285714,0.264285714286,12.5714285714
2006-05-12 14:00:00,0.0,1.0,67.0,0.0,4.0,0.025,0.125,17.75
2006-08-06 20:00:00,0.0,1.0,2069.0,0.0,3.0,0.0,0.0,13.0
2006-08-07 22:00:00,0.0,1.0,25.0,0.0,9.0,0.0388888888889,0.288888888889,12.2222222222
2006-08-14 13:00:00,0.0,1.0,158.0,0.142857142857,7.0,0.122619047619,0.280238095238,14.4285714286
2006-08-14 15:00:00,0.0,1.0,1.0,0.25,4.0,0.18125,0.35625,8.0
