Date & Time,First posts,Follow-up posts,Inactivity,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2004-09-01 11:00:00,0.5,0.5,7.0,0.0,5.5,0.2,0.318181818182,11.8181818182
2004-09-02 07:00:00,0.0,1.0,19.0,0.222222222222,9.0,0.106944444444,0.655555555556,23.5555555556
2004-09-02 09:00:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0
2004-09-02 15:00:00,0.0,1.0,5.0,0.0,3.0,0.155555555556,0.416666666667,13.3333333333
2004-09-02 19:00:00,0.0,1.0,3.0,0.0,6.0,0.085,0.357222222222,13.8333333333
2004-09-02 20:00:00,0.0,1.0,0.0,0.0,3.0,-0.027396953405,0.516577060932,12.3333333333
2004-09-03 17:00:00,0.0,1.0,20.0,0.0,7.0,0.0880952380952,0.2,9.0
2004-09-06 23:00:00,0.0,1.0,77.0,0.0,5.0,0.3205,0.416666666667,9.0
2004-09-07 20:00:00,0.0,1.0,20.0,0.0,6.0,-0.0277777777778,0.0833333333333,12.3333333333
2004-10-01 12:00:00,0.0,1.0,567.0,0.0,23.0,0.0913043478261,0.299275362319,11.4782608696
2004-10-01 17:00:00,0.0,1.0,4.0,0.0,1.0,-0.025,0.55,73.0
2004-10-05 17:00:00,0.0,1.0,95.0,0.0,5.0,0.096875,0.28875,13.0
2004-10-05 20:00:00,0.0,1.0,2.0,0.0,5.0,0.015,0.33,9.6
2004-10-07 14:00:00,0.0,1.0,41.0,0.2,5.0,0.0,0.14,12.4
2004-10-10 14:00:00,0.0,1.0,71.0,0.0,12.0,0.04375,0.254166666667,16.3333333333
2004-10-20 12:00:00,0.0,1.0,237.0,0.0,9.0,0.0185185185185,0.062962962963,11.0
2004-11-05 22:00:00,0.0,1.0,393.0,0.0,5.0,-0.0666666666667,0.113333333333,8.6
2004-12-27 21:00:00,0.0,1.0,1246.0,0.0,3.0,0.0166666666667,0.433333333333,15.3333333333
2005-01-30 22:00:00,0.0,1.0,816.0,0.0,8.0,-0.034375,0.1875,15.0
2005-04-07 07:00:00,0.0,1.0,1592.0,0.0909090909091,5.0,0.0121212121212,0.106565656566,20.0909090909
2005-04-07 15:00:00,0.0,1.0,7.0,0.0,2.0,-0.05,0.05,15.5
2005-04-12 16:00:00,0.0,1.0,120.0,0.0,3.0,0.294444444444,0.5,21.6666666667
2005-04-19 20:00:00,0.0,1.0,171.0,0.0,3.0,0.05,0.233333333333,5.0
2005-04-24 22:00:00,0.0,1.0,121.0,0.0,2.0,0.0,0.0,20.5
