Date & Time,First posts,Follow-up posts,Inactivity,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2006-01-09 22:00:00,0.0,1.0,11898.0,0.166666666667,1.66666666667,0.025,0.3,9.66666666667
2006-01-10 22:00:00,0.0,1.0,23.0,0.222222222222,4.5,0.126913580247,0.34962962963,17.0
2006-01-11 17:00:00,0.0,1.0,18.0,0.0,11.0,0.14797979798,0.450505050505,16.5454545455
2006-01-26 13:00:00,0.0,1.0,355.0,1.0,1.0,-0.316666666667,0.883333333333,21.0
2006-01-26 21:00:00,0.0,1.0,7.0,0.0,3.0,0.233333333333,0.333333333333,15.3333333333
2006-01-26 22:00:00,0.0,1.0,0.0,0.0,1.0,0.275,0.475,22.0
2006-02-06 11:00:00,0.0,1.0,252.0,0.0,1.0,-0.4,0.7,15.0
2006-02-19 19:00:00,0.0,1.0,319.0,1.0,1.0,-0.7,0.9,25.0
2006-03-02 22:00:00,0.0,1.0,266.0,0.0,4.0,-0.158333333333,0.491666666667,14.0
2006-03-08 22:00:00,0.0,1.0,143.0,0.0769230769231,13.0,0.126858974359,0.396634615385,14.3846153846
2006-03-10 21:00:00,0.0,1.0,46.0,0.0625,16.0,0.12121875,0.537479166667,22.125
2006-03-14 08:00:00,0.0,1.0,82.0,0.0,8.0,-0.0645833333333,0.183333333333,10.375
2006-04-05 19:00:00,0.0,1.0,538.0,0.0,4.0,0.0804166666667,0.433333333333,7.0
2006-04-09 13:00:00,0.0,1.0,89.0,0.0,4.0,-0.10625,0.4325,13.0
2006-04-14 21:00:00,0.0,1.0,127.0,0.166666666667,12.0,0.208842592593,0.487268518519,14.5833333333
2006-04-17 16:00:00,0.0,1.0,66.0,0.5,2.0,-0.055,0.85,10.0
2006-04-18 21:00:00,0.0,1.0,28.0,0.0,3.0,0.3,0.5,25.0
2006-04-24 13:00:00,0.0,1.0,135.0,0.0,11.0,0.226454545455,0.469090909091,13.8181818182
2006-05-12 12:00:00,0.0,1.0,430.0,0.166666666667,6.0,-0.049212962963,0.773611111111,19.6666666667
2006-05-12 13:00:00,0.0,1.0,0.0,0.0,2.0,0.0666666666667,0.683333333333,10.0
2006-05-12 16:00:00,0.0,1.0,2.0,0.0,1.0,0.275,0.55,11.0
2006-06-07 10:00:00,0.0,1.0,617.0,0.0,5.0,0.144,0.352,9.6
2006-07-05 09:00:00,0.0,1.0,670.0,0.0,3.0,0.164722222222,0.45753968254,14.4285714286
2006-07-06 19:00:00,0.0,1.0,33.0,0.0,4.0,0.186666666667,0.3,12.0
2006-08-05 15:00:00,0.0,1.0,715.0,0.0,1.0,-0.225,0.475,31.0
