Date & Time,First posts,Follow-up posts,Inactivity,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2006-06-13 21:00:00,0.0,1.0,15617.0,0.0,1.0,0.0,0.0,3.0
2006-06-13 22:00:00,0.0,1.0,0.0,0.666666666667,3.0,0.166666666667,0.333333333333,7.33333333333
2006-08-20 10:00:00,0.0,1.0,1619.0,0.25,4.0,0.1325,0.451875,11.625
2006-08-20 13:00:00,0.0,1.0,2.0,0.666666666667,3.0,0.0583333333333,0.216666666667,10.0
2006-08-20 22:00:00,0.0,1.0,8.0,0.0,6.0,0.0805555555556,0.411111111111,9.33333333333
2006-08-24 20:00:00,0.0,1.0,93.0,0.0555555555556,18.0,-0.0178240740741,0.461805555556,16.3333333333
2006-08-24 21:00:00,0.0,1.0,0.0,0.111111111111,2.66666666667,-0.0518518518519,0.405555555556,7.11111111111
2006-08-25 09:00:00,0.0,1.0,11.0,0.0909090909091,11.0,0.0886363636364,0.332323232323,13.7272727273
2006-08-27 20:00:00,0.0,1.0,58.0,0.0,6.0,-0.108333333333,0.15,13.5
2006-08-28 09:00:00,0.0,1.0,12.0,0.0,2.0,0.0,0.0,3.5
2006-08-31 11:00:00,0.0,1.0,73.0,0.125,8.0,0.0614583333333,0.333333333333,16.875
2006-09-01 09:00:00,0.0,1.0,21.0,0.0645161290323,15.0,0.00387096774194,0.288978494624,12.0322580645
2006-09-07 12:00:00,0.0,1.0,146.0,0.0833333333333,12.0,-0.04375,0.216666666667,18.4166666667
2006-09-07 13:00:00,0.0,1.0,0.0,0.0,29.0,0.0454980842912,0.277318007663,19.8275862069
2006-09-07 14:00:00,0.0,1.0,0.0,0.25,8.0,0.0959375,0.525,16.25
2006-09-07 18:00:00,0.0,1.0,3.0,0.0,9.0,0.120185185185,0.356481481481,21.3333333333
2006-09-07 19:00:00,0.0,1.0,0.0,0.3,5.0,-0.00555555555556,0.372777777778,18.2
2006-09-08 12:00:00,0.0,1.0,16.0,0.375,8.0,0.1015625,0.25,9.375
2006-09-11 09:00:00,0.0,1.0,68.0,0.0,3.0,0.025,0.577777777778,19.6666666667
2006-09-14 09:00:00,0.0,1.0,71.0,0.181818181818,11.0,-0.0560606060606,0.425757575758,13.6363636364
2006-09-18 09:00:00,0.0,1.0,95.0,0.25,5.5,0.0625,0.285416666667,12.5833333333
2006-09-29 09:00:00,0.0,1.0,263.0,0.333333333333,3.0,-0.211111111111,0.322222222222,16.3333333333
2006-10-27 16:00:00,0.0,1.0,678.0,0.0,2.0,0.316666666667,0.483333333333,5.5
2006-11-10 12:00:00,0.0,1.0,331.0,0.333333333333,9.0,0.144907407407,0.560185185185,19.0
2006-12-02 18:00:00,0.0,1.0,533.0,0.333333333333,3.0,0.158333333333,0.55,15.3333333333
2006-12-05 10:00:00,0.0,1.0,63.0,0.0,1.5,0.343055555556,0.938888888889,16.6666666667
2006-12-09 17:00:00,0.0,1.0,102.0,0.0,2.0,-0.189583333333,0.794444444444,19.0
2006-12-11 19:00:00,0.0,1.0,49.0,0.0,10.0,-0.1625,0.31,11.1
2006-12-12 20:00:00,0.0,1.0,24.0,0.111111111111,9.0,0.00777777777778,0.535185185185,16.6666666667
2006-12-13 14:00:00,0.0,1.0,17.0,0.0,2.0,0.3375,0.75,24.0
2007-01-08 23:00:00,0.0,1.0,632.0,0.0,3.0,0.0666666666667,0.166666666667,13.6666666667
2007-01-11 19:00:00,0.0,1.0,67.0,0.0,5.0,0.235,0.335,11.8
2007-01-18 22:00:00,0.0,1.0,170.0,0.333333333333,6.0,-0.0902777777778,0.586111111111,12.1666666667
2007-01-21 21:00:00,0.0,1.0,70.0,0.0,2.0,0.2,0.325,18.0
2007-01-22 09:00:00,0.0,1.0,11.0,0.0,2.0,0.025,0.225,25.0
2007-01-22 13:00:00,0.0,1.0,3.0,0.0909090909091,5.0,0.0935606060606,0.178282828283,10.5454545455
2007-01-22 15:00:00,0.0,1.0,1.0,0.0,3.0,0.166666666667,0.3,7.66666666667
2007-01-24 22:00:00,0.0,1.0,54.0,0.285714285714,7.0,0.00714285714286,0.0964285714286,8.0
2007-01-25 09:00:00,0.0,1.0,10.0,0.0,4.0,0.05625,0.33125,12.0
2007-01-28 04:00:00,0.0,1.0,66.0,0.0,3.0,0.146666666667,0.166666666667,5.66666666667
2007-02-01 21:00:00,0.0,1.0,112.0,0.0,4.0,0.05,0.6125,11.0
2007-02-07 19:00:00,0.0,1.0,141.0,0.0,8.0,0.2721875,0.3875,12.25
2007-02-20 19:00:00,0.0,1.0,311.0,0.0,2.0,-0.7,1.0,8.0
2007-02-21 21:00:00,0.0,1.0,25.0,0.0,2.0,0.5,0.5,4.5
2007-03-01 13:00:00,0.0,1.0,183.0,0.0625,16.0,0.0746875,0.3109375,14.4375
2007-03-02 10:00:00,0.0,1.0,20.0,0.333333333333,6.0,0.162962962963,0.561851851852,5.5
2007-03-04 18:00:00,0.0,1.0,55.0,0.0,4.5,0.125,0.43,13.6
2007-03-05 10:00:00,0.0,1.0,15.0,0.0,2.0,0.36875,0.55,6.5
2007-03-16 18:00:00,0.0,1.0,271.0,0.166666666667,6.0,-0.0694444444444,0.411111111111,13.1666666667
