Date & Time,First posts,Follow-up posts,Inactivity,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2007-08-13 15:00:00,0.0,1.0,25835.0,0.333333333333,3.0,-0.138888888889,0.874444444444,12.6666666667
2007-08-21 22:00:00,0.0,1.0,198.0,0.0,6.0,0.0425,0.298055555556,15.5
2007-11-08 11:00:00,0.0,1.0,1884.0,0.0,6.0,0.0,0.233333333333,6.0
2007-12-26 10:00:00,0.0,1.0,1150.0,0.166666666667,6.0,-0.00465277777778,0.3125,15.1666666667
2008-03-18 20:00:00,0.0,1.0,2001.0,0.0,2.0,0.0,0.0,3.5
2008-04-09 21:00:00,0.0,1.0,528.0,0.0,3.0,0.322222222222,0.505555555556,18.0
2008-04-29 22:00:00,0.0,1.0,480.0,0.0,5.0,0.0564583333333,0.2025,20.2
2008-05-22 12:00:00,0.0,1.0,541.0,0.0,5.0,0.015,0.15,11.8
2008-06-07 12:00:00,0.0,1.0,383.0,0.0,12.0,0.0791666666667,0.445833333333,13.1666666667
2008-06-08 05:00:00,0.0,1.0,16.0,0.0,5.0,0.163333333333,0.526666666667,15.2
2008-06-08 20:00:00,0.0,1.0,14.0,0.0,8.0,0.1,0.4125,14.75
2008-06-09 08:00:00,0.0,1.0,11.0,0.0,11.0,0.0811742424242,0.320833333333,16.0
2008-07-07 21:00:00,0.0,1.0,684.0,0.0,2.0,0.065,0.425,13.0
2009-04-08 14:00:00,0.0,1.0,6592.0,0.0,5.0,-0.055,0.315,12.2
2009-07-16 11:00:00,0.0,1.0,2372.0,0.0,7.0,0.00850340136054,0.432426303855,18.7142857143
2009-09-19 23:00:00,0.0,1.0,1571.0,0.222222222222,9.0,-0.211111111111,0.377777777778,13.8888888889
2009-09-20 09:00:00,0.0,1.0,9.0,0.0,4.0,0.0,0.025,12.75
2009-09-20 18:00:00,0.0,1.0,8.0,0.166666666667,14.5,0.0188888888889,0.364055555556,16.4
2009-10-14 17:00:00,0.0,1.0,574.0,0.0,19.0,0.0165789473684,0.0904824561404,11.8947368421
2009-10-14 19:00:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0
2009-10-29 16:00:00,0.0,1.0,356.0,0.0,3.0,0.196666666667,0.266666666667,14.0
2009-11-22 19:00:00,0.0,1.0,578.0,0.0,5.0,0.005,0.625,16.6
2010-03-20 19:00:00,0.0,1.0,2831.0,0.0,6.0,0.116666666667,0.366666666667,12.8333333333
2010-03-20 21:00:00,0.0,1.0,1.0,0.0769230769231,13.0,0.0492307692308,0.261538461538,15.3846153846
2010-09-14 13:00:00,0.0,1.0,4263.0,0.0909090909091,22.0,0.0810606060606,0.281439393939,15.6363636364
2010-09-14 16:00:00,0.0,1.0,2.0,0.0,5.0,0.148535353535,0.387373737374,20.2727272727
2010-09-14 17:00:00,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.5
2010-09-14 20:00:00,0.0,1.0,2.0,0.0,10.0,0.0115,0.344,20.0
2010-09-14 21:00:00,0.0,1.0,0.0,0.0322580645161,15.0,0.0546344086022,0.283338709677,11.7096774194
2010-09-17 17:00:00,0.0,1.0,67.0,0.0,2.0,0.2,0.45,7.0
2010-09-17 19:00:00,0.0,1.0,1.0,0.0,13.0,-0.030641025641,0.336217948718,19.0
2011-02-25 10:00:00,0.0,1.0,3854.0,0.0,6.0,-0.03375,0.0675,11.0
2011-03-27 21:00:00,0.0,1.0,730.0,0.0,10.0,0.045,0.31,25.1
2011-03-28 09:00:00,0.0,1.0,11.0,0.0,14.0,0.073244047619,0.449970238095,20.6428571429
2011-05-01 10:00:00,0.0,1.0,816.0,0.0,3.0,0.114285714286,0.221428571429,9.71428571429
2011-11-30 22:00:00,0.0,1.0,5123.0,0.5,2.0,-0.15,0.5,9.0
2012-01-09 22:00:00,0.0,1.0,959.0,0.0,4.0,0.1375,0.408333333333,9.5
2012-01-10 19:00:00,0.0,1.0,20.0,0.0,5.0,0.027,0.327,17.4
2012-02-04 21:00:00,0.0,1.0,601.0,0.428571428571,7.0,0.0285714285714,0.271428571429,7.85714285714
2012-02-05 12:00:00,0.0,1.0,14.0,0.0,13.0,0.0151923076923,0.147115384615,10.8461538462
2012-03-05 10:00:00,0.0,1.0,693.0,0.2,10.0,-0.028,0.161,15.5
2012-03-05 14:00:00,0.0,1.0,3.0,0.25,8.0,0.0850694444444,0.389895833333,14.5
2012-03-22 09:00:00,0.0,1.0,402.0,0.0,7.0,0.0419047619048,0.36380952381,15.7142857143
