Date & Time,ETD
2008-12-11 13:00:00,1777.0
2008-12-11 14:00:00,1777.0
2008-12-16 10:00:00,1773.0
2008-12-24 10:00:00,1765.0
2008-12-24 11:00:00,1765.0
2008-12-24 13:00:00,1764.0
2008-12-26 01:00:00,1763.0
2009-01-06 14:00:00,1751.0
2009-01-06 15:00:00,1751.0
2009-01-07 21:00:00,1750.0
2009-01-07 22:00:00,1750.0
2009-01-11 22:00:00,1746.0
2009-01-12 13:00:00,1745.0
2009-01-12 16:00:00,1745.0
2009-01-13 21:00:00,1744.0
2009-01-22 21:00:00,1735.0
2009-01-25 15:00:00,1732.0
2009-01-25 19:00:00,1732.0
2009-01-25 20:00:00,1732.0
2009-01-26 08:00:00,1732.0
2009-01-26 09:00:00,1732.0
2009-01-30 13:00:00,1727.0
2009-02-03 11:00:00,1724.0
2009-02-04 22:00:00,1722.0
2009-02-07 11:00:00,1720.0
2009-03-01 23:00:00,1697.0
2009-03-02 21:00:00,1696.0
2009-03-05 21:00:00,1693.0
2009-03-11 21:00:00,1687.0
2009-03-11 22:00:00,1687.0
2009-03-12 16:00:00,1686.0
2009-03-27 08:00:00,1672.0
2009-04-01 09:00:00,1667.0
2009-04-03 08:00:00,1665.0
2009-04-21 12:00:00,1647.0
2009-04-22 22:00:00,1645.0
2009-05-19 11:00:00,1619.0
2009-06-30 22:00:00,1576.0
2009-07-03 17:00:00,1573.0
2009-07-16 11:00:00,1561.0
2009-09-01 22:00:00,1513.0
2009-09-05 10:00:00,1510.0
2009-09-07 09:00:00,1508.0
2009-09-07 20:00:00,1507.0
2009-09-10 21:00:00,1504.0
2009-09-28 09:00:00,1487.0
2009-11-17 22:00:00,1436.0
