Date & Time,Inactivity,Over past 30 days
2004-09-25 04:00:00,9,9.0
2004-09-26 04:00:00,0,4.5
2004-09-27 04:00:00,1,3.3333333333333335
2004-09-28 04:00:00,2,3.0
2004-09-29 04:00:00,3,3.0
2004-09-30 04:00:00,4,3.1666666666666665
2004-10-01 04:00:00,5,3.4285714285714284
2004-10-02 04:00:00,6,3.75
2004-10-03 04:00:00,7,4.111111111111111
2004-10-04 04:00:00,8,4.5
2004-10-05 04:00:00,9,4.909090909090909
2004-10-06 04:00:00,10,5.333333333333333
2004-10-07 04:00:00,11,5.769230769230769
2004-10-08 04:00:00,0,5.357142857142857
2004-10-09 04:00:00,1,5.066666666666666
2004-10-10 04:00:00,2,4.875
2004-10-11 04:00:00,3,4.764705882352941
2004-10-12 04:00:00,4,4.722222222222222
2004-10-13 04:00:00,5,4.7368421052631575
2004-10-14 04:00:00,6,4.8
2004-10-15 04:00:00,7,4.904761904761905
2004-10-16 04:00:00,8,5.045454545454546
2004-10-17 04:00:00,9,5.217391304347826
2004-10-18 04:00:00,10,5.416666666666667
2004-10-19 04:00:00,11,5.64
2004-10-20 04:00:00,12,5.884615384615385
2004-10-21 04:00:00,13,6.148148148148148
2004-10-22 04:00:00,14,6.428571428571429
2004-10-23 04:00:00,15,6.724137931034483
2004-10-24 04:00:00,0,6.5
2004-10-25 04:00:00,1,6.233333333333333
2004-10-26 04:00:00,2,6.3
2004-10-27 04:00:00,3,6.366666666666666
2004-10-28 04:00:00,4,6.433333333333334
2004-10-29 04:00:00,5,6.5
2004-10-30 04:00:00,6,6.566666666666666
2004-10-31 04:00:00,7,6.580645161290323
2004-11-01 04:00:00,8,6.67741935483871
2004-11-02 04:00:00,9,6.774193548387097
2004-11-03 04:00:00,10,6.870967741935484
2004-11-04 04:00:00,11,6.967741935483871
2004-11-05 04:00:00,12,7.064516129032258
2004-11-06 04:00:00,13,7.161290322580645
2004-11-07 04:00:00,14,7.258064516129032
2004-11-08 04:00:00,15,7.741935483870968
2004-11-09 04:00:00,16,8.225806451612904
2004-11-10 04:00:00,17,8.709677419354838
2004-11-11 04:00:00,18,9.193548387096774
2004-11-12 04:00:00,19,9.67741935483871
2004-11-13 04:00:00,20,10.161290322580646
2004-11-14 04:00:00,21,10.64516129032258
2004-11-15 04:00:00,22,11.129032258064516
2004-11-16 04:00:00,23,11.612903225806452
2004-11-17 04:00:00,24,12.096774193548388
2004-11-18 04:00:00,25,12.580645161290322
2004-11-19 04:00:00,26,13.064516129032258
2004-11-20 04:00:00,27,13.548387096774194
2004-11-21 04:00:00,28,14.03225806451613
2004-11-22 04:00:00,29,14.516129032258064
2004-11-23 04:00:00,30,15.0
2004-11-24 04:00:00,31,16.0
2004-11-25 04:00:00,32,17.0
2004-11-26 04:00:00,33,18.0
2004-11-27 04:00:00,34,19.0
2004-11-28 04:00:00,35,20.0
2004-11-29 04:00:00,36,21.0
2004-11-30 04:00:00,37,22.0
2004-12-01 04:00:00,38,23.5
2004-12-02 04:00:00,39,24.5
2004-12-03 04:00:00,40,25.5
2004-12-04 04:00:00,41,26.5
2004-12-05 04:00:00,42,27.5
2004-12-06 04:00:00,43,28.5
2004-12-07 04:00:00,44,29.5
2004-12-08 04:00:00,45,30.5
