Date & Time,Inactivity,Over past 30 days
2005-04-09 04:00:00,205,205.0
2005-04-10 04:00:00,0,102.5
2005-04-11 04:00:00,1,68.66666666666667
2005-04-12 04:00:00,2,52.0
2005-04-13 04:00:00,3,42.2
2005-04-14 04:00:00,4,35.833333333333336
2005-04-15 04:00:00,5,31.428571428571427
2005-04-16 04:00:00,6,28.25
2005-04-17 04:00:00,7,25.88888888888889
2005-04-18 04:00:00,8,24.1
2005-04-19 04:00:00,9,22.727272727272727
2005-04-20 04:00:00,10,21.666666666666668
2005-04-21 04:00:00,11,20.846153846153847
2005-04-22 04:00:00,12,20.214285714285715
2005-04-23 04:00:00,13,19.733333333333334
2005-04-24 04:00:00,14,19.375
2005-04-25 04:00:00,15,19.11764705882353
2005-04-26 04:00:00,16,18.944444444444443
2005-04-27 04:00:00,17,18.842105263157894
2005-04-28 04:00:00,18,18.8
2005-04-29 04:00:00,19,18.80952380952381
2005-04-30 04:00:00,20,18.863636363636363
2005-05-01 04:00:00,21,18.956521739130434
2005-05-02 04:00:00,22,19.083333333333332
2005-05-03 04:00:00,23,19.24
2005-05-04 04:00:00,24,19.423076923076923
2005-05-05 04:00:00,25,19.62962962962963
2005-05-06 04:00:00,26,19.857142857142858
2005-05-07 04:00:00,27,20.103448275862068
2005-05-08 04:00:00,28,20.366666666666667
2005-05-09 04:00:00,29,14.5
2005-05-10 04:00:00,30,15.5
2005-05-11 04:00:00,31,16.5
2005-05-12 04:00:00,32,17.5
2005-05-13 04:00:00,33,18.5
2005-05-14 04:00:00,34,19.5
2005-05-15 04:00:00,35,20.5
2005-05-16 04:00:00,36,21.5
2005-05-17 04:00:00,37,22.5
2005-05-18 04:00:00,38,23.5
2005-05-19 04:00:00,39,24.5
2005-05-20 04:00:00,40,25.5
2005-05-21 04:00:00,41,26.5
2005-05-22 04:00:00,42,27.5
2005-05-23 04:00:00,43,28.5
2005-05-24 04:00:00,44,29.5
2005-05-25 04:00:00,45,30.5
2005-05-26 04:00:00,46,31.5
2005-05-27 04:00:00,47,32.5
2005-05-28 04:00:00,48,33.5
2005-05-29 04:00:00,49,34.5
2005-05-30 04:00:00,50,35.5
2005-05-31 04:00:00,0,34.354838709677416
2005-06-01 04:00:00,1,33.70967741935484
2005-06-02 04:00:00,2,33.064516129032256
2005-06-03 04:00:00,3,32.41935483870968
2005-06-04 04:00:00,4,31.774193548387096
2005-06-05 04:00:00,5,31.129032258064516
2005-06-06 04:00:00,6,30.483870967741936
2005-06-07 04:00:00,7,29.838709677419356
2005-06-08 04:00:00,8,29.193548387096776
2005-06-09 04:00:00,9,28.548387096774192
2005-06-10 04:00:00,10,27.903225806451612
2005-06-11 04:00:00,0,26.903225806451612
2005-06-12 04:00:00,1,25.903225806451612
2005-06-13 04:00:00,2,24.903225806451612
2005-06-14 04:00:00,3,23.903225806451612
2005-06-15 04:00:00,4,22.903225806451612
2005-06-16 04:00:00,5,21.903225806451612
2005-06-17 04:00:00,6,20.903225806451612
2005-06-18 04:00:00,7,19.903225806451612
2005-06-19 04:00:00,8,18.903225806451612
2005-06-20 04:00:00,9,17.903225806451612
2005-06-21 04:00:00,10,16.903225806451612
2005-06-22 04:00:00,11,15.903225806451612
2005-06-23 04:00:00,12,14.903225806451612
2005-06-24 04:00:00,13,13.903225806451612
2005-06-25 04:00:00,14,12.903225806451612
2005-06-26 04:00:00,15,11.903225806451612
2005-06-27 04:00:00,16,10.903225806451612
2005-06-28 04:00:00,17,9.903225806451612
2005-06-29 04:00:00,0,8.32258064516129
2005-06-30 04:00:00,1,6.741935483870968
2005-07-01 04:00:00,0,6.933333333333334
2005-07-02 04:00:00,0,6.866666666666666
2005-07-03 04:00:00,1,6.8
2005-07-04 04:00:00,2,6.733333333333333
2005-07-05 04:00:00,3,6.666666666666667
2005-07-06 04:00:00,0,6.466666666666667
2005-07-07 04:00:00,1,6.266666666666667
2005-07-08 04:00:00,2,6.066666666666666
2005-07-09 04:00:00,3,5.866666666666666
2005-07-10 04:00:00,4,5.666666666666667
2005-07-11 04:00:00,5,5.833333333333333
2005-07-12 04:00:00,6,6.0
2005-07-13 04:00:00,7,6.166666666666667
2005-07-14 04:00:00,8,6.333333333333333
2005-07-15 04:00:00,9,6.5
2005-07-16 04:00:00,10,6.666666666666667
2005-07-17 04:00:00,11,6.833333333333333
2005-07-18 04:00:00,12,7.0
2005-07-19 04:00:00,13,7.166666666666667
2005-07-20 04:00:00,14,7.333333333333333
2005-07-21 04:00:00,15,7.5
2005-07-22 04:00:00,16,7.666666666666667
2005-07-23 04:00:00,17,7.833333333333333
2005-07-24 04:00:00,18,8.0
2005-07-25 04:00:00,19,8.166666666666666
2005-07-26 04:00:00,20,8.333333333333334
2005-07-27 04:00:00,21,8.5
2005-07-28 04:00:00,22,8.666666666666666
2005-07-29 04:00:00,23,9.433333333333334
2005-07-30 04:00:00,24,10.2
2005-07-31 04:00:00,25,10.67741935483871
2005-08-01 04:00:00,26,11.516129032258064
2005-08-02 04:00:00,27,12.387096774193548
2005-08-03 04:00:00,28,13.258064516129032
2005-08-04 04:00:00,29,14.129032258064516
2005-08-05 04:00:00,30,15.0
2005-08-06 04:00:00,31,16.0
2005-08-07 04:00:00,32,17.0
2005-08-08 04:00:00,33,18.0
2005-08-09 04:00:00,34,19.0
2005-08-10 04:00:00,35,20.0
2005-08-11 04:00:00,36,21.0
2005-08-12 04:00:00,37,22.0
2005-08-13 04:00:00,38,23.0
2005-08-14 04:00:00,39,24.0
2005-08-15 04:00:00,40,25.0
2005-08-16 04:00:00,41,26.0
2005-08-17 04:00:00,42,27.0
2005-08-18 04:00:00,43,28.0
2005-08-19 04:00:00,44,29.0
2005-08-20 04:00:00,45,30.0
2005-08-21 04:00:00,46,31.0
2005-08-22 04:00:00,47,32.0
2005-08-23 04:00:00,48,33.0
2005-08-24 04:00:00,49,34.0
2005-08-25 04:00:00,50,35.0
2005-08-26 04:00:00,51,36.0
2005-08-27 04:00:00,52,37.0
2005-08-28 04:00:00,53,38.0
2005-08-29 04:00:00,54,39.0
2005-08-30 04:00:00,55,40.0
