Date & Time,Inactivity,Over past 30 days
2008-05-15 04:00:00,1337,1337.0
2008-05-16 04:00:00,0,668.5
2008-05-17 04:00:00,1,446.0
2008-05-18 04:00:00,0,334.5
2008-05-19 04:00:00,0,267.6
2008-05-20 04:00:00,0,223.0
2008-05-21 04:00:00,1,191.28571428571428
2008-05-22 04:00:00,2,167.625
2008-05-23 04:00:00,0,149.0
2008-05-24 04:00:00,1,134.2
2008-05-25 04:00:00,2,122.18181818181819
2008-05-26 04:00:00,3,112.25
2008-05-27 04:00:00,4,103.92307692307692
2008-05-28 04:00:00,5,96.85714285714286
2008-05-29 04:00:00,6,90.8
2008-05-30 04:00:00,0,85.125
2008-05-31 04:00:00,1,80.17647058823529
2008-06-01 04:00:00,2,75.83333333333333
2008-06-02 04:00:00,0,71.84210526315789
2008-06-03 04:00:00,1,68.3
2008-06-04 04:00:00,2,65.14285714285714
2008-06-05 04:00:00,3,62.31818181818182
2008-06-06 04:00:00,4,59.78260869565217
2008-06-07 04:00:00,0,57.291666666666664
2008-06-08 04:00:00,1,55.04
2008-06-09 04:00:00,2,53.0
2008-06-10 04:00:00,3,51.148148148148145
2008-06-11 04:00:00,4,49.464285714285715
2008-06-12 04:00:00,5,47.93103448275862
2008-06-13 04:00:00,6,46.53333333333333
2008-06-14 04:00:00,7,45.25806451612903
2008-06-15 04:00:00,8,2.3870967741935485
2008-06-16 04:00:00,9,2.6774193548387095
2008-06-17 04:00:00,10,2.967741935483871
2008-06-18 04:00:00,11,3.3225806451612905
2008-06-19 04:00:00,12,3.7096774193548385
2008-06-20 04:00:00,13,4.129032258064516
2008-06-21 04:00:00,14,4.548387096774194
2008-06-22 04:00:00,15,4.967741935483871
2008-06-23 04:00:00,16,5.483870967741935
2008-06-24 04:00:00,17,6.0
2008-06-25 04:00:00,18,6.516129032258065
2008-06-26 04:00:00,19,7.032258064516129
2008-06-27 04:00:00,20,7.548387096774194
2008-06-28 04:00:00,21,8.064516129032258
2008-06-29 04:00:00,22,8.580645161290322
2008-06-30 04:00:00,23,9.32258064516129
2008-07-01 04:00:00,24,10.333333333333334
2008-07-02 04:00:00,25,11.166666666666666
2008-07-03 04:00:00,26,12.0
2008-07-04 04:00:00,27,12.833333333333334
2008-07-05 04:00:00,0,12.733333333333333
2008-07-06 04:00:00,1,12.633333333333333
2008-07-07 04:00:00,2,12.7
2008-07-08 04:00:00,3,12.766666666666667
2008-07-09 04:00:00,4,12.833333333333334
2008-07-10 04:00:00,5,12.9
2008-07-11 04:00:00,6,12.966666666666667
2008-07-12 04:00:00,7,13.033333333333333
2008-07-13 04:00:00,8,13.1
2008-07-14 04:00:00,9,13.166666666666666
2008-07-15 04:00:00,10,13.233333333333333
2008-07-16 04:00:00,11,13.3
2008-07-17 04:00:00,12,13.366666666666667
2008-07-18 04:00:00,13,13.433333333333334
2008-07-19 04:00:00,14,13.5
2008-07-20 04:00:00,15,13.566666666666666
