Date & Time,Inactivity,Over past 30 days
2012-11-04 04:00:00,2971,2971.0
2012-11-05 04:00:00,0,1485.5
2012-11-06 04:00:00,0,990.3333333333334
2012-11-07 04:00:00,0,742.75
2012-11-08 04:00:00,0,594.2
2012-11-09 04:00:00,0,495.1666666666667
2012-11-10 04:00:00,0,424.42857142857144
2012-11-11 04:00:00,0,371.375
2012-11-12 04:00:00,0,330.1111111111111
2012-11-13 04:00:00,1,297.2
2012-11-14 04:00:00,0,270.1818181818182
2012-11-15 04:00:00,0,247.66666666666666
2012-11-16 04:00:00,0,228.6153846153846
2012-11-17 04:00:00,1,212.35714285714286
2012-11-18 04:00:00,2,198.33333333333334
2012-11-19 04:00:00,3,186.125
2012-11-20 04:00:00,4,175.41176470588235
2012-11-21 04:00:00,0,165.66666666666666
2012-11-22 04:00:00,0,156.94736842105263
2012-11-23 04:00:00,1,149.15
2012-11-24 04:00:00,0,142.04761904761904
2012-11-25 04:00:00,1,135.63636363636363
2012-11-26 04:00:00,2,129.82608695652175
2012-11-27 04:00:00,3,124.54166666666667
2012-11-28 04:00:00,0,119.56
2012-11-29 04:00:00,0,114.96153846153847
2012-11-30 04:00:00,1,110.74074074074075
2012-12-01 04:00:00,2,106.85714285714286
2012-12-02 04:00:00,3,103.27586206896552
2012-12-03 04:00:00,4,99.96666666666667
2012-12-04 04:00:00,5,1.1
2012-12-05 04:00:00,0,1.1
2012-12-06 04:00:00,0,1.1
2012-12-07 04:00:00,1,1.1333333333333333
2012-12-08 04:00:00,0,1.1333333333333333
2012-12-09 04:00:00,0,1.1333333333333333
2012-12-10 04:00:00,0,1.1333333333333333
2012-12-11 04:00:00,1,1.1666666666666667
2012-12-12 04:00:00,2,1.2333333333333334
2012-12-13 04:00:00,3,1.3
2012-12-14 04:00:00,4,1.4333333333333333
2012-12-15 04:00:00,5,1.6
2012-12-16 04:00:00,6,1.8
2012-12-17 04:00:00,0,1.7666666666666666
2012-12-18 04:00:00,1,1.7333333333333334
2012-12-19 04:00:00,2,1.7
2012-12-20 04:00:00,3,1.6666666666666667
2012-12-21 04:00:00,4,1.8
2012-12-22 04:00:00,5,1.9666666666666666
2012-12-23 04:00:00,6,2.1333333333333333
2012-12-24 04:00:00,0,2.1333333333333333
2012-12-25 04:00:00,1,2.1333333333333333
2012-12-26 04:00:00,2,2.1333333333333333
2012-12-27 04:00:00,3,2.1333333333333333
2012-12-28 04:00:00,4,2.2666666666666666
2012-12-29 04:00:00,5,2.433333333333333
2012-12-30 04:00:00,6,2.6
2012-12-31 04:00:00,7,2.7419354838709675
2013-01-01 04:00:00,8,2.935483870967742
2013-01-02 04:00:00,9,3.129032258064516
2013-01-03 04:00:00,10,3.3225806451612905
2013-01-04 04:00:00,0,3.161290322580645
2013-01-05 04:00:00,0,3.161290322580645
2013-01-06 04:00:00,0,3.161290322580645
2013-01-07 04:00:00,0,3.129032258064516
2013-01-08 04:00:00,0,3.129032258064516
2013-01-09 04:00:00,0,3.129032258064516
2013-01-10 04:00:00,1,3.161290322580645
2013-01-11 04:00:00,2,3.193548387096774
2013-01-12 04:00:00,3,3.225806451612903
2013-01-13 04:00:00,4,3.2580645161290325
2013-01-14 04:00:00,5,3.2903225806451615
2013-01-15 04:00:00,6,3.3225806451612905
2013-01-16 04:00:00,7,3.3548387096774195
2013-01-17 04:00:00,8,3.6129032258064515
2013-01-18 04:00:00,9,3.870967741935484
2013-01-19 04:00:00,10,4.129032258064516
2013-01-20 04:00:00,11,4.387096774193548
2013-01-21 04:00:00,0,4.258064516129032
2013-01-22 04:00:00,0,4.096774193548387
2013-01-23 04:00:00,1,3.935483870967742
2013-01-24 04:00:00,0,3.935483870967742
2013-01-25 04:00:00,0,3.903225806451613
2013-01-26 04:00:00,1,3.870967741935484
2013-01-27 04:00:00,2,3.838709677419355
2013-01-28 04:00:00,3,3.806451612903226
2013-01-29 04:00:00,4,3.774193548387097
2013-01-30 04:00:00,5,3.7419354838709675
2013-01-31 04:00:00,6,3.7096774193548385
2013-02-01 04:00:00,7,3.6774193548387095
2013-02-02 04:00:00,8,3.6451612903225805
2013-02-03 04:00:00,9,3.6129032258064515
2013-02-04 04:00:00,10,3.935483870967742
2013-02-05 04:00:00,11,4.290322580645161
2013-02-06 04:00:00,0,4.290322580645161
2013-02-07 04:00:00,0,4.290322580645161
2013-02-08 04:00:00,0,4.290322580645161
2013-02-09 04:00:00,1,4.32258064516129
2013-02-10 04:00:00,2,4.354838709677419
2013-02-11 04:00:00,0,4.290322580645161
2013-02-12 04:00:00,1,4.225806451612903
2013-02-13 04:00:00,2,4.161290322580645
2013-02-14 04:00:00,3,4.096774193548387
2013-02-15 04:00:00,4,4.032258064516129
2013-02-16 04:00:00,5,3.967741935483871
2013-02-17 04:00:00,6,3.903225806451613
2013-02-18 04:00:00,0,3.6129032258064515
2013-02-19 04:00:00,0,3.2903225806451615
2013-02-20 04:00:00,1,2.967741935483871
2013-02-21 04:00:00,2,3.032258064516129
2013-02-22 04:00:00,3,3.129032258064516
2013-02-23 04:00:00,4,3.225806451612903
